task_id,base_task_id,image_id,building_id,task_stratum,c2a_rp_eligible,vis_3d,image_path,risk_design_score_A,task_risk_sha256,reference_review_status,formal_use_blocked_until_review
jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248,jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248,jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248.png,5.424720257502583,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5,jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5,jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5,jtcxE69GiFV,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5.png,3.7150624753607926,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_007d567cfff94aff8d850876914b9584,pa4otMbVnkk_007d567cfff94aff8d850876914b9584,pa4otMbVnkk_007d567cfff94aff8d850876914b9584,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_007d567cfff94aff8d850876914b9584.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_007d567cfff94aff8d850876914b9584.png,4.385432517241618,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e,pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e,pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e.png,3.5432827182279496,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d,pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d,pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d.png,4.0375040905336075,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6,pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6,pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6.png,3.623159596496251,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b.png,3.934007895549571,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0.png,4.583637601099402,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84,pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84,pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84.png,4.406084810743974,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_447755d931aa401097d8c0952a22b17e.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_447755d931aa401097d8c0952a22b17e.png,3.446418996433377,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657.png,4.254049428543212,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e.png,5.041596258851888,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b,pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b,pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b.png,4.4862949760239115,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,stress,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3.png,8.146315693268235,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_616baa976df7493c8b5d1516fa55aa75,pa4otMbVnkk_616baa976df7493c8b5d1516fa55aa75,pa4otMbVnkk_616baa976df7493c8b5d1516fa55aa75,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_616baa976df7493c8b5d1516fa55aa75.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_616baa976df7493c8b5d1516fa55aa75.png,4.462383448640835,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a.png,4.222100206664882,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_64ba4f267872432abdcb00af002649d5.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_64ba4f267872432abdcb00af002649d5.png,3.9847071562262193,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_78863f388bfc4e419e5d3454f1fecf3f,pa4otMbVnkk_78863f388bfc4e419e5d3454f1fecf3f,pa4otMbVnkk_78863f388bfc4e419e5d3454f1fecf3f,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_78863f388bfc4e419e5d3454f1fecf3f.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_78863f388bfc4e419e5d3454f1fecf3f.png,3.5952176136140728,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_78c162aad54a4b969d0b0813a86d43e4,pa4otMbVnkk_78c162aad54a4b969d0b0813a86d43e4,pa4otMbVnkk_78c162aad54a4b969d0b0813a86d43e4,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_78c162aad54a4b969d0b0813a86d43e4.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_78c162aad54a4b969d0b0813a86d43e4.png,4.19121835679114,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_7be30830c80b4fb3a83d5f956c07e143,pa4otMbVnkk_7be30830c80b4fb3a83d5f956c07e143,pa4otMbVnkk_7be30830c80b4fb3a83d5f956c07e143,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_7be30830c80b4fb3a83d5f956c07e143.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_7be30830c80b4fb3a83d5f956c07e143.png,3.6566779514381524,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_8370daaebb5145ee80f7e362fabc9d5b,pa4otMbVnkk_8370daaebb5145ee80f7e362fabc9d5b,pa4otMbVnkk_8370daaebb5145ee80f7e362fabc9d5b,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_8370daaebb5145ee80f7e362fabc9d5b.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_8370daaebb5145ee80f7e362fabc9d5b.png,4.62561099655989,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_867c64cd8f474949bcd87100dc18c2d4,pa4otMbVnkk_867c64cd8f474949bcd87100dc18c2d4,pa4otMbVnkk_867c64cd8f474949bcd87100dc18c2d4,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_867c64cd8f474949bcd87100dc18c2d4.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_867c64cd8f474949bcd87100dc18c2d4.png,4.9792056587389055,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_8d9a72e210cd480a897945c465e5cade,pa4otMbVnkk_8d9a72e210cd480a897945c465e5cade,pa4otMbVnkk_8d9a72e210cd480a897945c465e5cade,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_8d9a72e210cd480a897945c465e5cade.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_8d9a72e210cd480a897945c465e5cade.png,4.871343274952166,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_915273ca375f43be9306ce29b7724c46,pa4otMbVnkk_915273ca375f43be9306ce29b7724c46,pa4otMbVnkk_915273ca375f43be9306ce29b7724c46,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_915273ca375f43be9306ce29b7724c46.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_915273ca375f43be9306ce29b7724c46.png,3.4028292852770314,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_a1243ae1c9e7407794464678be846819,pa4otMbVnkk_a1243ae1c9e7407794464678be846819,pa4otMbVnkk_a1243ae1c9e7407794464678be846819,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_a1243ae1c9e7407794464678be846819.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_a1243ae1c9e7407794464678be846819.png,3.384354489192715,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_ae57bfaab09c44a48a384367f50f3bd8,pa4otMbVnkk_ae57bfaab09c44a48a384367f50f3bd8,pa4otMbVnkk_ae57bfaab09c44a48a384367f50f3bd8,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_ae57bfaab09c44a48a384367f50f3bd8.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_ae57bfaab09c44a48a384367f50f3bd8.png,4.148563447150623,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_b2bb0d47721a4f24af2c829bba560aa6,pa4otMbVnkk_b2bb0d47721a4f24af2c829bba560aa6,pa4otMbVnkk_b2bb0d47721a4f24af2c829bba560aa6,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_b2bb0d47721a4f24af2c829bba560aa6.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_b2bb0d47721a4f24af2c829bba560aa6.png,4.926026592328975,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_b8245307c038459a9df432be2341ec27,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_b8245307c038459a9df432be2341ec27.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_b8245307c038459a9df432be2341ec27.png,4.365190477555192,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_d02457f6d5b84e8fb43b49a52c81c78e,pa4otMbVnkk_d02457f6d5b84e8fb43b49a52c81c78e,pa4otMbVnkk_d02457f6d5b84e8fb43b49a52c81c78e,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_d02457f6d5b84e8fb43b49a52c81c78e.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_d02457f6d5b84e8fb43b49a52c81c78e.png,4.248449970349508,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6.png,3.8394553324631153,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1.png,3.5741948993665464,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_f750030380cb4bbe87e4bf3d31b63f94,pa4otMbVnkk_f750030380cb4bbe87e4bf3d31b63f94,pa4otMbVnkk_f750030380cb4bbe87e4bf3d31b63f94,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_f750030380cb4bbe87e4bf3d31b63f94.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_f750030380cb4bbe87e4bf3d31b63f94.png,3.7343605391026453,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_f99f4beac1744062a4d6349ac140f16e,pa4otMbVnkk_f99f4beac1744062a4d6349ac140f16e,pa4otMbVnkk_f99f4beac1744062a4d6349ac140f16e,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_f99f4beac1744062a4d6349ac140f16e.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_f99f4beac1744062a4d6349ac140f16e.png,4.149991050219342,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_faa9b3c493a541d5bcaae52f760b6807,pa4otMbVnkk_faa9b3c493a541d5bcaae52f760b6807,pa4otMbVnkk_faa9b3c493a541d5bcaae52f760b6807,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_faa9b3c493a541d5bcaae52f760b6807.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_faa9b3c493a541d5bcaae52f760b6807.png,3.9576548638751285,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1.png,3.8092973767992118,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,stress,false,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6.png,8.745138446780821,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,scope_oos,true
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,stress,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78.png,6.831342493839091,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf.png,3.511845508517192,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_16beb21e65a84850a509972190038d0e.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_16beb21e65a84850a509972190038d0e.png,3.8567355743811653,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,ordinary,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4.png,3.56801929571565,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,stress,true,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1.png,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1.png,7.29202638738098,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,not_flagged,false
