image_id,condition,k,n_valid,reason
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,4,3,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,6,3,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,8,3,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,4,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,6,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,8,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,6,6,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,8,6,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,4,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,6,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,8,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,6,6,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,8,6,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,4,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,6,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,8,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,4,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,6,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,8,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,4,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,6,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,8,5,fewer_than_two_unseen_people_at_this_k
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,4,5,fewer_than_two_unseen_people_at_this_k
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,6,5,fewer_than_two_unseen_people_at_this_k
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,8,5,fewer_than_two_unseen_people_at_this_k
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,4,5,fewer_than_two_unseen_people_at_this_k
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,6,5,fewer_than_two_unseen_people_at_this_k
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,8,5,fewer_than_two_unseen_people_at_this_k
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,6,6,fewer_than_two_unseen_people_at_this_k
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,8,6,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,6,6,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,8,6,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,6,6,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,8,6,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,6,6,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,8,6,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,8,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,4,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,6,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,8,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,4,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,6,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,8,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,6,6,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,8,6,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,6,6,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,8,6,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,6,7,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,8,7,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,4,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,6,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,8,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,4,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,6,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,8,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,4,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,6,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,8,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,4,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,6,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,8,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,4,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,6,5,fewer_than_two_unseen_people_at_this_k
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,8,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,4,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,6,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,8,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,6,6,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,8,6,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,6,6,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,8,6,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,4,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,6,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,8,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,6,6,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,8,6,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,4,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,6,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,8,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,4,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,6,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,8,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,4,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,6,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,8,5,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,4,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,6,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,8,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,4,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,6,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,8,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,2,2,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,4,2,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,6,2,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,8,2,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,4,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,6,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,8,4,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,2,2,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,4,2,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,6,2,fewer_than_two_unseen_people_at_this_k
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,8,2,fewer_than_two_unseen_people_at_this_k
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,4,4,fewer_than_two_unseen_people_at_this_k
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,6,4,fewer_than_two_unseen_people_at_this_k
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,8,4,fewer_than_two_unseen_people_at_this_k
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,4,4,fewer_than_two_unseen_people_at_this_k
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,6,4,fewer_than_two_unseen_people_at_this_k
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,8,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,4,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,6,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,8,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,6,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,8,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,6,4,fewer_than_two_unseen_people_at_this_k
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,8,4,fewer_than_two_unseen_people_at_this_k
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,4,4,fewer_than_two_unseen_people_at_this_k
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,6,4,fewer_than_two_unseen_people_at_this_k
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,8,4,fewer_than_two_unseen_people_at_this_k
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,4,4,fewer_than_two_unseen_people_at_this_k
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,6,4,fewer_than_two_unseen_people_at_this_k
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,8,4,fewer_than_two_unseen_people_at_this_k
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,4,fewer_than_two_unseen_people_at_this_k
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,6,4,fewer_than_two_unseen_people_at_this_k
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,8,4,fewer_than_two_unseen_people_at_this_k
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,4,4,fewer_than_two_unseen_people_at_this_k
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,6,4,fewer_than_two_unseen_people_at_this_k
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,8,4,fewer_than_two_unseen_people_at_this_k
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,4,5,fewer_than_two_unseen_people_at_this_k
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,6,5,fewer_than_two_unseen_people_at_this_k
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,8,5,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,4,4,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,6,4,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,8,4,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,4,4,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,6,4,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,8,4,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,2,3,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,4,3,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,6,3,fewer_than_two_unseen_people_at_this_k
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,8,3,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,4,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,6,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,8,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,6,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,8,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,4,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,6,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,8,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,4,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,6,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,8,5,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,4,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,6,4,fewer_than_two_unseen_people_at_this_k
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,8,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,4,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,6,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,8,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,4,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,6,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,8,5,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,4,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,6,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,8,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,4,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,6,4,fewer_than_two_unseen_people_at_this_k
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,8,4,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,4,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,6,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,8,5,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,4,4,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,6,4,fewer_than_two_unseen_people_at_this_k
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,8,4,fewer_than_two_unseen_people_at_this_k
