image_id,condition,pattern,possible,type_counts,unknown_people
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,AABC,True,"{""0"": 18, ""3"": 2, ""1"": 2, ""2"": 1}",0
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,ABCD,True,"{""0"": 18, ""3"": 2, ""1"": 2, ""2"": 1}",0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,AA,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,AB,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,AAB,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,ACD,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,AABC,False,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,ABCD,True,"{""2"": 16, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,AA,True,"{""0"": 2, ""1"": 16, ""3"": 5, ""2"": 1}",0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,AB,True,"{""0"": 2, ""1"": 16, ""3"": 5, ""2"": 1}",0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,AAB,True,"{""0"": 2, ""1"": 16, ""3"": 5, ""2"": 1}",0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,ACD,True,"{""0"": 2, ""1"": 16, ""3"": 5, ""2"": 1}",0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,AABC,True,"{""0"": 2, ""1"": 16, ""3"": 5, ""2"": 1}",0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,ABCD,True,"{""0"": 2, ""1"": 16, ""3"": 5, ""2"": 1}",0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,AA,True,"{""0"": 18, ""3"": 3, ""1"": 2, ""2"": 1}",0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,AB,True,"{""0"": 18, ""3"": 3, ""1"": 2, ""2"": 1}",0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,AAB,True,"{""0"": 18, ""3"": 3, ""1"": 2, ""2"": 1}",0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,ACD,True,"{""0"": 18, ""3"": 3, ""1"": 2, ""2"": 1}",0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,AABC,True,"{""0"": 18, ""3"": 3, ""1"": 2, ""2"": 1}",0
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,ABCD,True,"{""0"": 18, ""3"": 3, ""1"": 2, ""2"": 1}",0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,AA,False,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,AB,True,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,AAB,False,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,ACD,True,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,AABC,False,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,ABCD,True,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,AA,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,AB,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,AAB,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,ACD,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,AABC,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,ABCD,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,AA,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,AB,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,AAB,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,ACD,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,AABC,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,ABCD,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,AA,False,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,AB,True,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,AAB,False,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,ACD,True,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,AABC,False,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,ABCD,True,"{""3"": 2, ""2"": 19, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,AA,True,"{""0"": 17, ""3"": 2, ""1"": 2, ""2"": 1}",0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,AB,True,"{""0"": 17, ""3"": 2, ""1"": 2, ""2"": 1}",0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,AAB,True,"{""0"": 17, ""3"": 2, ""1"": 2, ""2"": 1}",0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,ACD,True,"{""0"": 17, ""3"": 2, ""1"": 2, ""2"": 1}",0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,AABC,True,"{""0"": 17, ""3"": 2, ""1"": 2, ""2"": 1}",0
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,ABCD,True,"{""0"": 17, ""3"": 2, ""1"": 2, ""2"": 1}",0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,AA,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,AB,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,AAB,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,ACD,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,AABC,False,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,ABCD,True,"{""3"": 2, ""2"": 20, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,AA,False,"{""3"": 2, ""2"": 18, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,AB,True,"{""3"": 2, ""2"": 18, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,AAB,False,"{""3"": 2, ""2"": 18, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,ACD,True,"{""3"": 2, ""2"": 18, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,AABC,False,"{""3"": 2, ""2"": 18, ""0"": 1, ""1"": 1}",0
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,ABCD,True,"{""3"": 2, ""2"": 18, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,AA,True,"{""0"": 2, ""2"": 20, ""1"": 1}",0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,AB,True,"{""0"": 2, ""2"": 20, ""1"": 1}",0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,AAB,True,"{""0"": 2, ""2"": 20, ""1"": 1}",0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,ACD,False,"{""0"": 2, ""2"": 20, ""1"": 1}",0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,AABC,True,"{""0"": 2, ""2"": 20, ""1"": 1}",0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,ABCD,False,"{""0"": 2, ""2"": 20, ""1"": 1}",0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,AA,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,AB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,AAB,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,ACD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,AABC,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,ABCD,True,"{""0"": 19, ""3"": 2, ""1"": 2, ""2"": 1}",0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,AA,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,AB,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,AAB,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,ACD,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,AABC,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,ABCD,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,AA,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
