stage,base_task_id,canonical_annotation_id,worker_id,canonical_geometry,consensus_status,consensus_medoid_annotation_id,source_artifact,source_sha256
P1,3085,a73e732348cf85a5,10,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[566.0,218.0],[566.0,313.0],[834.0,164.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,ba9f60a6ed19b5fd,11,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[566.0,218.0],[566.0,313.0],[834.0,164.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,baa09826ba02dd36,12,"[[235.5,223.0],[235.5,306.5],[367.0,235.5],[369.0,292.0],[571.5,302.5],[573.5,223.0],[826.0,173.0],[832.0,390.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,d2685886cb5bbef7,13,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[566.0,218.0],[566.0,313.0],[834.0,164.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,8bd66e889fbae752,14,"[[234.0,222.0],[234.0,305.0],[367.0,230.0],[367.0,296.0],[569.5,316.0],[571.0,218.0],[831.0,166.5],[831.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,8516eea42fb75c88,15,"[[234.0,222.0],[234.0,307.0],[362.0,230.0],[363.5,296.0],[570.5,218.0],[573.0,313.0],[828.5,161.5],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,975c986cabcb9ac6,17,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[572.5,221.5],[572.5,313.0],[834.0,164.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,f5d0a36b008eb488,18,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[566.0,218.0],[566.0,313.0],[834.0,164.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,b24c193b4136afd3,19,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[568.5,215.5],[569.0,312.0],[828.5,160.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,2129afe06ece6a6d,2,"[[234.0,222.0],[234.0,305.0],[367.0,230.0],[367.0,296.0],[571.0,218.0],[571.0,319.5],[831.0,166.5],[831.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,a927ea00f7335c7c,21,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[568.5,215.5],[569.0,312.0],[828.5,160.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,e30721b054460f15,6,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[566.0,218.0],[566.0,313.0],[834.0,164.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,7ae79f4e06a3ade1,8,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,293.0],[573.5,221.5],[573.5,315.0],[834.0,164.0],[834.0,385.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,d0a52acd08fbed41,1,"[[115.5,89.5],[115.5,421.5],[489.0,324.0],[491.0,195.0],[636.5,205.0],[638.5,312.0],[801.5,185.0],[805.5,326.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,e1192a138c4f6fd5,10,"[[114.0,88.0],[129.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,9dc621c3289eacfe,11,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,2e72e743616d19e3,12,"[[73.0,131.5],[81.5,415.0],[482.0,194.0],[486.0,319.0],[632.0,204.5],[632.0,302.5],[796.5,313.0],[801.0,187.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,7c5ae954e2bc7d50,13,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,c86f4798b72da4f4,14,"[[105.5,426.5],[109.0,88.0],[488.0,188.0],[488.0,328.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,95e4d6694aee7fe2,15,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,9045b95895ebfb53,17,"[[114.0,88.0],[114.0,423.0],[486.0,191.5],[486.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,aff9f2e8748c51bc,18,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,d3cb4659239d554a,19,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,6e781e22ca35282a,2,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,6f0b6c07349714e6,21,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,542549c813b8d3ac,6,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,32cc4986bbe2899c,8,"[[113.5,92.5],[113.5,416.0],[485.0,193.0],[485.0,324.5],[635.0,307.5],[635.5,207.5],[802.0,185.0],[802.0,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,47ba2a2044e90723,1,"[[38.0,213.0],[42.0,342.0],[409.5,145.0],[413.5,389.5],[700.0,193.0],[704.0,344.0],[924.5,218.5],[930.5,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,92cef8d5e67642b5,10,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,5430410832e5b050,11,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,45bf058bfb0a09d9,12,"[[35.5,313.0],[37.5,204.5],[411.0,152.0],[413.0,392.0],[694.5,340.0],[700.5,190.0],[917.5,212.5],[922.0,313.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,a4ef81640d9af82b,13,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,c7a9fd0c71a7a2c7,14,"[[38.0,201.0],[38.0,323.0],[414.0,141.0],[414.0,387.5],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,1f55a813de15c2fa,15,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,b5b74ebc34119a74,17,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[699.0,197.5],[699.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,5752425674dac15e,18,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,399a2ef9f53ec81b,19,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[650.5,202.5],[650.5,364.5],[699.0,197.5],[699.0,336.0],[917.0,311.0],[918.0,217.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,f0c39de79d58cc1f,2,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,faa0be6922f7cc2d,21,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[699.0,197.5],[699.0,336.0],[917.0,311.0],[918.0,217.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,d84c21f30e32fc6b,6,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,e6412324e1d420ab,8,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,4dd79894b795e3cb,1,"[[71.5,405.5],[73.5,109.5],[437.5,101.5],[437.5,431.5],[727.5,197.0],[731.5,360.0],[819.0,360.0],[825.0,195.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,0a1ecc7898261bdb,10,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,b4723150365987dd,11,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,b8e9932406666fdb,12,"[[135.5,427.5],[139.5,98.0],[421.5,429.5],[425.5,112.5],[726.0,198.0],[728.0,356.5],[817.5,356.5],[819.5,198.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,2168237ba7eb4f7b,13,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,b1b61e100de771f2,14,"[[67.0,105.0],[72.0,440.0],[431.0,445.5],[434.5,102.5],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,b2e53800c763fb7e,15,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,21dc895dfa61871c,17,"[[72.0,105.0],[72.0,440.0],[429.5,97.5],[429.5,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,9dca0eb75804c312,18,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,33eff922c80ac947,19,"[[72.0,105.0],[72.0,440.0],[432.5,440.5],[437.0,102.5],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,a8919977a7058c04,2,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,5e23f1c22fec38e2,21,"[[72.0,105.0],[72.0,440.0],[432.5,440.5],[437.0,102.5],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,c4ba0d1136cd7c70,6,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,1d1c687081adc698,8,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,07c99b913f352934,1,"[[97.5,310.0],[103.5,232.5],[292.5,214.5],[296.5,336.0],[572.5,119.5],[584.5,437.5],[930.5,103.5],[930.5,469.5],[1016.0,224.5],[1016.0,328.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,ea824f81860e40de,10,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[568.0,98.0],[580.0,450.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,f2652a9524294607,11,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[568.0,98.0],[568.0,453.0],[649.0,125.0],[649.0,432.0],[776.0,102.0],[776.0,449.0],[790.0,44.0],[790.0,486.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,e5bc692f352587c0,12,"[[96.0,308.5],[100.0,231.5],[277.5,340.0],[290.0,212.5],[573.5,146.0],[580.0,427.5],[1011.5,327.5],[1015.5,238.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,a816c1bfd2071c13,13,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[568.0,453.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,126bcb79613b3ca2,14,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[573.5,113.0],[582.0,441.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,30d22bced4b75549,15,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[568.5,113.5],[573.0,449.5],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,80a4655a847e5a65,17,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[790.0,486.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,ba0a6f3ed5f52a3c,18,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[568.0,98.0],[584.5,438.5],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,4df5538f7a6d52ec,19,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[568.0,98.0],[568.0,453.0],[649.0,125.0],[649.0,432.0],[776.0,102.0],[776.0,449.0],[790.0,44.0],[790.0,486.0],[791.5,210.5],[794.5,330.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,466fc2f8ccaeae80,2,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[563.0,101.0],[563.0,444.5],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,31d3caf93d1b2b79,21,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[568.0,98.0],[568.0,453.0],[649.0,125.0],[649.0,432.0],[776.0,102.0],[776.0,449.0],[790.0,44.0],[790.0,486.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,1d9605edabc41fe8,6,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[568.0,98.0],[568.0,453.0],[649.0,125.0],[649.0,432.0],[776.0,102.0],[776.0,449.0],[790.0,44.0],[790.0,486.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
