canonical_annotation_id,image_id,worker_id,effective_point_count,geometry_valid,geometry_failure,imputed_point,main_worker_included,quality,active_seconds,top_signed_pixels,floor_signed_pixels,band_width_bias_pixels,building,scope,condition
0b321a16596ae822,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W013,16,True,,False,True,,180,,,,uNb9QFRL6hY,in_scope,oos
8819f603580ef482,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W014,16,True,,False,True,,,,,,uNb9QFRL6hY,in_scope,oos
52fb14ffbe0d009b,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W015,16,True,,False,True,,347,,,,uNb9QFRL6hY,in_scope,oos
1e4c5581862be896,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W017,8,True,,False,True,,142,,,,uNb9QFRL6hY,in_scope,oos
2f75e3649fc3b4c0,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W018,16,True,,False,True,,204,,,,uNb9QFRL6hY,in_scope,oos
fc956ea5464e4cf4,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W002,20,True,,False,True,,38,,,,uNb9QFRL6hY,oos,oos
116cb223e7dedec6,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W021,16,True,,False,True,,545,,,,uNb9QFRL6hY,in_scope,oos
dfc2adf2a47dc7de,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W027,16,True,,False,True,,283,,,,uNb9QFRL6hY,oos,oos
94d5b679bc8ce596,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W028,14,True,,False,True,,366,,,,uNb9QFRL6hY,in_scope,oos
b96ca0dd7857cd2e,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W029,14,True,,False,True,,94,,,,uNb9QFRL6hY,oos,oos
8abf96e80a8cd151,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W030,16,True,,False,True,,313,,,,uNb9QFRL6hY,in_scope,oos
e1bc1262947c9c43,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W031,16,True,,False,True,,,,,,uNb9QFRL6hY,in_scope,oos
e27f9f848d185dab,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W032,16,True,,False,True,,377,,,,uNb9QFRL6hY,in_scope,oos
75ac866c71693e71,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W033,16,True,,False,True,,206,,,,uNb9QFRL6hY,in_scope,oos
78885c3d5cd19c4f,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W034,16,True,,False,True,,,,,,uNb9QFRL6hY,in_scope,oos
0d08611aee0cdf4f,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W035,12,True,,False,True,,,,,,uNb9QFRL6hY,oos,oos
3785ebbd5dc8b7ea,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W036,16,True,,False,True,,1123,,,,uNb9QFRL6hY,oos,oos
9117118c1ce15fc9,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W037,11,False,odd_keypoint_count,False,True,,930,,,,uNb9QFRL6hY,in_scope,oos
657bd2d38326367d,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W006,16,True,,False,True,,336,,,,uNb9QFRL6hY,in_scope,oos
87273c75a3b5848a,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,W008,16,True,,False,True,,610,,,,uNb9QFRL6hY,in_scope,oos
db7fe64b7313a46c,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W001,10,True,,False,True,,48,,,,yqstnuAEVhm,oos,oos
0efd0a0c1939749b,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W010,8,True,,False,True,,209,,,,yqstnuAEVhm,oos,oos
f28720a75aaab159,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W011,12,True,,False,True,,254,,,,yqstnuAEVhm,oos,oos
6699db74821a919e,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W012,12,True,,False,True,,,,,,yqstnuAEVhm,oos,oos
645c492a9b5d25b7,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W013,12,True,,False,True,,103,,,,yqstnuAEVhm,oos,oos
5ca409caedd3314a,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W014,12,True,,False,True,,,,,,yqstnuAEVhm,oos,oos
6023152b323bf630,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W015,12,True,,False,True,,468,,,,yqstnuAEVhm,oos,oos
ec7d0001d6230fed,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W017,12,True,,False,True,,129,,,,yqstnuAEVhm,oos,oos
1d46ee3a30918343,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W018,12,True,,False,True,,165,,,,yqstnuAEVhm,oos,oos
4bd3e31c9163b33e,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W002,10,True,,False,True,,21,,,,yqstnuAEVhm,oos,oos
30ecdd5e143c3161,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W021,12,True,,False,True,,247,,,,yqstnuAEVhm,oos,oos
cea51349a3124994,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W027,16,True,,False,True,,252,,,,yqstnuAEVhm,oos,oos
58edb835d70cc5d5,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W028,18,True,,False,True,,460,,,,yqstnuAEVhm,oos,oos
5f22a20aed0c1249,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W029,12,True,,False,True,,660,,,,yqstnuAEVhm,in_scope,oos
7960004dcebf26f0,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W030,12,True,,False,True,,325,,,,yqstnuAEVhm,oos,oos
ab49c95c36db8e18,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W031,12,True,,False,True,,,,,,yqstnuAEVhm,oos,oos
5fcc3f74a0e93344,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W032,12,True,,False,True,,540,,,,yqstnuAEVhm,oos,oos
9a6969085af7949d,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W033,12,True,,False,True,,196,,,,yqstnuAEVhm,oos,oos
291c09a624cd8f99,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W034,12,True,,False,True,,,,,,yqstnuAEVhm,in_scope,oos
a66f7b0846ec88b0,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W035,12,True,,False,True,,,,,,yqstnuAEVhm,oos,oos
58575767b314c57c,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W036,8,True,,False,True,,959,,,,yqstnuAEVhm,oos,oos
30c6234c4303f3ef,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W037,10,True,,False,True,,660,,,,yqstnuAEVhm,oos,oos
c0a0ce605d24562d,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W006,12,True,,False,True,,151,,,,yqstnuAEVhm,in_scope,oos
af3a3ae0ae425dc4,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,W008,12,True,,False,True,,489,,,,yqstnuAEVhm,in_scope,oos
