worker_id,public_worker_code,task_id,task_code,zh_task_code,inner_id,planned_project_code,assignment_batch_id,expected_completion_order,selected_design_sha,source_assignment_sha256,source_import_sha256,internal_only
35,W035,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
35,W035,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
36,W036,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
36,W036,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
36,W036,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
36,W036,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
37,W037,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
37,W037,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
37,W037,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
37,W037,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
6,W006,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
6,W006,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
6,W006,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
6,W006,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
8,W008,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,D-005,任务4-005,5,D,C2B_BATCH_A,1,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
8,W008,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,D-011,任务4-011,11,D,C2B_BATCH_A,2,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
8,W008,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,D-001,任务4-001,1,D,C2B_BATCH_A,3,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
8,W008,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,D-034,任务4-034,34,D,C2B_BATCH_A,4,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
1,W001,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,D-006,任务4-006,6,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
1,W001,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,D-014,任务4-014,14,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
1,W001,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,D-020,任务4-020,20,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
1,W001,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,D-044,任务4-044,44,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
10,W010,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,D-006,任务4-006,6,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
10,W010,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,D-014,任务4-014,14,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
10,W010,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,D-020,任务4-020,20,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
10,W010,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,D-044,任务4-044,44,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
11,W011,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,D-004,任务4-004,4,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
11,W011,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,D-016,任务4-016,16,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
11,W011,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,D-029,任务4-029,29,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
11,W011,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,D-035,任务4-035,35,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
12,W012,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,D-004,任务4-004,4,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
12,W012,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,D-016,任务4-016,16,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
12,W012,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,D-029,任务4-029,29,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
12,W012,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,D-035,任务4-035,35,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
13,W013,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,D-013,任务4-013,13,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
13,W013,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,D-022,任务4-022,22,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
13,W013,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,D-037,任务4-037,37,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
13,W013,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,D-038,任务4-038,38,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
15,W015,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,D-013,任务4-013,13,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
15,W015,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,D-022,任务4-022,22,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
15,W015,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,D-037,任务4-037,37,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
15,W015,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,D-038,任务4-038,38,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
17,W017,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,D-017,任务4-017,17,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
17,W017,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,D-024,任务4-024,24,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
17,W017,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,D-032,任务4-032,32,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
17,W017,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,D-039,任务4-039,39,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
18,W018,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,D-017,任务4-017,17,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
18,W018,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,D-024,任务4-024,24,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
18,W018,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,D-032,任务4-032,32,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
18,W018,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,D-039,任务4-039,39,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
2,W002,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,D-003,任务4-003,3,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
2,W002,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,D-021,任务4-021,21,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
2,W002,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,D-023,任务4-023,23,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
2,W002,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,D-026,任务4-026,26,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
27,W027,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,D-003,任务4-003,3,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
27,W027,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,D-021,任务4-021,21,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
27,W027,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,D-023,任务4-023,23,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
27,W027,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,D-026,任务4-026,26,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
28,W028,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,D-015,任务4-015,15,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
28,W028,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,D-018,任务4-018,18,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
28,W028,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,D-028,任务4-028,28,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
28,W028,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,D-030,任务4-030,30,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
29,W029,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,D-015,任务4-015,15,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
29,W029,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,D-018,任务4-018,18,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
29,W029,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,D-028,任务4-028,28,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
29,W029,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,D-030,任务4-030,30,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
30,W030,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,D-008,任务4-008,8,D,C2B_BATCH_A,5,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
30,W030,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,D-012,任务4-012,12,D,C2B_BATCH_A,6,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
30,W030,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,D-041,任务4-041,41,D,C2B_BATCH_A,7,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
30,W030,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,D-045,任务4-045,45,D,C2B_BATCH_A,8,f2b7cde8aadf29fb35a965ec49b434587feaa1c09863f74cf0e95e02e3462822,5e43e682a46211fb35ed5588b0f22b2853997236bff814f14f1306246907a07c,7e66c2aacc7929d11e98df3d918da6fa2cf1cd73c58f19bdd77eeea1e3a4021e,true
