candidate_id,building,n_images,numbers,image_ids,manual_counts,n_manual_ge19,n_manual_ge5,low_candidate,review_state,raw_decision,difficulty_similarity,physical_same_supported,comparable_for_prediction,oos_pending,outcome_exposure,issue_tags,selection_hold_reasons
G090,e9zR4mvMWw7,7,3;7;8;11;28;26;15,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8;e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc;e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5;e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94;e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d;e9zR4mvMWw7_83347153d2184d33869626c6c83318f9;e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,0;0;0;0;0;0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G091,e9zR4mvMWw7,3,4;18;35,e9zR4mvMWw7_16eb46a968384060821cb59d0e04f4dd;e9zR4mvMWw7_4984fc9f1fdf4ff7887430f71b9ae392;e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,0;0;0,0,0,True,viewed_per_user_statement,优先候选,预期相近,True,True,False,False,,
G092,e9zR4mvMWw7,2,6;9,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11;e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,0;6,0,1,True,explicit_discussion,基础候选,可能出现小幅歧义,True,True,False,False,范围歧义,
G093,e9zR4mvMWw7,2,6;37,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11;e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G094,e9zR4mvMWw7,2,10;27,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76;e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G095-S1,e9zR4mvMWw7,3,12;19;21,e9zR4mvMWw7_1ff35596f9cb4b98ba4f08dda81c1654;e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab;e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,0;25;0,1,1,False,explicit_discussion,待定,可能出现小幅歧义,True,False,False,False,信息条件差异,主空间或范围可比性未满足
G095-S2,e9zR4mvMWw7,2,22;41,e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee;e9zR4mvMWw7_fa7122ef2199445485623708ea54d018,0;0,0,0,False,explicit_discussion,待定,可能出现小幅歧义,True,False,False,False,信息条件差异,主空间或范围可比性未满足
G096,e9zR4mvMWw7,3,13;38;24,e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b;e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd;e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,0;0;0,0,0,False,viewed_per_user_statement,待定,待定,True,False,False,False,,主空间或范围可比性未满足
G097,e9zR4mvMWw7,2,14;29,e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3;e9zR4mvMWw7_93c08bd7515647fdaa2ef1239d02983c,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G098,e9zR4mvMWw7,3,16;17;40,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45;e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47;e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,0;6;0,0,1,False,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,True,True,OOS争议,OOS待定单列
G099,e9zR4mvMWw7,3,20;34;37,e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777;e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4;e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,0;0;0,0,0,True,explicit_confirmed,基础候选,可能出现小幅歧义,True,True,False,False,,
G100,e9zR4mvMWw7,2,23;39,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3;e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,0;0,0,0,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G101,jh4fc5c5qoQ,2,1;6,jh4fc5c5qoQ_1eac2c379ebf4e059f4a35e584f82f9b;jh4fc5c5qoQ_5ce75bcca20d46a8adba099e08a36c8e,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G102,jh4fc5c5qoQ,2,2;14,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec;jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,4;2,0,0,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G103,jh4fc5c5qoQ,2,3;4,jh4fc5c5qoQ_3182b6eba9ce405f9e1c0af86cc6b862;jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,0;2,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G104,jh4fc5c5qoQ,3,3;11;13,jh4fc5c5qoQ_3182b6eba9ce405f9e1c0af86cc6b862;jh4fc5c5qoQ_97739a403b984dcd8253741a073b18dd;jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,0;0;1,0,0,True,explicit_confirmed,基础候选,可能出现小幅歧义,True,True,False,False,,
G105,jh4fc5c5qoQ,3,4;7;10,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca;jh4fc5c5qoQ_6ab11272308c46068c9ae583da8ff311;jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,2;0;2,0,0,False,explicit_discussion,待定,可能出现小幅歧义,True,False,False,False,复杂空间;难标,主空间或范围可比性未满足
G106,jh4fc5c5qoQ,3,5;8;15,jh4fc5c5qoQ_45b6596b2c8f4336b7293cfd6d910492;jh4fc5c5qoQ_755d110c2ed84d76be11ad56ae00b53f;jh4fc5c5qoQ_d6d4416592a0483691a1ed7d3b336a1a,0;0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G107,jh4fc5c5qoQ,2,5;9,jh4fc5c5qoQ_45b6596b2c8f4336b7293cfd6d910492;jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,0;2,0,0,False,viewed_per_user_statement,待定,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G108,jh4fc5c5qoQ,2,6;12,jh4fc5c5qoQ_5ce75bcca20d46a8adba099e08a36c8e;jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,0;2,0,0,True,explicit_discussion,基础候选,可能出现小幅歧义,True,True,False,False,难标,
G109,jtcxE69GiFV,5,1;5;17;20;33,jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4;jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037;jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99;jtcxE69GiFV_87e96c5b923840bc8276d949ff157948;jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,0;6;1;0;0,0,1,True,viewed_per_user_statement,基础候选,可能出现小幅歧义,True,True,False,True,难标;模型引导可能,
G110,jtcxE69GiFV,3,3;8;24,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040;jtcxE69GiFV_3a61b286f9574cebb27cce0efa211bd0;jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260,3;0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G111,jtcxE69GiFV,2,6;12,jtcxE69GiFV_29d51ea54a5040098e9b1ba6eaa1f5bd;jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,0;1,0,0,False,viewed_per_user_statement,待定,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G112,jtcxE69GiFV,2,7;15,jtcxE69GiFV_36d9e8e9eba24f3fbff08082c41a4d68;jtcxE69GiFV_650dbde3bd124db1bf8393250eda52ea,0;0,0,0,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G113,jtcxE69GiFV,2,11;30,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8;jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,2;1,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G114,jtcxE69GiFV,4,16;21;22;23,jtcxE69GiFV_666e7c94f27743a788c408a62c2c13f6;jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe;jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148;jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,0;0;2;1,0,0,False,explicit_discussion,待定,待定,True,True,True,False,OOS,OOS待定单列
G115,jtcxE69GiFV,2,18;32,jtcxE69GiFV_67790605390f4d439c3c59395967ec84;jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248,4;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G116,jtcxE69GiFV,2,19;31,jtcxE69GiFV_7ca707708ef54c5bac2992d05d4f1408;jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,0;1,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G117,jtcxE69GiFV,3,25;26;28,jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b;jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1;jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,0;4;4,0,0,True,explicit_discussion,基础候选,可能出现小幅歧义,True,True,False,True,拐角遗漏;细节取舍,
G118,jtcxE69GiFV,2,27;30,jtcxE69GiFV_d972562e44f44b4db2a197310dc6113f;jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,0;1,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G119,kEZ7cmS4wCh,2,1;2,kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2;kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G120,pRbA3pwrgk9,2,1;16,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6;pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,3;2,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G121,pRbA3pwrgk9,2,1;17,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6;pRbA3pwrgk9_c19e6a85e45d4aae9e9a4b703650132b,3;0,0,0,False,viewed_per_user_statement,待定,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G122,pRbA3pwrgk9,2,2;13,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78;pRbA3pwrgk9_950f2117a6164fbc8d2faff96c40a1e9,6;0,0,1,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G123,pRbA3pwrgk9,2,3;11,pRbA3pwrgk9_05c49a8b61034633ad57ae3527dac65d;pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,0;20,1,1,False,viewed_per_user_statement,待定,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G124,pRbA3pwrgk9,5,4;6;8;10;18,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf;pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4;pRbA3pwrgk9_2e5e98be62684eb8b3143fda3059ddde;pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5;pRbA3pwrgk9_e0dc27df8b2d4484bde0f97284d4cdf7,1;3;0;2;0,0,0,False,explicit_discussion,基础候选,可能出现小幅歧义,True,True,True,False,OOS,OOS待定单列
G125,pRbA3pwrgk9,2,5;12,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e;pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,2;2,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G126,pRbA3pwrgk9,2,5;15,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e;pRbA3pwrgk9_b1477ef96be5470d9881a9f6c9f825ae,2;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G127,pRbA3pwrgk9,3,9;19;20,pRbA3pwrgk9_3851376d4f84494ebdc080b34ddc0f5e;pRbA3pwrgk9_ec8f8c12b70e4969ae24adb7031d9312;pRbA3pwrgk9_ecd2d3d74f1244a19bab0131ca065c26,0;0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G128,pRbA3pwrgk9,2,14;17,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930;pRbA3pwrgk9_c19e6a85e45d4aae9e9a4b703650132b,2;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G129,pa4otMbVnkk,2,1;38,pa4otMbVnkk_007d567cfff94aff8d850876914b9584;pa4otMbVnkk_d02457f6d5b84e8fb43b49a52c81c78e,0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G130,pa4otMbVnkk,5,2;13;20;42;44,pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e;pa4otMbVnkk_5cd7afbe84aa4a13a13b45c369e39731;pa4otMbVnkk_78863f388bfc4e419e5d3454f1fecf3f;pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6;pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,0;0;0;1;1,0,0,True,explicit_confirmed,基础候选,预期相近,True,True,False,False,,
G131,pa4otMbVnkk,2,3;21,pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d;pa4otMbVnkk_78c162aad54a4b969d0b0813a86d43e4,0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G132,pa4otMbVnkk,3,4;30;32,pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6;pa4otMbVnkk_915273ca375f43be9306ce29b7724c46;pa4otMbVnkk_a1243ae1c9e7407794464678be846819,0;0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G133,pa4otMbVnkk,2,5;14,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b;pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,2;6,0,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G134,pa4otMbVnkk,2,5;47,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b;pa4otMbVnkk_faa9b3c493a541d5bcaae52f760b6807,2;0,0,0,True,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,False,False,信息缺失,
G135,pa4otMbVnkk,3,6;35;36,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0;pa4otMbVnkk_ae57bfaab09c44a48a384367f50f3bd8;pa4otMbVnkk_b2bb0d47721a4f24af2c829bba560aa6,1;0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G136,pa4otMbVnkk,3,7;19;45,pa4otMbVnkk_3df9a5180b94479997b19a8823f31eab;pa4otMbVnkk_7172b7e0aefe4e23a53449a4531ca5e3;pa4otMbVnkk_f750030380cb4bbe87e4bf3d31b63f94,0;0;0,0,0,False,explicit_discussion,待定,可能出现小幅歧义,True,True,True,False,OOS,OOS待定单列
G137,pa4otMbVnkk,2,8;34,pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84;pa4otMbVnkk_a8e87c5da1414d998988fe3c29dba7d5,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G138,pa4otMbVnkk,4,9;26;39;49,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e;pa4otMbVnkk_88c758f7e35244fd8f5693913f329805;pa4otMbVnkk_d0777438896f4ba59dc36ba96ebb003f;pa4otMbVnkk_fd3034fe3cf6425ea2810f42656766cf,2;0;0;0,0,0,True,explicit_confirmed,优先候选,可能出现小幅歧义,True,True,False,False,图像扭曲;点位困难,
G139,pa4otMbVnkk,3,11;22;28,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e;pa4otMbVnkk_7be30830c80b4fb3a83d5f956c07e143;pa4otMbVnkk_8d4d0f90d2b145648e952352535c0f50,1;0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G140,pa4otMbVnkk,2,12;15,pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b;pa4otMbVnkk_616baa976df7493c8b5d1516fa55aa75,0;0,0,0,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G141,pa4otMbVnkk,6,17;23;25;29;37;41,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a;pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc;pa4otMbVnkk_867c64cd8f474949bcd87100dc18c2d4;pa4otMbVnkk_8d9a72e210cd480a897945c465e5cade;pa4otMbVnkk_b8245307c038459a9df432be2341ec27;pa4otMbVnkk_e976f604378648b3bd1d1ed1e9638294,3;0;0;0;0;0,0,0,True,explicit_confirmed,基础候选,可能出现小幅歧义,True,True,False,False,凸墙细节,
G142,pa4otMbVnkk,2,18;33,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5;pa4otMbVnkk_a390863f6b5f4b9497580c29d4d7bbe9,1;0,0,0,False,explicit_discussion,待定,可能出现小幅歧义,True,True,True,False,OOS,OOS待定单列
G143,pa4otMbVnkk,2,31;43,pa4otMbVnkk_9548771afcfd442a8dcb73d739a23b27;pa4otMbVnkk_f0397335d45f43c282646a8653918f86,0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G144,pa4otMbVnkk,2,40;46,pa4otMbVnkk_e280c21ec51840e296d454c19fb4ac28;pa4otMbVnkk_f99f4beac1744062a4d6349ac140f16e,0;0,0,0,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G145,q9vSo1VnCiC,4,1;2;13;22,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d;q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e;q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4;q9vSo1VnCiC_bac003e7f0294457905fb183c34ef2bf,5;25;25;0,2,3,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G146,q9vSo1VnCiC,2,3;5,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9;q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232,5;0,0,1,False,viewed_per_user_statement,不支持,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G147,q9vSo1VnCiC,2,3;23,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9;q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,5;25,1,2,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G148,q9vSo1VnCiC,2,3;28,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9;q9vSo1VnCiC_d799bea8f909406b8b87d4cf8a7c421b,5;0,0,1,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G149,q9vSo1VnCiC,2,4;32,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20;q9vSo1VnCiC_e74e843601574864a14517f990c748a0,3;25,1,1,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G150,q9vSo1VnCiC,2,6;32,q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5;q9vSo1VnCiC_e74e843601574864a14517f990c748a0,0;25,1,1,False,viewed_per_user_statement,不支持,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G151,q9vSo1VnCiC,2,7;34,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d;q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,0;5,0,1,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G152,q9vSo1VnCiC,2,8;28,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71;q9vSo1VnCiC_d799bea8f909406b8b87d4cf8a7c421b,0;0,0,0,False,viewed_per_user_statement,不支持,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G153,q9vSo1VnCiC,4,9;10;17;30,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb;q9vSo1VnCiC_6df6e29f6d1e4495b111d41b2e4e5cb9;q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4;q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,25;0;0;5,1,2,False,viewed_per_user_statement,待定,待定,True,False,False,False,,主空间或范围可比性未满足
G154,q9vSo1VnCiC,2,11;15,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd;q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,5;0,0,1,False,viewed_per_user_statement,待定,待定,False,False,False,False,,主空间或范围可比性未满足
G155,q9vSo1VnCiC,6,11;12;15;16;21;25,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd;q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5;q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103;q9vSo1VnCiC_a424533651804a38a55b1252daccc81e;q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f;q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,5;6;0;5;0;0,0,3,False,viewed_per_user_statement,优先候选,预期相近,True,False,False,False,,merged_physical_room_cross_subgroup_comparability_pending;主空间或范围可比性未满足
G158,q9vSo1VnCiC,2,18;20,q9vSo1VnCiC_a823913d661144d4ad3d609e1e085fb1;q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8,0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G159,q9vSo1VnCiC,2,19;28,q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55;q9vSo1VnCiC_d799bea8f909406b8b87d4cf8a7c421b,0;0,0,0,False,viewed_per_user_statement,对照候选,存在明显差异,True,False,False,False,,主空间或范围可比性未满足
G160,q9vSo1VnCiC,2,20;33,q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8;q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,0;0,0,0,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G161,q9vSo1VnCiC,2,22;29,q9vSo1VnCiC_bac003e7f0294457905fb183c34ef2bf;q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,0;5,0,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G162,q9vSo1VnCiC,2,26;31,q9vSo1VnCiC_cefeb34bd9d04b4dac1189e24191c03f;q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,0;0,0,0,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G163,q9vSo1VnCiC,2,27;29,q9vSo1VnCiC_cf3f1eaf611b4f5f8d13c273359d231b;q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,0;5,0,1,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G164,rPc6DW4iMge,2,1;9,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3;rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,23;25,2,2,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G165,rPc6DW4iMge,3,2;14;15,rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe;rPc6DW4iMge_7316bf706e0d46368334c0c989210e09;rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,0;0;23,1,1,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G166,rPc6DW4iMge,3,5;6;22,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff;rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5;rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,5;25;23,2,3,False,viewed_per_user_statement,基础候选,待定,True,False,False,False,,主空间或范围可比性未满足
G167,rPc6DW4iMge,2,7;11,rPc6DW4iMge_1920d957cf3d4adab57626a7ccc206b0;rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad,0;0,0,0,False,viewed_per_user_statement,不支持,存在明显差异,False,False,False,False,,主空间或范围可比性未满足
G168,rPc6DW4iMge,2,8;10,rPc6DW4iMge_1b4824ffdfc44d08aa648e90241289e4;rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,0;0,0,0,True,viewed_per_user_statement,优先候选,可能出现小幅歧义,True,True,False,False,,
G169,rPc6DW4iMge,2,8;16,rPc6DW4iMge_1b4824ffdfc44d08aa648e90241289e4;rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,0;6,0,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G170,rPc6DW4iMge,2,11;19,rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad;rPc6DW4iMge_cabddb2506ee4bfcb2a1bcfa6625fe28,0;0,0,0,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
G171,rPc6DW4iMge,4,12;13;20;18,rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32;rPc6DW4iMge_4350d36797324601adba7351d09602d2;rPc6DW4iMge_cc15fb105d86466faafdd633f89148de;rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598,0;5;26;0,1,2,False,viewed_per_user_statement,待定,待定,True,False,False,False,,主空间或范围可比性未满足
G172,uNb9QFRL6hY,12,1;3;4;9;12;20;40;43;45;53;58;71,uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c;uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0;uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8;uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398;uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f;uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea;uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62;uNb9QFRL6hY_84722e58b32f4646acc12614994f835b;uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97;uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3;uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407;uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43,0;0;0;0;0;0;5;0;23;0;0;0,1,2,False,viewed_per_user_statement,优先候选,可能出现小幅歧义,True,False,False,False,门洞范围歧义,unclear_subset;主空间或范围可比性未满足
G173,uNb9QFRL6hY,2,2;8,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086;uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,0;23,1,1,False,viewed_per_user_statement,不支持,待定,False,False,False,False,,主空间或范围可比性未满足
G174,uNb9QFRL6hY,3,28;44;80,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b;uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13;uNb9QFRL6hY_e39b52c7eedc4d859fca7888cab531ae,0;5;0,0,1,True,explicit_confirmed,优先候选,预期相近,True,True,False,False,,
