image_id,condition,priority,expert_tag,review_draft_grade,n_valid,sizes_descending,question,worker_ids,canonical_ids,medoid_canonical_ids,affected_conclusion,user_verdict
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,3,,medium_candidate,24,16;6;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,ace70b27506798d5;7f2a70bd247387c9;7e2290dbca4fb383;f034ac00d128e91e;9f525c104867f074;99962e6f9aff29ba;97cebd93c1965f0f;2e18c2a7c8a3d34b;bcb79f6838d28c17;a05dc6872141702f;315cbd3cacd491e8;251bbbe64ea0a5b5;af7a3a1cdf745e0c;641c1f6f413ead20;b6b6d4c497cda8e2;f573b76a994f559e;a288b216f33e8695;38b4c355b2582da5;e791bdd39ceb0454;d216cfad4f530a31;05c34463f238a2c1;cdfc8962c0bbffa6;76186667a8178edb;5df4a26ad4def72a,38b4c355b2582da5;7f2a70bd247387c9;7e2290dbca4fb383,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,3,,medium_candidate,23,17;3;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；已确认修正继续保留，其余无效已单列；有效子集结论如何限定？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,07c99b913f352934;466fc2f8ccaeae80;1d9605edabc41fe8;5420c60e81d14ca8;ea824f81860e40de;f2652a9524294607;e5bc692f352587c0;a816c1bfd2071c13;126bcb79613b3ca2;30d22bced4b75549;ba0a6f3ed5f52a3c;31d3caf93d1b2b79;b695d04bc92a557d;2d2b8ab0116038fd;984360ed0635b90c;6068e5a1684f17bf;38e5256c8a950c7d;e345524837c8f249;c62a0432de833f80;d028cdde31b4bbe7;55a9c4d4d99e81f1;64b475a8d2558465;28935ccbb578589d,07c99b913f352934;126bcb79613b3ca2;1d9605edabc41fe8;e5bc692f352587c0;28935ccbb578589d,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,3,中等,,6,3;3,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。；少人数仅作有限观察证据，不据此排除未来少数标法。,W002;W006;W008;W012;W013;W015,8ff7251a7c24a8e0e71e;8af889f37a502f3fa126;f005d5460cd37c229372;dbdc83a7c9f53399480c;f92320ca03fc70c20aea;a431c68f99235de30da3,a431c68f99235de30da3;dbdc83a7c9f53399480c,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,3,中等,,1,1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W017,61b8048903e56202028a,61b8048903e56202028a,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,3,,medium_candidate,4,2;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；少人数仅作有限观察证据，不据此排除未来少数标法。,W002;W006;W008;W036,e92320c34035fa738fcd;82308989ac2788608fbf;70a865aa4c57b00b1a98;f9644fa62fdb22170582,e92320c34035fa738fcd;82308989ac2788608fbf,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,3,,simple_candidate,6,6,少人数仅作有限观察证据，不据此排除未来少数标法。,W001;W028;W029;W031;W032;W035,56a766b95bd23e61232e;dc678aaee755bfc2a6f7;12e3c33065b7150586bc;22f5ceb1b91de9daaa48;f899584e44e01e779e19;d229ebc66bef1a22b980,f899584e44e01e779e19,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,3,,simple_candidate,5,5,少人数仅作有限观察证据，不据此排除未来少数标法。,W006;W017;W029;W033;W034,fd25cbb84b15d307427f;7889f02e6ee2bce5ab0e;985372b15be97227b0c3;6d71defb42ff13413fb3;8d2fb23ccf6644962fa7,7889f02e6ee2bce5ab0e,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,3,,difficult_candidate,19,3;2;2;2;1;1;1;1;1;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；已确认修正继续保留，其余无效已单列；有效子集结论如何限定？,W001;W002;W006;W008;W010;W011;W013;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,082bd5bd0d332eff07b8;a690aad05af6d8488499;7fbd8554bc67ef1d9922;72e0b2778d6bcbe5f372;5202c07d7c7cca9f9a9c;fd2b9ddb998c002ab336;08f1b4079da5db271b3b;79d3df588918a13a39ab;5a20c53ba5d16b5d61ff;6a2c67c582a5a000346d;c1f355e3e5a3282d2f96;f89e3a22cc555d4c398a;7f0a5c531957fa7e0f4c;ae6d60e1ea8424ce2357;fe979654519d4ecd7854;677314e72434fc9329f2;e340e9ff963b2aad6120;02902e88ff88b1d2db71;b170b2106a06bcf632e1,082bd5bd0d332eff07b8;5a20c53ba5d16b5d61ff;7fbd8554bc67ef1d9922;72e0b2778d6bcbe5f372;fd2b9ddb998c002ab336;08f1b4079da5db271b3b;6a2c67c582a5a000346d;c1f355e3e5a3282d2f96;f89e3a22cc555d4c398a;7f0a5c531957fa7e0f4c;ae6d60e1ea8424ce2357;fe979654519d4ecd7854;e340e9ff963b2aad6120;02902e88ff88b1d2db71,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,3,中等,,3,2;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W001;W034;W035,fed448617a25d8c8e1a4;ba6ebd8d2cf4230b1479;2b8c21bbedfb62f34a49,fed448617a25d8c8e1a4;ba6ebd8d2cf4230b1479,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,3,,simple_candidate,24,24,,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,632220d24507015a;56f8882bd06575e0;79e12393ae798c89;70be44b69fb2f4ff;3a06d95fdf379816;fb4d8560e355af7e;2363f1899a906f6f;5f13962e564d0d52;adef48d62993c490;32386fcf9fb30375;71729ab9c7569f1c;69b748f6eb971312;a0b9d67c00beeed2;3c0d7a12c8c88472;5f11cf7a5e9e864a;531bf7a7ee88f707;81dea2dc73f99d91;2d47294ca7fcec72;983982d4bd6a6054;0bc7f316c3bc455b;ea568321af4d7ba2;05eb948b2ffa3e8a;028464efb23f49f4;f37fb82e6c7c602f,028464efb23f49f4,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,3,,simple_candidate,5,5,少人数仅作有限观察证据，不据此排除未来少数标法。,W006;W008;W010;W017;W031,290e3e82f42aa83e4adc;4fd5b259dc13de4a5e96;b80833429adcb6be79f8;4fb3839c49c04d3ffcf7;871218ff2db6bdec5ff2,290e3e82f42aa83e4adc,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,3,,simple_candidate,6,6,少人数仅作有限观察证据，不据此排除未来少数标法。,W006;W010;W013;W014;W018;W034,249972890d1d949f4e0b;399d7b90505e061c62ec;15045b6175a2d31f009a;fb89303c7e00435f9fec;86103695b3e92be6e929;e8fa392d317f408e138f,86103695b3e92be6e929,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,3,,,4,3;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W001;W002;W030;W032,149830d59e7e9e39f686;3cf2311bd8da5ee6753a;3e8773a02414b6a4b615;af75f69b47040e315e88,3cf2311bd8da5ee6753a;af75f69b47040e315e88,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,2,,difficult_candidate,24,4;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,9fc7e8e2d9d6bcc3;57c9e6d18d1e8441;e6cf4672ca0a98e0;f3dddcec6bd52333;0def5b6fa7a8c943;6751bda596ab6aa3;870b797b2c22b194;842bcbbca90674ae;ebf6a238abbded76;164460ea4b39a74c;ea3d5e0fe3227ffd;df9f72a9643f2a2e;68f273f5934bd5d6;f89be7fd70fc65db;55515d4fbe62f3d7;caa6d658732cb9af;3a772c253f77d4b7;9c8fbc4acb8cacca;d98e0f6e768e3029;4556c580e92894d6;2385c7af67eeea4e;3d53a4f071f870cb;680d9cdf96eaadf7;90b4dd7e59f67c16,9fc7e8e2d9d6bcc3;57c9e6d18d1e8441;e6cf4672ca0a98e0;f3dddcec6bd52333;0def5b6fa7a8c943;6751bda596ab6aa3;842bcbbca90674ae;164460ea4b39a74c;ea3d5e0fe3227ffd;df9f72a9643f2a2e;f89be7fd70fc65db;55515d4fbe62f3d7;3a772c253f77d4b7;d98e0f6e768e3029;4556c580e92894d6;2385c7af67eeea4e;680d9cdf96eaadf7,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,3,,simple_candidate,5,4;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W012;W027;W030;W032;W033,ac643d623a147394d526;cd8a51a17f5953c4b19c;6fde03b86adc8ddd0722;5010682cb541531f7457;51a6919e74648167a773,ac643d623a147394d526;6fde03b86adc8ddd0722,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,3,,,3,3,已确认修正继续保留，其余无效已单列；有效子集结论如何限定？；少人数仅作有限观察证据，不据此排除未来少数标法。,W017;W018;W034,fc425478750be6dafff3;23a4dc31709381a1de36;2ed8f62e5ffefe42fff7,fc425478750be6dafff3,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,3,,medium_candidate,24,22;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,61f905607ceffa7f;9b8003c65abc4837;9255dadcdf79c909;087627a67194bafe;405e6e45af7f5c6b;5b7f902df4c57cd4;03dae7081bc7d6bb;012915d009824af0;85ba1d16d74efa67;b1c252a830c50fb3;25e8f7f37f87cc75;ed042c9ccaa850e3;add755f9c7c57766;fd7793b6709c8db9;b09742748a808617;28388a75252778c7;aa829dfff6bee382;403ee2ee4d1242bd;ba630f16a9639561;28e01bd0877270ca;0b86a50130fd298a;94f15108f5d9ac14;63f4a9a7ba3739c1;b6dc5d3075742a91,61f905607ceffa7f;28388a75252778c7,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,3,,simple_candidate,6,5;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W013;W014;W018;W029;W034;W035,825bdbff9bff6dbfbe83;e59fee15d62a5f50a85e;7678a683012ba646c81e;90d428978149e1e537ed;9378f37adf8af804e6b4;d97070648108845c9bde,90d428978149e1e537ed;7678a683012ba646c81e,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,3,,simple_candidate,5,4;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W001;W002;W028;W034;W037,73908ddd5ef005c60f62;ee808cbaf8ffe0de6430;ecd0f4f36d3df460b67c;9520f54bda487c460b18;689396cf3eb03ab9a0cf,73908ddd5ef005c60f62;9520f54bda487c460b18,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,3,,medium_candidate,24,13;9;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,d933c38ad0b2b104;5bad87d19a0b5760;aa6b631e83349cba;3e20ca93bd05958e;a05c820a5012751c;2ab3a85613189faa;1c10cbd1c1cbbd74;a135a4aaf615d5db;7485c5f92ef686bc;0054e620b22551b8;7b099f9e593d3204;1dd5b2305fbffcff;47a780e27988de5d;7c4d53d444805ad4;454f4a7ca0ed8cda;3bcf5dc561e2d916;6d17201775811123;d15abea6c32062e1;ed8e2934ebcee5bb;fb4210e33d7c2093;15f4bf968e467bdc;b106f4f47297f77d;f13bd8e8570762ef;62a32cfa3607ea53,f13bd8e8570762ef;7c4d53d444805ad4;aa6b631e83349cba;15f4bf968e467bdc,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,3,,medium_candidate,23,21;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,8cc976464d74ba775b9e;fcdfb6cd62ff1d9b2b4a;d4f265a1a24e286d2575;6f501a02450b80edfacb;c214f6ddad6c484d9ead;13de41d9ab1a6f93dc75;8775b9adcf68f1324409;75727d4b2511f36fa2ce;fedad1bada042d84e572;775744097a41d254df7f;40b1ddacfbaf05a362ac;0309b9293bdaeefba16c;7392408a228d29c44684;2669e20e43502bcf1419;68b9de98f158c481d82a;2425c99671ebf414b359;bce7044b348685668b71;9a0a83ba9247dbf61861;a9bf98b8cc8fbfa40f5c;bdf544ff5d0a4bfacc09;225002de699658941ca0;1b0b4076d43ab5586a3f;73e2d1fca7e2ec1b2b59,8cc976464d74ba775b9e;6f501a02450b80edfacb,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,3,,medium_candidate,5,2;2;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W002;W008;W017;W030;W034,93a6155acf0e8f9b4f11;c2fbdf3adfd99918c0e7;488f0c3264bf31aca229;19cb0e844a73d7e77a47;3440c00bbde5bf789734,93a6155acf0e8f9b4f11;c2fbdf3adfd99918c0e7;3440c00bbde5bf789734,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,2,,difficult_candidate,24,11;3;2;1;1;1;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,b33e480dcb1ae10b;0284f20459ae4153;fb86982f536c3aaa;bdf5345d612260f9;dd6888e3ad2e47c0;fce565e3270fad1f;c9a58758edb18890;b49af842e8a9a5d6;886e3f4cfcd0e0b8;352ec6e68a3da904;f659d3608c54a9ef;fbc606f95f59c132;384c1de2ec90820f;98e8fe358da56c8f;bf2aab73a5aed79f;a819fde1949e375b;9589363fea90baba;3e9e6ac471e7da2a;e07cd54978722b1e;9cab10e73212c27f;d5f398bdf9e24194;3266c87d109f70bf;1863472107c00fbd;abff623d76a69986,b33e480dcb1ae10b;0284f20459ae4153;352ec6e68a3da904;fbc606f95f59c132;a819fde1949e375b;9589363fea90baba;e07cd54978722b1e;9cab10e73212c27f;d5f398bdf9e24194;1863472107c00fbd;abff623d76a69986,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,3,,medium_candidate,24,20;3;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,ce4d7eb2e6d72de7;144280fa0204ea4b;e7ed5dff8bbbd4d2;7fdf325e88fb2ace;10fdb9b90509f680;5e86d217342bd789;197b5c1a4243d512;3bc806f7aa53463c;6c6bf207b8e455c4;b6e44c3f2980e246;dd020aa0ed2e79de;ad6cf6be2e36a427;65d0b345e89f50ac;38c0a4899547296f;50ce95b3ba9570df;4a1158da9bd83ef9;19cadb0cba089ebe;3649f4a1a11aa4d3;6aed1eb1185c1318;2015dd298cff564b;40a13dc4d685b575;868d2e9fef235045;9297edc587276262;6d192755ca096a2c,b6e44c3f2980e246;6d192755ca096a2c;40a13dc4d685b575,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,3,,simple_candidate,5,5,少人数仅作有限观察证据，不据此排除未来少数标法。,W002;W015;W032;W034;W037,94bd3eb39aab32641f9d;dedb80578a581b30950a;db40fd3c634f72f37f1c;a2c57c04a795d6b822a3;a42f40b503c7f449a3f6,dedb80578a581b30950a,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,3,简单,medium_candidate,23,18;4;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14346fa7f625df2e92da;a4b73bebf231dbe2321a;65cf5a2a652ba9b3ca95;caba50e4a43aa76cac46;d0fc4545c974fc42b662;a02304edf778c294c6fb;efee8b0961b89129a457;2d83aaed5161b7904cdd;334dd20fa6fb3ffa9d5d;6d2129c626d211543587;b5a85ea72aadddb2f09b;bfe1e6f3cb0a3353c928;d984d534dcc7fe11d643;6c5161e9261e0ba5f8b1;20f0af1735ba9f7c5a2e;1318278d00548b081ebc;73a83925776f8e35ed8a;fc6a213e57b750465697;86e6614af35eccb013ac;82255f7bb022fd1cd129;43266379df129a98dcd9;3e5c4fe6cfe523059d12;454169e6fe8a9b1ba08c,a02304edf778c294c6fb;a4b73bebf231dbe2321a;454169e6fe8a9b1ba08c,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,3,,medium_candidate,6,3;2;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W006;W010;W013;W014;W018;W034,6b62fa1340a38506bbdf;07431aa4afbbf9c0c56b;a236e017116eb8422292;544f3f9a681478cc1c1b;4ad24a22d659420a086d;8d96780b3347071514de,a236e017116eb8422292;07431aa4afbbf9c0c56b;8d96780b3347071514de,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,3,,medium_candidate,24,22;2,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,bea7315dc0319f08;664ded8505bb4ace;f2eb30664b7474ad;573b3754a0da7d18;8b8f353a015cd9b3;42f34b0fbfa43b19;bfb4d0e9960d96af;18ac550794fc0fce;985c11b9ce41b00d;72c65c366e863eb9;8873e6e63ed8f636;7eeb8ea034902d91;0df4ad0ec893225d;986ad05a55d5a2e0;6bbe8b97d504e4a4;3eaa191397f5fbf4;7cbbab8fd62d0c38;5b2ab16ea134acf7;607ca8f788805e56;8f04217c549dac0c;d10e31caaec1101e;98f6de06229c83e3;04c68d1fd4a36275;60b3a58f097c620f,f2eb30664b7474ad;d10e31caaec1101e,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,1,中等,,23,18;2;2;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；多数跨簇几何配对仍兼容，是连续定位波动被切开还是语义不同？不要自动合并。；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,e141cec3bd166425f47c;cb5e672973105a2a1c43;d14d3e95941e544b31c6;f579b073015ccb5f87b1;e4ccffc7a8756b7b0be4;cc9c520b1f8781f19e31;0ab97a7e7082f598e237;d82cf0aab412ea6e207e;0a6c2ab575a7b36f82bd;e714d76c74a373febbee;0359bc11d268822d94fd;7d1b82da44ed8dd8ef72;e53257d9b7428d4da0f5;b7e7d86f528066fab226;35a9f318fa8bb9909db0;a8282b826c2b83f1c177;bed357bd88baf4c32786;e7b36064adef9c88eb38;423d83b62a6b1fee7af4;a4015419d4289160ce21;46a22bc8081a9f80e282;6b145ff560adec834931;200f0c572426f1ad5f6c,6b145ff560adec834931;e4ccffc7a8756b7b0be4;0ab97a7e7082f598e237;b7e7d86f528066fab226,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,2,,difficult_candidate,24,4;4;3;2;2;1;1;1;1;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,2a11d537c790512c;75be39df2c1c14a3;8178591994d42ce3;edbb02694073d0f8;7693891481ff5386;88a80bacfd70139f;9d5019675a6c9add;a4e0cac5adec2e1e;5a980411975e48d1;f4e3004912779c48;74051761f655b31b;523c33883ac9489a;c0243fb04589828e;d7eb6edddcc78db9;39f32d3182a9a449;f9f3e8e273c243a5;1eff38d64ebf8ebb;f79d8e8c15022fce;8b3be018ff673d1f;268e43366ea0bcb8;9ab5ef47f1224afd;7ad8feb020087113;43b2e89e9fd7c38f;79a20413d834e832,2a11d537c790512c;75be39df2c1c14a3;8178591994d42ce3;a4e0cac5adec2e1e;7693891481ff5386;88a80bacfd70139f;9d5019675a6c9add;523c33883ac9489a;f9f3e8e273c243a5;8b3be018ff673d1f;9ab5ef47f1224afd;7ad8feb020087113;43b2e89e9fd7c38f;79a20413d834e832,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,2,,difficult_candidate,23,5;2;2;2;2;2;1;1;1;1;1;1;1;1,各支持簇代表的空间范围/点数/转角解释是否真正不同且合理？；单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,e367c19601f2d8e7823e;8e8f77a48f3ad4c6096c;91f5a2eb0fcd82cebcf4;f2769cc6b8e8d4026727;6c9ac9d78b385a762253;ffd589e4f6a13787a5d6;082f62d60b17746b01fc;e66d78ee7fefb50ef63b;60a0c3a0dcba1739fb67;aadcebbd5deed880c6fe;be51f8a15243df569129;6807fe796de6aacaa1d3;98f815cef49de82c7449;eb7401f8c6a2d74124c0;a2dd65d0b594bb9212ac;1b06bf8a8b92fca18545;fc858eb54d55668285a1;100cc9a45d0a0f994238;2f1944702583d6eb6860;7316a2901ae455c12625;f048b9e4877b4a6cc5d6;b93da0bbe5ffb848a0c6;2976993fc059101f9e6a,e367c19601f2d8e7823e;8e8f77a48f3ad4c6096c;91f5a2eb0fcd82cebcf4;6c9ac9d78b385a762253;ffd589e4f6a13787a5d6;082f62d60b17746b01fc;e66d78ee7fefb50ef63b;98f815cef49de82c7449;eb7401f8c6a2d74124c0;a2dd65d0b594bb9212ac;1b06bf8a8b92fca18545;2f1944702583d6eb6860;7316a2901ae455c12625;f048b9e4877b4a6cc5d6,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,3,困难,,5,3;1;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；原困难判断中的“不收敛”指不能统一，还是支持模式集合/份额仍变化？；少人数仅作有限观察证据，不据此排除未来少数标法。,W006;W017;W028;W029;W036,740b26f3c0809cbeadad;0dfa885b59782e4c1c1b;3bf751765858f968e01b;35b93ebcf170b657802a;fe7b820ed43008b5a057,740b26f3c0809cbeadad;35b93ebcf170b657802a;fe7b820ed43008b5a057,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,3,中等,,5,2;1;1;1,单人标法是合理少数/尚未获得重复支持，还是可指出具体错误？；少人数仅作有限观察证据，不据此排除未来少数标法。,W001;W002;W012;W027;W030,f0b7c25018d49988f041;1d0597eb333ea3d5fed7;8f895f66411f68620317;4f5e2f801a33ddacfbff;e377c53531a08df384d9,f0b7c25018d49988f041;1d0597eb333ea3d5fed7;8f895f66411f68620317;4f5e2f801a33ddacfbff,中等/困难初步边界；数字簇是否具有合理空间解释；整体和支持核心的收敛是否混淆,
