task_id,project_id,dataset_group,condition,image_id,data_title,task_final_scope,task_scope_adjudication_source,final_gold_scope,final_gold_ref,worker_scope_values_seen,n_worker_in_scope,n_worker_oos,n_worker_scope_missing,mixed_scope_flag,unresolved_scope_flag,geometry_primary_possible,notes
3097,29,PreScreen_semi,semi,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3097,in_scope:14,14,0,0,False,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3098,29,PreScreen_semi,semi,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3098,in_scope:14,14,0,0,False,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3099,29,PreScreen_semi,semi,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3099,in_scope:14,14,0,0,False,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3100,29,PreScreen_semi,semi,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.jpg,in_scope,synthetic_asset_expert_review,in_scope,synthetic_expert_review:3100,in_scope:14,14,0,0,False,False,False,synthetic expert review resolves scope; source geometry GT is bound in synthetic geometry audit; primary geometry scoring deferred to Step 5
3101,30,PreScreen_oos,oos,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.jpg,oos_open_boundary,final_gold,oos_open_boundary,task_id:459,in_scope:4;oos:10,4,10,0,True,False,False,
3102,30,PreScreen_oos,oos,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.jpg,oos_split_level,final_gold,oos_split_level,task_id:476,in_scope:11;oos:3,11,3,0,True,False,False,
3103,30,PreScreen_oos,oos,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5.jpg,oos_split_level,final_gold,oos_split_level,task_id:495,in_scope:2;oos:12,2,12,0,True,False,False,
3104,30,PreScreen_oos,oos,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.jpg,oos_split_level,final_gold,oos_split_level,task_id:496,in_scope:9;oos:5,9,5,0,True,False,False,
3105,30,PreScreen_oos,oos,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.jpg,oos_geometry,final_gold,oos_geometry,task_id:526,in_scope:2;oos:12,2,12,0,True,False,False,
3106,30,PreScreen_oos,oos,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407.jpg,oos_insufficient,final_gold,oos_insufficient,task_id:529,in_scope:1;oos:13,1,13,0,True,False,False,
3107,30,PreScreen_oos,oos,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce.jpg,oos_split_level,final_gold,oos_split_level,task_id:575,in_scope:6;oos:8,6,8,0,True,False,False,
3108,30,PreScreen_oos,oos,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.jpg,oos_open_boundary,final_gold,oos_open_boundary,task_id:609,in_scope:4;oos:10,4,10,0,True,False,False,
3109,30,PreScreen_oos,oos,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb.jpg,oos_split_level,final_gold,oos_split_level,task_id:661,in_scope:8;oos:6,8,6,0,True,False,False,
