source_export,project_id,task_id,task_key,task_label,dataset_group,condition,annotator_id,annotation_id,annotation_sort_key,lead_time_seconds,active_time,active_time_source,active_time_match_status,active_time_source_file,active_time_session_count,active_time_event_count,geometry_hash,canonical_geometry,n_corners,parse_error,primary_active_time_eligible,sensitivity_active_time_eligible,canonical_annotation_id,raw_canonical_annotation_id,duplicate_annotation_ids,duplicate_group_size,duplicate_geometry_type,duplicate_time_ambiguous,eligible_for_primary_analysis,exclusion_reason
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3077,28:3077,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,PreScreen_manual,manual,18,4780,2026-06-30T02:45:12.334292Z||2026-06-30T02:45:12.334269Z|4780,19.344,49.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,2,50b59d18c3869d2e5b1b11a4251619c908a495351f260c884b1ffb71cf0305c0,"[[20.5,228.5],[20.5,309.5],[281.0,458.0],[283.5,82.0],[759.5,206.5],[762.5,359.5],[928.0,227.0],[929.0,318.0]]",8,,True,True,c99302ecb9582495,4780,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3077,28:3077,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,PreScreen_manual,manual,19,4639,2026-06-27T12:56:27.049796Z||2026-06-27T12:56:27.049777Z|4639,12.011,15.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,2,428d698762f41598fdd7a831fe90005a978467e6641705feede454f4af270801,"[[468.5,176.0],[471.0,355.5],[540.0,401.5],[544.0,182.0],[761.0,367.0],[763.5,204.0]]",6,,True,True,7abc8dd3aaf1e4be,4639,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3077,28:3077,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,PreScreen_manual,manual,2,4734,2026-06-29T15:19:59.738292Z||2026-06-29T15:13:19.378527Z|4734,74.189,68.0,log,project+task+annotator,active_times_2026-06-29.jsonl,1,9,19281ae7016c471646663c707dfa9e88fb259dddc9f8a428abddce2e8d238cac,"[[20.5,228.5],[20.5,309.5],[281.0,458.0],[283.5,82.0],[758.5,342.5],[759.5,206.5],[928.0,227.0],[929.0,318.0]]",8,,True,True,37d563a2a56a489c,4734,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3077,28:3077,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,PreScreen_manual,manual,21,3720,2026-06-04T15:58:55.745295Z||2026-06-04T15:58:55.745282Z|3720,35.012,45.0,log,project+task+annotator,active_times_2026-06-04.jsonl,1,4,bc1b9fa628a374eceaa5d34dce17f1fba4442ef6fd46b3ad5eeead617bc33a41,"[[16.0,229.5],[17.5,312.0],[458.0,170.5],[459.5,378.0],[542.5,169.0],[545.5,382.0],[687.0,73.0],[691.5,474.0],[757.0,360.5],[758.5,203.0],[926.5,229.0],[927.5,312.0]]",12,,True,True,a9df090a73a1a89c,3720,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3077,28:3077,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,PreScreen_manual,manual,6,3326,2026-05-22T07:54:15.958745Z||2026-05-22T07:54:15.958728Z|3326,18.529,42.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,3,c9dd20e5330adbab3919c914aaf952ebe8c7e96f9729b99d77182a9031fae3e1,"[[15.0,224.0],[15.0,306.0],[300.0,88.0],[306.0,451.5],[739.0,200.0],[745.5,360.5],[930.0,224.0],[930.0,300.5]]",8,,True,True,b9e28e0e52d42c3e,3326,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3077,28:3077,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,PreScreen_manual,manual,8,3766,2026-06-12T10:22:04.353691Z||2026-06-12T10:22:04.353677Z|3766,411.283,339.0,log,project+task+annotator,active_times_2026-06-12.jsonl,1,15,0d79d5a932919b34bb4496e1ec17969f3b44c93e06613de8741b7f9bc9c2d949,"[[17.0,230.0],[18.5,314.0],[459.5,171.5],[460.0,380.5],[549.5,169.5],[549.5,383.0],[706.5,489.0],[711.5,49.0],[761.0,204.5],[761.0,371.0],[932.5,230.0],[932.5,319.0]]",12,,True,True,c3c671ad2606cc81,3766,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,1,4838,2026-06-30T03:58:03.110774Z||2026-06-30T03:58:03.110749Z|4838,28.391,54.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,3,5fffec2f39ad3608ce5f2c6cf7db689ef03b51de4826c591e7d58b4456302245,"[[47.5,385.5],[67.5,123.5],[207.0,310.0],[211.0,214.5],[286.5,209.0],[290.5,310.0],[356.0,135.0],[356.0,399.5],[421.5,159.0],[433.5,354.0],[616.5,354.0],[620.5,161.0],[843.0,399.5],[847.0,131.0],[895.0,101.5],[895.0,433.5]]",16,,True,True,b33e480dcb1ae10b,4838,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,10,3216,2026-05-21T08:06:58.439144Z||2026-05-21T08:06:58.439128Z|3216,84.653,86.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,4,4d586f185843f454f7331b82b0a679262cd9762d8cd7092e992b05328d1b371e,"[[63.5,121.0],[66.5,403.0],[112.0,430.0],[115.0,118.0],[212.0,209.0],[215.0,309.0],[282.0,212.0],[285.0,309.0],[357.5,106.0],[360.5,415.0],[430.0,154.5],[439.5,394.0],[621.0,157.5],[630.0,381.5],[842.0,133.5],[851.5,400.0],[893.5,103.0],[897.0,436.5],[948.5,391.0],[954.5,124.0]]",20,,True,True,dd6888e3ad2e47c0,3216,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,11,3592,2026-05-31T15:13:39.375602Z||2026-05-31T15:13:18.234266Z|3592,87.979,93.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,6,dfd21584e232d1c0ce7b813007523174967ef24ecf6b38a778b0348e4ee5417d,"[[70.0,401.0],[72.0,139.5],[111.0,428.0],[116.5,122.0],[228.0,213.0],[228.0,312.5],[280.5,211.0],[285.5,309.5],[361.5,417.5],[363.5,120.5],[419.5,390.5],[427.5,157.5],[618.0,384.5],[620.0,163.0],[843.5,134.5],[848.5,413.0],[899.5,436.0],[902.0,104.0],[952.5,405.5],[955.0,132.0]]",20,,True,True,fce565e3270fad1f,3592,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,12,3478,2026-05-28T15:33:25.957900Z||2026-05-28T15:33:25.957883Z|3478,79.355,79.355,lead_time_fallback,fallback_no_direct_log,,0,0,0ebc56379d8b1706f3a9c375e84e09f93b587934f51363b74bb0de7f6d18c35e,"[[46.0,388.0],[58.5,148.0],[112.5,425.5],[114.5,114.5],[208.5,302.5],[219.0,206.5],[281.5,204.5],[285.5,300.5],[352.5,417.0],[356.5,114.5],[423.5,379.5],[427.5,156.5],[621.5,160.5],[623.5,365.0],[849.0,139.5],[849.0,392.0],[897.0,104.5],[899.0,431.5],[953.0,392.0],[957.5,133.5]]",20,,False,True,c9a58758edb18890,3478,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,13,3383,2026-05-24T16:38:28.891400Z||2026-05-24T16:38:28.891384Z|3383,2.813,8.0,log,project+task+annotator,active_times_2026-05-25.jsonl,1,1,86b19ebe1e15b46eddbd539f9619bb5c2b9592d1d95c59a565f58bb4a9f4a1ba,"[[62.5,129.0],[70.5,405.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",20,,True,True,b49af842e8a9a5d6,3383,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,14,3554,2026-05-31T06:30:07.391344Z||2026-05-31T06:30:07.391331Z|3554,0.854,0.854,lead_time_fallback,fallback_no_direct_log,,0,0,86b19ebe1e15b46eddbd539f9619bb5c2b9592d1d95c59a565f58bb4a9f4a1ba,"[[62.5,129.0],[70.5,405.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",20,,False,True,886e3f4cfcd0e0b8,3554,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,15,3645,2026-06-01T09:52:05.846133Z||2026-06-01T09:52:05.846118Z|3645,16.112,79.0,log,project+task+annotator,active_times_2026-06-01.jsonl,1,4,1909c92335094e6acd56ad4002f96cb6a773e45cf595743430327934daeccad4,"[[68.5,122.5],[68.5,399.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",20,,True,True,352ec6e68a3da904,3645,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,17,3265,2026-05-21T09:49:25.960225Z||2026-05-21T09:49:25.960209Z|3265,160.981,166.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,8,1909c92335094e6acd56ad4002f96cb6a773e45cf595743430327934daeccad4,"[[68.5,122.5],[68.5,399.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",20,,True,True,f659d3608c54a9ef,3265,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,18,4781,2026-06-30T02:46:40.492583Z||2026-06-30T02:46:40.492563Z|4781,82.045,114.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,4,2f43c19ae2348db6d538267a9f67bb6a91df13d663b11b9485864583453076c4,"[[66.5,402.5],[77.0,114.5],[217.0,317.0],[219.0,215.0],[288.0,315.0],[298.0,206.5],[427.5,386.0],[429.5,152.0],[621.5,160.5],[625.5,375.5],[849.0,135.5],[853.0,398.5],[947.0,392.0],[955.0,123.0]]",14,,True,True,fbc606f95f59c132,4781,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,19,4640,2026-06-27T12:56:57.407477Z||2026-06-27T12:56:57.407457Z|4640,17.904,29.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,2,43bd1f972521c20f6c4702557a8b40f59923f3e98e5c82851eeb88bcbf751183,"[[34.5,155.5],[55.0,340.0],[143.5,197.5],[152.5,317.0],[422.0,185.0],[423.5,350.5],[620.0,164.5],[640.5,376.0],[844.5,127.0],[845.5,396.5],[897.0,99.0],[906.0,428.5]]",12,,True,True,4963262a77ca17d1,4640,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,2,4735,2026-06-29T15:23:49.656393Z||2026-06-29T15:23:49.656378Z|4735,226.527,171.0,log,project+task+annotator,active_times_2026-06-29.jsonl,1,22,814161525ad06de7d8f0cf9c1ead5109ec51651f922e13da860424dfe52de30e,"[[33.0,186.0],[33.0,345.0],[72.0,392.5],[74.5,120.5],[150.5,213.0],[150.5,305.0],[299.0,222.0],[299.0,303.0],[304.0,157.5],[304.0,365.0],[341.0,165.0],[341.0,357.5],[356.5,115.5],[358.0,412.0],[423.5,160.5],[426.0,382.5],[621.0,374.5],[622.5,161.5],[844.5,137.5],[847.0,399.0],[892.0,102.5],[897.0,430.0],[942.0,138.5],[948.5,400.5]]",24,,True,True,0284f20459ae4153,4735,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,21,3721,2026-06-04T15:59:32.136811Z||2026-06-04T15:59:32.136796Z|3721,30.594,38.0,log,project+task+annotator,active_times_2026-06-04.jsonl,1,4,f28ffa15523e6a730320a9227204c34971b3b06ea4990ac20b64af447f679ab5,"[[68.5,122.5],[68.5,399.5],[112.0,432.5],[114.5,113.5],[220.0,212.5],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",20,,True,True,384c1de2ec90820f,3721,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,6,3327,2026-05-22T07:55:11.937183Z||2026-05-22T07:55:11.937167Z|3327,34.266,49.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,3,86b19ebe1e15b46eddbd539f9619bb5c2b9592d1d95c59a565f58bb4a9f4a1ba,"[[62.5,129.0],[70.5,405.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",20,,True,True,fb86982f536c3aaa,3327,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3078,28:3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen_manual,manual,8,3767,2026-06-12T10:28:43.394392Z||2026-06-12T10:28:43.394352Z|3767,383.142,379.0,log,project+task+annotator,active_times_2026-06-12.jsonl,1,15,24f89f36137160993c0f2e9851a70d7973d4b0bfd827e2689b4edc8bad767ca6,"[[68.0,400.5],[68.5,141.0],[116.0,436.5],[118.0,113.0],[201.5,182.5],[208.5,355.0],[299.0,352.5],[300.5,175.5],[359.5,108.5],[361.5,422.5],[428.0,156.0],[432.5,380.0],[616.0,367.5],[621.0,163.5],[846.5,137.5],[848.0,403.5],[898.0,99.0],[898.0,439.5],[943.5,125.5],[946.0,401.0]]",20,,True,True,bdf5345d612260f9,3767,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,1,4839,2026-06-30T03:59:16.487250Z||2026-06-30T03:59:16.487231Z|4839,68.782,94.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,5,d142b5cc87cb324796552113ce55a2b30db69d29a7516a8caf10e5c7eee76396,"[[175.0,312.0],[179.0,199.0],[364.0,213.0],[376.0,314.0],[543.0,119.5],[545.0,330.0],[551.0,209.0],[551.0,364.0],[626.5,310.0],[628.5,211.0],[688.0,226.5],[688.0,300.0],[845.0,222.5],[847.0,302.0],[889.0,197.0],[891.0,316.0],[934.5,218.5],[936.5,304.0],[958.5,328.0],[960.5,195.0],[966.5,292.5],[974.5,211.0],[992.0,354.0],[996.0,163.0],[998.0,185.0],[1000.0,318.0]]",26,,True,True,a3975721377143bb,4839,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,10,3217,2026-05-21T08:08:52.718263Z||2026-05-21T08:08:52.718249Z|3217,113.053,115.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,6,a6b2fe552a18ed29ac1fc4a25d61f806adca73342f5f375b9551b0316cffd42b,"[[172.5,200.0],[172.5,312.0],[360.5,209.0],[375.5,312.0],[530.0,188.0],[530.0,333.5],[542.5,106.0],[542.5,372.5],[642.5,178.5],[642.5,318.0],[663.5,142.5],[675.5,339.5],[681.5,212.0],[684.5,297.0],[842.0,209.0],[848.5,300.0]]",16,,True,True,94c06b2d1bd3e71f,3217,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,11,3593,2026-05-31T15:14:36.333126Z||2026-05-31T15:14:36.333112Z|3593,52.599,62.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,4,cae9908964e7e2e2e59ac02f7985fcb835beca51d0b77fb9fb3c856f96ce0f1e,"[[171.0,210.0],[171.0,313.5],[363.0,311.0],[365.5,210.0],[539.0,365.5],[544.5,181.5],[682.0,300.5],[687.0,210.0],[842.5,218.0],[853.0,298.0]]",10,,True,True,db91666fae7b3b76,3593,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,12,3479,2026-05-28T15:35:33.518201Z||2026-05-28T15:35:33.518184Z|3479,119.152,119.152,lead_time_fallback,fallback_no_direct_log,,0,0,dbce8689befb14809789a963997b0cdb45adfbe5851cd84413f88b2a11de2cf1,"[[171.0,306.5],[177.5,204.5],[361.0,310.5],[363.0,204.5],[532.0,323.5],[538.0,187.5],[548.5,117.0],[550.5,365.0],[632.0,323.5],[640.5,217.0],[665.5,336.0],[667.5,206.5],[688.0,298.0],[694.5,175.0],[849.0,217.0],[851.0,304.5],[888.5,194.0],[892.5,319.0],[926.0,300.5],[928.0,215.0],[982.5,202.5],[986.5,317.0],[992.5,154.5],[995.0,367.0]]",24,,False,True,25b1a2f938069b01,3479,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,13,3384,2026-05-24T16:38:48.174292Z||2026-05-24T16:38:48.174276Z|3384,10.728,22.0,log,project+task+annotator,active_times_2026-05-25.jsonl;active_times_2026-06-11.jsonl,2,2,8ee2cc8aad777aad190b50ee3adde72f277d795367674a60ec4cfcf7c6b3afcc,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[684.0,295.0],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[925.0,208.0],[930.5,303.0],[992.5,154.0],[993.5,358.5],[1005.5,199.0],[1007.0,304.5]]",24,,True,True,e117dbefc01bd181,3384,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,14,3555,2026-05-31T06:30:11.495621Z||2026-05-31T06:30:11.495608Z|3555,1.106,1.106,lead_time_fallback,fallback_no_direct_log,,0,0,8ee2cc8aad777aad190b50ee3adde72f277d795367674a60ec4cfcf7c6b3afcc,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[684.0,295.0],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[925.0,208.0],[930.5,303.0],[992.5,154.0],[993.5,358.5],[1005.5,199.0],[1007.0,304.5]]",24,,False,True,a26eb6f92e013247,3555,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,15,3646,2026-06-01T09:59:25.060687Z||2026-06-01T09:59:25.060673Z|3646,384.428,468.0,log,project+task+annotator,active_times_2026-06-01.jsonl;active_times_2026-06-03.jsonl,2,18,ecfe9f88c29d49129127c3da0059e4fa1b8d8e789dfb66a95477f5239b725a66,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[678.5,298.5],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[924.0,302.5],[925.0,208.0],[953.5,192.0],[954.0,329.5],[966.5,302.0],[967.0,205.0],[988.5,157.5],[991.0,362.0],[1003.5,187.0],[1004.0,333.0]]",28,,True,True,716886a2da0110e0,3646,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,17,3266,2026-05-21T09:53:28.655214Z||2026-05-21T09:53:28.655198Z|3266,227.469,216.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,10,8ee2cc8aad777aad190b50ee3adde72f277d795367674a60ec4cfcf7c6b3afcc,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[684.0,295.0],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[925.0,208.0],[930.5,303.0],[992.5,154.0],[993.5,358.5],[1005.5,199.0],[1007.0,304.5]]",24,,True,True,c609905186295723,3266,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,18,4782,2026-06-30T02:47:23.101766Z||2026-06-30T02:47:23.101747Z|4782,30.98,67.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,3,8d7f1fc893843c3ee46bcd43eb776cb7f6b1d33d1bb88b8886d1a84793eb94b7,"[[172.5,206.5],[172.5,317.0],[366.5,212.0],[366.5,310.0],[545.0,153.0],[545.0,365.5],[666.5,189.0],[666.5,340.0],[686.5,219.0],[686.5,300.5],[847.5,216.0],[847.5,303.0],[888.0,196.5],[892.0,319.5],[990.5,159.0],[990.5,362.0]]",16,,True,True,f219dc1036258a80,4782,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,19,4641,2026-06-27T12:57:38.630012Z||2026-06-27T12:57:38.629996Z|4641,35.141,36.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,1,697e4f7a92ef4dde7878c402d7e6994243313339e116f48b1be032b7944f3b52,"[[174.5,204.0],[177.0,313.0],[541.5,360.5],[545.5,117.0],[663.5,143.5],[673.5,314.5]]",6,,True,True,e2d08cec9b8c01da,4641,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,2,4736,2026-06-29T15:27:44.889577Z||2026-06-29T15:27:44.889550Z|4736,191.803,146.0,log,project+task+annotator,active_times_2026-06-29.jsonl,1,31,bdf13b9403f363996da3720937848f5eaa5e99e94f237f3001c021e373ebcd73,"[[172.5,206.5],[172.5,317.0],[366.5,212.0],[366.5,310.0],[533.5,183.5],[533.5,335.5],[545.0,153.0],[545.0,365.5],[634.0,199.0],[634.0,319.0],[666.5,189.0],[666.5,340.0],[686.5,219.0],[686.5,300.5],[847.5,216.0],[847.5,303.0],[888.0,196.5],[892.0,319.5],[917.5,206.5],[922.5,313.0],[990.5,159.0],[990.5,362.0],[1007.5,197.5],[1007.5,321.0]]",24,,True,True,100894ba6bbd1c2a,4736,,1,single,False,True,
export_label\stage1_chinese\project-28-at-2026-06-30-08-59-94dcf30a.json,28,3079,28:3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen_manual,manual,21,3722,2026-06-04T15:59:45.679241Z||2026-06-04T15:59:45.679227Z|3722,9.555,16.0,log,project+task+annotator,active_times_2026-06-04.jsonl;active_times_2026-06-05.jsonl,1,4,ecfe9f88c29d49129127c3da0059e4fa1b8d8e789dfb66a95477f5239b725a66,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[678.5,298.5],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[924.0,302.5],[925.0,208.0],[953.5,192.0],[954.0,329.5],[966.5,302.0],[967.0,205.0],[988.5,157.5],[991.0,362.0],[1003.5,187.0],[1004.0,333.0]]",28,,True,True,6b2052d3fba9dfe9,3722,,1,single,False,True,
