schema_version,proposal_id,stage,block_index,base_task_id,image_id,building_id,initialization_source_kind,initialization_import_sha256_set_json,initialization_prediction_sha256,initial_geometry_hash,initial_points_json,initial_point_count,initial_geometry_computable,initial_geometry_consistency_status,planned_trap_family_set_json,trap_family_set_json,reference_identity_set_json,reference_sha256_set_json,reference_type_set_json,reference_availability_status,response_count,worker_count,source_path,source_sha256
uncertainty_substrate_v1,init:c1:f21c0b2e4afe5c75ef55,C1,0,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",f21c0b2e4afe5c75ef55f7f31c7a7bcecb67688eed5d4096f53085517140fe05,1c176bdce83d2f81e819807f66e571e836ba86389c45b0b949a8039e9971bcc1,"[[199.27,187.63],[199.27,341.4],[279.82,219.52],[279.82,302.74],[286.59,184.91],[286.59,344.55],[295.13,168.65],[295.13,362.9],[316.79,171.63],[316.79,359.6],[387.82,230.33],[387.82,289.08],[518.92,220.81],[518.92,301.13],[587.92,66.28],[587.92,459.7],[736.54,180.62],[736.54,349.47],[828.4,183.93],[828.4,345.69]]",20,true,consistent_across_responses,[],[],"[""gt:70:3450:4999""]","[""f44aea491985fea6dce07c0aa1cf7f491201aecee00366700e756f9acf46bde9""]","[""public_frozen_gt""]",available,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:fa6330186e864cbf7980,C1,0,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",fa6330186e864cbf79803bccdeee96dad5ef9ae2e40f8ea18c70e9bda15fcad3,a3548811fb8d17337cf168858656b34c2a00d86b42f82fca567d66899ddcf03a,"[[126.18,111.52],[126.18,439.2],[459.81,173.81],[459.81,378.95],[565.88,174.06],[565.88,378.66],[895.02,112.89],[895.02,438.11]]",8,true,consistent_across_responses,[],[],"[""gt:70:3328:4877""]","[""eef7aadc0d6cf9466aa2276a94116fe19b399aa185397dee16eba56fe2fcc57c""]","[""public_frozen_gt""]",available,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:fcec4324b350e25dba88,C1,0,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",fcec4324b350e25dba88a946faa6cebfdd0bb8c2af02af2aa0ab7d50060d4a2e,14a16196da58d32a568d2fb026106c8da29c4b187614f9302c3170f3a9c53392,"[[233.6,204.07],[233.6,334.8],[411.83,225.08],[411.83,304.35],[493.08,218.62],[493.08,313.99],[500.07,232.15],[500.07,293.56],[525.91,232.17],[525.91,293.52],[534.04,218.7],[534.04,313.86],[562.54,220.11],[562.54,311.78],[816.2,156.28],[816.2,392.99]]",16,true,consistent_across_responses,[],[],"[""gt:70:3555:5104""]","[""7dbf3b1219227f20471c2e4446b02fc68b3c72cc7eb938c07564c17441432c76""]","[""public_frozen_gt""]",available,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:c1:fd022b0a3567629bcfa9,C1,0,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,missing_required_initialization,"[""1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa"",""81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c""]",fd022b0a3567629bcfa9fc93201f6dcfabb4ee4dc4be18e3cb0c8976e5c57343,70a09ae8ab6edab2a65c74ee10b0324818df054559d996d346ff8a45013a7215,"[[125.96,195.96],[125.96,355.36],[400.42,201.18],[400.42,347.93],[619.59,200.18],[619.59,349.37],[902.13,194.64],[902.13,357.2]]",8,true,consistent_across_responses,[],[],"[""gt:70:3307:4856""]","[""682a10d8174b096e63d3e194ce082e574def813b532fa9d9eed2d31e0a224e16""]","[""public_frozen_gt""]",available,4,4,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:3b195310f0426a850210,P1,0,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,trap_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,"[[224.0,218.0],[224.0,300.0],[350.0,223.0],[350.0,293.0],[543.0,200.0],[543.0,321.0],[681.0,92.0],[681.0,432.0],[728.0,151.0],[728.0,376.0],[830.0,154.0],[830.0,372.0],[886.0,109.0],[886.0,417.0],[922.0,129.0],[922.0,397.0]]",16,true,consistent_across_responses,"[""overextend_adjacent""]","[""overextend_adjacent""]","[""task_id:577""]","[""0a1c2eef38d71813301cc7f2eaa5b2570774a8d42d97e35e484200498c4717b8""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:3eebc8bd469ed2435ca4,P1,0,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,trap_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[568.0,98.0],[568.0,453.0],[649.0,125.0],[649.0,432.0],[776.0,102.0],[776.0,449.0],[790.0,44.0],[790.0,486.0],[1014.0,222.0],[1014.0,314.0]]",16,true,consistent_across_responses,"[""overextend_adjacent""]","[""overextend_adjacent""]","[""task_id:493""]","[""371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:4ac3b394b83bea208631,P1,0,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,control_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",4ac3b394b83bea208631561e7371e464b74c59ec7eae05db8c71b174b919fc7c,87c0406c61c01b8e0da27ea08d48af3ac37270584053f04d0e99ab11c4537637,"[[234.0,222.0],[234.0,307.0],[369.0,230.0],[369.0,296.0],[566.0,218.0],[566.0,313.0],[834.0,164.0],[834.0,385.0]]",8,true,consistent_across_responses,"[""acceptable""]","[""acceptable""]","[""task_id:568""]","[""4d0407eb2b1083534b681d70a6a75dd23a44f38760eef5f68da25259be40e1d9""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:4ba64bd7750a6321df94,P1,0,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,trap_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,"[[102.0,211.0],[102.0,309.0],[339.0,192.0],[339.0,332.0],[349.0,186.0],[349.0,339.0],[402.0,203.0],[402.0,320.0],[621.0,203.0],[621.0,320.0],[930.0,209.0],[930.0,312.0]]",12,true,consistent_across_responses,"[""over_parsing""]","[""over_parsing""]","[""task_id:505""]","[""ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:509c41111a2f853c44ed,P1,0,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,trap_synthetic_disjoint_source,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",509c41111a2f853c44ed0cad96738a929bb31167ef0d3bead393ae6a15ccd57e,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,"[[243.0,233.0],[243.0,283.0],[261.5713722652366,232.80473867468936],[261.5713722652366,282.4451142926017],[302.0,185.0],[302.0,343.0],[309.0,185.0],[309.0,342.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",12,true,consistent_across_responses,"[""corner_drift""]","[""over_parsing""]","[""2752""]","[""5a7f9fc88b554bc679d78568435a00c49a0e3fad43652776eab490ea66691596""]","[""synthetic_source_gt""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:5783a1f62c62382528fa,P1,0,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,control_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",5783a1f62c62382528fa13a09f59576ead97bc630e327259b9ffdf215e697d30,5ca7f83733012d2218365b3e7d08efdf6db235b9a4594ccf54b043fbb85f4f98,"[[114.0,213.0],[114.0,326.0],[326.0,198.0],[326.0,350.0],[611.0,154.0],[611.0,403.0],[979.0,203.0],[979.0,342.0]]",8,true,consistent_across_responses,"[""acceptable""]","[""acceptable""]","[""task_id:492""]","[""0e3578e39313699efebad57eb407af2f689a05e571f4764e46cb4059a2d28d2e""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:66add23370efe2eaf40e,P1,0,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,control_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",66add23370efe2eaf40e337804f1ac305ad8fe18a2d41cbd166dd661b23caefe,e9d9dc0323f8c0123c8d3b64e5a026fadd258cf620685236be22039f2b2a8680,"[[114.0,88.0],[114.0,423.0],[483.0,188.0],[483.0,323.0],[634.0,204.0],[634.0,307.0],[802.0,185.0],[802.0,327.0]]",8,true,consistent_across_responses,"[""acceptable""]","[""acceptable""]","[""task_id:572""]","[""ae15954fb399428776ebfc06d465c60ca1612409279560d198ac7ed46e6691d1""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:703e49deb5292e3eb97b,P1,0,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,trap_synthetic_disjoint_source,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",703e49deb5292e3eb97b7a27a87b0d9f977dad658cb7a21f5cde45d4abd82a13,347adbe9d929497f3d3b4d2a6dd39fbd5ab6593dd247f148be5a1b15e3c12d33,"[[121.0,164.0],[121.0,299.0],[363.0,153.0],[363.0,306.0],[369.144,152.56649163643988],[369.144,307.0161657217328],[616.0,131.0],[616.0,319.0],[942.0,150.0],[942.0,307.0]]",10,true,consistent_across_responses,"[""corner_duplicate""]","[""corner_duplicate""]","[""2942""]","[""0963bfa7210b2f687bfb12e8185cf18c6083a482e56b2c3d06b43ebf6197ffc5""]","[""synthetic_source_gt""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:7546183fb1c73281d9e9,P1,0,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,trap_synthetic_disjoint_source,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",7546183fb1c73281d9e982caa323bbdeae9cc16d64c600d23bc23cb04f2077cf,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,"[[244.0,239.0],[244.0,278.0],[260.2383088098466,238.6962361715785],[260.2383088098466,278.4456420121792],[755.0,237.0],[755.0,280.0],[780.0,237.0],[780.0,280.0]]",8,true,consistent_across_responses,"[""corner_drift""]","[""corner_drift""]","[""2766""]","[""cd8b667edd6f5bbf88e474a2a0c57a77365b06902da09ad4ae4857b894c7ab5e""]","[""synthetic_source_gt""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:7ab830d0acf90ec688d6,P1,0,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,trap_synthetic_disjoint_source,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",7ab830d0acf90ec688d6f8dee4a179e151cfeb732328bf7e8d8b1139174219b6,832c5261c5cbd25ce23bc0417faebd74508fe7c94f8959ca749063bb7379a860,"[[126.0,112.0],[126.0,388.0],[462.0,179.0],[462.0,324.0],[470.19199999999995,180.2288],[470.19199999999995,322.77119999999996],[688.0,216.0],[688.0,290.0],[794.0,211.0],[794.0,294.0]]",10,true,consistent_across_responses,"[""over_parsing""]","[""corner_duplicate""]","[""2495""]","[""24c18b1801c235559818a420cfe90d01a628ba671ae9bb1189e3893fd9c46aa3""]","[""synthetic_source_gt""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:85d09fc1acdcc7e934d2,P1,0,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,trap_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",85d09fc1acdcc7e934d2c0dfcf240a836e3f5a0015a4e9b2118de01a13e8060e,ea75adc9b942a93be20e6eb80cba8f23c7fee86bb2e0f0273f62e1a2b4e77a89,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[614.0,127.0],[614.0,418.0],[616.0,106.0],[616.0,437.0],[636.0,114.0],[636.0,430.0],[905.0,98.0],[905.0,443.0]]",12,true,consistent_across_responses,"[""corner_duplicate""]","[""corner_duplicate""]","[""task_id:477""]","[""e54c5eec8cbad28d84dc7ff587d45c210781284566421c2cb1c98cb94f16c380""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:88aaac13330e7f6e5705,P1,0,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,trap_synthetic_disjoint_source,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",88aaac13330e7f6e570532c8e2826ba21b375c8cf6cbd882f54ec9ce3551fda9,09982954a4efcb0989ba2113257f376e4747b4d469b0d7dc292b401e386d29ba,"[[115.0,222.0],[115.0,312.0],[287.0,207.0],[287.0,337.0],[295.192,208.2288],[295.192,335.7712],[669.0,137.0],[669.0,419.0],[983.0,213.0],[983.0,326.0]]",10,true,consistent_across_responses,"[""over_parsing""]","[""corner_duplicate""]","[""2611""]","[""5f13e63ae56d174eae341921ec15f4ac4b2ddc4d042c36b88a3b00866f78b634""]","[""synthetic_source_gt""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:9e9132bc6a5ea4532017,P1,0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,trap_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,"[[191.0,141.0],[191.0,384.0],[306.0,138.0],[306.0,386.0],[381.0,75.0],[381.0,446.0],[467.0,152.0],[467.0,373.0],[551.0,151.0],[551.0,373.0],[654.0,65.0],[654.0,456.0],[737.0,158.0],[737.0,366.0],[837.0,164.0],[837.0,360.0],[907.0,87.0],[907.0,435.0],[936.0,106.0],[936.0,418.0]]",20,true,consistent_across_responses,"[""overextend_adjacent""]","[""overextend_adjacent""]","[""task_id:668""]","[""a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:bd071297cf74315ad519,P1,0,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,trap_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",bd071297cf74315ad5196f59bf6d50be1d251c6df567e7cf6bb0c12299cab3e5,f6afaf60cf6342f18b88307320378149d34f2a962972015a6b70b7e9e9ba8f95,"[[158.0,164.0],[158.0,350.0],[181.0,158.0],[181.0,356.0],[202.0,181.0],[202.0,332.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",12,true,consistent_across_responses,"[""corner_drift""]","[""corner_drift""]","[""task_id:625""]","[""86316f079247018365b4275bd10db9c777d2d3b04051f3792927e570184594d0""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:c2a1bd5da70ea1873d08,P1,0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,trap_synthetic_disjoint_source,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",c2a1bd5da70ea1873d08e02c7db17204084a64ee5e4f2dfb6972ea51618cd09c,ff3d43fbf7c5cf51bc14dc4580a93550233a6546e8809e56cc6a8fca663e7bc3,"[[114.0,166.0],[114.0,398.0],[471.0,218.0],[471.0,324.0],[477.144,218.12628577513985],[477.144,323.8209841529192],[631.0,227.0],[631.0,309.0],[818.0,215.0],[818.0,329.0]]",10,true,consistent_across_responses,"[""corner_duplicate""]","[""corner_duplicate""]","[""2719""]","[""90e4982cb6af0d8d1ba74cf456b3061986fed71dbdaf8f6071065fb829bb24c8""]","[""synthetic_source_gt""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:c4fe804ce114a8099d1c,P1,0,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,control_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",c4fe804ce114a8099d1c390444196949ca25b03b49a3357c4f142b07d323383f,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",8,true,consistent_across_responses,"[""acceptable""]","[""acceptable""]","[""task_id:576""]","[""820610109142ef887d0cc74638957783d369f8566d68105bc23bfd69ca9d5fb3""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:c5066d8401c8800d9c88,P1,0,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,control_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",c5066d8401c8800d9c88cb31ab054b4b0784055656e3f67529cd4d1314b18883,9d75d27aa8f9fe9a4002f9c774b00506411b78e3673309de414818f3ea6d3b5d,"[[229.0,201.0],[229.0,326.0],[382.0,215.0],[382.0,308.0],[544.0,200.0],[544.0,327.0],[664.0,99.0],[664.0,433.0],[713.0,146.0],[713.0,388.0],[827.0,147.0],[827.0,387.0]]",12,true,consistent_across_responses,"[""acceptable""]","[""acceptable""]","[""task_id:501""]","[""3b60473ca0e39e53e30f9745237e953e8186cfac4e8249cb2f16d7980b93aa7a""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
uncertainty_substrate_v1,init:p1:c99636c7ea6fa0a9fe93,P1,0,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,control_natural,"[""7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014"",""f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26""]",c99636c7ea6fa0a9fe939024341711595f32c9a860ab024c2e403f3f875d9b18,5ef844c743c44a9a1851f0661c397c19545d1e9a0815f4533f7150da26c58ea7,"[[38.0,201.0],[38.0,323.0],[409.0,141.0],[409.0,389.0],[698.0,189.0],[698.0,336.0],[917.0,210.0],[917.0,311.0]]",8,true,consistent_across_responses,"[""acceptable""]","[""acceptable""]","[""task_id:573""]","[""87519d5e78408426243d1ddf4070e0f8babcad446014b4304f333733aa065633""]","[""final_gold""]",available,26,26,analysis_results/reviewer_profile_dual_stage_processing_20260819_v2/SEMI_ROW_LEVEL_REVIEWER_EVIDENCE.csv,e6489d41bcafec0455114eace5044418de9ea3ed34295104f9cdb5ecf540ab22
