schema_version,task_context_id,stage,block_index,raw_stage_set_json,base_task_id,image_id,building_id,raw_condition,assistance_exposure,task_lane,scope_status_set_json,dataset_group_set_json,task_stratum_set_json,canonical_annotation_count,worker_count,worker_ids_json,raw_geometry_computable_count,lead_time_available_count,formal_active_time_available_count,reference_measurement_available_count
uncertainty_substrate_v1,4cb868946a1c76001bd61852,P1,0,"[""P1""]",wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,19,26
uncertainty_substrate_v1,1a29c17861ca3bca721242e2,P1,0,"[""P1""]",wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,19,26
uncertainty_substrate_v1,6ee1f40bce2333141a33da22,P1,0,"[""P1""]",wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,model_preannotation,screening,"[""not_adjudicated""]","[""PreScreen_semi""]","[""prescreen_semi""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,19,26
uncertainty_substrate_v1,b70ed1eb8338b94ed8d0b7e9,P1,0,"[""P1""]",wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,4f925cb695d3ff129ce9aac7,P1,0,"[""P1""]",x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,050a25bf391326733e97ba47,P1,0,"[""P1""]",yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,oos,none,outside,"[""planned_oos_lane""]","[""PreScreen_oos""]","[""prescreen_oos""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,0
uncertainty_substrate_v1,a4c0bc3d1e9127678a8e7409,P1,0,"[""P1""]",yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,94610e9a2443db3015ddc433,P1,0,"[""P1""]",yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",24,26,20,0
uncertainty_substrate_v1,068667e6cb5329055af5eb9b,P1,0,"[""P1""]",yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",26,26,20,0
uncertainty_substrate_v1,c4280412db35c9be0a65ad6f,P1,0,"[""P1""]",yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,none,screening,"[""researcher_in_scope""]","[""PreScreen_manual""]","[""prescreen_manual""]",26,26,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""2"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",25,26,20,0
uncertainty_substrate_v1,718fff29fb06c894304245af,C1,0,"[""C1""]",7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""10"",""27"",""28"",""30"",""6""]",5,5,5,5
uncertainty_substrate_v1,5daab2ba702236cc564ace9e,C1,0,"[""C1""]",7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""10"",""11"",""17"",""33"",""6""]",5,5,5,0
uncertainty_substrate_v1,00324a7bd1cd72730f2d65ac,C1,0,"[""C1""]",7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""12"",""13"",""27"",""30"",""31"",""35""]",6,6,5,6
uncertainty_substrate_v1,5d417d2da998683cc72832e1,C1,0,"[""C1""]",7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""14"",""18"",""31"",""32"",""34"",""8""]",6,6,5,6
uncertainty_substrate_v1,c2b7b6d2b89b90d003e047b2,C1,0,"[""C1""]",7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""11"",""33"",""36"",""6""]",4,4,4,4
uncertainty_substrate_v1,07204b11efbb23c5878c3b62,C1,0,"[""C1""]",7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""1"",""2"",""33"",""34"",""37""]",5,5,4,5
uncertainty_substrate_v1,95b652a093c9ac33ba6bc89e,C1,0,"[""C1""]",7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""10"",""15"",""35"",""8""]",4,4,4,4
uncertainty_substrate_v1,0fc6c9d822f25315e9bb633f,C1,0,"[""C1""]",7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""11"",""15"",""28"",""29"",""36""]",5,5,5,0
uncertainty_substrate_v1,55cda9d67b91e3b351bbda37,C1,0,"[""C1""]",7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""1"",""12"",""2"",""29"",""36""]",5,5,5,5
uncertainty_substrate_v1,73c6bc48d4216e55482f2728,C1,0,"[""C1""]",7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""15"",""31"",""32"",""34"",""37""]",5,5,4,5
uncertainty_substrate_v1,906dbf059f81c11a781e7f03,C1,0,"[""C1""]",B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""11"",""15"",""33"",""34"",""37""]",5,5,4,5
uncertainty_substrate_v1,7b59429cfe1091337c4d4b7e,C1,0,"[""C1""]",B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""13"",""2"",""29"",""35""]",4,4,4,4
uncertainty_substrate_v1,4151275fb510a1c7f60fddbb,C1,0,"[""C1""]",B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""27"",""28"",""29"",""35"",""36""]",5,5,5,5
uncertainty_substrate_v1,dbf3feab1002b9e4afa4306c,C1,0,"[""C1""]",B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""1"",""2"",""30"",""32""]",4,4,4,4
uncertainty_substrate_v1,4501f59bf90dd5f1d29d3659,C1,0,"[""C1""]",B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""13"",""14"",""28"",""29"",""34"",""35""]",6,6,5,6
uncertainty_substrate_v1,e787cc0702c8493bfa21a94c,C1,0,"[""C1""]",B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""10"",""27"",""37"",""8""]",4,4,4,4
uncertainty_substrate_v1,bce5984207c28e11f2ac9967,C1,0,"[""C1""]",B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""1"",""12"",""2"",""27"",""36""]",5,5,5,5
uncertainty_substrate_v1,cdf103b1dbbe785b65ce626d,C1,0,"[""C1""]",B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""13"",""14"",""18"",""31"",""32"",""34""]",6,6,5,6
uncertainty_substrate_v1,895457cab77fc69c3d087204,C1,0,"[""C1""]",B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""10"",""17"",""30"",""6"",""8""]",5,5,5,5
uncertainty_substrate_v1,2cea51ad61ac855dab92371f,C1,0,"[""C1""]",UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""1"",""15"",""2"",""34"",""37""]",4,5,4,0
uncertainty_substrate_v1,1be6f51bb8e47a60a40c0039,C1,0,"[""C1""]",UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""13"",""29"",""30"",""32""]",4,4,4,0
uncertainty_substrate_v1,5bf9f5aa3b341c43d6614d07,C1,0,"[""C1""]",UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""10"",""17"",""18"",""6"",""8""]",5,5,5,0
uncertainty_substrate_v1,f15f17cb64ad1365896a1913,C1,0,"[""C1""]",UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",7,7,"[""1"",""13"",""14"",""18"",""30"",""31"",""35""]",6,7,4,6
uncertainty_substrate_v1,d3c8bc8d5c315349050663b3,C1,0,"[""C1""]",UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""27"",""29"",""34"",""37""]",4,4,3,4
uncertainty_substrate_v1,40f6c975a5b31aa7b0511b72,C1,0,"[""C1""]",UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""12"",""27"",""28"",""29"",""36""]",5,5,5,0
uncertainty_substrate_v1,45775f7acd0db01b2e2b2667,C1,0,"[""C1""]",UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,none,anchor,"[""not_adjudicated""]","[""C1_anchor_all""]","[""calibration_anchor""]",23,23,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""2"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",23,23,21,23
uncertainty_substrate_v1,df5ba335e1884357136c157e,C1,0,"[""C1""]",UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""11"",""30"",""31"",""32"",""33""]",5,5,5,5
uncertainty_substrate_v1,6e4e913c677cac7c767b09f1,C1,0,"[""C1""]",X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""17"",""31"",""32"",""6"",""8""]",5,5,5,5
uncertainty_substrate_v1,3130cd9f1997ad048b0cd220,C1,0,"[""C1""]",X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""11"",""15"",""33"",""34"",""37""]",5,5,4,5
uncertainty_substrate_v1,10e472600380cde717662d16,C1,0,"[""C1""]",X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""1"",""17"",""2"",""28""]",4,4,4,4
uncertainty_substrate_v1,756132a82c56187b00904ccc,C1,0,"[""C1""]",Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""11"",""15"",""32"",""33"",""37""]",5,5,5,5
uncertainty_substrate_v1,170b2cc137775bdda43b60c6,C1,0,"[""C1""]",Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""13"",""17"",""18"",""28""]",4,4,4,4
uncertainty_substrate_v1,717cbb900a6d3cf4e96f47e9,C1,0,"[""C1""]",Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""1"",""12"",""2"",""30"",""34""]",5,5,4,5
uncertainty_substrate_v1,598aabd2342ae2283213863e,C1,0,"[""C1""]",Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",5,5,"[""10"",""15"",""31"",""35"",""8""]",5,5,4,5
uncertainty_substrate_v1,6ef20cf8949e5d12291fb6ee,C1,0,"[""C1""]",Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""10"",""17"",""31"",""6"",""8""]",5,5,5,5
uncertainty_substrate_v1,a18f4b602d2bc8d71090d302,C1,0,"[""C1""]",b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""27"",""28"",""29"",""31"",""36""]",5,5,5,5
uncertainty_substrate_v1,4fb673188029fd0e6dfb715e,C1,0,"[""C1""]",b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""10"",""13"",""14"",""18"",""34"",""35""]",6,6,5,6
uncertainty_substrate_v1,a9649658f2d44d41e36935a2,C1,0,"[""C1""]",e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""27"",""28"",""29"",""31"",""35"",""36""]",6,6,5,6
uncertainty_substrate_v1,0fcfd62a3d982a90f8161210,C1,0,"[""C1""]",e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""10"",""13"",""14"",""18"",""34"",""6""]",6,6,5,6
uncertainty_substrate_v1,720ab7fc919d1acb6be95134,C1,0,"[""C1""]",e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""1"",""11"",""12"",""30"",""31"",""33""]",6,6,5,6
uncertainty_substrate_v1,c5ca03758906014a00b0f23f,C1,0,"[""C1""]",q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""1"",""28"",""29"",""35"",""36""]",5,5,5,5
uncertainty_substrate_v1,ba138a35f6666b166fa68e64,C1,0,"[""C1""]",q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""12"",""27"",""34"",""37""]",4,4,3,4
uncertainty_substrate_v1,b184f320bc29592b66be876d,C1,0,"[""C1""]",q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""1"",""2"",""34"",""36"",""37""]",5,5,4,5
uncertainty_substrate_v1,d8ef9c75becfb3adbc630ee8,C1,0,"[""C1""]",q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""11"",""15"",""2"",""34"",""37""]",3,5,4,3
uncertainty_substrate_v1,4955cacdc64ece9da6fe53dc,C1,0,"[""C1""]",q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""10"",""17"",""31"",""6"",""8""]",5,5,5,5
uncertainty_substrate_v1,69d7843695cda630a8f46023,C1,0,"[""C1""]",q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""10"",""13"",""14"",""18"",""34"",""6""]",6,6,5,6
uncertainty_substrate_v1,3d9fa7a14f7277efca89aafd,C1,0,"[""C1""]",q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",4,4,"[""1"",""2"",""30"",""32""]",4,4,4,4
uncertainty_substrate_v1,f9e471dd41eb72755704f9ca,C1,0,"[""C1""]",q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""12"",""27"",""30"",""32"",""33""]",5,5,5,5
uncertainty_substrate_v1,d9f0e84eb87491c585756200,C1,0,"[""C1""]",q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,model_preannotation,primary,"[""not_adjudicated""]","[""C1_semi""]","[""calibration_semi""]",5,5,"[""14"",""17"",""18"",""34"",""6""]",5,5,4,3
uncertainty_substrate_v1,05d942c5ed207826fa45889b,C1,0,"[""C1""]",q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",6,6,"[""13"",""14"",""18"",""29"",""34"",""35""]",6,6,5,6
uncertainty_substrate_v1,3bff5c38ae9ff12e726b6df4,C1,0,"[""C1""]",q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""1"",""2"",""28"",""34"",""37""]",5,5,4,5
uncertainty_substrate_v1,71e75b7d2215cf37a9d54c4a,C1,0,"[""C1""]",q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""17"",""31"",""32"",""33"",""8""]",5,5,5,5
uncertainty_substrate_v1,7f4cef551832852ecdee8be3,C1,0,"[""C1""]",q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,none,core,"[""not_adjudicated""]","[""C1_core_all""]","[""calibration_core""]",5,5,"[""11"",""12"",""15"",""27"",""30""]",5,5,5,5
uncertainty_substrate_v1,21ba8180cbcfe7cc5251743a,C1,0,"[""C1""]",rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,none,anchor,"[""not_adjudicated""]","[""C1_anchor_all""]","[""calibration_anchor""]",23,23,"[""1"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""2"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37"",""6"",""8""]",23,23,21,23
