base_task_id,building_id,image_reference,remote_reference_available,workspace_local_found,workspace_local_path,git_tracked_image_found,candidate_image_count,risk,risk_design_score_A,g_duplicate_peak,g_postprocess_invalid,g_seam_instability,g_topology_invalid,feature_timing,reference_status,image_sha256,image_parse_status,image_width,image_height,image_only_feature_version,mean_luma,horizontal_gradient_mean_wrap,horizontal_gradient_mean_no_seam,seam_gradient_mean,vertical_edge_mean,vertical_edge_p90_proxy,boundary_gradient_mean,ceiling_boundary_row_norm,ceiling_boundary_strength,floor_boundary_row_norm,floor_boundary_strength,edge_density_proxy,confirmatory_status,frozen_preassignment_n_ready,legacy_difficulty_label,legacy_label_status,gt_keypoint_count,gt_pair_count,proposal_initial_quality_mean,post_meta_response_pattern_entropy_mean,post_meta_jaccard_disagreement_mean,post_meta_modal_response_share_mean,image_feature_classification,model_feature_classification,legacy_difficulty_classification,post_meta_classification
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.jpg,False,3,4.782896096686945,4.782896096686945,,,,,pre_task,use_existing_public_gt_as_is,1a93e47a1afd19b2da1753f31f9e1c741f1a1329d526a6dce6306c0cdac66e7f,ready,1024,512,image_only_pil_grayscale_downsample_v1,140.47442626953125,3.23175048828125,3.2418504901960783,0.65625,3.2418504901960783,9,2.3449187992125986,0.4296875,6.640625,0.828125,5.234375,0.039797794117647056,,,,,,,,0.0,,1.0,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.jpg,False,3,3.859560696473668,3.859560696473668,,,,,pre_task,use_existing_public_gt_as_is,8fc93ef56e13b2da176d2c4e51114234f63a09443c46b0f0212e23b8a3d078e6,ready,1024,512,image_only_pil_grayscale_downsample_v1,131.172119140625,4.302001953125,4.297794117647059,5.375,4.297794117647059,10,4.994094488188976,0.40625,12.23828125,0.7578125,16.01953125,0.07607230392156862,,,,,,,,0.0,0.0,1.0,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.jpg,False,3,4.34198898346523,4.34198898346523,,,,,pre_task,use_existing_public_gt_as_is,bee4cf31c0983fc878e69c2a68201809c4f899e937a1a108c3e6aa8b60d76a29,ready,1024,512,image_only_pil_grayscale_downsample_v1,128.01834106445312,4.3453369140625,4.354595588235294,1.984375,4.354595588235294,11,6.716596948818897,0.421875,16.7890625,0.578125,22.890625,0.09541973039215686,,,,,,,,0.34371787525167763,0.20789473684210527,0.875,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486.jpg,False,3,3.980147567164872,3.980147567164872,,,,,pre_task,use_existing_public_gt_as_is,1bc073a1d3c7a41ac819e476dae3326b9a6e052b1f367582285fd9c01390adaf,ready,1024,512,image_only_pil_grayscale_downsample_v1,132.76443481445312,4.500732421875,4.5049938725490195,3.4140625,4.5049938725490195,12,5.154281496062992,0.359375,12.55078125,0.703125,15.35546875,0.07420343137254902,,,,,,,,0.0,0.0,1.0,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2.jpg,False,3,4.139632060675147,4.139632060675147,,,,,pre_task,use_existing_public_gt_as_is,9fc8a97c6d56cd7483aa7f356529866f987e23f8c18d9fee03cc11c0df81f005,ready,1024,512,image_only_pil_grayscale_downsample_v1,128.7607421875,5.635986328125,5.648835784313725,2.359375,5.648835784313725,16,6.025652066929134,0.4375,15.02734375,0.7265625,16.55859375,0.10009191176470589,,,,,,,,0.0,,1.0,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.jpg,False,3,3.622320944116328,3.622320944116328,,,,,pre_task,use_existing_public_gt_as_is,45f2e59a0cacd7aef5bf9b1998a78aeca00f90780103f7ad71a0051d989b1d61,ready,1024,512,image_only_pil_grayscale_downsample_v1,131.73214721679688,4.9476318359375,4.953829656862745,3.3671875,4.953829656862745,12,5.956508366141732,0.40625,14.25390625,0.625,15.59375,0.08529411764705883,,,,,,,,0.0,0.0,1.0,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,a0c8dc28f244dd9b388eb626b544e8e1b52cae7bfcf8fc6efc7f3c6c60b7f4e8,ready,1024,512,image_only_pil_grayscale_downsample_v1,128.15023803710938,4.86212158203125,4.873621323529412,1.9296875,4.873621323529412,13,5.465489665354331,0.4921875,11.90234375,0.5625,15.6328125,0.0879748774509804,,,,,,,,1.019638122510181,0.6722222222222223,0.45999999999999996,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,8da3c3a631eef07379d1a1d711064d6d1fe6ebf548ad1621cc13d8d9f84af9a9,ready,1024,512,image_only_pil_grayscale_downsample_v1,128.52377319335938,4.68280029296875,4.694424019607843,1.71875,4.694424019607843,12,6.200725885826771,0.390625,18.96875,0.578125,25.51953125,0.09301470588235294,,,,,,,,0.9162907318741551,0.4916666666666667,0.6000000000000001,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.jpg,True,True,trap集/OOS/边界不可判定/task609/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.png,True,4,,,,,,,,,dec45eadabd1251edb2b61422b61c64e46f668ef95fe3cbb82d315d3aa45c9aa,ready,2048,1024,image_only_pil_grayscale_downsample_v1,129.35711669921875,4.843505859375,4.8509191176470585,2.953125,4.8509191176470585,14,5.993110236220472,0.4921875,18.75390625,0.5859375,23.13671875,0.09443933823529412,,,,,,,,1.3777551430617578,0.610128205128205,0.5,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.jpg,True,True,trap集/OOS/几何假设不成立(弧形墙)/task526/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.png,True,4,,,,,,,,,490c97f1c4a30313f030cb1408914d4a5ab3b168786486baa70e9753d2079ecf,ready,2048,1024,image_only_pil_grayscale_downsample_v1,127.19070434570312,5.15191650390625,5.152757352941176,4.9375,5.152757352941176,14,7.755874753937008,0.4921875,21.5390625,0.5625,26.421875,0.1071078431372549,,,,,,,,1.6323044860945761,0.6560256410256409,0.3846153846153846,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,True,True,trap集/manual/玻璃/task470/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.png,True,4,,,,,,,,,bdf425702aee4d28cf8b71d25feeecb71679d18c673fe0c8a1fca0c71f6c1b28,ready,2048,1024,image_only_pil_grayscale_downsample_v1,125.46145629882812,7.58856201171875,7.59813112745098,5.1484375,7.59813112745098,23,5.657511072834645,0.3671875,17.171875,0.828125,17.23828125,0.11485906862745097,,,,,,,,1.2378660628311635,0.5133333333333334,0.5384615384615385,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,True,True,trap集/manual/拼接缝及拉伸/task462/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.png,True,4,,,,,,,,,dc3b5707c815d7301bd00ec75493bec46fae508ee525b9ad5ae04f850ca178fd,ready,2048,1024,image_only_pil_grayscale_downsample_v1,129.30087280273438,4.10894775390625,4.115839460784314,2.3515625,4.115839460784314,10,4.8319697342519685,0.234375,9.734375,0.65625,13.6171875,0.07673100490196079,,,,,,,,1.2353272312484473,0.51025641025641,0.5576923076923077,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,9a998e6c90e503b24098f67aeed9a9b7045064975826ce405556101fd17a77e7,ready,1024,512,image_only_pil_grayscale_downsample_v1,128.91189575195312,3.89208984375,3.901654411764706,1.453125,3.901654411764706,10,5.258427657480315,0.390625,12.36328125,0.6171875,15.453125,0.07748161764705883,not_evaluable,0.0,seam,legacy_proxy,12.0,6.0,1.0,0.7886243058041671,0.4877777777777778,0.6166666666666666,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.jpg,True,True,data/mp3d_layout/img_v/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,9128d4a50a36683a5881a07b68cdbf439a3b676aaf18b4154d86e9b35d5a23dd,ready,1024,512,image_only_pil_grayscale_downsample_v1,129.8641357421875,4.82281494140625,4.830606617647059,2.8359375,4.830606617647059,11,6.620386318897638,0.4765625,19.22265625,0.8515625,16.43359375,0.08874080882352942,,,,,,,,1.4708084763221114,0.875,0.30000000000000004,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg,True,True,data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,091cf91d7b471c25a68a02533ee1cddde5416b33475c07844cc6a28ff9d69ef4,ready,1024,512,image_only_pil_grayscale_downsample_v1,128.02798461914062,4.024658203125,4.033272058823529,1.828125,4.033272058823529,10,4.3046875,0.3125,6.6640625,0.78125,13.765625,0.06130514705882353,,,,,,,,0.5179682157300433,0.23978919631093548,0.8043478260869565,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.jpg,True,True,data/mp3d_layout/img_v/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.jpg,False,3,,,,,,,pre_task,reference_ready_public_gt,cc9dcc7b7c2bcf830a89a4123379d9e86280e47e6fb2c966f7cc54e1bab3f409,ready,1024,512,image_only_pil_grayscale_downsample_v1,135.44955444335938,4.1480712890625,4.162591911764705,0.4453125,4.162591911764705,10,3.551396407480315,0.4375,10.67578125,0.5703125,9.6171875,0.06545649509803922,,,,,,,,0.9162907318741551,0.5333333333333334,0.6000000000000001,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407.jpg,True,True,trap集/OOS/证据不足/task529/UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407.png,True,4,,,,,,,,,d6b46b2439515d3443746f496e8f4ee7802ce23bb9cb62394f8c9424fb86376a,ready,2048,1024,image_only_pil_grayscale_downsample_v1,130.84561157226562,3.79315185546875,3.799938725490196,2.0625,3.799938725490196,8,3.4503875492125986,0.421875,9.45703125,0.6171875,7.2578125,0.05413602941176471,,,,,,,,1.501148888534872,0.728974358974359,0.3846153846153846,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.jpg,False,3,5.387348197840864,5.387348197840864,,,,,pre_task,use_existing_public_gt_as_is,74340d00f8839556524030fb8aec51017dc8d237128ad3d871eb5146053c309d,ready,1024,512,image_only_pil_grayscale_downsample_v1,134.56903076171875,5.60595703125,5.622916666666667,1.28125,5.622916666666667,16,5.79072342519685,0.359375,12.8125,0.6328125,14.9140625,0.1096813725490196,,,,,,,,0.6931471805599453,0.75,0.5,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e.jpg,False,3,4.11082649457379,4.11082649457379,,,,,pre_task,use_existing_public_gt_as_is,01a1689bb31b1cb077ae2589d44992aeb66cc274659ef3c8f59dc02408f12b83,ready,1024,512,image_only_pil_grayscale_downsample_v1,129.81634521484375,3.42742919921875,3.4247242647058824,4.1171875,3.4247242647058824,8,4.045337106299213,0.34375,7.1328125,0.59375,15.22265625,0.05393688725490196,,,,,,,,0.0,0.0,1.0,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.jpg,False,3,6.238125014667176,6.238125014667176,,,,,pre_task,use_existing_public_gt_as_is,7b2b85396148d9bfd6cf76538a9cec36bba1bd184c4ae19152d6d8c64bee531f,ready,1024,512,image_only_pil_grayscale_downsample_v1,134.14138793945312,6.60223388671875,6.6004595588235295,7.0546875,6.6004595588235295,17,6.663570374015748,0.4296875,19.91796875,0.8125,14.69140625,0.11504289215686274,,,,,,,,0.45265928499577474,0.5277777777777778,0.6944444444444443,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.jpg,False,3,5.981021984881721,5.981021984881721,,,,,pre_task,use_existing_public_gt_as_is,9a09e5a9fbbbd68f36cac37898e10ad724562a4c00d857385825c8778862c9e7,ready,1024,512,image_only_pil_grayscale_downsample_v1,136.01547241210938,5.6507568359375,5.635876225490196,9.4453125,5.635876225490196,16,6.0252829724409445,0.3984375,14.1171875,0.5625,13.171875,0.11508884803921568,,,,,,,,0.7515883865149658,0.362280701754386,0.7,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.jpg,False,3,7.183628916179173,7.183628916179173,,,,,pre_task,use_existing_public_gt_as_is,c62e5366407832f213b6ed53d0b90c66ff174a132a5a8e512c3a0394a2fda701,ready,1024,512,image_only_pil_grayscale_downsample_v1,138.88369750976562,5.95526123046875,5.958302696078431,5.1796875,5.958302696078431,17,5.294721948818897,0.421875,11.29296875,0.625,15.42578125,0.10571384803921569,,,,,,,,0.4337816142407306,0.375,0.75,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VLzqgDo317F_5d3591edd7c546acaf99db40281b3409.jpg,True,True,data/mp3d_layout/img_v/VLzqgDo317F_5d3591edd7c546acaf99db40281b3409.jpg,False,3,5.238411447323805,5.238411447323805,,,,,pre_task,use_existing_public_gt_as_is,5b272749efd1070fa89933f4567aac48af8ccb8078f03453b9bb7b758954e629,ready,1024,512,image_only_pil_grayscale_downsample_v1,117.66427612304688,9.3359375,9.344209558823529,7.2265625,9.344209558823529,26,7.706508366141732,0.1953125,17.8046875,0.6015625,14.984375,0.16568627450980392,,,,,,,,0.34657359027997264,0.25,0.75,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,True,True,trap集/semi/模型标注质量好/task501/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.png,True,4,,,,,,,,,5505a4a02cab4438aac1d10a2bbb4e163797c7d8dde3c5ed9e46cb32210047a5,ready,2048,1024,image_only_pil_grayscale_downsample_v1,129.44784545898438,2.51531982421875,2.5230698529411764,0.5390625,2.5230698529411764,5,2.683009350393701,0.4296875,7.890625,0.640625,11.54296875,0.031969975490196076,,,,,,,,0.696166810710159,0.3196581196581197,0.8076923076923078,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,57bac4aa16c519b06b1f22d88097233f0d7c41d5dee98f45f1455fc6dff04f8a,ready,1024,512,image_only_pil_grayscale_downsample_v1,134.68161010742188,4.3245849609375,4.316360294117647,6.421875,4.316360294117647,13,6.457523375984252,0.4921875,14.4609375,0.5625,14.05859375,0.09744178921568628,,,,,,,,0.47513526961661734,0.275,0.8,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.jpg,True,True,trap集/manual/玻璃/task555/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.png,True,4,,,,,,,,,731180641faf5a054a333f1da669575a971e8fb355ebca7c4e9c246a97d95ba0,ready,2048,1024,image_only_pil_grayscale_downsample_v1,135.63156127929688,4.46820068359375,4.4832720588235295,0.625,4.4832720588235295,9,5.369555856299213,0.34375,14.33203125,0.8046875,11.33984375,0.07253370098039216,,,,,,,,0.4625645417860411,0.26461538461538464,0.8076923076923077,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,491ff05cf27c0ecb3d42d61b8610ff4bd5c4a878e096d5f24ebbff9a303d66de,ready,1024,512,image_only_pil_grayscale_downsample_v1,136.64117431640625,3.63653564453125,3.6447303921568626,1.546875,3.6447303921568626,7,4.400590551181103,0.359375,12.79296875,0.671875,19.5,0.056893382352941176,not_evaluable,0.0,residual,legacy_proxy,8.0,4.0,1.0,0.5550940012012341,0.45,0.73,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,e80b0306b6c53446a71bcb2dfa7f892d5e8911f40be074a0ab3ef1d87ea54424,ready,1024,512,image_only_pil_grayscale_downsample_v1,123.072509765625,8.1197509765625,8.12469362745098,6.859375,8.12469362745098,23,9.755905511811024,0.1640625,24.8671875,0.5234375,19.40625,0.17535232843137255,not_evaluable,0.0,occlusion,legacy_proxy,8.0,4.0,1.0,0.3126279983390368,0.26,0.8699999999999999,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,61d873f87cf8faf371564d3b7557822720611b404aecd74efcf66380ac85ca5b,ready,1024,512,image_only_pil_grayscale_downsample_v1,117.09490966796875,9.83453369140625,9.810692401960784,15.9140625,9.810692401960784,29,10.260549950787402,0.2109375,21.0078125,0.5,18.921875,0.20131740196078432,not_evaluable,0.0,low_quality;occlusion;seam;residual,legacy_proxy,8.0,4.0,1.0,0.4247369259561358,0.31,0.8,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,False,4,,,,,,,pre_task,reference_ready_public_gt,8185c8f4d98fa2216d0a0cf751d2ba86d4596a765c4f675e9f1d94ba276bc31a,ready,1024,512,image_only_pil_grayscale_downsample_v1,125.38900756835938,10.33624267578125,10.318719362745098,14.8046875,10.318719362745098,30,10.799458661417322,0.171875,36.125,0.5546875,19.34375,0.22971813725490195,,,,,,,,0.33650583350462826,0.15,0.8,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,True,True,data/mp3d_layout/img_v/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,False,3,,,,,,,,,eab91543d9864f2483d3bb79aec50cda8cf8280ce9f254d2e057f59c14ca66d2,ready,1024,512,image_only_pil_grayscale_downsample_v1,122.292236328125,8.20086669921875,8.211397058823529,5.515625,8.211397058823529,23,10.375061515748031,0.3984375,24.65625,0.5859375,18.3046875,0.1896139705882353,,,,,,,,0.6043487937691149,0.34324786324786327,0.7435897435897436,pre_task_image_only,pre_task_model,historical_proxy,post_worker_concurrent
