analysis_lane,analysis_lane_zh,base_task_id,condition,condition_zh,worker_id,is_largest_mode,is_supported_minority_mode,cluster_support,cluster_count,building_id,annotation_id,cluster_rank,n_pairs,task_centered_n_pairs,assignment_provenance,formal_use_allowed,worker_process_class
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,30,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,35,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,31,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,1,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,33,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,11,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,18,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,10,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,15,False,True,4,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,27,False,True,2,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,29,False,True,2,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,2,False,True,2,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,17,False,True,2,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,纯人工,37,False,False,1,7,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,28,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,15,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,34,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,11,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,18,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,33,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,27,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,13,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,17,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,12,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,8,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,29,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,10,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,2,True,False,14,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,32,False,True,7,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,6,False,True,7,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,35,False,True,7,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,30,False,True,7,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,1,False,True,7,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,31,False,True,7,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,36,False,True,7,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,纯人工,37,False,False,1,3,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,37,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,6,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,10,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,30,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,13,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,29,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,8,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,2,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,31,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,17,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,12,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,36,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,15,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,35,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,18,True,False,15,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,33,False,True,3,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,28,False,True,3,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,1,False,True,3,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,34,False,False,1,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,11,False,False,1,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,27,False,False,1,6,,,,,,,,
legacy_q095_k22_evaluable_9,原始码：legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,纯人工,32,False,False,1,6,,,,,,,,
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,纯人工,27,True,False,4,2,7y3sRwLe3Va,a3e7b70ed81a76c41c0f,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,纯人工,28,True,False,4,2,7y3sRwLe3Va,98fc2a900301cecb1f95,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,纯人工,10,True,False,4,2,7y3sRwLe3Va,bd14297e6f34d6705898,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,纯人工,6,True,False,4,2,7y3sRwLe3Va,9ba553c8c79977374da6,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,纯人工,30,False,False,1,2,7y3sRwLe3Va,d5c88ef7632f0c3ce88f,2.0,6.0,2.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,纯人工,27,True,False,3,2,7y3sRwLe3Va,4d53581ef39bae3bf5d1,1.0,6.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,纯人工,30,True,False,3,2,7y3sRwLe3Va,c89be364009b1fc0544e,1.0,6.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,纯人工,12,True,False,3,2,7y3sRwLe3Va,e7909355f0df5dd9276a,1.0,6.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,纯人工,35,False,True,2,2,7y3sRwLe3Va,b02aea4f86afbc5430f7,2.0,4.0,-2.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,纯人工,13,False,True,2,2,7y3sRwLe3Va,ec6c38a862059f07bf7f,2.0,4.0,-2.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,31,True,False,3,3,7y3sRwLe3Va,6051dfca1aade85a07a8,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,34,True,False,3,3,7y3sRwLe3Va,dec8403a4ddac6db3115,1.0,4.0,0.0,authorized_replacement_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,8,True,False,3,3,7y3sRwLe3Va,74c45cde6e9ca313500c,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,32,False,False,1,3,7y3sRwLe3Va,e6f01175aabbf9fcafe7,2.0,6.0,2.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,纯人工,18,False,False,1,3,7y3sRwLe3Va,c63d05f140fcc66be4df,3.0,8.0,4.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,模型预标注辅助,33,True,False,4,1,7y3sRwLe3Va,678fd1b3368b3c6302ad,1.0,8.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,模型预标注辅助,36,True,False,4,1,7y3sRwLe3Va,53cffa383a4d19c3e30e,1.0,8.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,模型预标注辅助,11,True,False,4,1,7y3sRwLe3Va,a63b28ab3b493bd3ee11,1.0,8.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,模型预标注辅助,6,True,False,4,1,7y3sRwLe3Va,4486738211819be8d3d4,1.0,8.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,33,True,False,3,3,7y3sRwLe3Va,517087c6def062efa361,1.0,10.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,1,True,False,3,3,7y3sRwLe3Va,d22e8df3dcff4100efb5,1.0,10.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,2,True,False,3,3,7y3sRwLe3Va,a25753564e8d0fb8f8d6,1.0,10.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,37,False,False,1,3,7y3sRwLe3Va,8125fd4575ecfc155a63,2.0,8.0,-2.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,纯人工,34,False,False,1,3,7y3sRwLe3Va,84ac11f23b306b7457b4,3.0,6.0,-4.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,模型预标注辅助,10,True,False,2,3,7y3sRwLe3Va,2aea8c4c7647e5dcbf4f,1.0,8.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,模型预标注辅助,8,True,False,2,3,7y3sRwLe3Va,aa3b4f3365dda18b56bc,1.0,8.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,模型预标注辅助,35,False,False,1,3,7y3sRwLe3Va,8f8a8cc073aa91a7c1c7,2.0,7.0,-1.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,模型预标注辅助,15,False,False,1,3,7y3sRwLe3Va,e8a846d937e3ed039131,3.0,10.0,2.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,纯人工,29,True,False,5,1,7y3sRwLe3Va,b81af97c20cfc379eb17,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,纯人工,36,True,False,5,1,7y3sRwLe3Va,24cb9518cba9fc374e36,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,纯人工,1,True,False,5,1,7y3sRwLe3Va,c9e40b1fe2b3537ffc79,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,纯人工,12,True,False,5,1,7y3sRwLe3Va,8cd8fc36522e0668f25d,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,纯人工,2,True,False,5,1,7y3sRwLe3Va,ca89b9306226c9c332c3,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,纯人工,31,True,False,4,2,7y3sRwLe3Va,046e2c37842123ec2f46,1.0,6.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,纯人工,32,True,False,4,2,7y3sRwLe3Va,27b18dbca838c732fe36,1.0,6.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,纯人工,37,True,False,4,2,7y3sRwLe3Va,9f3ef0966bba166ccf67,1.0,6.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,纯人工,15,True,False,4,2,7y3sRwLe3Va,60f051ba3d820f7cf2c1,1.0,6.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,纯人工,34,False,False,1,2,7y3sRwLe3Va,e989d5cbe8078c1ac797,2.0,5.0,-1.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,33,True,False,4,2,B6ByNegPMKs,9378da78037a5091f22e,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,34,True,False,4,2,B6ByNegPMKs,260cf962d9bea8512f9e,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,11,True,False,4,2,B6ByNegPMKs,8a2600447847d5ab7f5f,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,15,True,False,4,2,B6ByNegPMKs,ad005008336266edcd64,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,纯人工,37,False,False,1,2,B6ByNegPMKs,ecd4e736ab99493cf8bd,2.0,6.0,2.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,模型预标注辅助,29,True,False,4,1,B6ByNegPMKs,198b56fd7f0946ac5b09,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,模型预标注辅助,35,True,False,4,1,B6ByNegPMKs,b47f07e34df3a99ff20d,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,模型预标注辅助,13,True,False,4,1,B6ByNegPMKs,72dc231b20fe4c8a589d,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,模型预标注辅助,2,True,False,4,1,B6ByNegPMKs,1a60a6ad7849198e802c,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,27,True,False,5,1,B6ByNegPMKs,ef96b87ef5fb03c9889e,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,28,True,False,5,1,B6ByNegPMKs,53a1af9cac0415879d2f,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,29,True,False,5,1,B6ByNegPMKs,04c900e4f73f755265b3,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,35,True,False,5,1,B6ByNegPMKs,25a1ba6fcd4fbb14c433,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,纯人工,36,True,False,5,1,B6ByNegPMKs,cc1c0c89b7e5fdacc836,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,模型预标注辅助,30,True,False,3,2,B6ByNegPMKs,bbb44530a7ff92f92b27,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,模型预标注辅助,32,True,False,3,2,B6ByNegPMKs,bf6d1e98afbb6306ebff,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,模型预标注辅助,2,True,False,3,2,B6ByNegPMKs,9b7c8a47533d55322728,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,模型预标注辅助,1,False,False,1,2,B6ByNegPMKs,456be942f0947a669713,2.0,5.0,1.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,28,True,False,4,2,B6ByNegPMKs,0d42858d359ebfc9e871,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,29,True,False,4,2,B6ByNegPMKs,d93ff4eb834a154c4cd4,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,35,True,False,4,2,B6ByNegPMKs,c7ef5fbf6e03cd67ae11,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,13,True,False,4,2,B6ByNegPMKs,26a3cf470c4ab78ffaea,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,纯人工,34,False,False,1,2,B6ByNegPMKs,83822f0c9ce15f483174,2.0,5.0,1.0,authorized_replacement_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,模型预标注辅助,27,True,False,3,2,B6ByNegPMKs,a54fcd23c12204b62cba,1.0,4.0,0.0,original_assignment,False,standard_assignment
current_all_computable_c1,原始码：current_all_computable_c1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,模型预标注辅助,37,True,False,3,2,B6ByNegPMKs,bb9ad0084abc09c47837,1.0,4.0,0.0,original_assignment,False,standard_assignment
