stage,stage_zh,record_role,project_id,runtime_task_id,task_id,base_task_id,building_id,condition,condition_zh,worker_id,annotation_id,canonical_annotation_id,assignment_provenance,dataset_group,language_group,formal_use_allowed,canonical_valid_source,parse_error,n_corners_source,geometry_points_json,geometry_computable,n_corners,topology_signature,active_time_observed_seconds,active_time_formal_eligible,active_time_source,active_time_source_file,active_time_event_count,active_time_session_count,timing_status,lead_time_seconds,source_artifact,source_sha256,source_row_index,active_time_computable,lead_time_computable,data_mining_included,worker_status_class,primary_exclusion_class,secondary_exclusion_flags,worker_process_class,task_final_scope,geometry_reference_status,iou_to_gt,worker_caused_structural_failure,active_time_candidate_seconds,active_time_proxy_excluded,active_time_measurement_class,raw_lead_time_seconds,raw_lead_time_observation_count,raw_annotation_version_count,lead_time_source,formal_assignment_status,formal_assignment_status_source,primary_eligibility_status,primary_eligibility_status_source,design_has_semi_arm,task_has_semi_candidate,semi_pairing_status,geometry_computable_bool,active_time_computable_bool,lead_time_computable_bool,quality_computable_bool,formal_assignment_eligible_bool,flag__administrative_exclusion,flag__outside_assignment,flag__formal_assignment_ineligible,flag__independence_ineligible,flag__scope_oos_or_ineligible,flag__geometry_not_computable,flag__quality_not_computable,flag__active_time_not_computable,flag__manual_only_no_semi_candidate,flag__historical_retained_worker,flag__noncanonical_or_raw_only_role,orthogonal_flag_count,orthogonal_flags,active_time_script_versions,time_measurement_lane,time_measurement_lane_zh,lead_time_is_active_time
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,13,3383,b49af842e8a9a5d6,not_recorded,PreScreen_manual,,True,True,,20,"[[62.5,129.0],[70.5,405.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",True,20,n_points:20,8.0,True,log,active_times_2026-05-25.jsonl,1,1,project+task+annotator,2.813,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,355,True,True,True,observed_worker,,,,,,,,8.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,14,3554,886e3f4cfcd0e0b8,not_recorded,PreScreen_manual,,True,True,,20,"[[62.5,129.0],[70.5,405.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",True,20,n_points:20,,False,lead_time_fallback,,0,0,fallback_no_direct_log,0.854,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,356,False,True,True,administrative_exclusion,,,,,,,,0.854,True,lead_time_proxy_excluded,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,3,administrative_exclusion;quality_not_computable;active_time_not_computable,not_recorded,lead_time_proxy_excluded,原始码：lead_time_proxy_excluded,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,15,3645,352ec6e68a3da904,not_recorded,PreScreen_manual,,True,True,,20,"[[68.5,122.5],[68.5,399.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",True,20,n_points:20,79.0,True,log,active_times_2026-06-01.jsonl,4,1,project+task+annotator,16.112,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,357,True,True,True,observed_worker,,,,,,,,79.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,17,3265,f659d3608c54a9ef,not_recorded,PreScreen_manual,,True,True,,20,"[[68.5,122.5],[68.5,399.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",True,20,n_points:20,166.0,True,log,active_times_2026-05-21.jsonl,8,1,project+task+annotator,160.981,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,358,True,True,True,observed_worker,,,,,,,,166.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,18,4781,fbc606f95f59c132,not_recorded,PreScreen_manual,,True,True,,14,"[[66.5,402.5],[77.0,114.5],[217.0,317.0],[219.0,215.0],[288.0,315.0],[298.0,206.5],[427.5,386.0],[429.5,152.0],[621.5,160.5],[625.5,375.5],[849.0,135.5],[853.0,398.5],[947.0,392.0],[955.0,123.0]]",True,14,n_points:14,114.0,True,log,active_times_2026-06-30.jsonl,4,1,project+task+annotator,82.045,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,359,True,True,True,historical_retained,,,,,,,,114.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,2,quality_not_computable;historical_retained_worker,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,19,4640,4963262a77ca17d1,not_recorded,PreScreen_manual,,True,True,,12,"[[34.5,155.5],[55.0,340.0],[143.5,197.5],[152.5,317.0],[422.0,185.0],[423.5,350.5],[620.0,164.5],[640.5,376.0],[844.5,127.0],[845.5,396.5],[897.0,99.0],[906.0,428.5]]",True,12,n_points:12,29.0,True,log,active_times_2026-06-27.jsonl,2,1,project+task+annotator,17.904,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,360,True,True,True,observed_worker,,,,,,,,29.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,stage1_helper_ordercache_hotfix_20260617_v1,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,2,4735,0284f20459ae4153,not_recorded,PreScreen_manual,,True,True,,24,"[[33.0,186.0],[33.0,345.0],[72.0,392.5],[74.5,120.5],[150.5,213.0],[150.5,305.0],[299.0,222.0],[299.0,303.0],[304.0,157.5],[304.0,365.0],[341.0,165.0],[341.0,357.5],[356.5,115.5],[358.0,412.0],[423.5,160.5],[426.0,382.5],[621.0,374.5],[622.5,161.5],[844.5,137.5],[847.0,399.0],[892.0,102.5],[897.0,430.0],[942.0,138.5],[948.5,400.5]]",True,24,n_points:24,171.0,True,log,active_times_2026-06-29.jsonl,22,1,project+task+annotator,226.527,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,361,True,True,True,observed_worker,,,,,,,,171.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,stage1_helper_ordercache_hotfix_20260617_v1,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,21,3721,384c1de2ec90820f,not_recorded,PreScreen_manual,,True,True,,20,"[[68.5,122.5],[68.5,399.5],[112.0,432.5],[114.5,113.5],[220.0,212.5],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",True,20,n_points:20,38.0,True,log,active_times_2026-06-04.jsonl,4,1,project+task+annotator,30.594,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,362,True,True,True,observed_worker,,,,,,,,38.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,6,3327,fb86982f536c3aaa,not_recorded,PreScreen_manual,,True,True,,20,"[[62.5,129.0],[70.5,405.5],[112.0,432.5],[114.5,113.5],[221.5,208.0],[221.5,312.5],[282.0,211.0],[283.5,313.5],[360.0,108.0],[361.0,419.0],[429.5,155.5],[429.5,373.0],[617.0,366.5],[619.5,161.0],[846.0,406.0],[848.5,134.5],[896.0,433.5],[897.5,100.0],[946.0,137.0],[946.0,403.5]]",True,20,n_points:20,49.0,True,log,active_times_2026-05-22.jsonl,3,1,project+task+annotator,34.266,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,363,True,True,True,observed_worker,,,,,,,,49.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3078,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,纯人工,8,3767,bdf5345d612260f9,not_recorded,PreScreen_manual,,True,True,,20,"[[68.0,400.5],[68.5,141.0],[116.0,436.5],[118.0,113.0],[201.5,182.5],[208.5,355.0],[299.0,352.5],[300.5,175.5],[359.5,108.5],[361.5,422.5],[428.0,156.0],[432.5,380.0],[616.0,367.5],[621.0,163.5],[846.5,137.5],[848.0,403.5],[898.0,99.0],[898.0,439.5],[943.5,125.5],[946.0,401.0]]",True,20,n_points:20,379.0,True,log,active_times_2026-06-12.jsonl,15,1,project+task+annotator,383.142,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,364,True,True,True,observed_worker,,,,,,,,379.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official;0.29-foreign-https-en-standalone,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,1,4839,a3975721377143bb,not_recorded,PreScreen_manual,,True,True,,26,"[[175.0,312.0],[179.0,199.0],[364.0,213.0],[376.0,314.0],[543.0,119.5],[545.0,330.0],[551.0,209.0],[551.0,364.0],[626.5,310.0],[628.5,211.0],[688.0,226.5],[688.0,300.0],[845.0,222.5],[847.0,302.0],[889.0,197.0],[891.0,316.0],[934.5,218.5],[936.5,304.0],[958.5,328.0],[960.5,195.0],[966.5,292.5],[974.5,211.0],[992.0,354.0],[996.0,163.0],[998.0,185.0],[1000.0,318.0]]",True,26,n_points:26,94.0,True,log,active_times_2026-06-30.jsonl,5,1,project+task+annotator,68.782,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,365,True,True,True,observed_worker,,,,,,,,94.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,10,3217,94c06b2d1bd3e71f,not_recorded,PreScreen_manual,,True,True,,16,"[[172.5,200.0],[172.5,312.0],[360.5,209.0],[375.5,312.0],[530.0,188.0],[530.0,333.5],[542.5,106.0],[542.5,372.5],[642.5,178.5],[642.5,318.0],[663.5,142.5],[675.5,339.5],[681.5,212.0],[684.5,297.0],[842.0,209.0],[848.5,300.0]]",True,16,n_points:16,115.0,True,log,active_times_2026-05-21.jsonl,6,1,project+task+annotator,113.053,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,366,True,True,True,observed_worker,,,,,,,,115.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,11,3593,db91666fae7b3b76,not_recorded,PreScreen_manual,,True,True,,10,"[[171.0,210.0],[171.0,313.5],[363.0,311.0],[365.5,210.0],[539.0,365.5],[544.5,181.5],[682.0,300.5],[687.0,210.0],[842.5,218.0],[853.0,298.0]]",True,10,n_points:10,62.0,True,log,active_times_2026-05-31.jsonl,4,1,project+task+annotator,52.599,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,367,True,True,True,observed_worker,,,,,,,,62.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,12,3479,25b1a2f938069b01,not_recorded,PreScreen_manual,,True,True,,24,"[[171.0,306.5],[177.5,204.5],[361.0,310.5],[363.0,204.5],[532.0,323.5],[538.0,187.5],[548.5,117.0],[550.5,365.0],[632.0,323.5],[640.5,217.0],[665.5,336.0],[667.5,206.5],[688.0,298.0],[694.5,175.0],[849.0,217.0],[851.0,304.5],[888.5,194.0],[892.5,319.0],[926.0,300.5],[928.0,215.0],[982.5,202.5],[986.5,317.0],[992.5,154.5],[995.0,367.0]]",True,24,n_points:24,,False,lead_time_fallback,,0,0,fallback_no_direct_log,119.152,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,368,False,True,True,observed_worker,,,,,,,,119.152,True,lead_time_proxy_excluded,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,2,quality_not_computable;active_time_not_computable,not_recorded,lead_time_proxy_excluded,原始码：lead_time_proxy_excluded,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,13,3384,e117dbefc01bd181,not_recorded,PreScreen_manual,,True,True,,24,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[684.0,295.0],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[925.0,208.0],[930.5,303.0],[992.5,154.0],[993.5,358.5],[1005.5,199.0],[1007.0,304.5]]",True,24,n_points:24,22.0,True,log,active_times_2026-05-25.jsonl;active_times_2026-06-11.jsonl,2,2,project+task+annotator,10.728,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,369,True,True,True,observed_worker,,,,,,,,22.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,14,3555,a26eb6f92e013247,not_recorded,PreScreen_manual,,True,True,,24,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[684.0,295.0],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[925.0,208.0],[930.5,303.0],[992.5,154.0],[993.5,358.5],[1005.5,199.0],[1007.0,304.5]]",True,24,n_points:24,,False,lead_time_fallback,,0,0,fallback_no_direct_log,1.106,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,370,False,True,True,administrative_exclusion,,,,,,,,1.106,True,lead_time_proxy_excluded,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,3,administrative_exclusion;quality_not_computable;active_time_not_computable,not_recorded,lead_time_proxy_excluded,原始码：lead_time_proxy_excluded,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,15,3646,716886a2da0110e0,not_recorded,PreScreen_manual,,True,True,,28,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[678.5,298.5],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[924.0,302.5],[925.0,208.0],[953.5,192.0],[954.0,329.5],[966.5,302.0],[967.0,205.0],[988.5,157.5],[991.0,362.0],[1003.5,187.0],[1004.0,333.0]]",True,28,n_points:28,468.0,True,log,active_times_2026-06-01.jsonl;active_times_2026-06-03.jsonl,18,2,project+task+annotator,384.428,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,371,True,True,True,observed_worker,,,,,,,,468.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,17,3266,c609905186295723,not_recorded,PreScreen_manual,,True,True,,24,"[[170.0,316.5],[174.0,203.0],[363.5,309.5],[365.0,208.0],[535.0,333.5],[536.5,187.0],[541.5,367.5],[544.5,153.0],[635.0,319.0],[636.5,197.5],[665.5,182.0],[667.0,338.5],[678.5,217.5],[684.0,295.0],[846.0,215.0],[847.5,300.5],[888.5,193.5],[889.5,321.5],[925.0,208.0],[930.5,303.0],[992.5,154.0],[993.5,358.5],[1005.5,199.0],[1007.0,304.5]]",True,24,n_points:24,216.0,True,log,active_times_2026-05-21.jsonl,10,1,project+task+annotator,227.469,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,372,True,True,True,observed_worker,,,,,,,,216.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,quality_not_computable,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
P1,预筛,stage_canonical,28,,3079,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,纯人工,18,4782,f219dc1036258a80,not_recorded,PreScreen_manual,,True,True,,16,"[[172.5,206.5],[172.5,317.0],[366.5,212.0],[366.5,310.0],[545.0,153.0],[545.0,365.5],[666.5,189.0],[666.5,340.0],[686.5,219.0],[686.5,300.5],[847.5,216.0],[847.5,303.0],[888.0,196.5],[892.0,319.5],[990.5,159.0],[990.5,362.0]]",True,16,n_points:16,67.0,True,log,active_times_2026-06-30.jsonl,3,1,project+task+annotator,30.98,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d,373,True,True,True,historical_retained,,,,,,,,67.0,False,formal_frozen,,,,stage_canonical_label_studio_lead_time,not_applicable,"P1 uses eligible_for_primary_analysis, not the formal-assignment gate",eligible,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv:eligible_for_primary_analysis,False,False,not_applicable_outside_c1_paired_design,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,2,quality_not_computable;historical_retained_worker,0.24-official,other_stage_formal_active_log,原始码：other_stage_formal_active_log,False
