stage,stage_zh,condition,condition_zh,base_task_id,building_id,observed_worker_count,available_record_count,geometry_computable_worker_count,geometry_missing_worker_count,topology_counts_json,topology_mode_count,topology_shannon_entropy,topology_gini_simpson,largest_topology_share,different_topology_pair_share,same_topology_pair_count,same_topology_cyclic_rmse_median,same_topology_cyclic_rmse_q25,same_topology_cyclic_rmse_q75,geometry_uncertainty_class,geometry_uncertainty_class_zh,measurement_lane,measurement_lane_zh
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,5,5,0,"{""4"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.120085627100192,0.091618955692402,0.1574179143820434,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,5,5,5,0,"{""10"": 2, ""12"": 1, ""8"": 2}",3,1.0549201679861442,0.6399999999999999,0.4,0.8,2,0.1814767120450627,0.1736868669611239,0.1892665571290014,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.1634678300118011,0.1609104405138045,0.1947421434867095,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,5,5,5,0,"{""12"": 2, ""14"": 1, ""8"": 2}",3,1.0549201679861442,0.6399999999999999,0.4,0.8,2,0.1934325090958046,0.1720098410193705,0.2148551771722386,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,5,4,1,"{""12"": 2, ""18"": 1, ""20"": 1}",3,1.039720770839918,0.625,0.5,0.8333333333333334,1,0.2085722698199608,0.2085722698199608,0.2085722698199608,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,5,5,0,"{""12"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.1332763965521927,0.1130866854695776,0.15450728137899,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,5,5,5,0,"{""10"": 1, ""16"": 1, ""8"": 3}",3,0.9502705392332348,0.5599999999999999,0.6,0.7,3,0.1409833982213283,0.0799026747199034,0.1460190949232488,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,6,6,0,"{""10"": 1, ""12"": 2, ""16"": 1, ""20"": 2}",4,1.329661348854758,0.7222222222222222,0.3333333333333333,0.8666666666666667,2,0.0550230254781195,0.0275115127390597,0.0825345382171792,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,6,6,6,0,"{""12"": 1, ""14"": 1, ""16"": 1, ""20"": 2, ""8"": 1}",5,1.5607104090414063,0.7777777777777777,0.3333333333333333,0.9333333333333332,1,0.0695257345039815,0.0695257345039815,0.0695257345039815,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,7,7,7,0,"{""12"": 5, ""8"": 2}",2,0.5982695885852573,0.4081632653061224,0.7142857142857143,0.4761904761904761,11,0.0071900573919194,0.0027704463261875,0.1529578594974043,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,23,23,0,"{""10"": 5, ""12"": 5, ""14"": 4, ""16"": 2, ""8"": 7}",5,1.5421367388279474,0.775047258979206,0.3043478260869565,0.8102766798418972,48,0.0632068894420892,0.014304459508105,0.1546558473322896,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,5,4,1,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.1296376896851266,0.1085381326116696,0.1335326164727488,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,23,23,23,0,"{""10"": 1, ""8"": 22}",2,0.1788449127168475,0.0831758034026464,0.9565217391304348,0.0869565217391304,231,0.1636135059111746,0.1418519505934933,0.208767592601314,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,5,5,5,0,"{""10"": 1, ""6"": 1, ""8"": 3}",3,0.9502705392332348,0.5599999999999999,0.6,0.7,3,0.089546220626101,0.0455636797280926,0.0895736614006213,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,5,5,5,0,"{""10"": 1, ""12"": 1, ""16"": 1, ""18"": 1, ""8"": 1}",5,1.6094379124341005,0.7999999999999999,0.2,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.0894974003493708,0.0311513873209513,0.1463557461811316,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,5,5,5,0,"{""12"": 3, ""8"": 2}",2,0.6730116670092565,0.48,0.6,0.6,4,0.0599524945396261,0.0496667112099792,0.0988791408034525,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.1307770455935606,0.0052964387973343,0.1318433720688741,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,23,23,23,0,"{""16"": 1, ""18"": 1, ""20"": 2, ""8"": 19}",4,0.6428579130907905,0.3062381852551985,0.8260869565217391,0.3201581027667984,172,0.1580955983294986,0.0394907828231888,0.1869191192943278,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,6,6,6,0,"{""8"": 6}",1,-0.0,0.0,1.0,0.0,15,0.2510026639797237,0.0029508113052823,0.2520860924204897,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,6,6,6,0,"{""16"": 3, ""8"": 3}",2,0.6931471805599453,0.5,0.5,0.6,6,0.0028458619122717,0.0021386028580621,0.0956329485099041,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,5,5,5,0,"{""10"": 1, ""12"": 2, ""8"": 2}",3,1.0549201679861442,0.6399999999999999,0.4,0.8,2,0.0735947649903613,0.0382613240194744,0.1089282059612482,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,6,6,6,0,"{""12"": 2, ""14"": 1, ""18"": 1, ""20"": 1, ""28"": 1}",5,1.5607104090414063,0.7777777777777777,0.3333333333333333,0.9333333333333332,1,0.0,0.0,0.0,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,5,5,5,0,"{""12"": 2, ""8"": 3}",2,0.6730116670092565,0.48,0.6,0.6,4,0.1252842352404202,0.0949387993571746,0.1377764971033362,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,23,23,23,0,"{""10"": 5, ""12"": 13, ""8"": 5}",3,0.985984617175194,0.5860113421550095,0.5652173913043478,0.6126482213438735,98,0.0977835524445086,0.052247746193807,0.155893395023377,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,5,5,5,0,"{""12"": 2, ""16"": 3}",2,0.6730116670092565,0.48,0.6,0.6,4,0.1159340752021699,0.0885605497204836,0.1162297044767524,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,manual,纯人工,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,5,5,5,0,"{""24"": 3, ""26"": 1, ""28"": 1}",3,0.9502705392332348,0.5599999999999999,0.6,0.7,3,0.1667720286310614,0.0833860143155307,0.1667720286310614,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,4,4,4,0,"{""16"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0,0.0,0.0,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,4,4,4,0,"{""14"": 1, ""16"": 2, ""20"": 1}",3,1.039720770839918,0.625,0.5,0.8333333333333334,1,0.0,0.0,0.0,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,4,4,4,0,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.005849979528979,0.0012116006360798,0.0104883584218782,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,4,4,4,0,"{""10"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0106167300970679,0.009403753198162,0.0110415727584155,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,4,4,4,0,"{""12"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0638947947720119,0.0365253638824053,0.0640219553088648,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,4,4,4,0,"{""16"": 2, ""18"": 1, ""20"": 1}",3,1.039720770839918,0.625,0.5,0.8333333333333334,1,0.0019591649482061,0.0019591649482061,0.0019591649482061,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,4,4,4,0,"{""10"": 1, ""12"": 1, ""8"": 2}",3,1.039720770839918,0.625,0.5,0.8333333333333334,1,0.0881534930258422,0.0881534930258422,0.0881534930258422,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,4,4,4,0,"{""16"": 3, ""8"": 1}",2,0.5623351446188083,0.375,0.75,0.5,3,0.1715977923643835,0.1276048472232652,0.1802263165425073,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,4,4,4,0,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0005902969467486,0.0,0.0011805938934973,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.0074260348515751,0.0018565087128937,0.1629073382035649,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,4,4,4,0,"{""12"": 1, ""14"": 1, ""20"": 1, ""8"": 1}",4,1.3862943611198906,0.75,0.25,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,4,4,4,0,"{""14"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0071299539126844,0.0062997927155491,0.0074783359482393,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,5,5,5,0,"{""26"": 2, ""8"": 3}",2,0.6730116670092565,0.48,0.6,0.6,4,0.0375502671593916,0.0,0.0751005343187833,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,4,4,4,0,"{""12"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0557411433805883,0.0289387400722883,0.0557933358689353,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,4,4,4,0,"{""12"": 3, ""8"": 1}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0,0.0,0.0,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,5,5,5,0,"{""12"": 1, ""8"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.0071579487636645,0.0026191740059138,0.011919716284666,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,4,4,4,0,"{""16"": 4}",1,-0.0,0.0,1.0,0.0,6,0.1110276612552763,0.1044269956227394,0.12649631369335,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,5,5,0,"{""12"": 4, ""8"": 1}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.0167615219242513,0.0044315204367787,0.0290915234117239,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,4,4,3,1,"{""8"": 3}",1,-0.0,0.0,1.0,0.0,3,0.0915994110693577,0.083964578708287,0.1130179949626446,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,4,4,4,0,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0509174313643804,0.0046863331158769,0.0988552438326886,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,5,5,5,0,"{""10"": 1, ""12"": 4}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.006493571011957,0.0021623605587626,0.0108247814651515,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,4,4,4,0,"{""16"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0092488407586479,0.008706536435991,0.0118412591548583,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,4,4,4,0,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0813428892057276,0.0,0.1626857784114552,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,5,5,5,0,"{""16"": 4, ""8"": 1}",2,0.5004024235381879,0.3199999999999998,0.8,0.4,6,0.0701409386863226,0.0014495084459548,0.1388323689266903,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C1,校准一阶段,semi,模型预标注辅助,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,4,4,4,0,"{""16"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0597445670130348,0.0,0.1194891340260696,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1787481675389207,0.1787481675389207,0.1787481675389207,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,原始码：not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,原始码：not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0436963062398133,0.0436963062398133,0.0436963062398133,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,原始码：not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0117297340023628,0.0117297340023628,0.0117297340023628,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,2,2,2,0,"{""14"": 1, ""26"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,2,2,2,0,"{""10"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,1,1,1,0,"{""10"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,原始码：not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,校准二阶段风险精度块一,manual,纯人工,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,原始码：not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive
