stage,stage_zh,condition,condition_zh,base_task_id,building_id,observed_worker_count,available_record_count,geometry_computable_worker_count,geometry_missing_worker_count,topology_counts_json,topology_mode_count,topology_shannon_entropy,topology_gini_simpson,largest_topology_share,different_topology_pair_share,same_topology_pair_count,same_topology_cyclic_rmse_median,same_topology_cyclic_rmse_q25,same_topology_cyclic_rmse_q75,geometry_uncertainty_class,geometry_uncertainty_class_zh,measurement_lane,measurement_lane_zh,pair_row_count,worker_id_left,worker_id_right,same_topology,cyclic_rmse_diagonal_normalized,n_corners_left,n_corners_right,image_reference,topology_agreement_class,coordinate_disagreement_band,sensitivity_role
C2-B,校准二阶段B,manual,纯人工,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1773430393432228,0.1773430393432228,0.1773430393432228,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,6,8,True,0.1773430393432228,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148.jpg,same_topology,upper_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,2,2,2,0,"{""16"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1665747483562686,0.1665747483562686,0.1665747483562686,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,6,8,True,0.1665747483562686,16,16,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.jpg,same_topology,upper_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,2,2,2,0,"{""16"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,28,29,False,,16,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0056308104351475,0.0056308104351475,0.0056308104351475,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,28,29,True,0.0056308104351475,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0583779314113069,0.0583779314113069,0.0583779314113069,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,34,35,True,0.0583779314113069,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4.jpg,same_topology,middle_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0074796372920136,0.0074796372920136,0.0074796372920136,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,32,33,True,0.0074796372920136,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1230718202349967,0.1230718202349967,0.1230718202349967,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,11,12,True,0.1230718202349967,12,12,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b.jpg,same_topology,middle_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.2774085839007221,0.2774085839007221,0.2774085839007221,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,36,37,True,0.2774085839007221,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930.jpg,same_topology,upper_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,2,2,2,0,"{""18"": 1, ""20"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,13,15,False,,18,20,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,13,15,True,0.0,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1232881563807045,0.1232881563807045,0.1232881563807045,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,6,8,True,0.1232881563807045,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_447755d931aa401097d8c0952a22b17e.jpg,same_topology,middle_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1156058626597317,0.1156058626597317,0.1156058626597317,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,30,31,True,0.1156058626597317,12,12,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657.jpg,same_topology,middle_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,2,2,2,0,"{""12"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,原始码：multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,36,37,False,,8,12,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3.jpg,different_topology,nan,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0031586518331,0.0031586518331,0.0031586518331,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,34,35,True,0.0031586518331,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a.jpg,same_topology,lower_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1031517898268897,0.1031517898268897,0.1031517898268897,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,1,10,True,0.1031517898268897,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b.jpg,same_topology,middle_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1868086182164011,0.1868086182164011,0.1868086182164011,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,30,31,True,0.1868086182164011,8,8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5.jpg,same_topology,upper_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
C2-B,校准二阶段B,manual,纯人工,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,zsNo4HB9uLZ,2,2,2,0,"{""12"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1324389969729519,0.1324389969729519,0.1324389969729519,single_topology_continuous_dispersion,原始码：single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive,原始码：cross_stage_topology_and_cyclic_rmse_descriptive,1,32,33,True,0.1324389969729519,12,12,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b.jpg,same_topology,upper_third,two_annotator_pairwise_sensitivity_without_GT_majority_claim
