time_metric,time_value_seconds,within_stage_mode_percentile,stage,stage_zh,condition,condition_zh,base_task_id,building_id,worker_id,annotation_id,canonical_annotation_id,active_time_lane,lead_time_lane,active_time_source,active_time_source_file,timing_status,active_to_lead_ratio,assignment_provenance,worker_status_class,source_artifact,model_lane,status,status_zh,outcome,term,log_scale_estimate,standard_error,ci_lower,ci_upper,multiplicative_ratio_exp_beta,p_value,n_rows,worker_count,task_count,building_count,covariance,formula,interpretation
lead_time,2019.604,0.9897304236200256,P1,预筛,manual,纯人工,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,36.0,4677.0,65e6380997e850f1,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-28.jsonl,project+task+annotator,0.8907686853462362,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,2019.594,0.9881305637982196,C1,校准一阶段,manual,纯人工,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,11.0,6418.0,edd14839698213ae4d82,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.1034861462254294,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,1928.596,0.9866468842729972,C1,校准一阶段,manual,纯人工,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,13.0,6234.0,ec6c38a862059f07bf7f,formal_frozen,label_studio_elapsed_observed,c1_task_worker_active_time_v1,,eligible,0.1726644667934601,original_assignment,observed_worker,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,1844.659,0.9957264957264956,P1,预筛,oos,原始码：oos,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,29.0,4537.0,1b879ed2a0ea3317,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-24.jsonl,project+task+annotator,0.7139530937696343,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
lead_time,1821.573,0.9884467265725289,P1,预筛,manual,纯人工,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,36.0,4674.0,1863472107c00fbd,formal_frozen,label_studio_elapsed_observed,log,active_times_2026-06-27.jsonl,project+task+annotator,0.953571446217088,not_recorded,observed_worker,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,,,,,,,,,,,,,,,,,,
model,,,,,,,,,,,,,,,,,,,,,active_time_formal_frozen,estimated,已估计,active_time_observed_seconds,C(condition)[T.semi],-0.1388926314432923,0.1856522074579671,-0.5027709580609079,0.2249856951743231,0.8703214686018507,0.4626764919053048,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_formal_frozen,estimated,已估计,active_time_observed_seconds,C(stage)[T.C2-A-RP-B1]:C(condition)[T.semi],-8.711687871699555e-19,2.83105979199986e-31,-8.711687871705104e-19,-8.711687871694007e-19,1.0,7.374731596293817e-250,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_formal_frozen,estimated,已估计,active_time_observed_seconds,C(stage)[T.C2-A-RP-B2]:C(condition)[T.semi],0.0,0.0,0.0,0.0,1.0,,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_formal_frozen,estimated,已估计,active_time_observed_seconds,C(stage)[T.C2-B]:C(condition)[T.semi],0.0,0.0,0.0,0.0,1.0,,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_formal_frozen,estimated,已估计,active_time_observed_seconds,C(stage)[T.P1]:C(condition)[T.semi],-0.1069937077424632,0.17025405412889,-0.4406916538350877,0.2267042383501612,0.8985313267630308,0.536494432418535,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_all_observed,estimated,已估计,active_time_observed_seconds,C(condition)[T.semi],-0.1388926314432923,0.1856522074579671,-0.5027709580609079,0.2249856951743231,0.8703214686018507,0.4626764919053048,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_all_observed,estimated,已估计,active_time_observed_seconds,C(stage)[T.C2-A-RP-B1]:C(condition)[T.semi],-8.711687871699555e-19,2.83105979199986e-31,-8.711687871705104e-19,-8.711687871694007e-19,1.0,7.374731596293817e-250,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_all_observed,estimated,已估计,active_time_observed_seconds,C(stage)[T.C2-A-RP-B2]:C(condition)[T.semi],0.0,0.0,0.0,0.0,1.0,,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_all_observed,estimated,已估计,active_time_observed_seconds,C(stage)[T.C2-B]:C(condition)[T.semi],0.0,0.0,0.0,0.0,1.0,,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,active_time_all_observed,estimated,已估计,active_time_observed_seconds,C(stage)[T.P1]:C(condition)[T.semi],-0.1069937077424632,0.17025405412889,-0.4406916538350877,0.2267042383501612,0.8985313267630308,0.536494432418535,1889.0,24.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,lead_time_all_observed_separate,estimated,已估计,lead_time_seconds,C(condition)[T.semi],-0.1582708893488633,0.1764683170659307,-0.5041487907980876,0.187607012100361,0.8536185144823808,0.3799501244649931,2267.0,26.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,lead_time_all_observed_separate,estimated,已估计,lead_time_seconds,C(stage)[T.C2-A-RP-B1]:C(condition)[T.semi],1.3402841981936483e-17,9.975300018641726e-31,1.3402841981934526e-17,1.3402841981938437e-17,1.0,2.66241184488088e-263,2267.0,26.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,lead_time_all_observed_separate,estimated,已估计,lead_time_seconds,C(stage)[T.C2-A-RP-B2]:C(condition)[T.semi],0.0,0.0,0.0,0.0,1.0,,2267.0,26.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,lead_time_all_observed_separate,estimated,已估计,lead_time_seconds,C(stage)[T.C2-B]:C(condition)[T.semi],0.0,0.0,0.0,0.0,1.0,,2267.0,26.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
model,,,,,,,,,,,,,,,,,,,,,lead_time_all_observed_separate,estimated,已估计,lead_time_seconds,C(stage)[T.P1]:C(condition)[T.semi],0.1094834320085645,0.1614804119572636,-0.2070181754276722,0.4259850394448012,1.1157015858476989,0.505175417441865,2267.0,26.0,205.0,22.0,building_cluster,log_time ~ C(stage) + C(condition) + C(stage):C(condition) + C(worker_id) + C(base_task_id),adjusted_association_not_randomized_causal_effect
