case_category,base_task_id,image_reference,stage,stage_zh,condition,condition_zh,detail_zh,evidence_values_json
crowd_gt_relationship,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b"", ""best_cluster_median_iou"": 0.8886367738442101, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 1.0, ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 2.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.18254068324286332, ""crowd_gt_relationship"": ""dominant_with_singleton_dissent_singleton_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.18254068324286332, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.7060960906013468, ""largest_cluster_support"": 4, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 1.0, ""supported_cluster_count"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f"", ""best_cluster_median_iou"": 0.9756172597072762, ""best_cluster_rank"": 3.0, ""best_cluster_support"": 1.0, ""building_id"": ""7y3sRwLe3Va"", ""cluster_count"": 3.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.15961967880235062, ""crowd_gt_relationship"": ""dominant_with_singleton_dissent_singleton_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.15961967880235062, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8159975809049256, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 2.0, ""supported_cluster_count"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,C1,校准一阶段,semi,模型预标注辅助,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de"", ""best_cluster_median_iou"": 0.9747291230564662, ""best_cluster_rank"": 3.0, ""best_cluster_support"": 1.0, ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 3.0, ""condition"": ""semi"", ""crowd_gt_gap_best_minus_largest"": 0.14343042045600596, ""crowd_gt_relationship"": ""dominant_with_singleton_dissent_singleton_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.14343042045600596, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8312987026004602, ""largest_cluster_support"": 2, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 2.0, ""supported_cluster_count"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de"", ""best_cluster_median_iou"": 0.9205702887899492, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 2.0, ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 3.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.12222902515348544, ""crowd_gt_relationship"": ""supported_multimodal_nonlargest_supported_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.12222902515348544, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.7983412636364637, ""largest_cluster_support"": 2, ""partition_status"": ""unique"", ""second_cluster_support"": 2, ""singleton_cluster_count"": 1.0, ""supported_cluster_count"": 2.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14"", ""best_cluster_median_iou"": 0.8110307986379229, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 1.0, ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 5.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.12024366838442002, ""crowd_gt_relationship"": ""diffuse_all_singletons_no_supported_crowd_mode"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.12024366838442002, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.6907871302535029, ""largest_cluster_support"": 1, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 5.0, ""supported_cluster_count"": 0.0, ""task_crowd_structure_status"": """", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9cb726b170554b9bacd039d4db246040.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""yqstnuAEVhm_9cb726b170554b9bacd039d4db246040"", ""best_cluster_median_iou"": 0.9481568994843914, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 2.0, ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 2.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.11728135188150379, ""crowd_gt_relationship"": ""supported_multimodal_nonlargest_supported_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.11728135188150379, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8308755476028876, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 2, ""singleton_cluster_count"": 0.0, ""supported_cluster_count"": 2.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1"", ""best_cluster_median_iou"": 0.9431015202496758, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 2.0, ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 2.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.11717628446146944, ""crowd_gt_relationship"": ""supported_multimodal_nonlargest_supported_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.11717628446146944, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8259252357882063, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 2, ""singleton_cluster_count"": 0.0, ""supported_cluster_count"": 2.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,C1,校准一阶段,semi,模型预标注辅助,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37"", ""best_cluster_median_iou"": 1.0, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 1.0, ""building_id"": ""B6ByNegPMKs"", ""cluster_count"": 2.0, ""condition"": ""semi"", ""crowd_gt_gap_best_minus_largest"": 0.08747980816712564, ""crowd_gt_relationship"": ""dominant_with_singleton_dissent_singleton_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.08747980816712564, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.9125201918328744, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 1.0, ""supported_cluster_count"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980"", ""best_cluster_median_iou"": 0.9118590498623943, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 2.0, ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 2.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.08538439331848702, ""crowd_gt_relationship"": ""supported_multimodal_nonlargest_supported_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.08538439331848702, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8264746565439073, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 2, ""singleton_cluster_count"": 0.0, ""supported_cluster_count"": 2.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,C1,校准一阶段,semi,模型预标注辅助,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc"", ""best_cluster_median_iou"": 1.0, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 1.0, ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 2.0, ""condition"": ""semi"", ""crowd_gt_gap_best_minus_largest"": 0.07745931929499317, ""crowd_gt_relationship"": ""dominant_with_singleton_dissent_singleton_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.07745931929499317, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.9225406807050068, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 1.0, ""supported_cluster_count"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97"", ""best_cluster_median_iou"": 0.9461603520917192, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 8.0, ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 4.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.0696163149231428, ""crowd_gt_relationship"": ""supported_multimodal_nonlargest_supported_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.0696163149231428, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8765440371685764, ""largest_cluster_support"": 11, ""partition_status"": ""unique"", ""second_cluster_support"": 8, ""singleton_cluster_count"": 1.0, ""supported_cluster_count"": 3.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,C1,校准一阶段,semi,模型预标注辅助,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9"", ""best_cluster_median_iou"": 0.9930218068535824, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 1.0, ""building_id"": ""X7HyMhZNoso"", ""cluster_count"": 2.0, ""condition"": ""semi"", ""crowd_gt_gap_best_minus_largest"": 0.060115209217210475, ""crowd_gt_relationship"": ""dominant_with_singleton_dissent_singleton_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.060115209217210475, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.932906597636372, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 1.0, ""supported_cluster_count"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe"", ""best_cluster_median_iou"": 0.823365172267094, ""best_cluster_rank"": 2.0, ""best_cluster_support"": 2.0, ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 3.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.05699886284907685, ""crowd_gt_relationship"": ""supported_multimodal_nonlargest_supported_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.05699886284907685, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.7663663094180172, ""largest_cluster_support"": 2, ""partition_status"": ""unique"", ""second_cluster_support"": 2, ""singleton_cluster_count"": 1.0, ""supported_cluster_count"": 2.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,C1,校准一阶段,manual,纯人工,Crowd 簇先 GT-blind 形成；该行描述簇支持与 GT 对齐，不自动改写 GT。,"{""base_task_id"": ""X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9"", ""best_cluster_median_iou"": 0.9653447369080116, ""best_cluster_rank"": 3.0, ""best_cluster_support"": 1.0, ""building_id"": ""X7HyMhZNoso"", ""cluster_count"": 3.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.05275013781806359, ""crowd_gt_relationship"": ""dominant_with_singleton_dissent_singleton_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only"", ""gap_abs"": 0.05275013781806359, ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.912594599089948, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 1, ""singleton_cluster_count"": 2.0, ""supported_cluster_count"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
meta_label_uncertainty,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,C1,校准一阶段,semi,模型预标注辅助,difficulty 元标签选择分散。,"{""base_task_id"": ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f"", ""condition"": ""semi"", ""group_response_count"": 4, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""occlusion\"": 0.5, \""trivial\"": 0.5}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6931471805599453, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""difficulty"", ""pair_count"": 6, ""pairwise_jaccard_mean"": 0.3333333333333333, ""pairwise_jaccard_median"": 0.0, ""stage"": ""C1"", ""total_response_count"": 4, ""worker_count"": 4}"
meta_label_uncertainty,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,C1,校准一阶段,manual,纯人工,difficulty 元标签选择分散。,"{""base_task_id"": ""X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9"", ""condition"": ""manual"", ""group_response_count"": 5, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""occlusion\"": 0.6, \""trivial\"": 0.4}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6730116670092565, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6730116670092565, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""difficulty"", ""pair_count"": 10, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""stage"": ""C1"", ""total_response_count"": 5, ""worker_count"": 5}"
meta_label_uncertainty,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.jpg,C1,校准一阶段,manual,纯人工,difficulty 元标签选择分散。,"{""base_task_id"": ""b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4"", ""condition"": ""manual"", ""group_response_count"": 5, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""occlusion\"": 0.6, \""trivial\"": 0.4}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6730116670092565, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6730116670092565, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""difficulty"", ""pair_count"": 10, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""stage"": ""C1"", ""total_response_count"": 5, ""worker_count"": 5}"
meta_label_uncertainty,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.jpg,C1,校准一阶段,manual,纯人工,difficulty 元标签选择分散。,"{""base_task_id"": ""uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab"", ""condition"": ""manual"", ""group_response_count"": 5, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""occlusion\"": 0.6, \""reflection_transparency\"": 0.6, \""trivial\"": 0.4}"", ""label_union_count"": 3, ""maximum_label_entropy"": 0.6730116670092565, ""mean_label_cardinality"": 1.6, ""mean_label_entropy"": 0.6730116670092565, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""difficulty"", ""pair_count"": 10, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""stage"": ""C1"", ""total_response_count"": 5, ""worker_count"": 5}"
meta_label_uncertainty,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.jpg,C1,校准一阶段,manual,纯人工,difficulty 元标签选择分散。,"{""base_task_id"": ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d"", ""condition"": ""manual"", ""group_response_count"": 5, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""occlusion\"": 0.4, \""trivial\"": 0.6}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6730116670092565, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6730116670092565, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""difficulty"", ""pair_count"": 10, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""stage"": ""C1"", ""total_response_count"": 5, ""worker_count"": 5}"
meta_label_uncertainty,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,C1,校准一阶段,semi,模型预标注辅助,model_issue 元标签选择分散。,"{""base_task_id"": ""7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3"", ""condition"": ""semi"", ""group_response_count"": 4, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""corner_issue\"": 0.5, \""topology_issue\"": 0.5}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6931471805599453, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""model_issue"", ""pair_count"": 6, ""pairwise_jaccard_mean"": 0.3333333333333333, ""pairwise_jaccard_median"": 0.0, ""stage"": ""C1"", ""total_response_count"": 4, ""worker_count"": 4}"
meta_label_uncertainty,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.jpg,C1,校准一阶段,semi,模型预标注辅助,model_issue 元标签选择分散。,"{""base_task_id"": ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7"", ""condition"": ""semi"", ""group_response_count"": 5, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""acceptable\"": 0.6, \""corner_issue\"": 0.4}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6730116670092565, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6730116670092565, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""model_issue"", ""pair_count"": 10, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""stage"": ""C1"", ""total_response_count"": 5, ""worker_count"": 5}"
meta_label_uncertainty,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,P1,预筛,semi,模型预标注辅助,model_issue 元标签选择分散。,"{""base_task_id"": ""B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8"", ""condition"": ""semi"", ""group_response_count"": 26, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""acceptable\"": 0.3076923076923077, \""corner_issue\"": 0.4230769230769231, \""topology_issue\"": 0.5769230769230769}"", ""label_union_count"": 3, ""maximum_label_entropy"": 0.6812657296632041, ""mean_label_cardinality"": 1.3076923076923077, ""mean_label_entropy"": 0.6599244096855833, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""model_issue"", ""pair_count"": 325, ""pairwise_jaccard_mean"": 0.36923076923076925, ""pairwise_jaccard_median"": 0.0, ""stage"": ""P1"", ""total_response_count"": 26, ""worker_count"": 26}"
meta_label_uncertainty,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e.jpg,C1,校准一阶段,semi,模型预标注辅助,model_issue 元标签选择分散。,"{""base_task_id"": ""uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e"", ""condition"": ""semi"", ""group_response_count"": 4, ""group_response_coverage"": 1.0, ""label_prevalence_json"": ""{\""acceptable\"": 0.25, \""corner_issue\"": 0.5, \""overextension\"": 0.25, \""topology_issue\"": 0.5}"", ""label_union_count"": 4, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.5, ""mean_label_entropy"": 0.6277411625893767, ""measurement_note"": ""raw response versions retained; same-worker revision is not an independent annotator"", ""meta_group"": ""model_issue"", ""pair_count"": 6, ""pairwise_jaccard_mean"": 0.13888888888888887, ""pairwise_jaccard_median"": 0.0, ""stage"": ""C1"", ""total_response_count"": 4, ""worker_count"": 4}"
