image_id,model,source,sha256,git_blob,bytes_read,arrays_read,status
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.npz,3fb62708b649a086398cba5bb540f1caa9f99e9483b2d578e66951ba3d5e59c1,fb2b89d421e77e9f7efb92638ddd3210c07835cf,734058,52,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/S9hNv5qa7GM_53d54b73e58940019b731673e65c1902.npz,417d40fa2ff3113365b64a85b90339c2db2973d1132af74137cb2321d2b60376,719dbf4ab269a7fa1211a6e70da6bfa8bdcf007f,738428,52,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.npz,c390b070c6382d670e09a5bd81b04ab0d82c6588e69b28f264f7f7551051da5b,2d796336cc4bc342489e8fddc477901fc618ee83,735658,52,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.npz,fa63c3f87f37859340b04c739e609337b78a036baf9cf58e69c5d97e844ced67,f8ce45dadf1951596024dcefa65f078581acccee,721951,52,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.npz,ed4f6a54c8589acf39942f4c0d4e834eaaecf1f7330947eed55e32ae9de43a8f,815b711dc510a777657c355565d3a347c6465280,717514,52,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486.npz,7397fe6c778f61047378b5a95a9a22198404f2fbc91f4eef1f6838804bfc0204,b564263876c7288e9f99f6d55474f3c9d461e06a,725591,52,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2.npz,c64c5896235b904ec1b27cb06dc5a00894989149abbb8e4cdcb9e44693d9bf88,ce62d02897be4b23cb6a3961ea9f3ba414b7e87e,725001,52,actual_export_loaded_and_required_candidates_checked
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.npz,272378d05fc07269fbc11a99cc4c6b740cf158107b4c261e425af17eedd93f1a,a29b95ccad0f231fcd6b1d2611b774d5515eef7a,731785,52,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.npz,6f220105218f28780ea264159eefca0457a775e39d36134e2c3c10c007599fb1,7c8afb455229d522817937ff3d831a51887a57fa,730868,52,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.npz,8b423201e1038554dfc1b475b44549912a61aca959ce59a944a434542b797cd6,7e6242d5ea96cb824c9577db3e74c48f25815db0,725231,52,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.npz,275f2e641b32e3ee77956a5b61a10aa0905be51b533a9cc98c0c6ea9add87af9,d44c1c4f96a5ee9668cbc71c5b182bfecca681d5,741011,52,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.npz,a3fdeddd320de6084cd46806d9ba472ed98b44dec4a795ee9bbec007e7c2b864,a63017eaf01e499e302f79090139f5cd8cdaf792,735895,52,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.npz,679dc780addafcfbcf625d4b635aca735370a3ab1ec0c301c70bcd5158d4130e,59b833c6f664e94c2c609c86055f463bb969a969,731149,52,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.npz,c5f8300a39b50692935a130ef1ed5460d6f07e2ab9e3c84c1f902532310d1632,074ff13ddce622f4b52f483307d81ebcbf6113bd,734796,52,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.npz,8c39757f69080999db8ec17f14301ec8fa4e08d03bdcb35646b9ba920c49e95a,e961736407f32c2615840b3af5e7bd76fddfb79a,736444,52,actual_export_loaded_and_required_candidates_checked
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.npz,cf9349e0954e4ca356cfce6b98275c9a54788bbc8a8ce7846bf69c5930344b7d,ce9e0cc62a2a9b854bc52ecaa3deadbb03dbf5a3,736681,52,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.npz,1598332d2f3580186997243f6887f7f177bbb66bf57be7d2cd1347f91b1673ee,ef322d8a82722145ebc13e6fac2dcf4cae18a829,722327,52,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e.npz,17926644fc0657cf6801e34f82620fe2d94c622cac6e8a7ffee240d177f6255b,9b61c35344c5895347d9d123c6a4bb47e2404e62,732980,52,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.npz,8f9472f311d5a3f91c10f442d9c9fc3bd069abd18d83a7ef4d1f4c0b63a48390,67fe8ba761f3c06c7c3a515354d5aa9a5bde5e08,723848,52,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.npz,8f11c1259ef1e2b6cd48c26d9c8ada82a719cf6d03a0f71d692c8464596eda1e,343ee7a9b3ec703a6748fb238fbd7b7254fbbe2e,721857,52,actual_export_loaded_and_required_candidates_checked
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.npz,14a49d082fdd3342c1d4ed608ebb6c3c5a786ea087382a050c19f4df064d5758,404c598fed8c2e8bafd9e79d4a7ed986a0e8750c,727100,52,actual_export_loaded_and_required_candidates_checked
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/VLzqgDo317F_5d3591edd7c546acaf99db40281b3409.npz,0dc0ab9b916b8c5f78440a5c18b05e78024eb5d803edbe1a7be4fdcb3ca3a7e6,3224f9a424e9b6dc8883a177d36e3743e1f92ba2,733768,52,actual_export_loaded_and_required_candidates_checked
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.npz,aa77438bd2ff3bcaaae690a7678bf7acd0c385b43700a599147f0d8b3e4bb4ce,386881d0d6e746ba0414509dfb78afc446317cfc,729593,52,actual_export_loaded_and_required_candidates_checked
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.npz,aea7ff51ebcaa75b365a826357b76294cb98dc85b0832a08f8b67487fa937079,b15d0ecc33e4e5b6db31d86f1c75527e103bb089,728032,52,actual_export_loaded_and_required_candidates_checked
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.npz,aed9cc6f16f07d5324d63c7a9899935f0b417dcd0ba6627ce0067f250afda75f,d5e34e44cf3a183294c52b2cf67db60d66dc85b1,729512,52,actual_export_loaded_and_required_candidates_checked
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.npz,b721d03ad4a5cbc109a71d5176db36872d8452faa08ab939c95821a77f12d568,029002cc22736a5c99f998ccfd716eefe29e431a,730559,52,actual_export_loaded_and_required_candidates_checked
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.npz,94d48ab13e2ea14a01157dbabf8444dd32dd50118592144ac101deb36e37a907,71d9d67889cbeee863879ed7b3436f0984ab5972,724295,52,actual_export_loaded_and_required_candidates_checked
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.npz,eed8aa4711090df437a76abf350a75ba8893e1bd61ed0601544feaaf539c93ed,0c891e055f4853a0283a81c6b606bed0d10c697d,733611,52,actual_export_loaded_and_required_candidates_checked
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.npz,d4cf16a5799eaf2f9c072b97274412c4b4a561058c06713df9cc9e8d80b6091d,b4e819052443e947d8852b2542c214e89b4cfcd2,735145,52,actual_export_loaded_and_required_candidates_checked
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.npz,853ca6d3b9f20ffb1506e3af3861a7aeb431eac00e97ff86909d816668a24ac3,2d5a9ec08016975074ef397e6dee734aa96de5d0,733914,52,actual_export_loaded_and_required_candidates_checked
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.npz,a648ce8550169a6b962fd0706650022a33b71fecf2237dec5b652d7b8d1bf5ec,4e4d0ad043619e2b8051cca24d88ebdeeb54f35c,743499,52,actual_export_loaded_and_required_candidates_checked
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.npz,bdc7a8a33467aa5d7dfeb73ade2d121c0c4cf5f12223b607232c1e9e2a806122,bad4853895ecda3d4386406f2dd42a67e595b4ca,728879,52,actual_export_loaded_and_required_candidates_checked
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.npz,0b36923ea8d31fd0b29420c12dd2da80cf7da38cd47628f7772d33aff68da4c1,30001c97d8f54d417f045ee785157cf73bc42f93,732341,52,actual_export_loaded_and_required_candidates_checked
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.npz,481ca5ad84cb708e83cdc83b0032711432fb80005014ccce9fb1b5da808d3bd7,82d5533e691ba1070d2008fc0c38131ad9090301,736211,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.npz,e2b68dd35e9034d30ca76551a7391787b14979435de45b7052910df12579f4af,3552eb5fd0de2b43fb5ac56d090c71eb7000a284,728904,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.npz,55733657bdd9dc98c474d341539fe70bbf67b4a9fed1c72aa5e5547cc7b990bd,dcf695ce9bd558317a3f9f951b2f492bc23c918f,727573,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.npz,f1c12e7560dc3c6fa40916be632625281d82a876f589b720f2035e77c07db345,7d217bd8640046ef5c28a1f81ec2af67e46a3593,733886,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.npz,5b9fd4dbbf46b2f09d72b5e0366ba4b033456f66bd54885ee46ff339a5c24c84,7486b1b10eb19eafb0eeef8490f0b27a5ed55f7f,727412,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.npz,1dfe1ac1bb3dfdfca7a75539ed766b0a8ac1e76eca79d933c815da5cf9c9b22a,0c491542075cf8f320d3d4fddaaa4974fb3d6866,730419,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.npz,f67923f3dd88b2f9fc9a24921136ef73af53ba561676cabda7144d314b09035d,023af00ddbd4b7a6203ad6b3d56db8afcba91507,724676,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.npz,d20cf731fe893cc8b535b24c0067b1242198c05e276a082769f958867f9a0131,8c54360f66e8715b4721ad05dac979f139d12937,737737,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a.npz,ddcc14f89bef67a383b5be97567bba0accf7aae657e9297e5c89011c640f3115,36926ff3f81c04575915f0ae9c10662fed9b7ff6,726802,52,actual_export_loaded_and_required_candidates_checked
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.npz,b4665fc345ad75174ce49cc70db45fac0c2512e87d1fc2f3bd95ea976ec5a835,7548a853feb30f569ea8e19e317684b16883b787,731851,52,actual_export_loaded_and_required_candidates_checked
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec.npz,7c148f0b817abb4a1cd871aab90046bb21be19a8d0c73bb0aa8df5d08ab5ceb0,0d3b35761c449026fa92c5c28a0c45eaa3ffeaeb,742712,52,actual_export_loaded_and_required_candidates_checked
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca.npz,0371a7e9d4c567fc133c77629bf85fbb0c4641338e84a651d584d45d09bcdf18,f40ae2cc87998af6470d2f2e4eada070491bcf50,735350,52,actual_export_loaded_and_required_candidates_checked
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa.npz,d6fdc18906a5e2af8a5cb23cfb6b5a4a53fbb8b5d6693d1757d94fb1195b1edb,95cc9f5a2af2eab66c2a6a4f3202a43d92a51c3c,742557,52,actual_export_loaded_and_required_candidates_checked
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jh4fc5c5qoQ_855bc326ad174253b57626daf123c608.npz,ad7599fbd7fb5eed0201a771df6a1df7a480c6408713a28dbeb8b8763cf919c7,8b84abd8daf0dd4ebdb34cc13913cef492a46fcd,733700,52,actual_export_loaded_and_required_candidates_checked
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066.npz,1a2ce217316becb90df09be7bac559425ef6adaa1444e54e2fd03267e81e88b4,ca923ed29a57da5e08ee771842daa8dd64714598,736215,52,actual_export_loaded_and_required_candidates_checked
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c.npz,696853981dda00f6e858752b3a13b9b33ce617f5abfe37dc534258f1bb27c519,4b7da30d4aaa7a5301068f49b5357b7914c084b2,735693,52,actual_export_loaded_and_required_candidates_checked
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6.npz,a3053001aa9e9691a0b39ba1878f84d27964079c968b741b0cd9ee14ddbab0a6,29568be461bb3d2a8835203fc45189a820970fd9,745578,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040.npz,f4cd8339019d29aa4d089e58d8004952a20ed81d20cb96d74185a7bceeb957c2,0347111cd67654dc33cf96a711b1331d5129cb2f,730993,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad.npz,4d1026debcc6ef1a9367a8c6124062d47c82ac6888dea977087cba8d8952add4,7cf90c154927ad7e63dfda30322ff640470da029,735098,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037.npz,94977f454b868cffceda6afbf67e55c0b086681c00e7ed3a4f2e109fa9783f82,30d7ff3f61c038a1d35ec7b5ba34c53c35b275b0,727828,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a.npz,caeb5ae64292155aa7b39bfc865dea49df3a08aff9f1e0f1532f1e846e7a1ab2,3093161ae500fbdb6f1ebaea7d518808a9b79667,730047,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0.npz,aa4e056859eec4b80b2e2897e2b11597d441afe524f15c1c877c7e2e986f3f95,a11a72a94d2ed30da6de899f8fc9262c75337dc0,725839,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8.npz,4a3403d7f0a2e8f0eff585ee70ae038be97dfd497bf9d4756d3be862790765fe,c572eaa419bb4f1395fec94f354b9ca37e9ea7b0,735885,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e.npz,ab2bda49f06eba2cdaa5ead61edd5959d2b50659182b480df41062382b3cde72,1e7287e582ef5461b2b2c0dd7b733422b0e76342,737648,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36.npz,7863b567cd1749464ee18eec6ac6ec053e2fd1891d027d741ce4de2fc05121ea,f68487213dd2bda6ba7fb7e5cd2d82e11daea171,730135,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99.npz,4e41ee307c8da2f5adeb5b5f1f425e99fed5a38e2203bec405bff030622ee992,bec9a65fb0e5f1ce980255aa0823992ce7e3901d,731208,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_67790605390f4d439c3c59395967ec84.npz,00142dc29bed2ea761738ed9ea960dcdf3f380e4312fc62641c9c6a7ec1a8ccf,096df5c74e12cbbd6f300498bf9ec15158d0637d,732178,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148.npz,a25cb4ca5ed84e2bea3d6013a009b31e2e5e408aa3feb59d410e997479b1b9a5,124bd4bd3b753a4bed2c9f3314a5958a7ff8774b,730852,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10.npz,366af737d8e27f374614bc865dac8f279b43a1c8b9bfb3704a0a3299d8d5bd40,5cfdb86b29c20d3c60c8a60107d4d0ba6b3e003a,728860,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.npz,4726fe25cd019800aedb614801e840382091e3a93b1ab8d3471283dc2587e0a4,90b03156dde2d2f8e2ee6b3d76f090bccc2a0b53,729329,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e.npz,fdceb2f8f71b90f4bac6d46804f54183dac48eb0b5213d3c38816d073f4b1ede,88d822b156246239beafd75833ff004312c165e9,727929,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd.npz,5c8119e72b1a093fd03c0d902366040849aa58d5253670ce0d3a23f6a9d89324,f64d78898c266df28cdba8b6a97d18368806ee3f,732118,52,actual_export_loaded_and_required_candidates_checked
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266.npz,58d38a30acd21f7ed3f0df4ba1a0920a6ef79547b69db9661073ce6b0c7db415,e7f6fdd35b2bdab924b19335c70c15a5a802b05e,732560,52,actual_export_loaded_and_required_candidates_checked
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6.npz,79ba01964bbb2fed15488e2406478468468fe5b3821296e9b76b31ccaecbf88b,adaae6f336123e73cab1ec0ada70ad3a01fcd950,744896,52,actual_export_loaded_and_required_candidates_checked
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78.npz,d8717d6c99c55b545ee9dcc44bc82d8fdfd005fe3f1fd52a840bdaf28d90890b,772d4e23afbc28af8166bc1e260ef383140cb395,732768,52,actual_export_loaded_and_required_candidates_checked
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf.npz,1e27b1a2657aa1f0630341be5f2f3053b950887d199fd387fa5ee3828791d339,a1820cbc3d866862edb2eb9e17c9c4be21c6d975,727004,52,actual_export_loaded_and_required_candidates_checked
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/pRbA3pwrgk9_16beb21e65a84850a509972190038d0e.npz,e463faca352166fceae991c65f175d39e931fd74c2f914345756fcb6febaf03a,29d1dbc03ce67f9171bf04782d9653c2898c5d64,733821,52,actual_export_loaded_and_required_candidates_checked
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,bilayout,analysis_results/image_portrait_20260914_v1/models/bilayout/pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4.npz,b116fa2c4d26ec5859c20d7271777546936a34ead5a626feb625f83fdef9d832,b444c08e3f874cd56f607289818806adb811df1b,722624,52,actual_export_loaded_and_required_candidates_checked
