gt_inner_id,base_task_id,hohonet_test_png_exists,hohonet_test_png_size,hohonet_test_png_sha16,hohonet_img_v_jpg_exists,hohonet_img_v_jpg_size,hohonet_img_v_jpg_sha16,bilayout_png_exists,bilayout_png_size,bilayout_png_sha16,png_vs_bilayout_mean_abs_rgb_resized,png_vs_bilayout_rms_abs_rgb_resized,png_vs_bilayout_any_pixel_changed,jpg_vs_bilayout_mean_abs_rgb,jpg_vs_bilayout_rms_abs_rgb,jpg_vs_bilayout_any_pixel_changed
120,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,True,2048x1024,259a8e6591bdc9fe,True,1024x512,32bc50f680faeb77,True,1024x512,ef0b89674221897d,4.943,13.706,1,5.483,14.551,1
121,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,True,2048x1024,b62e9e0b0fcc6f98,True,1024x512,bbbc113fd07dc76f,True,1024x512,d2103cf6def99b1a,4.081,13.128,1,4.412,13.776,1
122,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,True,2048x1024,4087a1a68fdf9fa4,True,1024x512,4cbc2f94aff17979,True,1024x512,55bbece2d87f0037,2.547,6.166,1,3.537,7.128,1
123,B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8,True,2048x1024,5696429aeed1a252,True,1024x512,c623549eff5bbc98,True,1024x512,725e8c2c4881d904,0.826,2.164,1,1.576,2.878,1
124,7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,True,2048x1024,bfbb39781a0aae84,True,1024x512,0b85fd215f0d61d9,True,1024x512,2a2e64b0bd169620,1.848,6.095,1,2.340,6.691,1
125,wc2JMjhGNzB_e6693f97b36545f7a76e03c3fe32ba8c,True,2048x1024,1cd2e168c02b0468,True,1024x512,0d17d101f0bf96e0,True,1024x512,1a81eec13233fdaf,1.280,3.722,1,2.011,4.486,1
126,7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187,True,2048x1024,de9fcfe7fd462353,True,1024x512,f40c551a9e616edf,True,1024x512,9d45c0e664a2eb9c,0.416,1.137,1,1.125,1.935,1
127,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,True,2048x1024,a1b48a9ae1905b4a,True,1024x512,358e8c9492bde0d9,True,1024x512,d5c04c3c63180535,2.132,6.552,1,2.773,7.208,1
128,wc2JMjhGNzB_1be9e528556447d0897d382ddd408766,True,2048x1024,9b388d4a2f14d661,True,1024x512,f14e808dd85889a8,True,1024x512,1d007fc055791158,3.481,8.972,1,3.983,9.674,1
129,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,True,2048x1024,2d11373877c76144,True,1024x512,5342be1387a5c7b0,True,1024x512,3346ac091bf5f016,0.757,2.089,1,1.571,2.943,1
130,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,True,2048x1024,7860ca3ac268a056,True,1024x512,94ed45a698bd8b2e,True,1024x512,089b7add41451d93,0.589,1.457,1,1.455,2.538,1
131,rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,True,2048x1024,0c3eee3e477ecde5,True,1024x512,65ba0da7e7a8873a,True,1024x512,f6dd95c47048f26c,2.988,9.393,1,3.432,10.007,1
132,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,True,2048x1024,a30bf50969f98b00,True,1024x512,a255e7aea8b9b2b6,True,1024x512,e612a212e8e6bcd0,0.582,1.641,1,1.392,2.547,1
133,B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16,True,2048x1024,499c5c6ffd14c430,True,1024x512,2f285ca26c65cfd8,True,1024x512,213f8bf664107c3e,0.636,1.618,1,1.483,2.506,1
134,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,True,2048x1024,79683e8bd6b1ec97,True,1024x512,520998fa20502297,True,1024x512,419bf484d455db9c,1.184,3.330,1,2.121,4.238,1
135,x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,True,2048x1024,1d367825f7bec6ce,True,1024x512,65fb78a7c33ca8d0,True,1024x512,193889dc226d2540,1.870,4.953,1,2.545,5.633,1
136,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,True,2048x1024,3f69610afe108791,True,1024x512,a300151989cb68a4,True,1024x512,0c99741b50d84ab6,1.427,3.678,1,2.546,4.960,1
137,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,True,2048x1024,143efbf45750b70b,True,1024x512,01a0f18756bca69d,True,1024x512,831fce01521322f3,0.667,1.878,1,1.561,2.781,1
138,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,True,2048x1024,8b21b4983b87e5ed,True,1024x512,883166c73806c2a2,True,1024x512,80493ecafd236e6e,1.404,3.637,1,2.422,4.599,1
139,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,True,2048x1024,bc2c9b272e213e8a,True,1024x512,fa72f17e09f9ff1f,True,1024x512,32c980041bed19b2,0.762,1.953,1,1.639,2.944,1
140,uNb9QFRL6hY_3c97da43516341758224453830954124,True,2048x1024,1faae90748011036,True,1024x512,fa17b2732ba9a95e,True,1024x512,fbd2f55865fcaacd,0.937,2.268,1,1.803,3.183,1
141,B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580,True,2048x1024,46a30fdffc0aebde,True,1024x512,c8daac359a5bb343,True,1024x512,9cdddacaeee31676,5.746,12.296,1,6.223,12.993,1
142,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,True,2048x1024,41c909cf6986d352,True,1024x512,c9a6f6739331b669,True,1024x512,8890d256e6b34438,0.819,2.314,1,1.606,3.157,1
143,B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8,True,2048x1024,f48eb9b2e8b52e12,True,1024x512,f82ffa8d10cdc3a3,True,1024x512,d2b92d121cda71dc,1.545,4.441,1,2.255,5.095,1
144,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,True,2048x1024,6e751377865f8357,True,1024x512,8abf84ff39d52a0a,True,1024x512,dd0e6e22dfc1c4de,0.722,2.389,1,1.374,2.987,1
145,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,True,2048x1024,389d5cce4c438b9b,True,1024x512,beaf423d5b5ec24c,True,1024x512,6174e0051269fe12,0.831,2.783,1,1.508,3.349,1
146,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,True,2048x1024,475c7093bb380c1e,True,1024x512,6f9e55ec63000cc2,True,1024x512,4de0483796598a55,3.550,10.126,1,4.041,10.770,1
147,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,True,2048x1024,b6eec22748255317,True,1024x512,993dbaf04abb720d,True,1024x512,b38b566d2de9221f,2.270,8.357,1,2.632,8.858,1
148,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,True,2048x1024,37fada24ed90a729,True,1024x512,b361a1f742c9dc41,True,1024x512,5c929d70a9ab30e2,2.100,5.136,1,3.104,6.239,1
149,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,True,2048x1024,eba5b6eeeaae2082,True,1024x512,6585bc9aa5bad0ed,True,1024x512,42a633f5fbda8e96,4.377,13.719,1,4.726,14.220,1
150,wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c,True,2048x1024,24225fd0e548c2e9,True,1024x512,00cb87b9c47c4bcd,True,1024x512,0a632964e470ddd6,2.780,8.330,1,3.218,8.843,1
151,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,True,2048x1024,dec45eadabd1251e,True,1024x512,69f426e53730f822,True,1024x512,55fec217de3a47a9,0.899,2.432,1,1.716,3.166,1
152,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,True,2048x1024,88b1752a888b64bc,True,1024x512,217306bf2a2820d3,True,1024x512,d874e61a90a283af,1.481,3.207,1,2.763,4.753,1
153,wc2JMjhGNzB_e9899e516c784fe3b8e78354ba4d49c4,True,2048x1024,8fa63febc5c878b1,True,1024x512,9c8985968366f279,True,1024x512,a89b2bc6b7701b36,5.964,13.779,1,6.669,14.717,1
154,wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334,True,2048x1024,975b61692485dbd6,True,1024x512,05dc4e3fbab42a05,True,1024x512,dbb70f5ca41f67e6,1.658,4.562,1,2.430,5.374,1
155,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,True,2048x1024,1c703cbdfc1d1b36,True,1024x512,7cff7facb93694db,True,1024x512,ad144d2a6ad543a5,2.354,6.489,1,3.231,7.314,1
156,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,True,2048x1024,372c5c9fd9e7cab0,True,1024x512,d1acda2eab988b41,True,1024x512,105b442a4667d0b9,2.199,7.099,1,2.704,7.748,1
157,uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0,True,2048x1024,eaea617d3a4a5029,True,1024x512,03662d6302b2a66b,True,1024x512,33c977bf79fa4fd4,0.675,2.151,1,1.317,2.733,1
158,e9zR4mvMWw7_16eb46a968384060821cb59d0e04f4dd,True,2048x1024,34fafc599fa593b6,True,1024x512,18d65cd3f2e2e0cb,True,1024x512,fa69e04fa074c5bb,0.734,2.035,1,1.600,2.959,1
159,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,True,2048x1024,0d22c29a048a4317,True,1024x512,a6955879efd609c7,True,1024x512,00c1b2c5c09394d8,1.603,4.591,1,2.255,5.226,1
160,wc2JMjhGNzB_36f4749077674307bce31998171e96ef,True,2048x1024,e0feb366d8a85a97,True,1024x512,232a37534021f4c0,True,1024x512,9d56f1dab548466e,1.625,4.204,1,2.350,4.854,1
161,e9zR4mvMWw7_184edf3d3a4d482dae288e4811945331,True,2048x1024,da2de333991deba1,True,1024x512,1d7f140af3ab4443,True,1024x512,6547edf6026d2e63,0.590,1.505,1,1.593,2.953,1
162,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,True,2048x1024,a7b7ce21ebbc13a3,True,1024x512,d6f950a8d217a11a,True,1024x512,208c050eedbe3c52,0.780,1.804,1,1.721,2.845,1
163,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,True,2048x1024,04a66b95b8ecfdfb,True,1024x512,b0c84bcd4cd22610,True,1024x512,39244dd0f2c0840b,5.120,13.399,1,5.894,14.472,1
164,wc2JMjhGNzB_7d90b6268a79425cb15a26ef91d68c96,True,2048x1024,d97c6699074ef61f,True,1024x512,676a08dabc454f43,True,1024x512,0c8d8bdc7fe883a5,0.915,2.076,1,2.091,3.506,1
165,B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3,True,2048x1024,65815f6782c2ae92,True,1024x512,e31d7d27782b4efe,True,1024x512,341362e013beb572,0.611,1.701,1,1.450,2.620,1
166,wc2JMjhGNzB_a4188bbbe166473bb2ecf35bdcbec1f9,True,2048x1024,df074f878e5b9f7f,True,1024x512,2997eac41be7372b,True,1024x512,cd05aa88330e7784,0.558,2.039,1,1.315,2.635,1
167,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,True,2048x1024,9de28cd058569718,True,1024x512,712c45bbcb0324d7,True,1024x512,a546626f9c1ee2e8,1.422,3.998,1,2.203,4.793,1
168,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,True,2048x1024,952718dc8ece00d4,True,1024x512,54677e06ee672014,True,1024x512,e78dbd2f490f6412,2.322,6.421,1,2.953,7.087,1
169,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,True,2048x1024,1d752c5f8f42bebc,True,1024x512,3f7e34dad32f5161,True,1024x512,f110496bd40c235b,2.175,6.277,1,2.749,6.876,1
170,uNb9QFRL6hY_5dd7b4cf99584011ac17b25d45c6197c,True,2048x1024,262d6b797bb58e9b,True,1024x512,d35b78b2824967af,True,1024x512,56f3373e4f3eb16f,5.847,14.509,1,6.329,15.266,1
171,x8F5xyUWy9e_b7e0b8b0d65b439382afa4c79db018a7,True,2048x1024,64bac980e9b4b9ab,True,1024x512,0e39414f2b64e855,True,1024x512,5ab5cd8b68b7465c,0.753,1.517,1,1.925,3.027,1
172,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,True,2048x1024,2ac495dc55952d9a,True,1024x512,7d199aef8297e700,True,1024x512,d0342024f5c1cbda,1.391,4.210,1,1.971,4.737,1
173,wc2JMjhGNzB_0caf634967404e889bf227539d7eaa0f,True,2048x1024,bc8560c043827173,True,1024x512,59e9c6d37fbbbea2,True,1024x512,688530ffe5053d1d,1.846,5.427,1,2.563,6.122,1
174,uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304,True,2048x1024,cf115c9b2b069d88,True,1024x512,70dc7d0c93a0fc47,True,1024x512,1e168cc07d016252,1.013,2.267,1,2.123,3.548,1
175,rPc6DW4iMge_cabddb2506ee4bfcb2a1bcfa6625fe28,True,2048x1024,a2278849ea4d1ee6,True,1024x512,8a0c835057d79d98,True,1024x512,922ee09e45730d39,0.594,1.750,1,1.344,2.463,1
176,B6ByNegPMKs_29138c57da06404d8a009f0deb20537f,True,2048x1024,30d471aa55e813fe,True,1024x512,3d929e66fc4fad78,True,1024x512,b5d59fce0e8637a1,3.265,9.932,1,3.804,10.670,1
177,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,True,2048x1024,2de34362d18d1d10,True,1024x512,532572b923fd27bb,True,1024x512,d9e39327c3c499db,0.711,1.625,1,1.744,2.844,1
178,X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c,True,2048x1024,d10cfc16acb0db95,True,1024x512,fcf0f357c88ff59a,True,1024x512,cd419de37af43152,2.543,7.907,1,3.079,8.614,1
179,e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08,True,2048x1024,9f422549d5210243,True,1024x512,3b24f8f69f1e68dc,True,1024x512,7be74b34739e0e28,3.810,10.211,1,4.218,10.741,1
180,wc2JMjhGNzB_afdf0c43bc4f4daab702050ad1173e78,True,2048x1024,2b44a70548f63a1e,True,1024x512,ca6b430718920377,True,1024x512,e190bbb4a0eadd3f,9.503,22.658,1,9.847,23.209,1
181,wc2JMjhGNzB_5b34120ed9c24e47a673426ea7ea7a07,True,2048x1024,6bc4089faa6c7fe7,True,1024x512,657454cd2da2c7fe,True,1024x512,1b56a062c099c9c8,1.759,5.412,1,2.592,6.150,1
182,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,True,2048x1024,cc80fa25d9d55bc2,True,1024x512,17ac4608848d41c6,True,1024x512,7ddc57e70333c3b0,2.169,5.554,1,2.999,6.412,1
183,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,True,2048x1024,3529da633812f70e,True,1024x512,1befac3d64ff714c,True,1024x512,0f0600c39eff0672,1.268,3.117,1,2.085,3.984,1
184,e9zR4mvMWw7_fa7122ef2199445485623708ea54d018,True,2048x1024,4eb7a0c541cc640c,True,1024x512,0ac68a98e712d6ec,True,1024x512,beb9a31c379f8878,1.450,4.221,1,2.134,4.823,1
185,rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32,True,2048x1024,93d15f70156a98c1,True,1024x512,7b3b0062d869f943,True,1024x512,c5b4381d46ad6a1a,1.248,3.486,1,1.983,4.160,1
186,wc2JMjhGNzB_026ce91a981c4de3bb9fd2daeb99ec2b,True,2048x1024,812d13b2297bd5fc,True,1024x512,c8ef3c433b92cced,True,1024x512,280e3d5a1d54335e,2.275,7.613,1,2.954,8.416,1
187,wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,True,2048x1024,509119840af9b5a5,True,1024x512,b48ccb0992e85478,True,1024x512,5259712f8a768ccd,1.991,4.748,1,3.092,5.887,1
188,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,True,2048x1024,ca0b0659af76558c,True,1024x512,d5b1f1fe01372054,True,1024x512,8fb138a3fc39de18,1.088,2.397,1,2.423,3.969,1
189,B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937,True,2048x1024,13c35980be35181d,True,1024x512,f0a4634e1dfd9ac9,True,1024x512,996efcdf61af594c,0.958,2.529,1,1.839,3.369,1
190,uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1,True,2048x1024,f52eabe1dcdafee8,True,1024x512,e5f153261bb40811,True,1024x512,155a13e2cb5b32d5,3.822,10.659,1,4.448,11.411,1
191,q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,True,2048x1024,eed96b3471e0691d,True,1024x512,5a17f7976eae3a01,True,1024x512,731e44fdd9d72813,2.560,6.883,1,3.543,7.764,1
192,yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86,True,2048x1024,fe651dd487e917a9,True,1024x512,98e30bca2fc11bbf,True,1024x512,5796bcd946bcadbc,1.722,4.424,1,2.750,5.521,1
193,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,True,2048x1024,94827aee6be76544,True,1024x512,55d4c355ff9eaee2,True,1024x512,8c9452e47fc86351,4.203,11.131,1,4.485,11.518,1
194,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,True,2048x1024,f2cabb9e836764ec,True,1024x512,5fc493b2964760b4,True,1024x512,961dc703b3c4be21,0.986,2.298,1,2.233,3.910,1
195,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,True,2048x1024,49fc1e0672f2189b,True,1024x512,9aac574ec4096efa,True,1024x512,41723828dd441d03,3.511,8.903,1,4.288,9.870,1
196,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,True,2048x1024,f37804820a5d13d7,True,1024x512,238e8e951711972c,True,1024x512,74599d41ea4c6f13,1.854,4.397,1,2.937,5.640,1
197,q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f,True,2048x1024,5083b882d1442061,True,1024x512,dec681b9c51141fa,True,1024x512,d3bb283cd28a4211,4.322,11.246,1,5.058,12.055,1
198,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,True,2048x1024,e66c3b60980df130,True,1024x512,f4b96a1cf6512a14,True,1024x512,4e46e1624b863be0,1.484,5.277,1,1.944,5.685,1
199,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,True,2048x1024,e41ea388b3a7bdec,True,1024x512,7fff4fb567abc1df,True,1024x512,ae90d9446b373185,0.867,2.015,1,1.756,2.944,1
200,uNb9QFRL6hY_dcbe971afee14c57beb3c76980ead77a,True,2048x1024,34e258dbb59a656b,True,1024x512,0c62f82767cabdb2,True,1024x512,d60d3dfb9206a9d2,1.293,3.199,1,2.085,3.955,1
201,uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea,True,2048x1024,d5c32167e9c82edf,True,1024x512,752c917aaad4e1e4,True,1024x512,1a8d2b2b49eda0b8,1.906,4.727,1,2.761,5.573,1
202,yqstnuAEVhm_64ea2c01d6184c35a9575a3e585a9b75,True,2048x1024,1f0caf6592faaf15,True,1024x512,f75c670d8f61f971,True,1024x512,e64714ef0bb6d446,1.809,5.273,1,2.537,6.068,1
203,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,True,2048x1024,e970fa7252f13894,True,1024x512,a5b2ccb053affdc4,True,1024x512,8ce220a52ac6e7f3,5.897,15.725,1,6.602,16.550,1
204,wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383,True,2048x1024,98a432245560620c,True,1024x512,a83619f35927b779,True,1024x512,700155dbed105493,1.181,2.920,1,2.267,4.070,1
205,rPc6DW4iMge_1920d957cf3d4adab57626a7ccc206b0,True,2048x1024,3c71078f6615a661,True,1024x512,f29a8e55b5450b5e,True,1024x512,8421748413744a3a,0.846,2.547,1,1.481,3.083,1
206,X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314,True,2048x1024,21c77635a4da9b48,True,1024x512,a82cebc674a49f5f,True,1024x512,92ba850036568e7e,1.607,5.362,1,2.305,6.181,1
207,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,True,2048x1024,45c231c3d62a187c,True,1024x512,3c1a1d472b095621,True,1024x512,eccbf1f4931145c7,2.978,9.402,1,3.396,9.968,1
208,X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4,True,2048x1024,35fc8136eaabc1a8,True,1024x512,f5617a02207f7b29,True,1024x512,113ce895033deff9,0.511,1.332,1,1.266,2.217,1
209,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,True,2048x1024,629dd518deb85bcc,True,1024x512,d6fd5c7028da12a7,True,1024x512,ebebb050c3d76e91,0.558,1.521,1,1.459,2.632,1
210,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,True,2048x1024,7f31bc972e995a02,True,1024x512,3f9962ac0bc2a316,True,1024x512,8dfb8919444d1414,2.408,6.478,1,3.062,7.182,1
211,q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5,True,2048x1024,49cfb6cd637bcfa1,True,1024x512,db4684f1beb77384,True,1024x512,ec28cdccced5d099,3.725,11.844,1,4.058,12.500,1
212,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,True,2048x1024,a3da318aaf690874,True,1024x512,9dd09709f700da07,True,1024x512,3e9db95ec863c863,3.081,7.445,1,3.419,7.904,1
213,B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd,True,2048x1024,bf8ff7954a993964,True,1024x512,b5949f8b329a6297,True,1024x512,9bb16dfd7cd38bca,2.665,7.907,1,3.264,8.551,1
214,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,True,2048x1024,d134b801f842c2ef,True,1024x512,675a2709a1f51170,True,1024x512,00a090bcca963dc7,0.774,2.143,1,1.432,2.793,1
215,yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1,True,2048x1024,acc8d1c29a60f038,True,1024x512,4cc3ca95b623bd93,True,1024x512,8d64657befeb557c,0.680,1.644,1,1.684,2.911,1
216,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,True,2048x1024,76be022f4e7bd654,True,1024x512,cb39be990b8eb113,True,1024x512,90996a7339216841,1.564,4.755,1,2.163,5.389,1
217,B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5,True,2048x1024,64d59824eb0d8d6c,True,1024x512,5f075dfe1e574a4d,True,1024x512,f95f92a495ae9481,1.263,3.194,1,2.044,3.951,1
218,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,True,2048x1024,ec5904449b48f671,True,1024x512,2c2f9794ddc2bcb7,True,1024x512,9395d6c5b36bc600,0.616,1.582,1,1.648,2.846,1
219,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,True,2048x1024,534b5e484b7d955c,True,1024x512,4c86901516fca93e,True,1024x512,5d8efd24dbf07f97,7.028,18.721,1,7.228,19.074,1
220,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,True,2048x1024,1fdfd143eba713e1,True,1024x512,9a998e6c90e503b2,True,1024x512,50e9a69fdd514a46,0.820,2.430,1,1.572,3.086,1
221,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,True,2048x1024,8e6453d2dfd097e3,True,1024x512,c9b26a86b05b66e9,True,1024x512,d99ff7a891a8e161,1.572,3.569,1,2.667,4.724,1
222,uNb9QFRL6hY_732f4a58dc814dc7ad4878f0a6b64196,True,2048x1024,bda38cf70f12057c,True,1024x512,fa26f0bf316972ff,True,1024x512,4fbe247e3baf0e9f,0.675,1.648,1,1.453,2.583,1
223,B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549,True,2048x1024,ab40bae6891762b5,True,1024x512,8269b87dc339401a,True,1024x512,2d3aba55246d10b4,1.826,6.173,1,2.445,6.730,1
224,e9zR4mvMWw7_75ea3fd50c1c4b8ba66dccc4247b8b81,True,2048x1024,2a4931361ce7b143,True,1024x512,ac9af8808f0c6b70,True,1024x512,b658c03f2cb9903e,0.610,1.534,1,1.515,2.530,1
225,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,True,2048x1024,a4261180921f279e,True,1024x512,90282352c8c3c591,True,1024x512,5d96fcbd261c9560,0.800,2.106,1,1.800,3.151,1
226,wc2JMjhGNzB_72cf693eb66c4a8a8062080763f50a09,True,2048x1024,58a929806d0de699,True,1024x512,ed331df1fc7c7271,True,1024x512,2b0de563b1435ac1,1.003,2.778,1,2.017,3.953,1
227,Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,True,2048x1024,bc7c8c02edb92773,True,1024x512,cb1c0c5435ebf5c2,True,1024x512,14b8d3bd59a82b31,6.118,12.263,1,7.415,13.890,1
228,wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2,True,2048x1024,d4ab227a1318973e,True,1024x512,832bdfb16947f221,True,1024x512,94871900d154b456,1.832,5.109,1,2.724,5.949,1
229,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,True,2048x1024,bb0afb5317db0828,True,1024x512,0fd335ca9c2ef5c8,True,1024x512,a3257261d2c817f5,0.661,1.792,1,1.542,2.758,1
230,B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2,True,2048x1024,b7d8d163a1dd1e82,True,1024x512,4c73cb3314a007ed,True,1024x512,2e463e6c9ec097fb,1.264,3.734,1,1.988,4.414,1
231,UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,True,2048x1024,a8b39f62b8b9f8f9,True,1024x512,caed329674ee3335,True,1024x512,c955d11cbbd5bd61,0.713,2.094,1,1.425,2.762,1
232,kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2,True,2048x1024,93c076ff77e1d0a5,True,1024x512,9368f4253a70939a,True,1024x512,c5eeed1f7b34354b,0.552,1.631,1,1.432,2.550,1
233,UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,True,2048x1024,6d248b484308d815,True,1024x512,48f3b094ceadcfaf,True,1024x512,3f91aced925cb6cd,0.606,1.751,1,1.409,2.575,1
234,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,True,2048x1024,7ba33389cf842f52,True,1024x512,1a9f3cc01c9dc220,True,1024x512,4ea06cb905bba881,5.209,14.805,1,5.712,15.515,1
235,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,True,2048x1024,28a33e53e8d7456d,True,1024x512,6810193b08b8f800,True,1024x512,731af5cdedcf3ece,1.353,3.431,1,2.140,4.355,1
236,wc2JMjhGNzB_52ed6a0219e84a0bb6db8037ae700366,True,2048x1024,b629d1ea53570c40,True,1024x512,2f06e5f110f9ecc4,True,1024x512,a3947bd057396792,2.092,6.970,1,2.859,7.733,1
237,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,True,2048x1024,7df9a2ed0b6adb6c,True,1024x512,dad7a91d5124dcf3,True,1024x512,d90ecf7b303c4658,1.119,3.513,1,1.763,4.079,1
238,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,True,2048x1024,1b4262fe4c9e4421,True,1024x512,834bd4eff20f8779,True,1024x512,e8c554e5e38459f9,5.441,14.660,1,5.752,15.157,1
239,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,True,2048x1024,4cae63342528a75f,True,1024x512,5666ded81921559a,True,1024x512,abeb85fee57d0af5,0.495,1.294,1,1.338,2.268,1
240,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,True,2048x1024,bd4094ed2be8f0b4,True,1024x512,45a118303eb2cfa3,True,1024x512,c2e3fb6c15636957,0.910,3.019,1,1.527,3.583,1
