analysis_role,base_task_id,block3_generated,evidence_rows,formal_policy_frozen,formal_profile_frozen,risk_eligible_rows,scientific_conclusion_prohibited,stage,workers
diagnostic_pre_stage3,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,wc2JMjhGNzB_77962388887942148ee65c2892600e02,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,False,26,False,False,0,True,P1,26
diagnostic_pre_stage3,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,False,26,False,False,0,True,P1,26
