analysis_role,analysis_subrole,base_task_id,block3_generated,building_id,canonical_submission_id,condition,feature_timing,formal_first_route_eligible,formal_policy_frozen,formal_profile_frozen,risk,routing_role,scientific_conclusion_prohibited,selected,stage,substage_block,tag_family,tag_value,task_stratum,worker_id
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,0df21449d15d6f28,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,10
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,0df21449d15d6f28,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,10
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,0df21449d15d6f28,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,10
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,0df21449d15d6f28,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,10
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,137415ffe0725161,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,11
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,137415ffe0725161,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,11
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,137415ffe0725161,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,11
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,137415ffe0725161,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,11
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,137415ffe0725161,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,11
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,137415ffe0725161,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,11
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,137415ffe0725161,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,11
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,137415ffe0725161,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,11
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,ce3536534b35ed2e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,12
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,ce3536534b35ed2e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,12
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,ce3536534b35ed2e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,12
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,ce3536534b35ed2e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,12
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,ce3536534b35ed2e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,12
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,ce3536534b35ed2e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,12
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,ce3536534b35ed2e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,12
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,ce3536534b35ed2e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,12
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,f8c614ff9afdc5fe,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,13
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,f8c614ff9afdc5fe,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,13
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,f8c614ff9afdc5fe,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,13
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,f8c614ff9afdc5fe,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,13
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,f8c614ff9afdc5fe,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,13
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,f8c614ff9afdc5fe,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,13
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,f8c614ff9afdc5fe,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,13
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,f8c614ff9afdc5fe,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,corner_drift,,13
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,67807e1e55df3898,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,14
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,67807e1e55df3898,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,14
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,67807e1e55df3898,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,14
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,67807e1e55df3898,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,14
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,67807e1e55df3898,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,14
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,67807e1e55df3898,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,14
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,67807e1e55df3898,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,14
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,67807e1e55df3898,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,14
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,bb7b44da838a4ce1,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,15
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,bb7b44da838a4ce1,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,15
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,bb7b44da838a4ce1,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,15
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,bb7b44da838a4ce1,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,15
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,bb7b44da838a4ce1,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,15
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,bb7b44da838a4ce1,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,15
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,bb7b44da838a4ce1,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,15
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,bb7b44da838a4ce1,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,15
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,27ae2237bce7474e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,17
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,27ae2237bce7474e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,17
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,27ae2237bce7474e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,17
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,27ae2237bce7474e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,17
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,27ae2237bce7474e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,17
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,27ae2237bce7474e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,17
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,27ae2237bce7474e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,17
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,27ae2237bce7474e,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,17
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,d46f9d2f3c43ead2,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,18
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,d46f9d2f3c43ead2,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,18
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,d46f9d2f3c43ead2,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,18
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,d46f9d2f3c43ead2,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,18
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,d46f9d2f3c43ead2,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,18
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,d46f9d2f3c43ead2,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,18
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,d46f9d2f3c43ead2,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,18
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,d46f9d2f3c43ead2,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,18
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,low_quality,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,overextend_adjacent,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,a77c10f42f17dfe4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,underextend,,19
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,6c28d1705fb5c4b4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,2
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,6c28d1705fb5c4b4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,2
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,6c28d1705fb5c4b4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,2
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,6c28d1705fb5c4b4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,2
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,6c28d1705fb5c4b4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,2
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,6c28d1705fb5c4b4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,2
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,6c28d1705fb5c4b4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,2
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,6c28d1705fb5c4b4,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,2
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,13e99fa97abd8cb5,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,21
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,13e99fa97abd8cb5,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,21
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,13e99fa97abd8cb5,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,21
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,13e99fa97abd8cb5,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,21
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,13e99fa97abd8cb5,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,21
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,13e99fa97abd8cb5,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,21
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,13e99fa97abd8cb5,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,21
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,13e99fa97abd8cb5,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,21
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,4693ec5fcc3f09fc,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,6
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,4693ec5fcc3f09fc,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,6
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,4693ec5fcc3f09fc,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,6
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,4693ec5fcc3f09fc,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,6
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,4693ec5fcc3f09fc,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,6
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,4693ec5fcc3f09fc,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,6
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,4693ec5fcc3f09fc,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,6
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,4693ec5fcc3f09fc,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,6
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,afc3de4b01f9bf3b,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,8
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,afc3de4b01f9bf3b,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,8
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,afc3de4b01f9bf3b,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,8
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,afc3de4b01f9bf3b,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,8
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,afc3de4b01f9bf3b,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,8
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,afc3de4b01f9bf3b,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,8
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,afc3de4b01f9bf3b,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,8
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,False,,afc3de4b01f9bf3b,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,8
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,9b288798a70abf19,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,1
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,9b288798a70abf19,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,1
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,9b288798a70abf19,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,1
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,9b288798a70abf19,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,1
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,9b288798a70abf19,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,1
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,9b288798a70abf19,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,1
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,9b288798a70abf19,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,1
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,9b288798a70abf19,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,model_issue,acceptable,,1
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,eeb7cf09ee96e34c,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,10
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,eeb7cf09ee96e34c,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,10
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,eeb7cf09ee96e34c,semi,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,low_texture,,10
diagnostic_pre_stage3,descriptive_measurement_audit,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,False,,eeb7cf09ee96e34c,semi,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,10
