code,condition,id,worker,valid,reason,legacy_included,legacy_worker_included,raw_points,effective_points
e9zR4mvMWw7-10,semi,a800256cd64a13c9,W032,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,f05be155437bb650,W033,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,c3d7b507aa2d788d,W034,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,4664edbc4eb51884,W035,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,d73bc90a26b0976b,W036,True,,True,True,8,8.0
e9zR4mvMWw7-10,semi,e7e6e4180354bfe2,W037,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,a30abcda8418bd75,W001,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,2129afe06ece6a6d,W002,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,e30721b054460f15,W006,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,7ae79f4e06a3ade1,W008,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,a73e732348cf85a5,W010,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,ba9f60a6ed19b5fd,W011,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,baa09826ba02dd36,W012,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,d2685886cb5bbef7,W013,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,8bd66e889fbae752,W014,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,8516eea42fb75c88,W015,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,975c986cabcb9ac6,W017,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,f5d0a36b008eb488,W018,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,b24c193b4136afd3,W019,True,,True,False,8,8.0
e9zR4mvMWw7-16,semi,a927ea00f7335c7c,W021,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,7e42d07ce46a72e4,W026,True,,True,False,8,8.0
e9zR4mvMWw7-16,semi,b16f17d58f7aabf2,W027,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,497e4819ad1ce59c,W028,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,deb77ec3f2ddf78f,W029,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,d817ad3534ab554d,W030,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,d2d4c49ab227aa87,W031,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,c54bc02d1fcd094e,W032,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,080e6e5be0c803cd,W033,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,71a08671b7d9283b,W034,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,ebe5710d577ed718,W035,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,cb5459e346731607,W036,True,,True,True,8,8.0
e9zR4mvMWw7-16,semi,3cb548d93b1c91ac,W037,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,ace70b27506798d5,W001,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,7f2a70bd247387c9,W002,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,7e2290dbca4fb383,W006,True,,True,True,10,10.0
e9zR4mvMWw7-32,semi,f034ac00d128e91e,W008,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,9f525c104867f074,W010,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,99962e6f9aff29ba,W011,True,,True,True,10,10.0
e9zR4mvMWw7-32,semi,97cebd93c1965f0f,W012,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,2e18c2a7c8a3d34b,W013,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,bcb79f6838d28c17,W014,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,a05dc6872141702f,W015,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,315cbd3cacd491e8,W017,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,251bbbe64ea0a5b5,W018,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,6ec168db2ef54287,W019,True,,True,False,10,10.0
e9zR4mvMWw7-32,semi,af7a3a1cdf745e0c,W021,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,812b382e4fb78da4,W026,True,,True,False,10,10.0
e9zR4mvMWw7-32,semi,641c1f6f413ead20,W027,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,b6b6d4c497cda8e2,W028,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,f573b76a994f559e,W029,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,a288b216f33e8695,W030,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,38b4c355b2582da5,W031,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,e791bdd39ceb0454,W032,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,d216cfad4f530a31,W033,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,05c34463f238a2c1,W034,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,cdfc8962c0bbffa6,W035,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,76186667a8178edb,W036,True,,True,True,8,8.0
e9zR4mvMWw7-32,semi,5df4a26ad4def72a,W037,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,815fd216217c1154,W001,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,d7eb958cdac4d365,W002,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,342e487f437ad89a,W006,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,11628957a40ead2f,W008,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,99b98c71c8ac6cd8,W010,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,f08c6262c07aaaf7,W011,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,782abfe913b39a78,W012,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,4d93146011879ad3,W013,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,589afb1182c4df73,W014,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,dcef5de556c4238a,W015,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,4ae9cc8453c6eec8,W017,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,4256a770bc409d70,W018,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,39102f3b3f789ba6,W019,True,,True,False,4,4.0
q9vSo1VnCiC-09,oos,dc7be2ac3c7daaf6,W021,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,c14fda0522180ac6,W026,False,shape_invalid,False,False,2,
q9vSo1VnCiC-09,oos,301e8f57605f360a,W027,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,e41dccd543530b6f,W028,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,8e954e66e20c6ba3,W029,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,06f95fe563212fba,W030,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,9515ea81d3b7d5f0,W031,True,,True,True,16,16.0
q9vSo1VnCiC-09,oos,0ffa405d9cace672,W032,True,,True,True,28,28.0
q9vSo1VnCiC-09,oos,975981eecffd896f,W033,True,,True,True,8,8.0
q9vSo1VnCiC-09,oos,b4a28e4583d9d910,W034,True,,True,True,10,10.0
q9vSo1VnCiC-09,oos,bf730d2c56f61535,W035,True,,True,True,14,14.0
q9vSo1VnCiC-09,oos,16f25622c221fa4c,W036,True,,True,True,12,12.0
q9vSo1VnCiC-09,oos,208a71d158c92f4e,W037,True,,True,True,12,12.0
q9vSo1VnCiC-23,manual,61f905607ceffa7f,W001,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,9b8003c65abc4837,W002,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,9255dadcdf79c909,W006,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,087627a67194bafe,W008,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,405e6e45af7f5c6b,W010,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,5b7f902df4c57cd4,W011,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,03dae7081bc7d6bb,W012,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,012915d009824af0,W013,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,85ba1d16d74efa67,W014,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,b1c252a830c50fb3,W015,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,25e8f7f37f87cc75,W017,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,ed042c9ccaa850e3,W018,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,9419e8b1ad3cbd83,W019,True,,True,False,10,10.0
q9vSo1VnCiC-23,manual,add755f9c7c57766,W021,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,ac539c68e5b7c3df,W026,False,shape_invalid,False,False,0,0.0
q9vSo1VnCiC-23,manual,fd7793b6709c8db9,W027,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,b09742748a808617,W028,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,28388a75252778c7,W029,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,aa829dfff6bee382,W030,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,403ee2ee4d1242bd,W031,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,ba630f16a9639561,W032,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,28e01bd0877270ca,W033,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,0b86a50130fd298a,W034,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,94f15108f5d9ac14,W035,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,63f4a9a7ba3739c1,W036,True,,True,True,8,8.0
q9vSo1VnCiC-23,manual,b6dc5d3075742a91,W037,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,d933c38ad0b2b104,W001,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,5bad87d19a0b5760,W002,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,aa6b631e83349cba,W006,True,,True,True,16,16.0
q9vSo1VnCiC-32,manual,3e20ca93bd05958e,W008,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,a05c820a5012751c,W010,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,2ab3a85613189faa,W011,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,1c10cbd1c1cbbd74,W012,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,a135a4aaf615d5db,W013,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,7485c5f92ef686bc,W014,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,0054e620b22551b8,W015,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,7b099f9e593d3204,W017,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,1dd5b2305fbffcff,W018,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,734b8610ce382901,W019,True,,True,False,10,10.0
q9vSo1VnCiC-32,manual,47a780e27988de5d,W021,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,26710124c802c3dd,W026,False,shape_invalid,False,False,0,0.0
q9vSo1VnCiC-32,manual,7c4d53d444805ad4,W027,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,454f4a7ca0ed8cda,W028,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,3bcf5dc561e2d916,W029,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,6d17201775811123,W030,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,d15abea6c32062e1,W031,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,ed8e2934ebcee5bb,W032,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,fb4210e33d7c2093,W033,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,15f4bf968e467bdc,W034,True,,True,True,10,10.0
q9vSo1VnCiC-32,manual,b106f4f47297f77d,W035,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,f13bd8e8570762ef,W036,True,,True,True,8,8.0
q9vSo1VnCiC-32,manual,62a32cfa3607ea53,W037,True,,True,True,8,8.0
rPc6DW4iMge-05,manual,93a6155acf0e8f9b4f11,W002,True,,True,True,28,28.0
rPc6DW4iMge-05,manual,c2fbdf3adfd99918c0e7,W008,True,,True,True,12,12.0
rPc6DW4iMge-05,manual,488f0c3264bf31aca229,W017,True,,True,True,28,28.0
rPc6DW4iMge-05,manual,19cb0e844a73d7e77a47,W030,True,,True,True,12,12.0
rPc6DW4iMge-05,manual,3440c00bbde5bf789734,W034,True,,True,True,10,10.0
rPc6DW4iMge-06,manual,b33e480dcb1ae10b,W001,True,,True,True,16,16.0
rPc6DW4iMge-06,manual,0284f20459ae4153,W002,True,,True,True,24,24.0
rPc6DW4iMge-06,manual,fb86982f536c3aaa,W006,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,bdf5345d612260f9,W008,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,dd6888e3ad2e47c0,W010,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,fce565e3270fad1f,W011,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,c9a58758edb18890,W012,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,b49af842e8a9a5d6,W013,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,886e3f4cfcd0e0b8,W014,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,352ec6e68a3da904,W015,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,f659d3608c54a9ef,W017,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,fbc606f95f59c132,W018,True,,True,True,14,14.0
rPc6DW4iMge-06,manual,4963262a77ca17d1,W019,True,,True,False,12,12.0
rPc6DW4iMge-06,manual,384c1de2ec90820f,W021,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,7f82401488af7306,W026,False,shape_invalid,False,False,1,
rPc6DW4iMge-06,manual,98e8fe358da56c8f,W027,True,,True,True,24,24.0
rPc6DW4iMge-06,manual,bf2aab73a5aed79f,W028,True,,True,True,20,20.0
rPc6DW4iMge-06,manual,a819fde1949e375b,W029,True,,True,True,12,12.0
rPc6DW4iMge-06,manual,9589363fea90baba,W030,True,,True,True,18,18.0
rPc6DW4iMge-06,manual,3e9e6ac471e7da2a,W031,True,,True,True,18,18.0
rPc6DW4iMge-06,manual,e07cd54978722b1e,W032,True,,True,True,18,18.0
rPc6DW4iMge-06,manual,9cab10e73212c27f,W033,True,,True,True,26,26.0
rPc6DW4iMge-06,manual,d5f398bdf9e24194,W034,True,,True,True,12,12.0
rPc6DW4iMge-06,manual,3266c87d109f70bf,W035,True,,True,True,18,18.0
rPc6DW4iMge-06,manual,1863472107c00fbd,W036,True,,True,True,16,16.0
rPc6DW4iMge-06,manual,abff623d76a69986,W037,True,,True,True,12,12.0
rPc6DW4iMge-13,manual,94bd3eb39aab32641f9d,W002,True,,True,True,8,8.0
rPc6DW4iMge-13,manual,dedb80578a581b30950a,W015,True,,True,True,8,8.0
rPc6DW4iMge-13,manual,db40fd3c634f72f37f1c,W032,True,,True,True,8,8.0
rPc6DW4iMge-13,manual,a2c57c04a795d6b822a3,W034,True,,True,True,8,8.0
rPc6DW4iMge-13,manual,a42f40b503c7f449a3f6,W037,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,14346fa7f625df2e92da,W001,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,a4b73bebf231dbe2321a,W002,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,65cf5a2a652ba9b3ca95,W006,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,caba50e4a43aa76cac46,W008,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,d0fc4545c974fc42b662,W010,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,a02304edf778c294c6fb,W011,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,efee8b0961b89129a457,W012,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,2d83aaed5161b7904cdd,W013,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,334dd20fa6fb3ffa9d5d,W014,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,6d2129c626d211543587,W015,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,b5a85ea72aadddb2f09b,W017,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,bfe1e6f3cb0a3353c928,W018,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,d984d534dcc7fe11d643,W027,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,6c5161e9261e0ba5f8b1,W028,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,20f0af1735ba9f7c5a2e,W029,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,1318278d00548b081ebc,W030,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,73a83925776f8e35ed8a,W031,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,fc6a213e57b750465697,W032,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,86e6614af35eccb013ac,W033,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,82255f7bb022fd1cd129,W034,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,43266379df129a98dcd9,W035,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,3e5c4fe6cfe523059d12,W036,True,,True,True,8,8.0
rPc6DW4iMge-15,manual,454169e6fe8a9b1ba08c,W037,True,,True,True,12,12.0
rPc6DW4iMge-17,semi,ad4a6fc8603c57c5,W001,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,1eafece38b9de737,W002,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,40b246a8dea46c2b,W006,True,,True,True,20,20.0
rPc6DW4iMge-17,semi,d6f4f78440cb4051,W008,True,,True,True,12,12.0
rPc6DW4iMge-17,semi,015eb3a11d385beb,W010,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,fe93307d35a838b2,W011,True,,True,True,20,20.0
rPc6DW4iMge-17,semi,0cf173b561edfc6a,W012,True,,True,True,12,12.0
rPc6DW4iMge-17,semi,cf8c72d40aebde80,W013,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,2ddd59e9074da236,W014,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,cfd33fbb5c8bf163,W015,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,3d1c6d9fda198b1b,W017,False,odd_keypoint_count,True,True,13,13.0
rPc6DW4iMge-17,semi,29517242559725c8,W018,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,4458a918ee34e06b,W019,True,,True,False,20,20.0
rPc6DW4iMge-17,semi,7421f0b4dc5a2392,W021,True,,True,True,20,20.0
rPc6DW4iMge-17,semi,ab8b97ab6495ba76,W026,True,,True,False,20,20.0
rPc6DW4iMge-17,semi,ceaa81c7a8f43df1,W027,True,,True,True,12,12.0
rPc6DW4iMge-17,semi,d8d740c29176039f,W028,True,,True,True,12,12.0
rPc6DW4iMge-17,semi,3708f56ca083519c,W029,True,,True,True,12,12.0
rPc6DW4iMge-17,semi,8f8e88f1dac7e186,W030,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,e5ed2f9df090fc85,W031,True,,True,True,16,16.0
rPc6DW4iMge-17,semi,c0b4675e53d399c0,W032,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,456be49bba7efbc8,W033,True,,True,True,12,12.0
rPc6DW4iMge-17,semi,5bd0d7c388ee1b68,W034,True,,True,True,14,14.0
rPc6DW4iMge-17,semi,bc770062117c9834,W035,True,,True,True,16,16.0
rPc6DW4iMge-17,semi,adb443cf2cd44a01,W036,False,odd_keypoint_count,True,True,15,15.0
rPc6DW4iMge-17,semi,12ee1becbe448d45,W037,True,,True,True,18,18.0
rPc6DW4iMge-20,manual,bea7315dc0319f08,W001,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,664ded8505bb4ace,W002,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,f2eb30664b7474ad,W006,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,573b3754a0da7d18,W008,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,8b8f353a015cd9b3,W010,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,42f34b0fbfa43b19,W011,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,bfb4d0e9960d96af,W012,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,18ac550794fc0fce,W013,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,985c11b9ce41b00d,W014,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,72c65c366e863eb9,W015,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,8873e6e63ed8f636,W017,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,7eeb8ea034902d91,W018,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,8191a93950c2601c,W019,False,incomplete_pairing,True,False,6,6.0
rPc6DW4iMge-20,manual,0df4ad0ec893225d,W021,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,7e8393d71ff1fb42,W026,True,,True,False,8,8.0
rPc6DW4iMge-20,manual,986ad05a55d5a2e0,W027,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,6bbe8b97d504e4a4,W028,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,3eaa191397f5fbf4,W029,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,7cbbab8fd62d0c38,W030,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,5b2ab16ea134acf7,W031,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,607ca8f788805e56,W032,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,8f04217c549dac0c,W033,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,d10e31caaec1101e,W034,True,,True,True,12,12.0
rPc6DW4iMge-20,manual,98f6de06229c83e3,W035,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,04c68d1fd4a36275,W036,True,,True,True,8,8.0
rPc6DW4iMge-20,manual,60b3a58f097c620f,W037,True,,True,True,12,12.0
rPc6DW4iMge-22,manual,a1d5efe386cf76ad,W001,True,,True,True,26,26.0
rPc6DW4iMge-22,manual,8ffe08f072e2b12e,W002,False,out_of_range,False,True,28,28.0
rPc6DW4iMge-22,manual,860d45b73111d943,W006,True,,True,True,8,8.0
rPc6DW4iMge-22,manual,6ab629e7746273bd,W008,True,,True,True,8,8.0
rPc6DW4iMge-22,manual,3b9e797620fb7dd9,W010,True,,True,True,24,24.0
rPc6DW4iMge-22,manual,a818d1b88c34b687,W011,True,,True,True,8,8.0
rPc6DW4iMge-22,manual,ef971c0766ea37de,W012,True,,True,True,8,8.0
rPc6DW4iMge-22,manual,f0a32074507842d5,W013,True,,True,True,8,8.0
rPc6DW4iMge-22,manual,6ac5bcc2f84af656,W014,True,,True,True,8,8.0
rPc6DW4iMge-22,manual,a29b0f7c6c31b71b,W015,True,,True,True,20,20.0
rPc6DW4iMge-22,manual,317e5971cdfd0288,W017,True,,True,True,16,16.0
rPc6DW4iMge-22,manual,9b8f8bec4da82b48,W018,False,out_of_range,False,True,21,21.0
rPc6DW4iMge-22,manual,699723973bed2b86,W019,True,,True,False,6,6.0
rPc6DW4iMge-22,manual,dcf6c97b7f3e2e0f,W021,True,,True,True,8,8.0
rPc6DW4iMge-22,manual,0e2d1b8cc5c25216,W026,False,shape_invalid,False,False,0,0.0
rPc6DW4iMge-22,manual,1120d74f964c5f97,W027,True,,True,True,28,28.0
rPc6DW4iMge-22,manual,cd3a92cc2800b3c7,W028,True,,True,True,20,20.0
rPc6DW4iMge-22,manual,4d934ce66ec29a47,W029,True,,True,True,8,8.0
rPc6DW4iMge-22,manual,3f6b62e3295e009a,W030,True,,True,True,14,14.0
rPc6DW4iMge-22,manual,8d6f18bc98ea1938,W031,True,,True,True,16,16.0
rPc6DW4iMge-22,manual,feaa118aa8a59f86,W032,True,,True,True,20,20.0
rPc6DW4iMge-22,manual,c61e2afdd2d8efd8,W033,True,,True,True,26,26.0
rPc6DW4iMge-22,manual,53b22edb56cc554f,W034,True,,True,True,20,20.0
rPc6DW4iMge-22,manual,aa5ab1caef85cf99,W035,True,,True,True,20,20.0
rPc6DW4iMge-22,manual,65e6380997e850f1,W036,True,,True,True,12,12.0
rPc6DW4iMge-22,manual,2431f1da19aaa950,W037,True,,True,True,14,14.0
uNb9QFRL6hY-36,semi,14ac18968586cb14b07a,W008,True,,True,True,8,8.0
uNb9QFRL6hY-36,semi,4b61ee6ece084b2094c8,W012,True,,True,True,8,8.0
uNb9QFRL6hY-36,semi,8ccb0872c31327a3e97d,W015,True,,True,True,8,8.0
uNb9QFRL6hY-36,semi,c018c01538024335ba14,W037,True,,True,True,12,12.0
uNb9QFRL6hY-36,manual,9e3ad1f70d2c02b5d41f,W010,True,,True,True,8,8.0
uNb9QFRL6hY-36,manual,fd8bf72140d024b7cca4,W013,True,,True,True,8,8.0
uNb9QFRL6hY-36,manual,93b27e06e9f3739effd4,W014,True,,True,True,8,8.0
uNb9QFRL6hY-36,manual,ba970384157c74921eb4,W018,True,,True,True,8,8.0
uNb9QFRL6hY-36,manual,6608319ee6b1e7808937,W034,True,,True,True,8,8.0
uNb9QFRL6hY-36,manual,99daa7429bbca37b6238,W035,True,,True,True,8,8.0
uNb9QFRL6hY-52,oos,9d8133aea50c53da,W001,True,,True,True,20,20.0
uNb9QFRL6hY-52,oos,fc956ea5464e4cf4,W002,True,,True,True,20,20.0
uNb9QFRL6hY-52,oos,657bd2d38326367d,W006,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,87273c75a3b5848a,W008,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,5fa48d2e923993dc,W010,True,,True,True,8,8.0
uNb9QFRL6hY-52,oos,126f3e3ce4b1ec93,W011,True,,True,True,8,8.0
uNb9QFRL6hY-52,oos,d7ab9ebe988576d6,W012,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,0b321a16596ae822,W013,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,8819f603580ef482,W014,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,52fb14ffbe0d009b,W015,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,1e4c5581862be896,W017,True,,True,True,8,8.0
uNb9QFRL6hY-52,oos,2f75e3649fc3b4c0,W018,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,b10df9b94b3677c1,W019,True,,True,False,4,4.0
uNb9QFRL6hY-52,oos,116cb223e7dedec6,W021,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,88075c18e8ba3ca3,W026,False,shape_invalid,False,False,0,0.0
uNb9QFRL6hY-52,oos,dfc2adf2a47dc7de,W027,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,94d5b679bc8ce596,W028,True,,True,True,14,14.0
uNb9QFRL6hY-52,oos,b96ca0dd7857cd2e,W029,True,,True,True,14,14.0
uNb9QFRL6hY-52,oos,8abf96e80a8cd151,W030,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,e1bc1262947c9c43,W031,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,e27f9f848d185dab,W032,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,75ac866c71693e71,W033,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,78885c3d5cd19c4f,W034,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,0d08611aee0cdf4f,W035,True,,True,True,12,12.0
uNb9QFRL6hY-52,oos,3785ebbd5dc8b7ea,W036,True,,True,True,16,16.0
uNb9QFRL6hY-52,oos,9117118c1ce15fc9,W037,False,odd_keypoint_count,True,True,11,11.0
uNb9QFRL6hY-56,semi,ef6c6984e4f16c67,W001,True,,True,True,8,8.0
uNb9QFRL6hY-56,semi,cbd6d6ed281739e8,W002,True,,True,True,8,8.0
