base_task_id,condition,threshold,subset_worker_ids,valid_k,partition_status,task_crowd_structure_status,structure_reason,enumeration_truncated,cluster_membership_json,candidate_partitions_json,pairwise_metric_eligible_count,pairwise_correspondence_eligible_count,pairwise_correspondence_incompatible_count,included_in_partition_metric_average,shannon_entropy,gini_simpson,largest_mode_share,supported_multimodality,mode_count,pairwise_correspondence_disagreement,pairwise_metric_dissimilarity_all,subset_index,common_k
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,0.925,13;18;34;6,4,unique,unimodal,unique_complete_link_partition,False,"[[""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:manual:13"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:manual:18"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:manual:34"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:manual:6""]]","[[[""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:manual:13"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:manual:18"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:manual:34"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:manual:6""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.004832375756869826,0.004832375756869826,5,4
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,0.925,1;28;30;32,4,unique,unimodal,unique_complete_link_partition,False,"[[""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:semi:1"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:semi:28"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:semi:30"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:semi:32""]]","[[[""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:semi:1"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:semi:28"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:semi:30"", ""uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:semi:32""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.02507745369545324,0.02507745369545324,1,4
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.925,11;15;33;34,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:11"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:15"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:33""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:34""]]","[[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:11"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:15"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:33""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:34""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0060488979503369915,0.0712053569399299,1,4
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.925,11;15;33;37,4,unique,unimodal,unique_complete_link_partition,False,"[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:11"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:15"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:33"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:37""]]","[[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:11"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:15"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:33"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:37""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.0059377745388590015,0.0059377745388590015,2,4
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.925,11;15;34;37,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:11"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:15"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:37""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:34""]]","[[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:11"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:15"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:37""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:34""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.005745079411973664,0.07076223852194091,3,4
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.925,11;33;34;37,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:11"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:33"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:37""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:34""]]","[[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:11"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:33"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:37""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:34""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.0052625988850080185,0.07037176807363722,4,4
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,0.925,15;33;34;37,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:15"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:33"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:37""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:34""]]","[[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:15"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:33"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:37""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:manual:34""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.006694521908117331,0.07060563100984148,5,4
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,0.925,1;12;18;31,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:semi:1"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:semi:12"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:semi:18""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:semi:31""]]","[[[""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:semi:1"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:semi:12"", ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:semi:18""], [""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d:semi:31""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.007604906923262951,0.019571648027810622,1,4
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.925,1;11;12;15,4,unique,not_evaluable,no_dominant_or_supported_partition,False,"[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:12""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:1""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:15""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:11""]]","[[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:1""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:11""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:12""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:15""]]]",6,0,6,True,1.3862943611198906,0.75,0.25,0.0,4.0,,0.007312492774852834,1,4
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.925,1;11;12;2,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:11"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:2""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:12""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:1""]]","[[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:11"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:2""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:1""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:12""]]]",6,1,5,True,1.0397207708399179,0.625,0.5,0.0,3.0,0.0036219067661912296,0.007370456927523768,2,4
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.925,1;11;15;2,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:11"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:2""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:1""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:15""]]","[[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:11"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:2""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:1""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:15""]]]",6,1,5,True,1.0397207708399179,0.625,0.5,0.0,3.0,0.0036219067661912296,0.005242887067159123,3,4
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.925,1;12;15;2,4,unique,not_evaluable,no_dominant_or_supported_partition,False,"[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:2""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:12""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:1""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:15""]]","[[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:1""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:12""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:15""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:2""]]]",6,0,6,True,1.3862943611198906,0.75,0.25,0.0,4.0,,0.006710423343175231,4,4
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,0.925,11;12;15;2,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:11"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:2""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:12""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:15""]]","[[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:11"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:2""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:12""], [""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:manual:15""]]]",6,1,5,True,1.0397207708399179,0.625,0.5,0.0,3.0,0.0036219067661912296,0.005524582126597251,5,4
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,0.925,33;34;35;6,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:semi:33"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:semi:34"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:semi:35"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:semi:6""]]","[[[""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:semi:33"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:semi:34"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:semi:35"", ""wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:semi:6""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.005316256617738564,0.005316256617738564,1,4
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.925,10;17;18;6,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:10"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:17"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:18"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:6""]]","[[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:10"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:17"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:18"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:6""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.00524774408621322,0.00524774408621322,1,4
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.925,10;17;18;8,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:10"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:17"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:18"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:8""]]","[[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:10"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:17"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:18"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:8""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.008269619753601928,0.008269619753601928,2,4
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.925,10;17;6;8,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:10"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:17"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:6"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:8""]]","[[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:10"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:17"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:6"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:8""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.008228588388774735,0.008228588388774735,3,4
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.925,10;18;6;8,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:10"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:18"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:6"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:8""]]","[[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:10"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:18"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:6"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:8""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.006299434404745822,0.006299434404745822,4,4
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,0.925,17;18;6;8,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:17"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:18"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:6"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:8""]]","[[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:17"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:18"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:6"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:manual:8""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.008269619753601928,0.008269619753601928,5,4
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,0.925,1;11;31;36,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:semi:1"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:semi:11"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:semi:36""], [""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:semi:31""]]","[[[""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:semi:1"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:semi:11"", ""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:semi:36""], [""wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7:semi:31""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.004749037908527838,0.005419853627762446,1,4
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.925,17;31;32;33,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:17"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:31"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:32"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:33""]]","[[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:17"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:31"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:32"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:33""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.011068331237839088,0.011068331237839088,1,4
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.925,17;31;32;8,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:17"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:31"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:32"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:8""]]","[[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:17"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:31"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:32"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:8""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.010143442393148183,0.010143442393148183,2,4
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.925,17;31;33;8,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:17"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:31"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:33"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:8""]]","[[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:17"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:31"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:33"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:8""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.00922802625991039,0.00922802625991039,3,4
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.925,17;32;33;8,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:17"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:32"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:33"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:8""]]","[[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:17"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:32"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:33"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:8""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.008309125598408943,0.008309125598408943,4,4
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,0.925,31;32;33;8,4,unique,unimodal,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:31"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:32"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:33"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:8""]]","[[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:31"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:32"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:33"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:manual:8""]]]",6,6,0,True,-0.0,0.0,1.0,0.0,1.0,0.009662182033266556,0.009662182033266556,5,4
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,0.925,1;27;28;30,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:semi:1"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:semi:27"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:semi:30""], [""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:semi:28""]]","[[[""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:semi:1"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:semi:27"", ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:semi:30""], [""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc:semi:28""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.014348442024363731,0.02145826432407899,1,4
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,0.925,11;15;2;34,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:11"", ""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:15"", ""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:2""], [""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:34""]]","[[[""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:11"", ""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:15"", ""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:2""], [""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:34""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.008568485116205005,0.040043856784520625,1,4
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,0.925,11;15;2;37,4,unique,dominant_with_dissent,unique_complete_link_partition,False,"[[""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:11"", ""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:15"", ""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:2""], [""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:37""]]","[[[""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:11"", ""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:15"", ""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:2""], [""wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f:manual:37""]]]",6,3,3,True,0.5623351446188083,0.375,0.75,0.0,2.0,0.008568485116205005,0.021412259873414347,2,4
