stage,base_task_id,building_id,worker_id,U_initial,U_final,delta_U,exact_geometry_equal_bool,proposal_failure_bool,issue_reported_bool,geometry_edit_rmse_panorama_diagonal_normalized,current20_bool,analysis_eligible_bool,model_issue_choice,planned_trap_family,trap_family,semi_role,proposal_correctness_observed_095,initial_correct_095,final_correct_095,correct_proposal_degraded_095,wrong_proposal_corrected_095,wrong_proposal_retained_exact
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,6,0.8511254163034488,0.8511254163034488,0.0,True,False,False,0.0,True,True,acceptable,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,8,0.8511254163034488,0.9783041414095868,0.1271787251061378,False,False,True,,True,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,1,0.897782741649538,0.8620987385888456,-0.0356840030606924,False,False,False,,True,True,acceptable,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,10,0.897782741649538,0.8914086363479076,-0.0063741053016304,False,False,True,,True,True,corner_drift;over_parsing;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,11,0.897782741649538,0.897782741649538,0.0,True,False,True,0.0,True,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,12,0.897782741649538,0.8874525088316909,-0.010330232817847,False,False,False,,True,True,acceptable,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,13,0.897782741649538,0.9004363562346146,0.0026536145850766,False,False,True,,True,True,corner_drift;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,14,0.897782741649538,0.9027352992094178,0.0049525575598797,False,False,True,,False,True,corner_drift;over_parsing;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,15,0.897782741649538,0.9004363562346146,0.0026536145850766,False,False,True,,True,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,17,0.897782741649538,0.0,-0.897782741649538,False,False,True,,True,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,18,0.897782741649538,0.9004363562346146,0.0026536145850766,False,False,True,,False,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,19,0.897782741649538,0.897782741649538,0.0,True,False,True,0.0,False,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,2,0.897782741649538,0.9004363562346146,0.0026536145850766,False,False,True,,True,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,False
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,21,0.897782741649538,0.897782741649538,0.0,True,False,True,0.0,False,True,overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,6,0.897782741649538,0.897782741649538,0.0,True,False,True,0.0,True,True,corner_duplicate,overextend_adjacent,overextend_adjacent,trap,True,False,False,False,False,True
P1,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,8,0.897782741649538,0.973482699455694,0.0756999578061559,False,False,True,,True,True,over_parsing;overextend_adjacent,overextend_adjacent,overextend_adjacent,trap,True,False,True,False,True,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,1,0.9035806831566549,0.8119587168046232,-0.0916219663520316,False,False,True,,True,True,over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,10,0.9035806831566549,0.8987506486249152,-0.0048300345317396,False,False,True,,True,True,corner_duplicate;over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,11,0.9035806831566549,0.9035806831566549,0.0,True,False,True,0.0,True,True,corner_drift;over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,True
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,12,0.9035806831566549,0.822150195987642,-0.0814304871690128,False,False,False,,True,True,acceptable,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,13,0.9035806831566549,0.8987506486249152,-0.0048300345317396,False,False,True,,True,True,over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,14,0.9035806831566549,0.8919889833552868,-0.011591699801368,False,False,True,,False,True,corner_duplicate;over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,15,0.9035806831566549,0.8987506486249152,-0.0048300345317396,False,False,True,,True,True,over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,17,0.9035806831566549,0.8987506486249152,-0.0048300345317396,False,False,True,,True,True,corner_duplicate,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,18,0.9035806831566549,0.8987506486249152,-0.0048300345317396,False,False,True,,False,True,corner_duplicate,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,19,0.9035806831566549,0.8851433058500197,-0.0184373773066351,False,False,True,,False,True,corner_drift;over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,2,0.9035806831566549,0.8987506486249152,-0.0048300345317396,False,False,True,,True,True,over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,21,0.9035806831566549,0.8978170396544954,-0.0057636435021594,False,False,True,0.0035104824906541,False,True,corner_drift;over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,6,0.9035806831566549,0.9041791402227278,0.0005984570660729,False,False,True,,True,True,corner_drift;corner_duplicate;over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,8,0.9035806831566549,0.8987506486249152,-0.0048300345317396,False,False,True,,True,True,over_parsing,over_parsing,over_parsing,trap,True,False,False,False,False,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,1,0.9381217853482978,0.8990550671167281,-0.0390667182315697,False,False,False,0.0141930223387941,True,True,acceptable,corner_drift,corner_drift,trap,True,False,False,False,False,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,10,0.9381217853482978,0.9625783085356304,0.0244565231873326,False,False,True,0.0117849067069513,True,True,corner_drift,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,11,0.9381217853482978,0.9381217853482978,0.0,True,False,True,0.0,True,True,corner_drift,corner_drift,corner_drift,trap,True,False,False,False,False,True
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,12,0.9381217853482978,0.927232830342778,-0.0108889550055196,False,False,False,0.0127299862302277,True,True,acceptable,corner_drift,corner_drift,trap,True,False,False,False,False,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,13,0.9381217853482978,0.9649643531241138,0.0268425677758159,False,False,True,0.0124468426564455,True,True,corner_drift,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,14,0.9381217853482978,0.9598820346584124,0.0217602493101145,False,False,True,0.0120873675213926,False,True,corner_drift,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,15,0.9381217853482978,0.9612638815441564,0.0231420961958587,False,False,True,0.0115184898584861,True,True,corner_drift,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,17,0.9381217853482978,0.965651004804843,0.0275292194565451,False,False,True,0.0120420044085389,True,True,corner_drift,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,18,0.9381217853482978,0.951709318226216,0.0135875328779182,False,False,True,,False,True,corner_duplicate,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,19,0.9381217853482978,0.9612638815441564,0.0231420961958587,False,False,True,0.0115184898584861,False,True,corner_drift,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,2,0.9381217853482978,0.9657729857889554,0.0276512004406576,False,False,True,0.0121107370818015,True,True,corner_drift,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,21,0.9381217853482978,0.9612638815441564,0.0231420961958587,False,False,True,0.0115184898584861,False,True,corner_drift,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,6,0.9381217853482978,0.9381217853482978,0.0,True,False,True,0.0,True,True,corner_drift,corner_drift,corner_drift,trap,True,False,False,False,False,True
P1,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,8,0.9381217853482978,0.962249164287037,0.0241273789387391,False,False,True,0.0126938580633538,True,True,corner_duplicate,corner_drift,corner_drift,trap,True,False,True,False,True,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,1,0.9715336104388422,0.8692454598673709,-0.1022881505714713,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,False,True,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,10,0.9715336104388422,0.979941410497499,0.0084078000586568,False,False,True,,True,True,corner_drift;corner_duplicate;over_parsing,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,11,0.9715336104388422,0.9715336104388422,0.0,True,False,True,0.0,True,True,corner_drift;over_parsing,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,12,0.9715336104388422,0.928450649200022,-0.0430829612388202,False,False,False,,True,True,acceptable,corner_duplicate,corner_duplicate,trap,True,True,False,True,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,13,0.9715336104388422,0.974399105645612,0.0028654952067698,False,False,True,,True,True,corner_drift;corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,14,0.9715336104388422,0.9772671288313334,0.0057335183924911,False,False,True,,False,True,corner_drift;corner_duplicate;over_parsing,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,15,0.9715336104388422,0.9768615176056452,0.0053279071668028,False,False,True,,True,True,corner_drift;corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,17,0.9715336104388422,0.9792443843480984,0.0077107739092562,False,False,True,,True,True,corner_drift;corner_duplicate;over_parsing,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,18,0.9715336104388422,0.9764835276615764,0.0049499172227341,False,False,True,,False,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,19,0.9715336104388422,0.975277212402165,0.0037436019633227,False,False,True,,False,True,corner_drift;corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,2,0.9715336104388422,0.9785902346000912,0.0070566241612488,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,21,0.9715336104388422,0.975277212402165,0.0037436019633227,False,False,True,,False,True,corner_drift;corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,6,0.9715336104388422,0.9772671288313334,0.0057335183924911,False,False,True,,True,True,corner_drift;corner_duplicate;over_parsing,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,8,0.9715336104388422,0.981339384158131,0.0098057737192888,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,1,0.8491399747128859,0.9114341286692106,0.0622941539563246,False,False,True,,True,True,corner_drift;over_parsing,corner_drift,over_parsing,trap,True,False,False,False,False,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,10,0.8491399747128859,0.9665767499659024,0.1174367752530164,False,False,True,,True,True,over_parsing,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,11,0.8491399747128859,0.8491399747128859,0.0,True,False,True,0.0,True,True,corner_drift;overextend_adjacent,corner_drift,over_parsing,trap,True,False,False,False,False,True
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,12,0.8491399747128859,0.9107333833936332,0.0615934086807472,False,False,False,,True,True,acceptable,corner_drift,over_parsing,trap,True,False,False,False,False,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,13,0.8491399747128859,0.9665767499659024,0.1174367752530164,False,False,True,,True,True,over_parsing,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,14,0.8491399747128859,0.967513343680206,0.1183733689673199,False,False,True,,False,True,over_parsing,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,15,0.8491399747128859,0.9733615381709666,0.1242215634580806,False,False,True,,True,True,corner_drift;corner_duplicate,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,17,0.8491399747128859,0.9684189893171896,0.1192790146043037,False,False,True,,True,True,corner_drift;corner_duplicate;over_parsing,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,18,0.8491399747128859,0.9665767499659024,0.1174367752530164,False,False,True,,False,True,overextend_adjacent,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,19,0.8491399747128859,0.7892089870442246,-0.0599309876686613,False,False,True,,False,True,corner_drift;corner_duplicate,corner_drift,over_parsing,trap,True,False,False,False,False,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,2,0.8491399747128859,0.9634755455172466,0.1143355708043606,False,False,True,,True,True,corner_drift;over_parsing,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,21,0.8491399747128859,0.9733615381709666,0.1242215634580806,False,False,True,,False,True,corner_drift;corner_duplicate,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,6,0.8491399747128859,0.967513343680206,0.1183733689673199,False,False,True,,True,True,over_parsing,corner_drift,over_parsing,trap,True,False,True,False,True,False
P1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,8,0.8491399747128859,0.7328723089050018,-0.1162676658078841,False,False,True,,True,True,corner_duplicate;overextend_adjacent,corner_drift,over_parsing,trap,True,False,False,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,1,0.999953764708602,0.7594048544133107,-0.2405489102952913,False,False,False,0.0066451807383057,True,True,acceptable,corner_drift,corner_drift,trap,True,True,False,True,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,10,0.999953764708602,0.999953764708602,0.0,True,False,False,0.0,True,True,acceptable,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,11,0.999953764708602,0.999953764708602,0.0,True,False,False,0.0,True,True,acceptable,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,12,0.999953764708602,0.8707831387754256,-0.1291706259331765,False,False,False,0.0057707246915397,True,True,acceptable,corner_drift,corner_drift,trap,True,True,False,True,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,13,0.999953764708602,0.999953764708602,0.0,True,False,False,0.0,True,True,acceptable,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,14,0.999953764708602,0.9764211295923962,-0.0235326351162058,False,False,False,0.0031217099077342,False,True,acceptable,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,15,0.999953764708602,0.9996994706059136,-0.0002542941026886,False,False,True,0.0017888580403834,True,True,corner_drift,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,17,0.999953764708602,0.999953764708602,0.0,True,False,False,0.0,True,True,acceptable,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,18,0.999953764708602,0.999953764708602,0.0,True,False,False,0.0,False,True,acceptable,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,19,0.999953764708602,0.4796518074961188,-0.5203019572124832,False,False,True,,False,True,corner_drift,corner_drift,corner_drift,trap,True,True,False,True,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,2,0.999953764708602,0.9996532353145156,-0.0003005293940865,False,False,True,0.0022360658342151,True,True,corner_drift,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,21,0.999953764708602,0.990903870449064,-0.0090498942595381,False,False,True,0.0034956646068476,False,True,corner_drift,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,6,0.999953764708602,0.999953764708602,0.0,True,False,False,0.0,True,True,acceptable,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,8,0.999953764708602,0.999953764708602,0.0,True,False,False,0.0,True,True,acceptable,corner_drift,corner_drift,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,1,0.957879677004777,0.9253258561422856,-0.0325538208624914,False,False,False,,True,True,acceptable,corner_duplicate,corner_duplicate,trap,True,True,False,True,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,10,0.957879677004777,0.957879677004777,0.0,True,False,False,0.0,True,True,acceptable,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,11,0.957879677004777,0.957879677004777,0.0,True,False,True,0.0,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,12,0.957879677004777,0.8697984118059547,-0.0880812651988223,False,False,False,,True,True,acceptable,corner_duplicate,corner_duplicate,trap,True,True,False,True,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,13,0.957879677004777,0.9641394880556488,0.0062598110508717,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,14,0.957879677004777,0.9607197525850488,0.0028400755802718,False,False,False,,False,True,acceptable,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,15,0.957879677004777,0.9573225407750284,-0.0005571362297486,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,17,0.957879677004777,0.957879677004777,0.0,True,False,False,0.0,True,True,acceptable,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,18,0.957879677004777,0.958315391100248,0.000435714095471,False,False,True,,False,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,19,0.957879677004777,0.9194653747367652,-0.0384143022680117,False,False,True,,False,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,False,True,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,2,0.957879677004777,0.958315391100248,0.000435714095471,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,21,0.957879677004777,0.9573225407750284,-0.0005571362297486,False,False,True,,False,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,6,0.957879677004777,0.957879677004777,0.0,True,False,True,0.0,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,8,0.957879677004777,0.958315391100248,0.000435714095471,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,1,0.9844248513973284,0.9101734134102905,-0.074251437987038,False,False,False,,True,True,acceptable,corner_duplicate,corner_duplicate,trap,True,True,False,True,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,10,0.9844248513973284,0.9852738425879674,0.0008489911906388,False,False,False,0.0032065182087742,True,True,acceptable,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,11,0.9844248513973284,0.9844248513973284,0.0,True,False,True,0.0,True,True,corner_drift;corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,12,0.9844248513973284,0.9374795417348608,-0.0469453096624675,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,False,True,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,13,0.9844248513973284,0.984310662129778,-0.0001141892675505,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,14,0.9844248513973284,0.9670832470559946,-0.0173416043413339,False,False,True,,False,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,15,0.9844248513973284,0.976150186140033,-0.0082746652572954,False,False,True,,True,True,corner_drift;corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,17,0.9844248513973284,0.984310662129778,-0.0001141892675505,False,False,True,,True,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
P1,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,18,0.9844248513973284,0.984310662129778,-0.0001141892675505,False,False,True,,False,True,corner_duplicate,corner_duplicate,corner_duplicate,trap,True,True,True,False,False,False
