image_id,condition,family,repeat,pattern,feasible_role_assignments,remaining_type_counts
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,2,ACD,4,"{0: 7, 1: 9, 2: 2, 3: 1}"
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,2,AABC,9,"{0: 7, 1: 9, 2: 2, 3: 1}"
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,2,ABCD,1,"{0: 7, 1: 9, 2: 2, 3: 1}"
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,3,AA,3,"{0: 7, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,3,AB,12,"{0: 7, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,3,AAB,9,"{0: 7, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,3,ACD,4,"{0: 7, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,3,AABC,9,"{0: 7, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,profile,3,ABCD,1,"{0: 7, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,0,AA,2,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,0,AB,6,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,0,AAB,4,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,0,ACD,1,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,0,AABC,2,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,0,ABCD,0,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,1,AA,2,"{0: 4, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,1,AB,6,"{0: 4, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,1,AAB,4,"{0: 4, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,1,ACD,1,"{0: 4, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,1,AABC,2,"{0: 4, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,1,ABCD,0,"{0: 4, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,2,AA,2,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,2,AB,6,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,2,AAB,4,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,2,ACD,1,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,2,AABC,2,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,2,ABCD,0,"{0: 3, 1: 14, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,3,AA,2,"{0: 2, 1: 15, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,3,AB,6,"{0: 2, 1: 15, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,3,AAB,4,"{0: 2, 1: 15, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,3,ACD,1,"{0: 2, 1: 15, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,3,AABC,2,"{0: 2, 1: 15, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,coannotation,3,ABCD,0,"{0: 2, 1: 15, 2: 0, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,0,AA,3,"{0: 5, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,0,AB,12,"{0: 5, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,0,AAB,9,"{0: 5, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,0,ACD,4,"{0: 5, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,0,AABC,9,"{0: 5, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,0,ABCD,1,"{0: 5, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,1,AA,3,"{0: 6, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,1,AB,12,"{0: 6, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,1,AAB,9,"{0: 6, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,1,ACD,4,"{0: 6, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,1,AABC,9,"{0: 6, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,1,ABCD,1,"{0: 6, 1: 10, 2: 2, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,2,AA,3,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,2,AB,12,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,2,AAB,9,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,2,ACD,4,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,2,AABC,9,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,2,ABCD,1,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,3,AA,3,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,3,AB,12,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,3,AAB,9,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,3,ACD,4,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,3,AABC,9,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,profile,3,ABCD,1,"{0: 5, 1: 9, 2: 3, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,0,AA,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,0,AB,12,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,0,AAB,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,0,ACD,4,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,0,AABC,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,0,ABCD,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,1,AA,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,1,AB,12,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,1,AAB,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,1,ACD,4,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,1,AABC,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,1,ABCD,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,2,AA,1,"{0: 18, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,2,AB,6,"{0: 18, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,2,AAB,2,"{0: 18, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,2,ACD,1,"{0: 18, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,2,AABC,1,"{0: 18, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,2,ABCD,0,"{0: 18, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,3,AA,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,3,AB,12,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,3,AAB,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,3,ACD,4,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,3,AABC,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,coannotation,3,ABCD,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,0,AA,4,"{0: 6, 1: 8, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,0,AB,12,"{0: 6, 1: 8, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,0,AAB,12,"{0: 6, 1: 8, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,0,ACD,4,"{0: 6, 1: 8, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,0,AABC,12,"{0: 6, 1: 8, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,0,ABCD,1,"{0: 6, 1: 8, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,1,AA,4,"{0: 7, 1: 8, 2: 2, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,1,AB,12,"{0: 7, 1: 8, 2: 2, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,1,AAB,12,"{0: 7, 1: 8, 2: 2, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,1,ACD,4,"{0: 7, 1: 8, 2: 2, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,1,AABC,12,"{0: 7, 1: 8, 2: 2, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,1,ABCD,1,"{0: 7, 1: 8, 2: 2, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,2,AA,4,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,2,AB,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,2,AAB,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,2,ACD,4,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,2,AABC,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,2,ABCD,1,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,3,AA,4,"{0: 7, 1: 7, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,3,AB,12,"{0: 7, 1: 7, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,3,AAB,12,"{0: 7, 1: 7, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,3,ACD,4,"{0: 7, 1: 7, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,3,AABC,12,"{0: 7, 1: 7, 2: 3, 3: 3}"
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,profile,3,ABCD,1,"{0: 7, 1: 7, 2: 3, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,0,AA,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,0,AB,12,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,0,AAB,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,0,ACD,4,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,0,AABC,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,0,ABCD,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,1,AA,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,1,AB,12,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,1,AAB,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,1,ACD,4,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,1,AABC,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,1,ABCD,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,2,AA,1,"{0: 19, 1: 1, 2: 0, 3: 0}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,2,AB,2,"{0: 19, 1: 1, 2: 0, 3: 0}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,2,AAB,1,"{0: 19, 1: 1, 2: 0, 3: 0}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,2,ACD,0,"{0: 19, 1: 1, 2: 0, 3: 0}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,2,AABC,0,"{0: 19, 1: 1, 2: 0, 3: 0}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,2,ABCD,0,"{0: 19, 1: 1, 2: 0, 3: 0}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,3,AA,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,3,AB,12,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,3,AAB,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,3,ACD,4,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,3,AABC,3,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,coannotation,3,ABCD,1,"{0: 17, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,0,AA,4,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,0,AB,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,0,AAB,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,0,ACD,4,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,0,AABC,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,0,ABCD,1,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,1,AA,4,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,1,AB,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,1,AAB,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,1,ACD,4,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,1,AABC,12,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,1,ABCD,1,"{0: 6, 1: 9, 2: 3, 3: 2}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,2,AA,4,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,2,AB,12,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,2,AAB,12,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,2,ACD,4,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,2,AABC,12,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,2,ABCD,1,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,3,AA,4,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,3,AB,12,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,3,AAB,12,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,3,ACD,4,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,3,AABC,12,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,profile,3,ABCD,1,"{0: 6, 1: 9, 2: 2, 3: 3}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,0,AA,1,"{0: 17, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,0,AB,6,"{0: 17, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,0,AAB,2,"{0: 17, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,0,ACD,1,"{0: 17, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,0,AABC,1,"{0: 17, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,0,ABCD,0,"{0: 17, 1: 1, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,1,AA,1,"{0: 18, 1: 0, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,1,AB,2,"{0: 18, 1: 0, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,1,AAB,1,"{0: 18, 1: 0, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,1,ACD,0,"{0: 18, 1: 0, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,1,AABC,0,"{0: 18, 1: 0, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,1,ABCD,0,"{0: 18, 1: 0, 2: 1, 3: 0}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,2,AA,1,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,2,AB,12,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,2,AAB,3,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,2,ACD,4,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,2,AABC,3,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,2,ABCD,1,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,3,AA,1,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,3,AB,12,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,3,AAB,3,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,3,ACD,4,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,3,AABC,3,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,coannotation,3,ABCD,1,"{0: 16, 1: 1, 2: 1, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,0,AA,4,"{0: 6, 1: 8, 2: 3, 3: 2}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,0,AB,12,"{0: 6, 1: 8, 2: 3, 3: 2}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,0,AAB,12,"{0: 6, 1: 8, 2: 3, 3: 2}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,0,ACD,4,"{0: 6, 1: 8, 2: 3, 3: 2}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,0,AABC,12,"{0: 6, 1: 8, 2: 3, 3: 2}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,0,ABCD,1,"{0: 6, 1: 8, 2: 3, 3: 2}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,1,AA,3,"{0: 5, 1: 10, 2: 3, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,1,AB,12,"{0: 5, 1: 10, 2: 3, 3: 1}"
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,profile,1,AAB,9,"{0: 5, 1: 10, 2: 3, 3: 1}"
