case_id,image_id,source,project,task_id,annotation_id,completed_by,ground_truth,was_cancelled,created_at,updated_at,parent_annotation,parent_prediction,point_count,canonical_annotation_id,annotation_identity,condition,canonical_link_status
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3458,12,False,False,2026-05-28T15:15:22.464114Z,2026-05-28T15:15:22.464131Z,,,18,170e1369f3fbeb52,P1|0|28|3058|12|3458,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3533,14,False,False,2026-05-31T06:28:12.321059Z,2026-05-31T06:28:12.321072Z,3363.0,,14,1b3675da6acfc3f6,P1|0|28|3058|14|3533,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3572,11,False,False,2026-05-31T14:44:38.692594Z,2026-05-31T14:44:38.692609Z,,,20,9732c6f38ae221f0,P1|0|28|3058|11|3572,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3625,15,False,False,2026-06-01T08:36:26.150790Z,2026-06-01T08:36:26.150806Z,,,20,6decc656fd10407c,P1|0|28|3058|15|3625,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3701,21,False,False,2026-06-04T15:49:35.365056Z,2026-06-04T15:49:35.365070Z,3625.0,,20,899b2864942e642d,P1|0|28|3058|21|3701,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,3747,8,False,False,2026-06-12T09:24:06.405337Z,2026-06-12T09:24:06.405351Z,,,8,4a6dba8a9c32eb66,P1|0|28|3058|8|3747,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,4619,19,False,False,2026-06-27T12:48:01.776710Z,2026-06-27T12:48:01.776731Z,,,10,78e7d9bc59680788,P1|0|28|3058|19|4619,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,4714,2,False,False,2026-06-29T14:23:02.614794Z,2026-06-29T14:32:33.571856Z,,,20,4d4eeebacecb850a,P1|0|28|3058|2|4714,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,4761,18,False,False,2026-06-30T02:36:14.871031Z,2026-06-30T02:36:14.871052Z,,,12,45ab7471668e03d9,P1|0|28|3058|18|4761,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/legacy/project-28-at-2026-06-30-08-59-94dcf30a.json,28,3058,4818,1,False,False,2026-06-30T03:45:51.410543Z,2026-06-30T03:45:51.410565Z,,,20,1f27c10411477390,P1|0|28|3058|1|4818,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3138,17,False,False,2026-05-19T13:13:22.218279Z,2026-05-19T13:23:45.956339Z,,,20,7231fd59d0668aa1,P1|0|28|3058|17|3138,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3195,10,False,False,2026-05-21T07:48:56.070607Z,2026-05-21T08:21:46.830289Z,,,20,fb6a42a891f7dcee,P1|0|28|3058|10|3195,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3307,6,False,False,2026-05-22T07:21:22.767506Z,2026-05-22T07:21:22.767523Z,,,20,026b9a1fe7ba6a07,P1|0|28|3058|6|3307,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3363,13,False,False,2026-05-24T16:07:00.131619Z,2026-05-24T16:07:00.131635Z,3195.0,,14,1894f27c3fd308cd,P1|0|28|3058|13|3363,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3458,12,False,False,2026-05-28T15:15:22.464114Z,2026-05-28T15:15:22.464131Z,,,18,170e1369f3fbeb52,P1|0|28|3058|12|3458,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3533,14,False,False,2026-05-31T06:28:12.321059Z,2026-05-31T06:28:12.321072Z,3363.0,,14,1b3675da6acfc3f6,P1|0|28|3058|14|3533,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3572,11,False,False,2026-05-31T14:44:38.692594Z,2026-05-31T14:44:38.692609Z,,,20,9732c6f38ae221f0,P1|0|28|3058|11|3572,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3625,15,False,False,2026-06-01T08:36:26.150790Z,2026-06-01T08:36:26.150806Z,,,20,6decc656fd10407c,P1|0|28|3058|15|3625,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3701,21,False,False,2026-06-04T15:49:35.365056Z,2026-06-04T15:49:35.365070Z,3625.0,,20,899b2864942e642d,P1|0|28|3058|21|3701,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,3747,8,False,False,2026-06-12T09:24:06.405337Z,2026-06-12T09:24:06.405351Z,,,8,4a6dba8a9c32eb66,P1|0|28|3058|8|3747,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,4619,19,False,False,2026-06-27T12:48:01.776710Z,2026-06-27T12:48:01.776731Z,,,10,78e7d9bc59680788,P1|0|28|3058|19|4619,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,4714,2,False,False,2026-06-29T14:23:02.614794Z,2026-06-29T14:32:33.571856Z,,,20,4d4eeebacecb850a,P1|0|28|3058|2|4714,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,4761,18,False,False,2026-06-30T02:36:14.871031Z,2026-06-30T02:36:14.871052Z,,,12,45ab7471668e03d9,P1|0|28|3058|18|4761,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_chinese/project-28-at-2026-07-01-07-14-56a198ba.json,28,3058,4818,1,False,False,2026-06-30T03:45:51.410543Z,2026-06-30T03:45:51.410565Z,,,20,1f27c10411477390,P1|0|28|3058|1|4818,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,3805,26,False,False,2026-06-13T02:52:01.613160Z,2026-06-13T02:52:01.613192Z,,,0,80c982af26126b4c,P1|0|39|3130|26|3805,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,3956,28,False,False,2026-06-16T16:46:19.372789Z,2026-06-16T16:46:19.372806Z,,,8,0f26a801f28ae1ea,P1|0|39|3130|28|3956,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4005,27,False,False,2026-06-17T01:36:15.158329Z,2026-06-17T01:36:15.158346Z,,,16,97a3f59e2ba873d1,P1|0|39|3130|27|4005,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4127,31,False,False,2026-06-18T07:49:10.639953Z,2026-06-18T07:49:10.639970Z,,,9,ef46460f29fb4a76,P1|0|39|3130|31|4127,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4198,30,False,False,2026-06-20T11:37:52.696581Z,2026-06-20T11:37:52.696596Z,,,12,1855cec45f3e93ab,P1|0|39|3130|30|4198,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4227,33,False,False,2026-06-20T14:42:31.613013Z,2026-06-20T14:42:31.613032Z,,,14,f75ec2a5eb7100a8,P1|0|39|3130|33|4227,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4254,32,False,False,2026-06-20T18:27:04.003225Z,2026-06-20T18:27:04.003241Z,,,16,0657f6415220d28c,P1|0|39|3130|32|4254,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4336,35,False,False,2026-06-21T10:58:12.705343Z,2026-06-21T10:58:12.705363Z,,,16,6d67a30583e6d492,P1|0|39|3130|35|4336,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4427,34,False,False,2026-06-22T01:13:56.048243Z,2026-06-22T01:13:56.048261Z,,,10,4d26dca68df3a0a4,P1|0|39|3130|34|4427,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4489,37,False,False,2026-06-22T15:35:36.927473Z,2026-06-22T15:35:36.927491Z,,,8,a49a93c3a2018b34,P1|0|39|3130|37|4489,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4534,36,False,False,2026-06-23T22:04:01.866270Z,2026-06-23T22:05:37.175294Z,,,14,b5c368a4140e7de4,P1|0|39|3130|36|4534,manual,exact_image_project_task_author_annotation
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/stage1_English/project-39-at-2026-06-28-05-14-65ca3316.json,39,3130,4566,29,False,False,2026-06-25T09:58:55.499672Z,2026-06-25T09:58:55.499694Z,,,8,6426cfae34d581ff,P1|0|39|3130|29|4566,manual,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3306,6401,11,False,False,2026-07-18T15:34:56.836797Z,2026-07-18T15:34:56.836811Z,,,16,c599740d3bc3761f8f39,C1|0|71|3306|11|6401,manual,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3306,6469,15,False,False,2026-07-24T06:10:13.542683Z,2026-07-24T06:10:13.542699Z,,,16,a68c32790d01e6b27d0d,C1|0|71|3306|15|6469,manual,exact_image_project_task_author_annotation
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3311,6237,13,False,False,2026-07-13T03:38:38.217158Z,2026-07-13T03:38:38.217175Z,,,20,f2c02631f6c62e58089e,C1|0|71|3311|13|6237,manual,exact_image_project_task_author_annotation
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3311,6498,14,False,False,2026-07-24T10:02:22.284315Z,2026-07-24T10:02:22.284330Z,6237.0,,20,cd704d1ba32661d8d74e,C1|0|71|3311|14|6498,manual,exact_image_project_task_author_annotation
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3379,6134,8,False,False,2026-07-10T11:26:42.070124Z,2026-07-10T11:26:42.070139Z,,,8,618c40c186d398910f88,C1|0|71|3379|8|6134,manual,exact_image_project_task_author_annotation
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3379,6213,17,False,False,2026-07-12T12:49:45.246839Z,2026-07-12T12:49:45.246855Z,,,12,54f0c5b471c28e1b761e,C1|0|71|3379|17|6213,manual,exact_image_project_task_author_annotation
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3379,6329,1,False,False,2026-07-16T05:10:22.915182Z,2026-07-16T05:10:22.915213Z,,,12,629350384ea347717859,C1|0|71|3379|1|6329,manual,exact_image_project_task_author_annotation
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,71,3379,6345,12,False,False,2026-07-16T05:25:40.240146Z,2026-07-16T05:25:40.240160Z,,,12,7af5a1710f0a4c2dcfa5,C1|0|71|3379|12|6345,manual,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,72,3388,6154,2,False,False,2026-07-11T18:41:59.264812Z,2026-07-11T18:41:59.264828Z,,1431.0,16,7fc54cc83e44fb28abe2,C1|0|72|3388|2|6154,semi,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,72,3388,6286,1,False,False,2026-07-16T04:41:12.236372Z,2026-07-16T04:41:12.236388Z,,,16,fba833f7e946e03406f0,C1|0|72|3388|1|6286,semi,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,72,3388,6519,17,False,False,2026-07-24T12:33:04.099928Z,2026-07-24T12:33:04.099943Z,,1431.0,16,be0ea7a0849f9bf057cb,C1|0|72|3388|17|6519,semi,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,67,3194,5814,33,False,False,2026-07-04T16:36:19.527942Z,2026-07-04T16:36:19.527962Z,,,16,adc213fc12f5f948aa56,C1|0|67|3194|33|5814,manual,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,67,3194,5874,37,False,False,2026-07-06T08:29:45.871957Z,2026-07-06T08:29:45.871972Z,,,12,ae929aa9e6dd3cd587ac,C1|0|67|3194|37|5874,manual,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,67,3194,6057,34,False,False,2026-07-08T08:53:41.654174Z,2026-07-08T08:53:41.654188Z,,,8,5f7815f3a489b8007a97,C1|0|67|3194|34|6057,manual,exact_image_project_task_author_annotation
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,67,3199,5785,28,False,False,2026-07-04T11:39:54.893241Z,2026-07-04T11:39:54.893256Z,,,12,0a731b8cdc864c572e8b,C1|0|67|3199|28|5785,manual,exact_image_project_task_author_annotation
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,67,3199,5933,35,False,False,2026-07-07T06:26:10.348164Z,2026-07-07T06:26:10.348179Z,,,16,d1099761985f8bcdd357,C1|0|67|3199|35|5933,manual,exact_image_project_task_author_annotation
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,67,3199,6437,29,False,False,2026-07-21T15:13:29.300572Z,2026-07-21T15:13:29.300587Z,,,12,41a7f33047a9e0342ac0,C1|0|67|3199|29|6437,manual,exact_image_project_task_author_annotation
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,67,3199,6554,34,False,False,2026-07-29T22:40:57.314545Z,2026-07-29T22:40:57.314564Z,,,10,3e41c936412b1a992027,C1|0|67|3199|34|6554,manual,exact_image_project_task_author_annotation
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,67,3267,5985,31,False,False,2026-07-07T07:59:08.462512Z,2026-07-07T07:59:08.462531Z,,,8,f275128bcb79fb1efea6,C1|0|67|3267|31|5985,manual,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/stage2_English/project-68-at-2026-07-30-13-02-cf7d8306.json,68,3276,5793,28,False,False,2026-07-04T12:19:54.780931Z,2026-07-04T12:19:54.780946Z,,1406.0,8,4d6cdfa4951e9653e815,C1|0|68|3276|28|5793,semi,exact_image_project_task_author_annotation
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/人工精标/project-20-at-2026-03-24-16-24-a7e7c114.json,20,2486,2153,2,False,False,2026-03-19T09:28:51.667455Z,2026-03-19T09:28:51.667466Z,,,8,,,,outside_spine_or_unresolved
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/人工精标/project-20-at-2026-03-24-16-24-a7e7c114.json,20,2559,2226,2,False,False,2026-03-19T09:28:51.688398Z,2026-03-19T09:28:51.688405Z,,,16,,,,outside_spine_or_unresolved
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/人工精标/project-20-at-2026-03-24-16-24-a7e7c114.json,20,2568,2235,2,False,False,2026-03-19T09:28:51.691112Z,2026-03-19T09:28:51.691119Z,,,12,,,,outside_spine_or_unresolved
V33,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,export_label/人工精标/project-20-at-2026-03-24-16-24-a7e7c114.json,20,2901,2568,2,False,False,2026-03-19T09:28:51.801391Z,2026-03-19T09:28:51.801398Z,,,12,,,,outside_spine_or_unresolved
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/人工精标/project-20-at-2026-03-24-16-24-a7e7c114.json,20,2919,2586,2,False,False,2026-03-19T09:28:51.808649Z,2026-03-19T09:28:51.808656Z,,,8,,,,outside_spine_or_unresolved
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/人工精标/project-20-at-2026-03-25-01-17-926f4b7f.json,20,2486,2153,2,False,False,2026-03-19T09:28:51.667455Z,2026-03-19T09:28:51.667466Z,,,8,,,,outside_spine_or_unresolved
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/人工精标/project-20-at-2026-03-25-01-17-926f4b7f.json,20,2559,2226,2,False,False,2026-03-19T09:28:51.688398Z,2026-03-25T00:59:14.231056Z,,,16,,,,outside_spine_or_unresolved
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/人工精标/project-20-at-2026-03-25-01-17-926f4b7f.json,20,2568,2235,2,False,False,2026-03-19T09:28:51.691112Z,2026-03-19T09:28:51.691119Z,,,12,,,,outside_spine_or_unresolved
V33,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,export_label/人工精标/project-20-at-2026-03-25-01-17-926f4b7f.json,20,2901,2568,2,False,False,2026-03-19T09:28:51.801391Z,2026-03-19T09:28:51.801398Z,,,12,,,,outside_spine_or_unresolved
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/人工精标/project-20-at-2026-03-25-01-17-926f4b7f.json,20,2919,2586,2,False,False,2026-03-19T09:28:51.808649Z,2026-03-19T09:28:51.808656Z,,,8,,,,outside_spine_or_unresolved
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/人工精标/project-20-at-2026-03-27-10-01-6cfd5abe.json,20,2486,2153,2,False,False,2026-03-19T09:28:51.667455Z,2026-03-19T09:28:51.667466Z,,,8,,,,outside_spine_or_unresolved
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/人工精标/project-20-at-2026-03-27-10-01-6cfd5abe.json,20,2559,2226,2,False,False,2026-03-19T09:28:51.688398Z,2026-03-25T00:59:14.231056Z,,,16,,,,outside_spine_or_unresolved
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/人工精标/project-20-at-2026-03-27-10-01-6cfd5abe.json,20,2568,2235,2,False,False,2026-03-19T09:28:51.691112Z,2026-03-19T09:28:51.691119Z,,,12,,,,outside_spine_or_unresolved
V33,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,export_label/人工精标/project-20-at-2026-03-27-10-01-6cfd5abe.json,20,2901,2568,2,False,False,2026-03-19T09:28:51.801391Z,2026-03-19T09:28:51.801398Z,,,12,,,,outside_spine_or_unresolved
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/人工精标/project-20-at-2026-03-27-10-01-6cfd5abe.json,20,2919,2586,2,False,False,2026-03-19T09:28:51.808649Z,2026-03-19T09:28:51.808656Z,,,8,,,,outside_spine_or_unresolved
V33_other_view,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,export_label/人工精标/project-20-at-2026-03-27-14-57-e66c6481.json,20,2486,2153,2,False,False,2026-03-19T09:28:51.667455Z,2026-03-19T09:28:51.667466Z,,,8,,,,outside_spine_or_unresolved
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/人工精标/project-20-at-2026-03-27-14-57-e66c6481.json,20,2559,2226,2,False,False,2026-03-19T09:28:51.688398Z,2026-03-25T00:59:14.231056Z,,,16,,,,outside_spine_or_unresolved
V31,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/人工精标/project-20-at-2026-03-27-14-57-e66c6481.json,20,2568,2235,2,False,False,2026-03-19T09:28:51.691112Z,2026-03-19T09:28:51.691119Z,,,12,,,,outside_spine_or_unresolved
V33,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,export_label/人工精标/project-20-at-2026-03-27-14-57-e66c6481.json,20,2901,2568,2,False,False,2026-03-19T09:28:51.801391Z,2026-03-19T09:28:51.801398Z,,,12,,,,outside_spine_or_unresolved
V20,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,export_label/人工精标/project-20-at-2026-03-27-14-57-e66c6481.json,20,2919,2586,2,False,False,2026-03-19T09:28:51.808649Z,2026-03-19T09:28:51.808656Z,,,8,,,,outside_spine_or_unresolved
