image_id,condition,ordered_workers,ordered_canonical_ids,n
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a30abcda8418bd75;2129afe06ece6a6d;e30721b054460f15;7ae79f4e06a3ade1;a73e732348cf85a5;ba9f60a6ed19b5fd;baa09826ba02dd36;d2685886cb5bbef7;8bd66e889fbae752;8516eea42fb75c88;975c986cabcb9ac6;f5d0a36b008eb488;a927ea00f7335c7c;b16f17d58f7aabf2;497e4819ad1ce59c;deb77ec3f2ddf78f;d817ad3534ab554d;d2d4c49ab227aa87;c54bc02d1fcd094e;080e6e5be0c803cd;71a08671b7d9283b;ebe5710d577ed718;cb5459e346731607;3cb548d93b1c91ac,24
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,W001;W011;W012;W030;W031;W033,3e0b6e14799743fc990f;190a6d2d9c3e31af294c;69ad0871a13714ff7abc;d6bbf7fa428498cad40f;304ee8c32f0bfc188cb9;d918bb91e408d8c71ff9,6
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,fa6fde75b32e9284;bd674c6f3557dcdb;25321e0f927c8940;39292048462d8d71;0798eb2f1686b13f;d8931b0022010545;608ec3179e0f4831;053bc215116bc248;6f1a49c5d8f42cf3;fc8f6754ddce3edb;17787d9f67d6b1ea;b3315d6eb3c3734d;053bc4b35d6a7e89;331b667f701c5817;3219998f9692f834;7fe6c3e1ec0a7d2e;27582294b1e86c6a;84b588165daf52f3;52a26360b1a53b44;87529068f0182c0d;cfa6db5cd9de9ae3;1e1b64ea1dae6b40;88d9213c617fe790;36576d4426b599da,24
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,ace70b27506798d5;7f2a70bd247387c9;7e2290dbca4fb383;f034ac00d128e91e;9f525c104867f074;99962e6f9aff29ba;97cebd93c1965f0f;2e18c2a7c8a3d34b;bcb79f6838d28c17;a05dc6872141702f;315cbd3cacd491e8;251bbbe64ea0a5b5;af7a3a1cdf745e0c;641c1f6f413ead20;b6b6d4c497cda8e2;f573b76a994f559e;a288b216f33e8695;38b4c355b2582da5;e791bdd39ceb0454;d216cfad4f530a31;05c34463f238a2c1;cdfc8962c0bbffa6;76186667a8178edb;5df4a26ad4def72a,24
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,07c99b913f352934;466fc2f8ccaeae80;1d9605edabc41fe8;5420c60e81d14ca8;ea824f81860e40de;f2652a9524294607;e5bc692f352587c0;a816c1bfd2071c13;126bcb79613b3ca2;30d22bced4b75549;ba0a6f3ed5f52a3c;31d3caf93d1b2b79;b695d04bc92a557d;2d2b8ab0116038fd;984360ed0635b90c;6068e5a1684f17bf;38e5256c8a950c7d;e345524837c8f249;c62a0432de833f80;d028cdde31b4bbe7;55a9c4d4d99e81f1;64b475a8d2558465;28935ccbb578589d,23
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,W011;W012;W013;W015,5a1675b140813058a047;2926abff9dbf4e375b92;32303e1226bb8c059165;5c2100eb3c6ccb0bd855,4
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,W001;W010,70df7c091b2eb288b375;079756c7117560ae28f4,2
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,W028;W029,a975ff57cab3777521c7;c5cc1e8de92285cfd6fb,2
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,W011;W012,ee85104d7e59ebf2e889;238409b29552f79f4582,2
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,W017;W037,ad1009f6a2b5210d5b6e;5e77afb1f8aac4686acd,2
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,W028;W029,e1491be3f4b0b29f0ac5;6730e7fbd93c5c0d1875,2
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,W017;W034;W035,2194b610ab3f6d48b3fe;edb7139019fac186aa27;507969473c653d9d8983,3
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,W001;W010;W017,ac16ffb4a3dd432443ad;8556954c4ad67d4bfe87;a30e02fd0513af9a5abf,3
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,W002;W006;W008;W012;W013;W015,8ff7251a7c24a8e0e71e;8af889f37a502f3fa126;f005d5460cd37c229372;dbdc83a7c9f53399480c;f92320ca03fc70c20aea;a431c68f99235de30da3,6
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,W013;W015,ade1e217bd688a016108;f11e6b976a498838f79c,2
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,W002;W006,acc84d70058d9dd57005;d28639fd7c1c8d01c280,2
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,W001;W033;W034;W036,ff75edbb9a2428a853e3;0c56e112d664032f094e;aaa0b7dbd0b7b0827a70;48533a527240e49fe294,4
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,W006;W008,3094209d11bcf2de8132;1957ead1208d5aa7b84d,2
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,W002;W006;W008;W036,e92320c34035fa738fcd;82308989ac2788608fbf;70a865aa4c57b00b1a98;f9644fa62fdb22170582,4
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,W002;W028;W029;W036,f178c36ff75fc890f24f;15f271d72bbfaefc7da7;93b8e1407946dee6d8e3;adb6425249fda2c7f4fb,4
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,W008;W011;W012,23717515a822be6f74e7;193dc7d76fa9f39f6cbb;5cd4eadb2da7184fa239,3
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,W001;W028;W029;W031;W032;W035,56a766b95bd23e61232e;dc678aaee755bfc2a6f7;12e3c33065b7150586bc;22f5ceb1b91de9daaa48;f899584e44e01e779e19;d229ebc66bef1a22b980,6
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,W033;W034;W035,064762401b987f7b06e1;291127d705ad112ccb7b;e2c6a1383d4680599e05,3
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,W006;W017;W029;W033;W034,fd25cbb84b15d307427f;7889f02e6ee2bce5ab0e;985372b15be97227b0c3;6d71defb42ff13413fb3;8d2fb23ccf6644962fa7,5
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,W032;W033,668f25d1bef1578eda26;be8bc20ecba900166786,2
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,W001;W002;W006;W008;W010;W011;W013;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,082bd5bd0d332eff07b8;a690aad05af6d8488499;7fbd8554bc67ef1d9922;72e0b2778d6bcbe5f372;5202c07d7c7cca9f9a9c;fd2b9ddb998c002ab336;08f1b4079da5db271b3b;79d3df588918a13a39ab;5a20c53ba5d16b5d61ff;6a2c67c582a5a000346d;c1f355e3e5a3282d2f96;f89e3a22cc555d4c398a;7f0a5c531957fa7e0f4c;ae6d60e1ea8424ce2357;fe979654519d4ecd7854;677314e72434fc9329f2;e340e9ff963b2aad6120;02902e88ff88b1d2db71;b170b2106a06bcf632e1,19
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,W011;W012,eb643e70dd670c43e4ad;4027b9edce06ed2d36e4,2
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,W036;W037,c4bf6d8c68c322df6d88;07de0151fed348e0316c,2
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,W013;W015,c26ee2572b19b332d923;3dada1d9550343f0f06a,2
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,W013;W015,e998fac0d1568917d7bf;8dfd3cc8c22a0c37dc4b,2
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,W006;W008,7fb8d88d8dea72e07078;409ebb5e37130651943d,2
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,W012;W030;W031,d782001d4fc8ead022db;25627faeb48eb0a6cb96;4c8d7b255a740aeee0fc,3
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,W002;W028;W029;W032;W036;W037,903ad950938729076842;ed0dcc14c4c690d68ad7;cfed132b0fc918765220;3bb435208d6ac7f802e0;6782746f124fb6840c57;356ed9fcc445e03fdd8d,6
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,W001;W034;W035,fed448617a25d8c8e1a4;ba6ebd8d2cf4230b1479;2b8c21bbedfb62f34a49,3
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,W001;W028;W029;W035;W036,d2fe19a8dc66fd1f3ff5;fe6d21a2d34b078f5c0d;8d84da8c6f772c4fa07a;03f2a945c924203b75d1;0b2b9f0ed2607655632c,5
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,W012;W027;W034;W037,8f2310bf731d94b43254;973098cfe5081c1c74ec;ac7d30c4e0246e96535a;66e0b1d35ac694679c09,4
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,632220d24507015a;56f8882bd06575e0;79e12393ae798c89;70be44b69fb2f4ff;3a06d95fdf379816;fb4d8560e355af7e;2363f1899a906f6f;5f13962e564d0d52;adef48d62993c490;32386fcf9fb30375;71729ab9c7569f1c;69b748f6eb971312;a0b9d67c00beeed2;3c0d7a12c8c88472;5f11cf7a5e9e864a;531bf7a7ee88f707;81dea2dc73f99d91;2d47294ca7fcec72;983982d4bd6a6054;0bc7f316c3bc455b;ea568321af4d7ba2;05eb948b2ffa3e8a;028464efb23f49f4;f37fb82e6c7c602f,24
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,W001;W002;W034;W036;W037,27b7efed178842f2bcae;39b9fade42ec809e239d;837eb32400b0afd7b92f;72c467f3e5b59c7c6fe0;bf0338ecb3bbe9b3ee92,5
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,W011;W034;W037,d78d6ac8c99983d4ff33;8066ad223dec81c40daa;53530603e76707ac6f94,3
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,W006;W008;W010;W017;W031,290e3e82f42aa83e4adc;4fd5b259dc13de4a5e96;b80833429adcb6be79f8;4fb3839c49c04d3ffcf7;871218ff2db6bdec5ff2,5
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,W006;W010;W013;W014;W018;W034,249972890d1d949f4e0b;399d7b90505e061c62ec;15045b6175a2d31f009a;fb89303c7e00435f9fec;86103695b3e92be6e929;e8fa392d317f408e138f,6
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,W001;W002;W030;W032,149830d59e7e9e39f686;3cf2311bd8da5ee6753a;3e8773a02414b6a4b615;af75f69b47040e315e88,4
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,9fc7e8e2d9d6bcc3;57c9e6d18d1e8441;e6cf4672ca0a98e0;f3dddcec6bd52333;0def5b6fa7a8c943;6751bda596ab6aa3;870b797b2c22b194;842bcbbca90674ae;ebf6a238abbded76;164460ea4b39a74c;ea3d5e0fe3227ffd;df9f72a9643f2a2e;68f273f5934bd5d6;f89be7fd70fc65db;55515d4fbe62f3d7;caa6d658732cb9af;3a772c253f77d4b7;9c8fbc4acb8cacca;d98e0f6e768e3029;4556c580e92894d6;2385c7af67eeea4e;3d53a4f071f870cb;680d9cdf96eaadf7;90b4dd7e59f67c16,24
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,37cd228e6a030988;d484f67bf0c8f4a0;d0df2148541db2cf;2bc96fab1ff93d70;c6aab23ad555a26a;293c9fb9a238349a;e00297d47bfd5498;2825aeb1a068148f;e6717fa426739388;2e3f4f6ed162d0e2;e5e3026eeba1e6af;e7c3756600686848;cace603eaaae4c0b;1158b393b32f7279;589eff1064d05701;ad54d90129a2f0b8;137c140ca55fe56a;b27dbae0e7fd539e;9ec8f4568a452459;bab7d65b25166218;817c68743cb43e21;cac4132e7e982035;8f70d25e188c2a5b;cf8e133e4c20ed7f,24
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,W012;W027;W030;W032;W033,ac643d623a147394d526;cd8a51a17f5953c4b19c;6fde03b86adc8ddd0722;5010682cb541531f7457;51a6919e74648167a773,5
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,W017;W018;W034,fc425478750be6dafff3;23a4dc31709381a1de36;2ed8f62e5ffefe42fff7,3
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,61f905607ceffa7f;9b8003c65abc4837;9255dadcdf79c909;087627a67194bafe;405e6e45af7f5c6b;5b7f902df4c57cd4;03dae7081bc7d6bb;012915d009824af0;85ba1d16d74efa67;b1c252a830c50fb3;25e8f7f37f87cc75;ed042c9ccaa850e3;add755f9c7c57766;fd7793b6709c8db9;b09742748a808617;28388a75252778c7;aa829dfff6bee382;403ee2ee4d1242bd;ba630f16a9639561;28e01bd0877270ca;0b86a50130fd298a;94f15108f5d9ac14;63f4a9a7ba3739c1;b6dc5d3075742a91,24
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,W013;W014;W018;W029;W034;W035,825bdbff9bff6dbfbe83;e59fee15d62a5f50a85e;7678a683012ba646c81e;90d428978149e1e537ed;9378f37adf8af804e6b4;d97070648108845c9bde,6
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,W001;W002;W028;W034;W037,73908ddd5ef005c60f62;ee808cbaf8ffe0de6430;ecd0f4f36d3df460b67c;9520f54bda487c460b18;689396cf3eb03ab9a0cf,5
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,W008;W017;W031;W032;W033,93435790a37ab2290bc6;8e9619af766e40a0d49d;f5dab722031206b00450;370095f69c5b170678fa;2409d4af989a4f9c3d4f,5
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,d933c38ad0b2b104;5bad87d19a0b5760;aa6b631e83349cba;3e20ca93bd05958e;a05c820a5012751c;2ab3a85613189faa;1c10cbd1c1cbbd74;a135a4aaf615d5db;7485c5f92ef686bc;0054e620b22551b8;7b099f9e593d3204;1dd5b2305fbffcff;47a780e27988de5d;7c4d53d444805ad4;454f4a7ca0ed8cda;3bcf5dc561e2d916;6d17201775811123;d15abea6c32062e1;ed8e2934ebcee5bb;fb4210e33d7c2093;15f4bf968e467bdc;b106f4f47297f77d;f13bd8e8570762ef;62a32cfa3607ea53,24
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,W011;W012;W015;W027;W030,30ae9e7207f0bf746fc4;497bb847657d8053449f;3a163ca0abb6cc5d8ebc;7568b98692b00ff8ff63;6228485ada8f90d32777,5
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,8cc976464d74ba775b9e;fcdfb6cd62ff1d9b2b4a;d4f265a1a24e286d2575;6f501a02450b80edfacb;c214f6ddad6c484d9ead;13de41d9ab1a6f93dc75;8775b9adcf68f1324409;75727d4b2511f36fa2ce;fedad1bada042d84e572;775744097a41d254df7f;40b1ddacfbaf05a362ac;0309b9293bdaeefba16c;7392408a228d29c44684;2669e20e43502bcf1419;68b9de98f158c481d82a;2425c99671ebf414b359;bce7044b348685668b71;9a0a83ba9247dbf61861;a9bf98b8cc8fbfa40f5c;bdf544ff5d0a4bfacc09;225002de699658941ca0;1b0b4076d43ab5586a3f;73e2d1fca7e2ec1b2b59,23
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,W002;W008;W017;W030;W034,93a6155acf0e8f9b4f11;c2fbdf3adfd99918c0e7;488f0c3264bf31aca229;19cb0e844a73d7e77a47;3440c00bbde5bf789734,5
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,b33e480dcb1ae10b;0284f20459ae4153;fb86982f536c3aaa;bdf5345d612260f9;dd6888e3ad2e47c0;fce565e3270fad1f;c9a58758edb18890;b49af842e8a9a5d6;886e3f4cfcd0e0b8;352ec6e68a3da904;f659d3608c54a9ef;fbc606f95f59c132;384c1de2ec90820f;98e8fe358da56c8f;bf2aab73a5aed79f;a819fde1949e375b;9589363fea90baba;3e9e6ac471e7da2a;e07cd54978722b1e;9cab10e73212c27f;d5f398bdf9e24194;3266c87d109f70bf;1863472107c00fbd;abff623d76a69986,24
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,ce4d7eb2e6d72de7;144280fa0204ea4b;e7ed5dff8bbbd4d2;7fdf325e88fb2ace;10fdb9b90509f680;5e86d217342bd789;197b5c1a4243d512;3bc806f7aa53463c;6c6bf207b8e455c4;b6e44c3f2980e246;dd020aa0ed2e79de;ad6cf6be2e36a427;65d0b345e89f50ac;38c0a4899547296f;50ce95b3ba9570df;4a1158da9bd83ef9;19cadb0cba089ebe;3649f4a1a11aa4d3;6aed1eb1185c1318;2015dd298cff564b;40a13dc4d685b575;868d2e9fef235045;9297edc587276262;6d192755ca096a2c,24
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,W002;W015;W032;W034;W037,94bd3eb39aab32641f9d;dedb80578a581b30950a;db40fd3c634f72f37f1c;a2c57c04a795d6b822a3;a42f40b503c7f449a3f6,5
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14346fa7f625df2e92da;a4b73bebf231dbe2321a;65cf5a2a652ba9b3ca95;caba50e4a43aa76cac46;d0fc4545c974fc42b662;a02304edf778c294c6fb;efee8b0961b89129a457;2d83aaed5161b7904cdd;334dd20fa6fb3ffa9d5d;6d2129c626d211543587;b5a85ea72aadddb2f09b;bfe1e6f3cb0a3353c928;d984d534dcc7fe11d643;6c5161e9261e0ba5f8b1;20f0af1735ba9f7c5a2e;1318278d00548b081ebc;73a83925776f8e35ed8a;fc6a213e57b750465697;86e6614af35eccb013ac;82255f7bb022fd1cd129;43266379df129a98dcd9;3e5c4fe6cfe523059d12;454169e6fe8a9b1ba08c,23
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,W006;W010;W013;W014;W018;W034,6b62fa1340a38506bbdf;07431aa4afbbf9c0c56b;a236e017116eb8422292;544f3f9a681478cc1c1b;4ad24a22d659420a086d;8d96780b3347071514de,6
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W037,ad4a6fc8603c57c5;1eafece38b9de737;40b246a8dea46c2b;d6f4f78440cb4051;015eb3a11d385beb;fe93307d35a838b2;0cf173b561edfc6a;cf8c72d40aebde80;2ddd59e9074da236;cfd33fbb5c8bf163;29517242559725c8;7421f0b4dc5a2392;ceaa81c7a8f43df1;d8d740c29176039f;3708f56ca083519c;8f8e88f1dac7e186;e5ed2f9df090fc85;c0b4675e53d399c0;456be49bba7efbc8;5bd0d7c388ee1b68;bc770062117c9834;12ee1becbe448d45,22
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,bea7315dc0319f08;664ded8505bb4ace;f2eb30664b7474ad;573b3754a0da7d18;8b8f353a015cd9b3;42f34b0fbfa43b19;bfb4d0e9960d96af;18ac550794fc0fce;985c11b9ce41b00d;72c65c366e863eb9;8873e6e63ed8f636;7eeb8ea034902d91;0df4ad0ec893225d;986ad05a55d5a2e0;6bbe8b97d504e4a4;3eaa191397f5fbf4;7cbbab8fd62d0c38;5b2ab16ea134acf7;607ca8f788805e56;8f04217c549dac0c;d10e31caaec1101e;98f6de06229c83e3;04c68d1fd4a36275;60b3a58f097c620f,24
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,a1d5efe386cf76ad;860d45b73111d943;6ab629e7746273bd;3b9e797620fb7dd9;a818d1b88c34b687;ef971c0766ea37de;f0a32074507842d5;6ac5bcc2f84af656;a29b0f7c6c31b71b;317e5971cdfd0288;dcf6c97b7f3e2e0f;1120d74f964c5f97;cd3a92cc2800b3c7;4d934ce66ec29a47;3f6b62e3295e009a;8d6f18bc98ea1938;feaa118aa8a59f86;c61e2afdd2d8efd8;53b22edb56cc554f;aa5ab1caef85cf99;65e6380997e850f1;2431f1da19aaa950,22
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,02b2f811d06c0d60;e762621e27807d7c;a4aaab9c8a4ea858;69d99cc09c509dfa;69f291bfde35be75;ffe8dc0a7734bb67;e697a5da5e4a62fe;61d84185b252c0f8;88a863e1ccc6cf85;ee080d64f931dc3f;4972d6f4f5d2d78d;b3148aad54f8399d;19dc0eef1b87efe1;0d381f2d08c46911;aace08a205b2832f;8529e6df2a7dc649;150c1b0751d57269;1cab585050248758;c53d37eb3dacd306;933ed826bcd64c2f;42efcf39926698bd;7d9ff49fec9b94f2;f1c6623b59a93276;7b781342e0d9bbd1,24
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,e141cec3bd166425f47c;cb5e672973105a2a1c43;d14d3e95941e544b31c6;f579b073015ccb5f87b1;e4ccffc7a8756b7b0be4;cc9c520b1f8781f19e31;0ab97a7e7082f598e237;d82cf0aab412ea6e207e;0a6c2ab575a7b36f82bd;e714d76c74a373febbee;0359bc11d268822d94fd;7d1b82da44ed8dd8ef72;e53257d9b7428d4da0f5;b7e7d86f528066fab226;35a9f318fa8bb9909db0;a8282b826c2b83f1c177;bed357bd88baf4c32786;e7b36064adef9c88eb38;423d83b62a6b1fee7af4;a4015419d4289160ce21;46a22bc8081a9f80e282;6b145ff560adec834931;200f0c572426f1ad5f6c,23
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,2a11d537c790512c;75be39df2c1c14a3;8178591994d42ce3;edbb02694073d0f8;7693891481ff5386;88a80bacfd70139f;9d5019675a6c9add;a4e0cac5adec2e1e;5a980411975e48d1;f4e3004912779c48;74051761f655b31b;523c33883ac9489a;c0243fb04589828e;d7eb6edddcc78db9;39f32d3182a9a449;f9f3e8e273c243a5;1eff38d64ebf8ebb;f79d8e8c15022fce;8b3be018ff673d1f;268e43366ea0bcb8;9ab5ef47f1224afd;7ad8feb020087113;43b2e89e9fd7c38f;79a20413d834e832,24
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,e367c19601f2d8e7823e;8e8f77a48f3ad4c6096c;91f5a2eb0fcd82cebcf4;f2769cc6b8e8d4026727;6c9ac9d78b385a762253;ffd589e4f6a13787a5d6;082f62d60b17746b01fc;e66d78ee7fefb50ef63b;60a0c3a0dcba1739fb67;aadcebbd5deed880c6fe;be51f8a15243df569129;6807fe796de6aacaa1d3;98f815cef49de82c7449;eb7401f8c6a2d74124c0;a2dd65d0b594bb9212ac;1b06bf8a8b92fca18545;fc858eb54d55668285a1;100cc9a45d0a0f994238;2f1944702583d6eb6860;7316a2901ae455c12625;f048b9e4877b4a6cc5d6;b93da0bbe5ffb848a0c6;2976993fc059101f9e6a,23
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,W006;W017;W028;W029;W036,740b26f3c0809cbeadad;0dfa885b59782e4c1c1b;3bf751765858f968e01b;35b93ebcf170b657802a;fe7b820ed43008b5a057,5
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,W001;W002;W012;W027;W030,f0b7c25018d49988f041;1d0597eb333ea3d5fed7;8f895f66411f68620317;4f5e2f801a33ddacfbff;e377c53531a08df384d9,5
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,W027;W028;W029;W030;W036,c0e23bd981313dc96d38;4ca9095576123a8afec3;60aa2b33dce2beedc029;aa9565bd4989480666d5;77b05f21e38a4a6a984c,5
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,W010;W013;W014;W018;W034;W035,9e3ad1f70d2c02b5d41f;fd8bf72140d024b7cca4;93b27e06e9f3739effd4;ba970384157c74921eb4;6608319ee6b1e7808937;99daa7429bbca37b6238,6
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,W008;W012;W015;W037,14ac18968586cb14b07a;4b61ee6ece084b2094c8;8ccb0872c31327a3e97d;c018c01538024335ba14,4
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,W006;W008;W017;W031;W032,f8b24f616d167c27b810;f2a65213a0368b751984;92084aa32f538179d158;5d58f3bc4858f0d343be;d2c9465ce508ba7c1195,5
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,W011;W012;W015;W034,702f8663c962b7634220;ec7b9674561060eaad40;b578f0248ceb6441105b;3a3bc0a4eb51fdb493f4,4
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,W012;W027;W028;W030;W036,9b6b9dee2aafeae77550;72209d7dd6219794fac9;cc8da8c5dab40220ed0e;2bbf5d65469e55f1f4e0;7a99a58308f3ae658881,5
