image_id,condition,information,k_classes,total_combinations,untyped_combinations,reason
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,TS,3,1476,222,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,TS,4,1476,222,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,TSB,2,1476,222,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,TSB,3,1476,222,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,TSB,4,1476,222,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,quality_time_edit,2,1476,222,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,quality_time_edit,3,1476,222,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,quality_time_edit,4,1476,222,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QT,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QT,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QT,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTB,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTB,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTB,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTS,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTS,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTS,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTSB,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTSB,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,QTSB,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,T,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,T,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,T,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TB,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TB,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TB,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TS,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TS,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TS,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TSB,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TSB,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,TSB,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,quality_time_edit,2,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,quality_time_edit,3,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,quality_time_edit,4,50,25,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QT,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QT,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QT,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTB,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTB,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTB,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTS,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTS,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTS,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTSB,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTSB,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTSB,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,T,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,T,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,T,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TB,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TB,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TB,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TS,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TS,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TS,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TSB,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TSB,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,TSB,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,quality_time_edit,2,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,quality_time_edit,3,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,quality_time_edit,4,1476,196,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QT,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QT,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QT,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTB,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTB,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTB,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTS,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTS,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTS,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTSB,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTSB,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,QTSB,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,T,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,T,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,T,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TB,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TB,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TB,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TS,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TS,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TS,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TSB,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TSB,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,TSB,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,quality_time_edit,2,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,quality_time_edit,3,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,quality_time_edit,4,1476,198,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QT,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QT,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QT,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTB,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTB,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTB,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTS,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTS,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTS,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTSB,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTSB,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTSB,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,T,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,T,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,T,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TB,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TB,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TB,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TS,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TS,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TS,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TSB,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TSB,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,TSB,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,quality_time_edit,2,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,quality_time_edit,3,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,quality_time_edit,4,1476,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QT,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QT,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QT,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTB,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTB,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTB,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTS,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTS,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTS,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTSB,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTSB,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTSB,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,T,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,T,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,T,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TB,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TB,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TB,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TS,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TS,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TS,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TSB,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TSB,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,TSB,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,quality_time_edit,2,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,quality_time_edit,3,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,quality_time_edit,4,1476,197,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QT,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QT,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QT,4,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTB,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTB,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTB,4,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTS,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTS,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTS,4,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTSB,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTSB,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTSB,4,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,T,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,T,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,T,4,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TB,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TB,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TB,4,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TS,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TS,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TS,4,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TSB,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TSB,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,TSB,4,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,quality_time_edit,2,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,quality_time_edit,3,1453,200,missing_outside_building_profile_not_a_real_class
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,quality_time_edit,4,1453,200,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QT,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QT,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QT,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTB,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTB,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTB,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTS,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTS,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTS,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTSB,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTSB,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,QTSB,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,T,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,T,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,T,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TB,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TB,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TB,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TS,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TS,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TS,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TSB,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TSB,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,TSB,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,quality_time_edit,2,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,quality_time_edit,3,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,quality_time_edit,4,1476,201,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,QT,2,50,25,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,QT,3,50,25,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,QT,4,50,25,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,QTB,2,50,25,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,QTB,3,50,25,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,QTB,4,50,25,missing_outside_building_profile_not_a_real_class
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,QTS,2,50,25,missing_outside_building_profile_not_a_real_class
