image_id,building,condition,information,k_classes,pool,pool_workers,n_pool,n_all,unknown_workers,stable_fraction,unified_fraction,multiple_fraction,undetermined_fraction,supported_modes,topology_disagreement,same_point_dispersion,class_a_unified,class_b_unified,class_a_n,class_b_n,both_classes_unified80,class_a_stable,class_b_stable,class_a_undetermined,class_b_undetermined,both_stable80,process_transition
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,20,0,0,0,0,1,4,0.719298245614,0.0409992494907,0,0,8,12,False,0,0,1,1,False,union_undetermined
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W028;W032;W033;W036,13,20,0,0,0,0,1,2,0.530303030303,0.0382801226227,0,0,7,6,False,0,0,1,1,False,union_undetermined
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,QTSB,4,B+D,W008;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,13,20,0,0,0,0,1,3,0.80303030303,0.0416085639834,0,0,7,6,False,0,0,1,1,False,union_undetermined
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W029;W030;W031;W034;W035;W037,12,20,0,0,0,0,1,4,0.833333333333,0.0467690085395,0,0,6,6,False,0,0,1,1,False,union_undetermined
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,2,0.235507246377,0.0201791916513,1,0,6,18,False,1,0,0,1,False,union_undetermined
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,2,0.245059288538,0.0206140186063,0,0,9,14,False,0,0,1,1,False,union_undetermined
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W036,16,24,1,0,0,0,1,1,0.241666666667,0.0176513066093,1,0,10,6,False,1,0,0,1,False,union_undetermined
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,QTSB,4,A+D,W002;W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W035;W036;W037,14,24,1,0,0,0,1,1,0.142857142857,0.0206140186063,1,0,10,4,False,1,0,0,1,False,union_undetermined
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,QTSB,4,C+D,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,10,24,1,0,0,0,1,2,0.511111111111,0.092537627982,0,0,6,4,False,0,0,1,1,False,union_undetermined
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,2,0.278947368421,0.0206842840262,1,0,5,15,False,1,0,0,1,False,union_undetermined
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.633333333333,0,0.633333333333,0,2,0,0.0369651835105,0.733333333333,0,6,18,False,0.733333333333,0.466666666667,0,0,False,other_observed_transition
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.733333333333,0,0.733333333333,0,2,0,0.0372506065531,0,1,9,14,False,0,1,1,0,False,other_observed_transition
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W036,16,24,1,0.5,0,0.5,0,2,0,0.0369651835105,1,0,10,6,False,1,0,0,0,False,other_observed_transition
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,QTSB,4,A+D,W002;W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W035;W036;W037,14,24,1,1,1,0,0,1,0,0.0305714455828,1,0.766666666667,10,4,False,1,0.766666666667,0,0,False,other_observed_transition
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,QTSB,4,C+D,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,10,24,1,0.133333333333,0,0.133333333333,0,2,0,0.0486009846362,0,0.766666666667,6,4,False,0,0.766666666667,0,0,False,other_observed_transition
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0.466666666667,0,0.466666666667,0,2,0,0.0371330619171,0.6,0,5,15,False,0.6,0.166666666667,0,0,False,other_observed_transition
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,3,0.289855072464,0.0569505314899,0,0,6,18,False,0,0.533333333333,1,0,False,other_observed_transition
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.833333333333,0,0.833333333333,0,3,0.300395256917,0.0590203744909,0,0,9,14,False,0,0.533333333333,1,0,False,other_observed_transition
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,3,0.289855072464,0.0569505314899,0,0,16,8,False,0.433333333333,0,0,1,False,other_observed_transition
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0.166666666667,0,0.166666666667,0,2,0.419047619048,0.0279860851981,0,0,8,7,False,0,0,1,1,False,other_observed_transition
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.533333333333,0,0.533333333333,0,2,0.142857142857,0.086781902763,0,0,8,6,False,0,0,1,1,False,other_observed_transition
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.266666666667,0,0.266666666667,0,3,0.384615384615,0.106886175791,0,0,7,6,False,0,0,1,1,False,other_observed_transition
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0.633333333333,0,0.633333333333,0,3,0.189473684211,0.0834286149434,0,0,5,15,False,0,0,1,1,False,other_observed_transition
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,5,0.728260869565,0.270855280647,0,0,6,18,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,4,0.731225296443,0.270345114983,0,0,12,11,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W036,16,24,1,0,0,0,1,3,0.708333333333,0.267581803393,0,0,10,6,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,A+D,W002;W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W035;W036;W037,14,24,1,0,0,0,1,2,0.736263736264,0.281767434663,0,0,10,4,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,C+D,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,10,24,1,0,0,0,1,1,0.777777777778,0.289122903579,0,0,6,4,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,3,0.721052631579,0.272597340535,0,0,5,15,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,3,0.300724637681,0.049745027015,0,0,6,18,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,3,0.312252964427,0.0458784209885,0,0,12,11,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W036,16,24,1,0,0,0,1,2,0.341666666667,0.0469493098248,0,0,10,6,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,A+D,W002;W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W035;W036;W037,14,24,1,0.566666666667,0,0.566666666667,0,2,0.384615384615,0.0231209260117,0,0,10,4,False,0,0,1,1,False,other_observed_transition
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,C+D,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,10,24,1,0,0,0,1,3,0.355555555556,0.0915440680254,0,0,6,4,False,0,0,1,1,False,union_undetermined
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,3,0.352631578947,0.0469493098248,0,0,5,15,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,3,0.228260869565,0.0278134388176,0,1,14,10,False,0.8,1,0,0,True,both_stable_to_multi
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.6,0,0.6,0,3,0.237154150198,0.0267947993217,0,0,9,14,False,0,0,1,1,False,other_observed_transition
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,3,0.228260869565,0.0278134388176,0,0,15,9,False,0.966666666667,0,0,0,False,other_observed_transition
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0.5,0,0.5,0,3,0.342857142857,0.0147427018964,1,0,8,7,False,1,0,0,1,False,other_observed_transition
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.566666666667,0.566666666667,0,0,1,0,0.0242816150572,1,0.3,8,6,False,1,0.3,0,0,False,other_observed_transition
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.3,0,0.3,0,3,0.384615384615,0.0417593236602,0,0.3,7,6,False,0,0.3,1,0,False,other_observed_transition
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0.966666666667,0,0.966666666667,0,2,0.342857142857,0.0136678811454,1,0,10,5,False,1,0,0,0,False,one_unified_to_multi
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.566666666667,0,0.566666666667,0,2,0,0.0278134388176,1,0,10,8,False,1,0,0,0,False,other_observed_transition
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.3,0,0.3,0,3,0.384615384615,0.0417593236602,0,0,5,8,False,0,0,0,0,False,other_observed_transition
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,2,0,0.0296839502873,0,0,14,10,False,0.633333333333,0.3,0,0,False,other_observed_transition
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.766666666667,0,0.766666666667,0,2,0,0.0296839502873,0,0,9,14,False,0,0.633333333333,1,0,False,other_observed_transition
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,2,0,0.0296839502873,1,0,15,9,False,1,0.466666666667,0,0,False,one_unified_to_multi
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0.6,0.6,0,0,1,0,0.025174802147,0.7,0,8,7,False,0.7,0,0,1,False,other_observed_transition
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.633333333333,0,0.633333333333,0,2,0,0.0339803693375,0.7,0,8,6,False,0.7,0,0,0,False,other_observed_transition
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.8,0,0.8,0,2,0,0.0531935630654,0,0,7,6,False,0,0,1,0,False,other_observed_transition
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,1,1,0,0,1,0,0.00446302945712,0.866666666667,0.333333333333,10,5,False,0.866666666667,0.333333333333,0,0,False,other_observed_transition
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.7,0,0.7,0,2,0,0.0494282919497,0.866666666667,0,10,8,False,0.866666666667,0.466666666667,0,0,False,other_observed_transition
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.8,0,0.8,0,2,0,0.0531935630654,0.333333333333,0,5,8,False,0.333333333333,0.466666666667,0,0,False,other_observed_transition
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.733333333333,0,0.733333333333,0,2,0,0.0489622412945,1,0,14,10,False,1,0,0,0,False,other_observed_transition
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.6,0,0.6,0,2,0,0.0522450318376,0,0.366666666667,9,14,False,0,0.366666666667,1,0,False,other_observed_transition
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.733333333333,0,0.733333333333,0,2,0,0.0489622412945,0.8,0,15,9,False,0.8,0.1,0,0,False,other_observed_transition
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0.8,0.8,0,0,1,0,0.0170341197689,0,0.333333333333,8,7,False,0,0.333333333333,1,0,False,other_observed_transition
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.166666666667,0,0.166666666667,0,2,0,0.0573031130449,0,0,8,6,False,0,0,1,0,False,other_observed_transition
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.3,0,0.3,0,2,0,0.0698575416261,0.333333333333,0,7,6,False,0.333333333333,0,0,0,False,other_observed_transition
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0.8,0.8,0,0,1,0,0.014796226106,0.8,1,10,5,True,0.8,1,0,0,True,both_unified_to_unified
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.233333333333,0,0.233333333333,0,2,0,0.0632722608741,0.8,0,10,8,False,0.8,0.0666666666667,0,0,False,other_observed_transition
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.3,0,0.3,0,2,0,0.0698575416261,1,0,5,8,False,1,0.0666666666667,0,0,False,other_observed_transition
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,4,0.663043478261,0.0908732056508,0,0,14,10,False,0,0.466666666667,1,0,False,union_undetermined
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,4,0.660079051383,0.0937466248782,0,0,9,14,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,4,0.663043478261,0.0908732056508,0,0,15,9,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0,0,0,1,4,0.590476190476,0.0982480077515,0,0,8,7,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0,0,0,1,3,0.714285714286,0.086925683069,0,0,8,6,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,2,0.641025641026,0.082954239542,0,0,7,6,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0,0,0,1,3,0.514285714286,0.0902194569957,0,0,10,5,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0,0,0,1,4,0.679738562092,0.101940373926,0,0,10,8,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,2,0.641025641026,0.082954239542,0,0,5,8,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.6,0,0.6,0,3,0.159420289855,0.0412633863489,0,0,14,10,False,0.2,0.333333333333,0,0,False,other_observed_transition
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.6,0,0.6,0,3,0.166007905138,0.0424556172923,0,0,9,14,False,0,0.7,1,0,False,other_observed_transition
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.6,0,0.6,0,3,0.159420289855,0.0412633863489,0,0,15,9,False,0.5,0.333333333333,0,0,False,other_observed_transition
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0.4,0,0.4,0,3,0.247619047619,0.022842696253,0.9,0,8,7,False,0.9,0,0,0,False,other_observed_transition
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.7,0,0.7,0,2,0,0.0443960234237,0.9,0,8,6,False,0.9,0,0,0,False,other_observed_transition
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.333333333333,0,0.333333333333,0,3,0.282051282051,0.0664929152457,0,0,7,6,False,0,0,0,0,False,other_observed_transition
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0.433333333333,0,0.433333333333,0,2,0.247619047619,0.0206594601793,0.9,0,10,5,False,0.9,0,0,0,False,other_observed_transition
