image_id,condition,information,k_classes,cluster,point_count,people,total_people,workers,canonical_ids,class_membership,all_from_one_known_class,semantic_legitimacy
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,B,2,4,20,2,19,W001;W031,6b1d44df0ab19f6b9f32;955fdd77aab2e02c77b7,"{""B"": 2}",True,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,QTSB,4,3,12,2,19,W030;W037,7234128122016861cabd;9f1b2668af9bbb8c27ab,"{""D"": 2}",True,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,QTSB,4,4,20,2,19,W001;W031,6b1d44df0ab19f6b9f32;955fdd77aab2e02c77b7,"{""C"": 1, ""D"": 1}",False,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,quality_time_edit,3,3,12,2,19,W030;W037,7234128122016861cabd;9f1b2668af9bbb8c27ab,"{""C"": 2}",True,requires_local_image_review
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,quality_time_edit,3,4,20,2,19,W001;W031,6b1d44df0ab19f6b9f32;955fdd77aab2e02c77b7,"{""C"": 2}",True,requires_local_image_review
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,Q,2,5,16,2,24,W031;W037,4e299dc6bda4eef4;4651933458778c15,"{""B"": 2}",True,requires_local_image_review
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,T,2,5,16,2,24,W031;W037,4e299dc6bda4eef4;4651933458778c15,"{""B"": 2}",True,requires_local_image_review
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,B,2,5,16,2,24,W031;W037,4e299dc6bda4eef4;4651933458778c15,"{""B"": 2}",True,requires_local_image_review
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,QTSB,4,5,16,2,24,W031;W037,4e299dc6bda4eef4;4651933458778c15,"{""C"": 1, ""D"": 1}",False,requires_local_image_review
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,quality_time_edit,3,5,16,2,24,W031;W037,4e299dc6bda4eef4;4651933458778c15,"{""C"": 2}",True,requires_local_image_review
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Q,2,4,10,4,24,W006;W010;W011;W017,eb2fd1fd3f466605;f0a357dcd7d8d4c6;92e4a4cf1ae73f69;1445e3889419575a,"{""B"": 3, ""A"": 1}",False,requires_local_image_review
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,T,2,4,10,4,24,W006;W010;W011;W017,eb2fd1fd3f466605;f0a357dcd7d8d4c6;92e4a4cf1ae73f69;1445e3889419575a,"{""A"": 3, ""B"": 1}",False,requires_local_image_review
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,B,2,4,10,4,24,W006;W010;W011;W017,eb2fd1fd3f466605;f0a357dcd7d8d4c6;92e4a4cf1ae73f69;1445e3889419575a,"{""A"": 4}",True,requires_local_image_review
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,QTSB,4,4,10,4,24,W006;W010;W011;W017,eb2fd1fd3f466605;f0a357dcd7d8d4c6;92e4a4cf1ae73f69;1445e3889419575a,"{""C"": 3, ""B"": 1}",False,requires_local_image_review
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,quality_time_edit,3,4,10,4,24,W006;W010;W011;W017,eb2fd1fd3f466605;f0a357dcd7d8d4c6;92e4a4cf1ae73f69;1445e3889419575a,"{""B"": 2, ""C"": 1, ""A"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,Q,2,8,10,2,24,W012;W017,38f42c41164cac24;352bcc94c85fa24a,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,Q,2,10,12,2,24,W013;W014,c37f510f32a97089;b94c8e53634b4344,"{""B"": 2}",True,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,Q,2,12,12,3,24,W008;W015;W021,c3c671ad2606cc81;b65da8ecfd28bcec;a9df090a73a1a89c,"{""B"": 1, ""A"": 2}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,Q,2,15,14,2,24,W011;W030,116113684cacd9cd;330b5b8e0a0c2fec,"{""B"": 2}",True,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,T,2,8,10,2,24,W012;W017,38f42c41164cac24;352bcc94c85fa24a,"{""A"": 2}",True,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,T,2,10,12,2,24,W013;W014,c37f510f32a97089;b94c8e53634b4344,"{""A"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,T,2,12,12,3,24,W008;W015;W021,c3c671ad2606cc81;b65da8ecfd28bcec;a9df090a73a1a89c,"{""B"": 2, ""A"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,T,2,15,14,2,24,W011;W030,116113684cacd9cd;330b5b8e0a0c2fec,"{""A"": 2}",True,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,B,2,8,10,2,24,W012;W017,38f42c41164cac24;352bcc94c85fa24a,"{""B"": 2}",True,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,B,2,10,12,2,24,W013;W014,c37f510f32a97089;b94c8e53634b4344,"{""B"": 2}",True,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,B,2,12,12,3,24,W008;W015;W021,c3c671ad2606cc81;b65da8ecfd28bcec;a9df090a73a1a89c,"{""B"": 2, ""A"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,B,2,15,14,2,24,W011;W030,116113684cacd9cd;330b5b8e0a0c2fec,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,QTSB,4,8,10,2,24,W012;W017,38f42c41164cac24;352bcc94c85fa24a,"{""C"": 1, ""A"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,QTSB,4,10,12,2,24,W013;W014,c37f510f32a97089;b94c8e53634b4344,"{""C"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,QTSB,4,12,12,3,24,W008;W015;W021,c3c671ad2606cc81;b65da8ecfd28bcec;a9df090a73a1a89c,"{""A"": 2, ""B"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,QTSB,4,15,14,2,24,W011;W030,116113684cacd9cd;330b5b8e0a0c2fec,"{""B"": 1, ""D"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,quality_time_edit,3,8,10,2,24,W012;W017,38f42c41164cac24;352bcc94c85fa24a,"{""C"": 1, ""A"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,quality_time_edit,3,10,12,2,24,W013;W014,c37f510f32a97089;b94c8e53634b4344,"{""C"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,quality_time_edit,3,12,12,3,24,W008;W015;W021,c3c671ad2606cc81;b65da8ecfd28bcec;a9df090a73a1a89c,"{""C"": 1, ""A"": 1, ""B"": 1}",False,requires_local_image_review
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,quality_time_edit,3,15,14,2,24,W011;W030,116113684cacd9cd;330b5b8e0a0c2fec,"{""B"": 1, ""C"": 1}",False,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,Q,2,2,10,3,24,W018;W034;W037,0a435ae2b35d25c7;b1ac17483ad1c04e;2ac783e03ad61d1a,"{""A"": 1, ""B"": 2}",False,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,Q,2,5,12,3,24,W031;W032;W035,3b710fb59e47c8d6;1aaa93ec5fa02d67;33a4dc1fd6be1bdd,"{""B"": 3}",True,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,T,2,2,10,3,24,W018;W034;W037,0a435ae2b35d25c7;b1ac17483ad1c04e;2ac783e03ad61d1a,"{""A"": 2, ""B"": 1}",False,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,T,2,5,12,3,24,W031;W032;W035,3b710fb59e47c8d6;1aaa93ec5fa02d67;33a4dc1fd6be1bdd,"{""B"": 3}",True,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,B,2,2,10,3,24,W018;W034;W037,0a435ae2b35d25c7;b1ac17483ad1c04e;2ac783e03ad61d1a,"{""B"": 3}",True,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,B,2,5,12,3,24,W031;W032;W035,3b710fb59e47c8d6;1aaa93ec5fa02d67;33a4dc1fd6be1bdd,"{""B"": 3}",True,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,QTSB,4,2,10,3,24,W018;W034;W037,0a435ae2b35d25c7;b1ac17483ad1c04e;2ac783e03ad61d1a,"{""A"": 1, ""C"": 1, ""D"": 1}",False,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,QTSB,4,5,12,3,24,W031;W032;W035,3b710fb59e47c8d6;1aaa93ec5fa02d67;33a4dc1fd6be1bdd,"{""C"": 1, ""A"": 1, ""D"": 1}",False,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,quality_time_edit,3,2,10,3,24,W018;W034;W037,0a435ae2b35d25c7;b1ac17483ad1c04e;2ac783e03ad61d1a,"{""A"": 1, ""C"": 2}",False,requires_local_image_review
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,quality_time_edit,3,5,12,3,24,W031;W032;W035,3b710fb59e47c8d6;1aaa93ec5fa02d67;33a4dc1fd6be1bdd,"{""C"": 3}",True,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,Q,2,1,8,2,24,W001;W035,a53c36c9bf95be2b;3f1ad1a502b50429,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,Q,2,3,10,3,24,W006;W010;W011,50a0f95f8fc38be2;df7f18116de27c41;5d6bb8dddcf527e1,"{""A"": 3}",True,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,T,2,1,8,2,24,W001;W035,a53c36c9bf95be2b;3f1ad1a502b50429,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,T,2,3,10,3,24,W006;W010;W011,50a0f95f8fc38be2;df7f18116de27c41;5d6bb8dddcf527e1,"{""A"": 2, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,B,2,1,8,2,24,W001;W035,a53c36c9bf95be2b;3f1ad1a502b50429,"{""B"": 2}",True,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,B,2,3,10,3,24,W006;W010;W011,50a0f95f8fc38be2;df7f18116de27c41;5d6bb8dddcf527e1,"{""A"": 3}",True,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,QTSB,4,1,8,2,24,W001;W035,a53c36c9bf95be2b;3f1ad1a502b50429,"{""C"": 1, ""D"": 1}",False,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,QTSB,4,3,10,3,24,W006;W010;W011,50a0f95f8fc38be2;df7f18116de27c41;5d6bb8dddcf527e1,"{""C"": 3}",True,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,quality_time_edit,3,1,8,2,24,W001;W035,a53c36c9bf95be2b;3f1ad1a502b50429,"{""C"": 2}",True,requires_local_image_review
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,quality_time_edit,3,3,10,3,24,W006;W010;W011,50a0f95f8fc38be2;df7f18116de27c41;5d6bb8dddcf527e1,"{""B"": 3}",True,requires_local_image_review
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,Q,2,1,8,4,24,W001;W031;W032;W035,a98f6bc364bdef1b;a01f38f168e18ba4;a800256cd64a13c9;4664edbc4eb51884,"{""A"": 2, ""B"": 2}",False,requires_local_image_review
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,T,2,1,8,4,24,W001;W031;W032;W035,a98f6bc364bdef1b;a01f38f168e18ba4;a800256cd64a13c9;4664edbc4eb51884,"{""A"": 1, ""B"": 3}",False,requires_local_image_review
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,B,2,1,8,4,24,W001;W031;W032;W035,a98f6bc364bdef1b;a01f38f168e18ba4;a800256cd64a13c9;4664edbc4eb51884,"{""B"": 3, ""A"": 1}",False,requires_local_image_review
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,QTSB,4,1,8,4,24,W001;W031;W032;W035,a98f6bc364bdef1b;a01f38f168e18ba4;a800256cd64a13c9;4664edbc4eb51884,"{""C"": 1, ""D"": 2, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,quality_time_edit,3,1,8,4,24,W001;W031;W032;W035,a98f6bc364bdef1b;a01f38f168e18ba4;a800256cd64a13c9;4664edbc4eb51884,"{""C"": 3, ""A"": 1}",False,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,Q,2,1,8,3,24,W032;W035;W036,52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790,"{""B"": 3}",True,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,Q,2,7,12,4,24,W002;W006;W018;W027,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d;331b667f701c5817,"{""A"": 4}",True,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,T,2,1,8,3,24,W032;W035;W036,52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790,"{""B"": 3}",True,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,T,2,7,12,4,24,W002;W006;W018;W027,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d;331b667f701c5817,"{""A"": 2, ""B"": 2}",False,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,B,2,1,8,3,24,W032;W035;W036,52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790,"{""A"": 2, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,B,2,7,12,4,24,W002;W006;W018;W027,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d;331b667f701c5817,"{""A"": 3, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTSB,4,1,8,3,24,W032;W035;W036,52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790,"{""B"": 2, ""D"": 1}",False,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,QTSB,4,7,12,4,24,W002;W006;W018;W027,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d;331b667f701c5817,"{""A"": 2, ""C"": 1, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,quality_time_edit,3,1,8,3,24,W032;W035;W036,52a26360b1a53b44;1e1b64ea1dae6b40;88d9213c617fe790,"{""A"": 2, ""C"": 1}",False,requires_local_image_review
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,quality_time_edit,3,7,12,4,24,W002;W006;W018;W027,bd674c6f3557dcdb;25321e0f927c8940;b3315d6eb3c3734d;331b667f701c5817,"{""A"": 3, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,Q,2,3,10,2,24,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba,"{""A"": 2}",True,requires_local_image_review
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,T,2,3,10,2,24,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,B,2,3,10,2,24,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba,"{""A"": 2}",True,requires_local_image_review
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,QTSB,4,3,10,2,24,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba,"{""C"": 2}",True,requires_local_image_review
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,quality_time_edit,3,3,10,2,24,W006;W011,7e2290dbca4fb383;99962e6f9aff29ba,"{""B"": 2}",True,requires_local_image_review
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Q,2,5,16,3,23,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79,"{""A"": 3}",True,requires_local_image_review
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,T,2,5,16,3,23,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79,"{""A"": 2, ""B"": 1}",False,requires_local_image_review
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,B,2,5,16,3,23,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79,"{""A"": 3}",True,requires_local_image_review
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,QTSB,4,5,16,3,23,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79,"{""C"": 3}",True,requires_local_image_review
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,quality_time_edit,3,5,16,3,23,W006;W011;W021,1d9605edabc41fe8;f2652a9524294607;31d3caf93d1b2b79,"{""B"": 3}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,Q,2,1,8,2,19,W029;W037,c1f355e3e5a3282d2f96;b170b2106a06bcf632e1,"{""B"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,Q,2,2,8,2,19,W031;W034,7f0a5c531957fa7e0f4c;677314e72434fc9329f2,"{""B"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,Q,2,5,8,2,19,W013;W015,08f1b4079da5db271b3b;79d3df588918a13a39ab,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,Q,2,7,8,3,19,W002;W010;W017,a690aad05af6d8488499;5202c07d7c7cca9f9a9c;5a20c53ba5d16b5d61ff,"{""A"": 2, ""B"": 1}",False,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,T,2,1,8,2,19,W029;W037,c1f355e3e5a3282d2f96;b170b2106a06bcf632e1,"{""B"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,T,2,2,8,2,19,W031;W034,7f0a5c531957fa7e0f4c;677314e72434fc9329f2,"{""B"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,T,2,5,8,2,19,W013;W015,08f1b4079da5db271b3b;79d3df588918a13a39ab,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,T,2,7,8,3,19,W002;W010;W017,a690aad05af6d8488499;5202c07d7c7cca9f9a9c;5a20c53ba5d16b5d61ff,"{""A"": 3}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,B,2,1,8,2,19,W029;W037,c1f355e3e5a3282d2f96;b170b2106a06bcf632e1,"{""B"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,B,2,2,8,2,19,W031;W034,7f0a5c531957fa7e0f4c;677314e72434fc9329f2,"{""B"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,B,2,5,8,2,19,W013;W015,08f1b4079da5db271b3b;79d3df588918a13a39ab,"{""B"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,B,2,7,8,3,19,W002;W010;W017,a690aad05af6d8488499;5202c07d7c7cca9f9a9c;5a20c53ba5d16b5d61ff,"{""B"": 3}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,QTSB,4,1,8,2,19,W029;W037,c1f355e3e5a3282d2f96;b170b2106a06bcf632e1,"{""D"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,QTSB,4,2,8,2,19,W031;W034,7f0a5c531957fa7e0f4c;677314e72434fc9329f2,"{""C"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,QTSB,4,5,8,2,19,W013;W015,08f1b4079da5db271b3b;79d3df588918a13a39ab,"{""C"": 1, ""A"": 1}",False,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,QTSB,4,7,8,3,19,W002;W010;W017,a690aad05af6d8488499;5202c07d7c7cca9f9a9c;5a20c53ba5d16b5d61ff,"{""A"": 2, ""C"": 1}",False,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,quality_time_edit,3,1,8,2,19,W029;W037,c1f355e3e5a3282d2f96;b170b2106a06bcf632e1,"{""C"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,quality_time_edit,3,2,8,2,19,W031;W034,7f0a5c531957fa7e0f4c;677314e72434fc9329f2,"{""C"": 2}",True,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,quality_time_edit,3,5,8,2,19,W013;W015,08f1b4079da5db271b3b;79d3df588918a13a39ab,"{""C"": 1, ""A"": 1}",False,requires_local_image_review
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,quality_time_edit,3,7,8,3,19,W002;W010;W017,a690aad05af6d8488499;5202c07d7c7cca9f9a9c;5a20c53ba5d16b5d61ff,"{""A"": 2, ""C"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,Q,2,1,8,4,24,W012;W013;W014;W035,870b797b2c22b194;842bcbbca90674ae;ebf6a238abbded76;3d53a4f071f870cb,"{""B"": 4}",True,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,Q,2,4,10,2,24,W018;W029,df9f72a9643f2a2e;caa6d658732cb9af,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,Q,2,5,10,2,24,W030;W037,3a772c253f77d4b7;90b4dd7e59f67c16,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,Q,2,7,14,2,24,W011;W031,6751bda596ab6aa3;9c8fbc4acb8cacca,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,Q,2,13,20,2,24,W015;W021,164460ea4b39a74c;68f273f5934bd5d6,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,T,2,1,8,4,24,W012;W013;W014;W035,870b797b2c22b194;842bcbbca90674ae;ebf6a238abbded76;3d53a4f071f870cb,"{""A"": 2, ""unknown_not_a_type"": 1, ""B"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,T,2,4,10,2,24,W018;W029,df9f72a9643f2a2e;caa6d658732cb9af,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,T,2,5,10,2,24,W030;W037,3a772c253f77d4b7;90b4dd7e59f67c16,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,T,2,7,14,2,24,W011;W031,6751bda596ab6aa3;9c8fbc4acb8cacca,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,T,2,13,20,2,24,W015;W021,164460ea4b39a74c;68f273f5934bd5d6,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,B,2,1,8,4,24,W012;W013;W014;W035,870b797b2c22b194;842bcbbca90674ae;ebf6a238abbded76;3d53a4f071f870cb,"{""B"": 4}",True,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,B,2,4,10,2,24,W018;W029,df9f72a9643f2a2e;caa6d658732cb9af,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,B,2,5,10,2,24,W030;W037,3a772c253f77d4b7;90b4dd7e59f67c16,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,B,2,7,14,2,24,W011;W031,6751bda596ab6aa3;9c8fbc4acb8cacca,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,B,2,13,20,2,24,W015;W021,164460ea4b39a74c;68f273f5934bd5d6,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,QTSB,4,1,8,4,24,W012;W013;W014;W035,870b797b2c22b194;842bcbbca90674ae;ebf6a238abbded76;3d53a4f071f870cb,"{""C"": 3, ""unknown_not_a_type"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,QTSB,4,4,10,2,24,W018;W029,df9f72a9643f2a2e;caa6d658732cb9af,"{""A"": 1, ""D"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,QTSB,4,5,10,2,24,W030;W037,3a772c253f77d4b7;90b4dd7e59f67c16,"{""D"": 2}",True,requires_local_image_review
