image_id,building,condition,information,k_classes,pool,pool_workers,n_pool,n_all,unknown_workers,stable_fraction,unified_fraction,multiple_fraction,undetermined_fraction,supported_modes,topology_disagreement,same_point_dispersion,class_a_unified,class_b_unified,class_a_n,class_b_n,both_classes_unified80
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,B,W006;W011;W021,3,24,1,0,0,0,1,0,1,,,,,,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,C,W001;W010;W012;W013;W031;W034,6,24,1,0,0,0,1,1,0.8,0.224301296818,,,,,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,D,W029;W030;W035;W037,4,24,1,0,0,0,1,0,0.833333333333,0.360693230537,,,,,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W036,16,24,1,0,0,0,1,3,0.708333333333,0.267581803393,0,0,10,6,False
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,A+D,W002;W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W035;W036;W037,14,24,1,0,0,0,1,2,0.736263736264,0.281767434663,0,0,10,4,False
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QTSB,4,C+D,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,10,24,1,0,0,0,1,1,0.777777777778,0.289122903579,0,0,6,4,False
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,quality_time_edit,3,A,W002;W015;W017;W018;W027,5,24,1,0,0,0,1,1,0.7,0.0543803741655,,,,,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,quality_time_edit,3,B,W006;W011;W021,3,24,1,0,0,0,1,0,1,,,,,,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,quality_time_edit,3,C,W001;W008;W010;W012;W013;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,0,0,0,1,1,0.752380952381,0.299195561525,,,,,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,3,0.721052631579,0.272597340535,0,0,5,15,False
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,2,A,W002;W015;W017;W018;W021;W027,6,24,0,0,0,0,1,1,0.6,0.00529743856233,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,2,B,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0,0,0,0,1,3,0.209150326797,0.0605740913886,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,3,0.300724637681,0.049745027015,0,0,6,18,False
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,T,2,A,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030;W034,12,24,1,0,0,0,1,2,0.30303030303,0.0528491540139,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,T,2,B,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,11,24,1,0,0,0,1,1,0.345454545455,0.031002151163,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,3,0.312252964427,0.0458784209885,0,0,12,11,False
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,B,2,A,W006;W011;W021,3,24,0,0,0,0,1,1,0,0.0266961995803,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,B,2,B,W001;W002;W008;W010;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,21,24,0,0,0,0,1,3,0.338095238095,0.0527987430477,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,A,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,10,24,1,0,0,0,1,1,0.377777777778,0.0174257401071,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,B,W006;W011;W021,3,24,1,0,0,0,1,1,0,0.0266961995803,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,C,W001;W010;W012;W013;W031;W034,6,24,1,0,0,0,1,1,0.333333333333,0.204394335445,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,D,W029;W030;W035;W037,4,24,1,0,0,0,1,1,0.5,0.0560815315744,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W036,16,24,1,0,0,0,1,2,0.341666666667,0.0469493098248,0,0,10,6,False
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,A+D,W002;W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W035;W036;W037,14,24,1,0.566666666667,0,0.566666666667,0,2,0.384615384615,0.0231209260117,0,0,10,4,False
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QTSB,4,C+D,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,10,24,1,0,0,0,1,3,0.355555555556,0.0915440680254,0,0,6,4,False
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,quality_time_edit,3,A,W002;W015;W017;W018;W027,5,24,1,0,0,0,1,1,0.7,0.00529743856233,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,quality_time_edit,3,B,W006;W011;W021,3,24,1,0,0,0,1,1,0,0.0266961995803,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,quality_time_edit,3,C,W001;W008;W010;W012;W013;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,0,0,0,1,3,0.247619047619,0.0544485768793,,,,,
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,3,0.352631578947,0.0469493098248,0,0,5,15,False
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,Q,2,B,W010;W013;W014;W034;W035,5,6,0,0,0,0,1,2,0,0.480660934958,,,,,
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,T,2,A,W010;W013;W018;W034,4,6,1,0,0,0,1,1,0,0.303162842308,,,,,
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,B,2,B,W010;W013;W014;W018;W034;W035,6,6,0,0,0,0,0,3,0,0.461393843429,,,,,
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,QTSB,4,C,W010;W013;W034,3,6,1,0,0,0,1,0,0,0.499928026486,,,,,
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,quality_time_edit,3,C,W010;W013;W034;W035,4,6,1,0,0,0,1,1,0,0.480660934958,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,Q,2,A,W027;W028;W031,3,6,0,0,0,0,1,1,0,0.0343501312169,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,Q,2,B,W029;W035;W036,3,6,0,0,0,0,1,1,0,0.0227096014573,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,T,2,B,W027;W028;W029;W031;W035;W036,6,6,0,0.866666666667,0.866666666667,0,0,1,0,0.051944120064,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,B,2,A,W028;W036,2,6,0,0,0,0,1,1,0,0.0608284061559,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,B,2,B,W027;W029;W031;W035,4,6,0,0.933333333333,0.933333333333,0,0,1,0,0.051957929813,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,QTSB,4,B,W028;W036,2,6,0,0,0,0,1,1,0,0.0608284061559,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,QTSB,4,D,W029;W031;W035,3,6,0,0,0,0,1,1,0,0.051944120064,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,quality_time_edit,3,A,W027;W028;W036,3,6,0,0,0,0,1,1,0,0.0452721478922,,,,,
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,quality_time_edit,3,C,W029;W031;W035,3,6,0,0,0,0,1,1,0,0.051944120064,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,2,A,W001;W002;W006;W008;W010;W011;W015;W017;W018;W021;W027;W028;W031;W033,14,24,0,0.8,0,0.8,0,2,0.362637362637,0.0136678811454,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,2,B,W012;W013;W014;W029;W030;W032;W034;W035;W036;W037,10,24,0,1,1,0,0,1,0,0.030580173472,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,3,0.228260869565,0.0278134388176,0,1,14,10,False
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,T,2,A,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,0,0,0,1,2,0.388888888889,0.0417593236602,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,T,2,B,W008;W011;W015;W018;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,14,24,1,0,0,0,1,1,0.142857142857,0.0226903944883,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.6,0,0.6,0,3,0.237154150198,0.0267947993217,0,0,9,14,False
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,B,2,A,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W028;W032;W033;W036,15,24,0,0.966666666667,0,0.966666666667,0,2,0.342857142857,0.0139521867754,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,B,2,B,W001;W012;W027;W029;W030;W031;W034;W035;W037,9,24,0,0,0,0,0,2,0,0.0467705828933,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,3,0.228260869565,0.0278134388176,0,0,15,9,False
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,A,W002;W027,2,24,1,0,0,0,1,1,0,0,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,B,W008;W015;W017;W018;W028;W032;W033;W036,8,24,1,1,1,0,0,1,0,0.0139521867754,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,C,W001;W006;W010;W011;W012;W013;W021,7,24,1,0,0,0,1,2,0.571428571429,0.0621914440586,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,D,W029;W030;W031;W034;W035;W037,6,24,1,0.3,0.3,0,0,1,0,0.0292478739071,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0.5,0,0.5,0,3,0.342857142857,0.0147427018964,1,0,8,7,False
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.566666666667,0.566666666667,0,0,1,0,0.0242816150572,1,0.3,8,6,False
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.3,0,0.3,0,3,0.384615384615,0.0417593236602,0,0.3,7,6,False
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,A,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,10,24,1,1,1,0,0,1,0,0.0139521867754,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,B,W006;W010;W011;W013;W021,5,24,1,0,0,0,0,2,0.6,0.0114831516056,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,C,W001;W012;W029;W030;W031;W034;W035;W037,8,24,1,0,0,0,0,2,0,0.0505619482944,,,,,
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0.966666666667,0,0.966666666667,0,2,0.342857142857,0.0136678811454,1,0,10,5,False
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.566666666667,0,0.566666666667,0,2,0,0.0278134388176,1,0,10,8,False
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.3,0,0.3,0,3,0.384615384615,0.0417593236602,0,0,5,8,False
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,Q,2,A,W006;W010;W018,3,6,0,0,0,0,1,1,0,0.229852431079,,,,,
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,Q,2,B,W013;W014;W034,3,6,0,0,0,0,1,1,0,0.0394956254331,,,,,
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,T,2,A,W006;W010;W013,3,6,1,0,0,0,1,1,0,0.229852431079,,,,,
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,T,2,B,W018;W034,2,6,1,0,0,0,1,0,0,0.260778262291,,,,,
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,B,2,A,W006;W010;W013;W014;W018,5,6,0,0,0,0,0,2,0,0.222636086362,,,,,
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,QTSB,4,C,W006;W010;W013,3,6,1,0,0,0,1,1,0,0.229852431079,,,,,
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,quality_time_edit,3,B,W006;W010;W013,3,6,1,0,0,0,1,1,0,0.229852431079,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,2,A,W001;W002;W006;W008;W010;W011;W015;W017;W018;W021;W027;W028;W031;W033,14,24,0,0.633333333333,0,0.633333333333,0,2,0,0.00769516352222,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,2,B,W012;W013;W014;W029;W030;W032;W034;W035;W036;W037,10,24,0,0.3,0,0.3,0,2,0,0.0517964349396,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,2,0,0.0296839502873,0,0,14,10,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,T,2,A,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,0,0,0,1,1,0,0.0296839502873,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,T,2,B,W008;W011;W015;W018;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.633333333333,0,0.633333333333,0,2,0,0.0281874111597,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.766666666667,0,0.766666666667,0,2,0,0.0296839502873,0,0,9,14,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,B,2,A,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W028;W032;W033;W036,15,24,0,1,1,0,0,1,0,0.00769516352222,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,B,2,B,W001;W012;W027;W029;W030;W031;W034;W035;W037,9,24,0,0.466666666667,0,0.466666666667,0,2,0,0.0620997723949,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.8,0,0.8,0,2,0,0.0296839502873,1,0,15,9,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,A,W002;W027,2,24,1,0,0,0,1,1,0,0.000607656471541,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,B,W008;W015;W017;W018;W028;W032;W033;W036,8,24,1,0.7,0.7,0,0,1,0,0.00769516352222,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,C,W001;W006;W010;W011;W012;W013;W021,7,24,1,0,0,0,1,1,0,0.0586759455302,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,D,W029;W030;W031;W034;W035;W037,6,24,1,0,0,0,0,2,0,0.0536944470701,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0.6,0.6,0,0,1,0,0.025174802147,0.7,0,8,7,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.633333333333,0,0.633333333333,0,2,0,0.0339803693375,0.7,0,8,6,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.8,0,0.8,0,2,0,0.0531935630654,0,0,7,6,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,A,W002;W008;W015;W017;W018;W027;W028;W032;W033;W036,10,24,1,0.866666666667,0.866666666667,0,0,1,0,0.00769516352222,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,B,W006;W010;W011;W013;W021,5,24,1,0.333333333333,0.333333333333,0,0,1,0,0.00446302945712,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,C,W001;W012;W029;W030;W031;W034;W035;W037,8,24,1,0.466666666667,0,0.466666666667,0,2,0,0.0647335508208,,,,,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,1,1,0,0,1,0,0.00446302945712,0.866666666667,0.333333333333,10,5,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.7,0,0.7,0,2,0,0.0494282919497,0.866666666667,0,10,8,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.8,0,0.8,0,2,0,0.0531935630654,0.333333333333,0,5,8,False
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,2,A,W001;W002;W006;W008;W010;W011;W015;W017;W018;W021;W027;W028;W031;W033,14,24,0,1,1,0,0,1,0,0.0170341197689,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,2,B,W012;W013;W014;W029;W030;W032;W034;W035;W036;W037,10,24,0,0,0,0,0,2,0,0.0753374810925,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.733333333333,0,0.733333333333,0,2,0,0.0489622412945,1,0,14,10,False
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,T,2,A,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,24,1,0,0,0,1,1,0,0.0721727893668,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,T,2,B,W008;W011;W015;W018;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.366666666667,0.366666666667,0,0,1,0,0.0489622412945,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.6,0,0.6,0,2,0,0.0522450318376,0,0.366666666667,9,14,False
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,B,2,A,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W028;W032;W033;W036,15,24,0,0.8,0.8,0,0,1,0,0.0170341197689,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,B,2,B,W001;W012;W027;W029;W030;W031;W034;W035;W037,9,24,0,0.1,0,0.1,0,2,0,0.0698575416261,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.733333333333,0,0.733333333333,0,2,0,0.0489622412945,0.8,0,15,9,False
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,A,W002;W027,2,24,1,0,0,0,1,1,0,0.0230288376482,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,B,W008;W015;W017;W018;W028;W032;W033;W036,8,24,1,0,0,0,1,1,0,0.0170341197689,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,C,W001;W006;W010;W011;W012;W013;W021,7,24,1,0.333333333333,0.333333333333,0,0,1,0,0.0721727893668,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,D,W029;W030;W031;W034;W035;W037,6,24,1,0,0,0,0,2,0,0.0629462567097,,,,,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0.8,0.8,0,0,1,0,0.0170341197689,0,0.333333333333,8,7,False
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0.166666666667,0,0.166666666667,0,2,0,0.0573031130449,0,0,8,6,False
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.3,0,0.3,0,2,0,0.0698575416261,0.333333333333,0,7,6,False
