stage,language_cohort,project_id,runtime_task_id,base_task_id,building_id,worker_id,canonical_annotation_id,raw_annotation_id,initialization_artifact_id,initialization_import_sha256,initialization_prediction_sha256,initial_geometry_hash,final_geometry_hash,exact_geometry_equal,geometry_edit_rmse_px,geometry_edit_rmse_panorama_diagonal_normalized,geometry_edit_distance_not_evaluable_reason,U_initial,U_final,delta_U,initial_structurally_valid,final_structurally_valid,initial_quality_status,final_quality_status,proposal_failure,model_issue_choice,issue_reported,acceptable_reported,semi_role,planned_trap_family,trap_family,trap_family_source,trap_source_type,reference_identity,reference_sha256,reference_type,reference_eligible,formal_assignment_eligible,process_eligible,independence_eligible,analysis_eligible,c1_eligible_worker,current20_worker,stage_role,unmodified_trap_submission_eps_0,strict_blind_trust_eps_0,issue_reported_without_quality_improvement_eps_0,quality_improving_correction_eps_0,harmful_correction_eps_0,control_false_alarm_eps_0,control_overcorrection_eps_0,non_harmful_control_handling_eps_0,issue_geometry_edit_concordant_eps_0,unmodified_trap_submission_eps_0_01,strict_blind_trust_eps_0_01,issue_reported_without_quality_improvement_eps_0_01,quality_improving_correction_eps_0_01,harmful_correction_eps_0_01,control_false_alarm_eps_0_01,control_overcorrection_eps_0_01,non_harmful_control_handling_eps_0_01,issue_geometry_edit_concordant_eps_0_01,unmodified_trap_submission_eps_0_02,strict_blind_trust_eps_0_02,issue_reported_without_quality_improvement_eps_0_02,quality_improving_correction_eps_0_02,harmful_correction_eps_0_02,control_false_alarm_eps_0_02,control_overcorrection_eps_0_02,non_harmful_control_handling_eps_0_02,issue_geometry_edit_concordant_eps_0_02,unmodified_trap_submission_eps_0_05,strict_blind_trust_eps_0_05,issue_reported_without_quality_improvement_eps_0_05,quality_improving_correction_eps_0_05,harmful_correction_eps_0_05,control_false_alarm_eps_0_05,control_overcorrection_eps_0_05,non_harmful_control_handling_eps_0_05,issue_geometry_edit_concordant_eps_0_05,diagnostic_pre_stage3,development_only,scientific_conclusion_prohibited,formal_profile_frozen,reviewer_policy_frozen,main_launch_authorized,worker_caused_structural_failure,failure_attribution,frozen_harmonization_validity_status,frozen_harmonization_assertion_source,frozen_initialization_provenance_status,proposal_accepted_unchanged_eps_0,issue_reported_eps_0,geometry_edited_eps_0,non_harmful_handling_eps_0,proposal_accepted_unchanged_eps_0_01,issue_reported_eps_0_01,geometry_edited_eps_0_01,non_harmful_handling_eps_0_01,proposal_accepted_unchanged_eps_0_02,issue_reported_eps_0_02,geometry_edited_eps_0_02,non_harmful_handling_eps_0_02,proposal_accepted_unchanged_eps_0_05,issue_reported_eps_0_05,geometry_edited_eps_0_05,non_harmful_handling_eps_0_05
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,15,cfd33fbb5c8bf163,3252,init:p1:9e9132bc6a5ea4532017,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,d35fb39d7b17a8c0b7c201c0356feabe045c6a040914ccf6f2ea4e23edfd1415,false,,,n_pairs_mismatch,0.897782741649538,0.9004363562346146,0.0026536145850766246,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:668,a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,17,3d1c6d9fda198b1b,3394,init:p1:9e9132bc6a5ea4532017,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,03e3f08eb18960a3194ae72a7e6096f8225bd0627eba3a40bf95fdf2267f6335,false,,,odd_points,0.897782741649538,0.0,-0.897782741649538,true,false,evaluable,worker_or_proposal_structural_failure,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:668,a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,true,,,,true,false,false,true,false,true,,,,true,false,false,true,false,true,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,18,29517242559725c8,4233,init:p1:9e9132bc6a5ea4532017,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,d35fb39d7b17a8c0b7c201c0356feabe045c6a040914ccf6f2ea4e23edfd1415,false,,,n_pairs_mismatch,0.897782741649538,0.9004363562346146,0.0026536145850766246,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:668,a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,false,profile_development_only,false,false,false,true,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,19,4458a918ee34e06b,4653,init:p1:9e9132bc6a5ea4532017,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,true,0.0,0.0,,0.897782741649538,0.897782741649538,0.0,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:668,a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,false,false,profile_development_only,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,2,1eafece38b9de737,4742,init:p1:9e9132bc6a5ea4532017,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,d35fb39d7b17a8c0b7c201c0356feabe045c6a040914ccf6f2ea4e23edfd1415,false,,,n_pairs_mismatch,0.897782741649538,0.9004363562346146,0.0026536145850766246,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:668,a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,21,7421f0b4dc5a2392,3686,init:p1:9e9132bc6a5ea4532017,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,true,0.0,0.0,,0.897782741649538,0.897782741649538,0.0,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:668,a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,false,false,profile_development_only,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,6,40b246a8dea46c2b,3283,init:p1:9e9132bc6a5ea4532017,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,true,0.0,0.0,,0.897782741649538,0.897782741649538,0.0,true,true,evaluable,evaluable,false,corner_duplicate,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:668,a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,8,d6f4f78440cb4051,3491,init:p1:9e9132bc6a5ea4532017,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,9b026c46a031297c9bbcd1813698969c5060576fffe48dfc9e1b2c86161a83d1,false,,,n_pairs_mismatch,0.897782741649538,0.9734826994556939,0.0756999578061559,true,true,evaluable,evaluable,false,over_parsing;overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:668,a4c2d702b907f8b9042ab2741fdc70b090db8dc4420135ffafcc8a79463d4ff7,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,1,8ded0001dfe26e8d,4804,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,197c61681c62f5bb25162507bca8e5e378bea50fb3bd1e13f47c902cf4d7173e,false,,,n_pairs_mismatch,0.9035806831566549,0.8119587168046232,-0.09162196635203168,true,true,evaluable,evaluable,false,over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,true,,,,true,false,false,true,false,true,,,,true,false,false,true,false,true,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,10,21dc98163be065c0,3181,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,0edb65ce075ec5433162d2d9499525b9ef90b4ffbbb3f04576164216929920f0,false,,,n_pairs_mismatch,0.9035806831566549,0.8987506486249152,-0.004830034531739691,true,true,evaluable,evaluable,false,corner_duplicate;over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,11,6c4eb5c014ae5538,3605,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,true,0.0,0.0,,0.9035806831566549,0.9035806831566549,0.0,true,true,evaluable,evaluable,false,corner_drift;over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,12,e7ac757b87291eaa,3444,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,330d76de423a3c9354683e006f93680c5ebb6a882afc880d1f4fe2dbc8e670d2,false,,,n_pairs_mismatch,0.9035806831566549,0.822150195987642,-0.0814304871690128,true,true,evaluable,evaluable,false,acceptable,false,true,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,false,true,,,,false,false,false,false,false,true,,,,false,false,false,false,false,true,,,,false,false,false,false,false,true,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,13,a5152b786b6b4257,3726,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,0edb65ce075ec5433162d2d9499525b9ef90b4ffbbb3f04576164216929920f0,false,,,n_pairs_mismatch,0.9035806831566549,0.8987506486249152,-0.004830034531739691,true,true,evaluable,evaluable,false,over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,14,7c839cd20c00cf4d,3235,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,59eba4468c445c04e3644b93bdd77bed5b1358b985c91cd24cda80f08d148ecc,false,,,n_pairs_mismatch,0.9035806831566549,0.8919889833552868,-0.011591699801368094,true,true,evaluable,evaluable,false,corner_duplicate;over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,false,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,15,59a06a020567d554,3253,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,0edb65ce075ec5433162d2d9499525b9ef90b4ffbbb3f04576164216929920f0,false,,,n_pairs_mismatch,0.9035806831566549,0.8987506486249152,-0.004830034531739691,true,true,evaluable,evaluable,false,over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,17,09357be7fb68e08a,3395,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,0edb65ce075ec5433162d2d9499525b9ef90b4ffbbb3f04576164216929920f0,false,,,n_pairs_mismatch,0.9035806831566549,0.8987506486249152,-0.004830034531739691,true,true,evaluable,evaluable,false,corner_duplicate,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,18,98eadb4d0d25287d,4234,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,0edb65ce075ec5433162d2d9499525b9ef90b4ffbbb3f04576164216929920f0,false,,,n_pairs_mismatch,0.9035806831566549,0.8987506486249152,-0.004830034531739691,true,true,evaluable,evaluable,false,corner_duplicate,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,false,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,19,21917165006a2616,4654,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,f1cfbdad67212652749643bf56d4ccf1a4dee27d58f789e26b800af2c537fb82,false,,,n_pairs_mismatch,0.9035806831566549,0.8851433058500197,-0.018437377306635194,true,true,evaluable,evaluable,false,corner_drift;over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,false,false,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,2,185f571fb1f1fa61,4743,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,0edb65ce075ec5433162d2d9499525b9ef90b4ffbbb3f04576164216929920f0,false,,,n_pairs_mismatch,0.9035806831566549,0.8987506486249152,-0.004830034531739691,true,true,evaluable,evaluable,false,over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,21,726df974bcd4c84b,3687,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,0785cd02a69f3a1a4e1cc73a0ae507b8c4ef2be2be73e224020e3e9593fb25a4,false,4.0190348712578645,0.0035104824906541797,,0.9035806831566549,0.8978170396544954,-0.00576364350215941,true,true,evaluable,evaluable,false,corner_drift;over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,false,false,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,6,932e34e76a7b2bd3,3284,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,b8bc0621e1300d73bb0da476323fda0167ac57acb463e412207f2107879d3b54,false,,,n_pairs_mismatch,0.9035806831566549,0.9041791402227278,0.0005984570660729771,true,true,evaluable,evaluable,false,corner_drift;corner_duplicate;over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,8,d90afb940106a139,3492,init:p1:4ba64bd7750a6321df94,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,0edb65ce075ec5433162d2d9499525b9ef90b4ffbbb3f04576164216929920f0,false,,,n_pairs_mismatch,0.9035806831566549,0.8987506486249152,-0.004830034531739691,true,true,evaluable,evaluable,false,over_parsing,true,false,trap,over_parsing,over_parsing,frozen_selection,trap_natural,task_id:505,ff4d9e8c4651f351123ebb5b81dda5525e76a0503c76b974de9322fc5d91c6ac,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,true,false,true,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,false,false,true,false,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,1,d2965a4546dd5bd3,4805,init:p1:bd071297cf74315ad519,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,bd071297cf74315ad5196f59bf6d50be1d251c6df567e7cf6bb0c12299cab3e5,f6afaf60cf6342f18b88307320378149d34f2a962972015a6b70b7e9e9ba8f95,5da21990c41b2d256bd566ffdef5bd8bda9baf4a2ed3bdc7c84decb671a8e124,false,16.249120130926993,0.014193022338794156,,0.9381217853482978,0.8990550671167281,-0.03906671823156971,true,true,evaluable,evaluable,false,acceptable,false,true,trap,corner_drift,corner_drift,frozen_selection,trap_natural,task_id:625,86316f079247018365b4275bd10db9c777d2d3b04051f3792927e570184594d0,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,false,true,,,,false,false,false,false,false,true,,,,false,false,false,false,false,true,,,,false,false,false,false,false,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
