image_id,building_id,old214_registry,original_status,gt_status,gt_reason,gt_path,hohonet_txt_status,hohonet_json_status,bi_manifest_status,bi_extended_status,bi_enclosed_status,bi_split,model_asset_issue_codes,asset_overall_status,dense_source,bi_extended_reason,bi_extended_corner_count,bi_extended_corner_path,bi_extended_floor_path,bi_enclosed_reason,bi_enclosed_corner_count,bi_enclosed_corner_path,bi_enclosed_floor_path
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,10,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.txt,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.txt
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.txt,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7.txt
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.txt
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.txt
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,10,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.txt,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.txt
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.txt
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.txt,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.txt
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.txt,ok,8,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23.txt
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,11,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.txt
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.txt,ok,6,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.txt
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599.txt
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,degenerate,degenerate,degenerate,test,bi_extended:degenerate;bi_enclosed:degenerate,known_asset_issue,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,manifest=degenerate;corner=ok;floor=ok,12,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.txt,manifest=degenerate;corner=point_count_not_even_ge4;floor=ok,1,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.txt
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,14,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.txt,ok,16,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.txt
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,true,valid,valid,ok,export_label/groudTruth.json,valid,valid,ok,valid,valid,test,,valid,analysis_results/rq1_raw_recompute_20260826/high_density_task_metrics.csv,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/corners_1024x512/yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/extended/floor_uv/yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.txt,ok,4,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/corners_1024x512/yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.txt,D:/Work/Manhattan_3D/Bi_layout/exports/mp3d_dual_predictions/test/enclosed/floor_uv/yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5.txt
