image_id,condition,grade_v1,status_v1,review_draft_grade,review_draft_reason,review_status,reviewed_grade,n_observed,n_valid,n_excluded
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,,singleton_support_unresolved,,many_supported_clusters_with_stable_core_not_never_convergent,not_provided,,23,23,0
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,6,6,0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,,singleton_support_unresolved,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,difficult_candidate,assigned_observed_fragmentation_and_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,23,23,0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,,singleton_support_unresolved,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,24,0
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,,limited_horizon_or_order_sensitive,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,24,24,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,medium,assigned_observed_later,,order_partition_or_count_boundary,not_provided,,24,24,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,,stable_outside_three_tier_limits,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,not_provided,,24,24,0
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,4,4,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,,stable_outside_three_tier_limits,,order_partition_or_count_boundary,not_provided,,24,24,0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,7,7,0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,,limited_horizon_or_order_sensitive,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,,singleton_support_unresolved,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,23,23,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,,invalid_response_evidence,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,23,1
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,24,24,0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,,stable_outside_three_tier_limits,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,23,23,0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,5,5,0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,,singleton_support_unresolved,,singleton_rich_boundary;not_automatically_difficult,not_provided,,24,24,0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,simple,assigned_observed_early,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,5,5,0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,,singleton_support_unresolved,,singleton_rich_boundary;not_automatically_difficult,not_provided,,23,23,0
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,,limited_horizon_or_order_sensitive,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,not_provided,,6,6,0
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,5,5,0
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,6,6,0
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,,limited_horizon_or_order_sensitive,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,not_provided,,5,5,0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,,singleton_support_unresolved,,order_partition_or_count_boundary,not_provided,,23,23,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,,order_sensitive_or_other_trajectory,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,not_provided,,24,24,0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,5,5,0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,,invalid_response_evidence,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,24,23,1
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,difficult_candidate,assigned_observed_fragmentation_and_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,not_provided,,24,24,0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,,stable_outside_three_tier_limits,,order_partition_or_count_boundary,not_provided,,24,24,0
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,,insufficient_people,,too_few_valid_people,not_provided,,1,1,0
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,,limited_horizon_or_order_sensitive,,short_horizon_or_unconfirmed_multi_pattern,not_provided,,4,4,0
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,,insufficient_people,,too_few_valid_people,not_provided,,2,2,0
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,24,0
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,23,1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,24,0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,23,1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,24,0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,23,1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,24,0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,23,1
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,,previously_not_geometrically_analysed,not_assigned_scope_separate,OOS geometry separate; no in-scope relabeling,not_provided,,24,24,0
