image_id,condition,building,n_observed,n_valid,n_excluded,total_clusters,supported_clusters,singletons,singleton_share,supported_share,largest_share,point_count_disagreement,within_cluster_median,sizes_descending,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,min_sub80_jaccard,review_draft_grade,review_draft_reason,full_p_by_8,core10_p_by_19,full_tail_no_gate,core_tail_10,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,grade_v1,status_v1,cut,doubletons,effective_modes_simpson,entropy_bits,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,supported_point_counts,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source,review_status,reviewed_grade,full_requested8_exceeds_n,core_requested19_exceeds_n
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,X7HyMhZNoso,5,5,0,3,1,2,0.4,0.6,0.6,0.7,0.0597743087537,3;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.47,0.815,0,0.175,0.3575,0.423333333333,0.3575,0,0.3645,0.125,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,X7HyMhZNoso,4,4,0,2,1,1,0.25,0.75,0.75,0.5,0.0696778568214,3;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.475,0.69,0,0.295,0.215,0.2125,0.215,0,0.25,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,Z6MFQCViBuw,5,5,0,2,1,1,0.2,0.8,0.8,0,0.0575182402261,4;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0.75,1,0,0.645,0.0225,0.0433333333333,0,0,0.2355,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,厨房与用餐,后续41图亲审.current_classification.coarse_type,大餐桌用餐区为主,大餐桌用餐区为主,AI_new_spatial_review,new_original,大餐桌用餐区为主,后续41图亲审.current_classification.focus,烹饪、用餐,特殊用途|用餐,否,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,Z6MFQCViBuw,4,4,0,1,1,0,0,1,1,0,0.000842867407285,4,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,1,1,1,0,0,0,0,0,0,simple,assigned_observed_early,,,,,,,,,,test,厨房与用餐,后续41图亲审.current_classification.coarse_type,大餐桌用餐区为主,大餐桌用餐区为主,AI_new_spatial_review,new_original,大餐桌用餐区为主,后续41图亲审.current_classification.focus,烹饪、用餐,特殊用途|用餐,否,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,Z6MFQCViBuw,5,5,0,2,1,1,0.2,0.8,0.8,0,0.0572270208612,4;1,0.95,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.56,1,0,0.335,0,0,0,0.1125,0.239,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,复合／待定,早期争议复核导出.user_type,特殊用途为主,特殊用途为主,AI_new_spatial_review,new_original,,未有人工作答,,特殊用途,否,unresolved:Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,special,special,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,Z6MFQCViBuw,5,5,0,1,1,0,0,1,1,0,0.0764048005976,5,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.64,0.64,0.405,0.405,0,0,0,0,0,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,复合／待定,早期争议复核导出.user_type,特殊用途为主,特殊用途为主,AI_new_spatial_review,new_original,,未有人工作答,,特殊用途,否,unresolved:Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,special,special,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,Z6MFQCViBuw,5,5,0,2,1,1,0.2,0.8,0.8,0,0.0389265898881,4;1,0.95,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.61,0.79,0,0.35,0,0,0,0.1025,0.246,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,起居与休闲,早期争议复核导出.user_type,起居休闲为主,起居休闲为主,AI_new_spatial_review,new_original,,未有人工作答,,特殊用途|起居休闲,否,unresolved:Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,24,24,0,4,3,1,0.0416666666667,0.958333333333,0.583333333333,0.289855072464,0.0273830999047,14;5;4;1,0.979166666667,0.1,False,0.944807370184,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.255,0.76,0.5,0.00333333333334,0.0158333333333,0.000833333333335,0.00319744179483,0.126458333333,0.11256916996,,stable_outside_three_tier_limits,,,,,,,,,,test,复合／待定,早期争议复核导出.user_type,特殊用途为主,特殊用途为主,AI_new_spatial_review,new_original,,未有人工作答,,特殊用途,否,unresolved:Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,special,special,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,24,24,0,15,5,10,0.416666666667,0.583333333333,0.208333333333,0.728260869565,0.0485658494263,5;3;2;2;2;1;1;1;1;1;1;1;1;1;1,1,0,False,1,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,0,0.075,0.005,0.335,0.405,0.451666666667,0.00500000000001,5.4466230937e-06,0.335208333333,0.220547619048,difficult_candidate,assigned_observed_fragmentation_and_change,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,通行为主,通行为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,确认,supported_component:b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,24,24,0,7,3,4,0.166666666667,0.833333333333,0.583333333333,0.300724637681,0.0242046332434,14;3;3;1;1;1;1,0.919270833333,0.97619047619,True,,,singleton_rich_boundary;not_automatically_difficult,0,0.37,0.27,0.63,0.176666666667,0.17375,0.0483333333334,0.0138613839845,0.180833333333,0.110077020202,,singleton_support_unresolved,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,b8cTxDM8gDG,5,5,0,2,1,1,0.2,0.8,0.8,0.4,0.038521104419,4;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.78,1,0,0.535,0.2075,0.203333333333,0.2075,0,0.239,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,b8cTxDM8gDG,6,6,0,3,3,0,0,1,0.333333333333,0,0.0584549756715,2;2;2,0.916666666667,0.5,False,0.898550724638,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0,0,0,0.06,0.108333333333,0,0.0369166666667,0.206666666666,0.206666666666,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,确认,unresolved:b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,e9zR4mvMWw7,6,6,0,1,1,0,0,1,1,0,0.051944120064,6,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,1,0.9,0.915,0,0,0,0,0,0,simple,assigned_observed_early,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,24,24,0,3,3,0,0,1,0.791666666667,0.228260869565,0.0226903944883,19;3;2,0.986842105263,0.684210526316,True,0.944024334734,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.485,0.7,0.7,0.0025,0.00833333333333,0.0025,0.0148080843206,0.08,0.08,,stable_outside_three_tier_limits,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,e9zR4mvMWw7,6,6,0,2,2,0,0,1,0.666666666667,0,0.0394956254331,4;2,1,0,False,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0.685,0.685,0,0,0.025,0.0566666666666,0,0,0.123333333333,0.123333333333,,limited_horizon_or_order_sensitive,,,,,,,,,,test,厨房与用餐,早期争议复核导出.user_type,厨房或用餐为主（旧粗类未区分二者比重）,厨房或用餐为主（旧粗类未区分二者比重）,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen+dining,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,24,24,0,2,2,0,0,1,0.833333333333,0,0.0162932677392,20;4,0.961805555556,0.7625,True,0.858179713242,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0.065,0.74,0.77,0.83,0,0.000416666666666,0,0.0121696025242,0.0620833333334,0.0620833333334,,stable_outside_three_tier_limits,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,24,24,0,3,2,1,0.0416666666667,0.958333333333,0.666666666667,0,0.0158901573588,16;7;1,0.94246031746,0.848214285714,True,0.754043650794,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.65,0.685,0.785,0.0425000000001,0.0433333333333,0,0.0262510437918,0.100833333333,0.084761198946,,stable_outside_three_tier_limits,,,,,,,,,,test,起居与休闲,早期争议复核导出.user_type,起居休闲为主,起居休闲为主,AI_new_spatial_review,new_original,,未有人工作答,,厨房|起居休闲|通行,否,supported_component:e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,e9zR4mvMWw7,6,6,0,3,1,2,0.333333333333,0.666666666667,0.666666666667,0,0.0595328500214,4;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.7,1,0,0.67,0.1775,0.198333333333,0,0,0.233333333333,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,起居与休闲,早期争议复核导出.user_type,起居休闲为主,起居休闲为主,AI_new_spatial_review,new_original,,未有人工作答,,厨房|起居休闲|通行,否,supported_component:e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,24,24,0,9,4,5,0.208333333333,0.791666666667,0.291666666667,0.663043478261,0.0564426956487,7;5;4;3;1;1;1;1;1,1,0.55,True,0.986934673367,,singleton_rich_boundary;not_automatically_difficult,0,0.485,0.335,0.765,0.184166666667,0.195416666667,0,0.000306185472594,0.234791666667,0.157321637427,difficult_candidate,assigned_observed_fragmentation_and_change,,,,,,,,,,test,通行与连接,早期争议复核导出.user_type,通行为主,通行为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,疑似,supported_component:e9zR4mvMWw7_1ff35596f9cb4b98ba4f08dda81c1654,supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,e9zR4mvMWw7,24,24,0,3,3,0,0,1,0.666666666667,0.159420289855,0.0227406102284,16;6;2,0.975,0.9375,True,0.916401960784,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.455,0.62,0.62,0.00666666666668,0.0175,0.00666666666668,0.0149777210309,0.0850000000001,0.0850000000001,,stable_outside_three_tier_limits,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,e9zR4mvMWw7,24,23,1,5,2,3,0.130434782609,0.869565217391,0.739130434783,0.379446640316,0.0410421642098,17;3;1;1;1,1,0,False,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.965,0.64,0.975,0.124166666667,0.135,0.0108333333334,0,0.142391304348,0.074827020202,,invalid_response_evidence,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,jh4fc5c5qoQ,4,4,0,3,1,2,0.5,0.5,0.5,0.5,0.057024089161,2;1;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0,0.49,0,0.185,0.25,0.3675,0.25,0.0799999999999,0.3275,0.125,,limited_horizon_or_order_sensitive,,,,,,,,,,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卧室|厨房,否,supported_component:jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,jh4fc5c5qoQ,2,2,0,2,0,2,1,0,0.5,1,,1;1,,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,起居与休闲,早期争议复核导出.user_type,起居休闲为主,起居休闲为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|起居休闲,否,supported_component:jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,jh4fc5c5qoQ,2,2,0,2,0,2,1,0,0.5,1,,1;1,,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卧室|厨房,确认,unresolved:jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,jh4fc5c5qoQ,2,2,0,2,0,2,1,0,0.5,1,,1;1,,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,起居与休闲,早期争议复核导出.user_type,起居休闲为主,起居休闲为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|起居休闲,否,supported_component:jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,jh4fc5c5qoQ,2,2,0,2,0,2,1,0,0.5,1,,1;1,,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,new_original,,未有人工作答,,储藏家务|卫浴,否,supported_component:jh4fc5c5qoQ_5ce75bcca20d46a8adba099e08a36c8e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,jh4fc5c5qoQ,1,1,0,1,0,1,1,0,1,,,1,,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,厨房与用餐,早期争议复核导出.user_type,厨房或用餐为主（旧粗类未区分二者比重）,厨房或用餐为主（旧粗类未区分二者比重）,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|起居休闲,否,supported_component:jh4fc5c5qoQ_3182b6eba9ce405f9e1c0af86cc6b862,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen+dining,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,jh4fc5c5qoQ,2,2,0,2,0,2,1,0,0.5,1,,1;1,,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卧室|厨房,疑似,supported_component:jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,jtcxE69GiFV,3,3,0,1,1,0,0,1,1,0,0.0622727873146,3,1,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,厨房与用餐,早期争议复核导出.user_type,厨房或用餐为主（旧粗类未区分二者比重）,厨房或用餐为主（旧粗类未区分二者比重）,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐,否,supported_component:jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen+dining,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,jtcxE69GiFV,3,3,0,1,1,0,0,1,1,0,0.0396746590923,3,1,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,unresolved:jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,jtcxE69GiFV,6,6,0,2,2,0,0,1,0.5,0,0.0610239239447,3;3,0.75,0.888888888889,True,0.662903225806,,short_horizon_or_unconfirmed_multi_pattern,0.525,0.525,0,0,0,0,0,0.21925,0.2,0.2,,limited_horizon_or_order_sensitive,,,,,,,,,,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True
