stage,condition,building_id,worker_id,record_count,image_count,strict_geometry_count,complete_active_time_count
C2-B,manual,pa4otMbVnkk,35,1,1,1,1
C2-B,manual,pa4otMbVnkk,36,1,1,1,1
C2-B,manual,pa4otMbVnkk,37,1,1,1,1
C2-B,manual,pa4otMbVnkk,6,1,1,1,1
C2-B,manual,pa4otMbVnkk,8,1,1,1,1
C2-B,manual,zsNo4HB9uLZ,1,1,1,1,1
C2-B,manual,zsNo4HB9uLZ,10,1,1,1,1
C2-B,manual,zsNo4HB9uLZ,30,1,1,1,1
C2-B,manual,zsNo4HB9uLZ,31,1,1,1,1
C2-B,manual,zsNo4HB9uLZ,32,1,1,1,1
C2-B,manual,zsNo4HB9uLZ,33,1,1,1,1
P1,manual,7y3sRwLe3Va,1,1,1,1,1
P1,manual,7y3sRwLe3Va,10,1,1,1,1
P1,manual,7y3sRwLe3Va,11,1,1,1,1
P1,manual,7y3sRwLe3Va,12,1,1,1,0
P1,manual,7y3sRwLe3Va,13,1,1,1,1
P1,manual,7y3sRwLe3Va,14,1,1,1,0
P1,manual,7y3sRwLe3Va,15,1,1,1,1
P1,manual,7y3sRwLe3Va,17,1,1,1,1
P1,manual,7y3sRwLe3Va,18,1,1,1,1
P1,manual,7y3sRwLe3Va,19,1,1,1,1
P1,manual,7y3sRwLe3Va,2,1,1,1,1
P1,manual,7y3sRwLe3Va,21,1,1,1,1
P1,manual,7y3sRwLe3Va,26,1,1,0,0
P1,manual,7y3sRwLe3Va,27,1,1,1,1
P1,manual,7y3sRwLe3Va,28,1,1,1,1
P1,manual,7y3sRwLe3Va,29,1,1,1,1
P1,manual,7y3sRwLe3Va,30,1,1,1,1
P1,manual,7y3sRwLe3Va,31,1,1,1,0
P1,manual,7y3sRwLe3Va,32,1,1,1,1
P1,manual,7y3sRwLe3Va,33,1,1,1,1
P1,manual,7y3sRwLe3Va,34,1,1,1,0
P1,manual,7y3sRwLe3Va,35,1,1,1,0
P1,manual,7y3sRwLe3Va,36,1,1,1,1
P1,manual,7y3sRwLe3Va,37,1,1,1,1
P1,manual,7y3sRwLe3Va,6,1,1,1,1
P1,manual,7y3sRwLe3Va,8,1,1,1,1
P1,manual,B6ByNegPMKs,1,3,3,3,3
P1,manual,B6ByNegPMKs,10,3,3,3,3
P1,manual,B6ByNegPMKs,11,3,3,3,3
P1,manual,B6ByNegPMKs,12,3,3,3,0
P1,manual,B6ByNegPMKs,13,3,3,3,3
P1,manual,B6ByNegPMKs,14,3,3,3,0
P1,manual,B6ByNegPMKs,15,3,3,3,3
P1,manual,B6ByNegPMKs,17,3,3,3,3
P1,manual,B6ByNegPMKs,18,3,3,3,3
P1,manual,B6ByNegPMKs,19,3,3,3,3
P1,manual,B6ByNegPMKs,2,3,3,3,3
P1,manual,B6ByNegPMKs,21,3,3,3,3
P1,manual,B6ByNegPMKs,26,3,3,0,0
P1,manual,B6ByNegPMKs,27,3,3,3,3
P1,manual,B6ByNegPMKs,28,3,3,3,3
P1,manual,B6ByNegPMKs,29,3,3,3,3
P1,manual,B6ByNegPMKs,30,3,3,3,3
P1,manual,B6ByNegPMKs,31,3,3,3,0
P1,manual,B6ByNegPMKs,32,3,3,2,3
P1,manual,B6ByNegPMKs,33,3,3,3,3
P1,manual,B6ByNegPMKs,34,3,3,3,0
P1,manual,B6ByNegPMKs,35,3,3,3,0
P1,manual,B6ByNegPMKs,36,3,3,3,2
P1,manual,B6ByNegPMKs,37,3,3,3,3
P1,manual,B6ByNegPMKs,6,3,3,3,3
P1,manual,B6ByNegPMKs,8,3,3,3,3
P1,manual,UwV83HsGsw3,1,2,2,2,2
P1,manual,UwV83HsGsw3,10,2,2,2,2
P1,manual,UwV83HsGsw3,11,2,2,2,2
P1,manual,UwV83HsGsw3,12,2,2,2,0
P1,manual,UwV83HsGsw3,13,2,2,2,2
P1,manual,UwV83HsGsw3,14,2,2,2,0
P1,manual,UwV83HsGsw3,15,2,2,2,2
P1,manual,UwV83HsGsw3,17,2,2,2,2
P1,manual,UwV83HsGsw3,18,2,2,2,2
P1,manual,UwV83HsGsw3,19,2,2,0,2
P1,manual,UwV83HsGsw3,2,2,2,2,2
P1,manual,UwV83HsGsw3,21,2,2,2,2
P1,manual,UwV83HsGsw3,26,2,2,0,0
P1,manual,UwV83HsGsw3,27,2,2,2,2
P1,manual,UwV83HsGsw3,28,2,2,2,2
P1,manual,UwV83HsGsw3,29,2,2,2,2
P1,manual,UwV83HsGsw3,30,2,2,2,2
P1,manual,UwV83HsGsw3,31,2,2,2,0
P1,manual,UwV83HsGsw3,32,2,2,2,2
P1,manual,UwV83HsGsw3,33,2,2,2,2
P1,manual,UwV83HsGsw3,34,2,2,2,0
P1,manual,UwV83HsGsw3,35,2,2,2,0
P1,manual,UwV83HsGsw3,36,2,2,2,2
P1,manual,UwV83HsGsw3,37,2,2,2,2
P1,manual,UwV83HsGsw3,6,2,2,2,2
P1,manual,UwV83HsGsw3,8,2,2,2,2
P1,manual,X7HyMhZNoso,1,1,1,1,1
P1,manual,X7HyMhZNoso,10,1,1,1,1
P1,manual,X7HyMhZNoso,11,1,1,1,1
P1,manual,X7HyMhZNoso,12,1,1,1,0
P1,manual,X7HyMhZNoso,13,1,1,1,1
P1,manual,X7HyMhZNoso,14,1,1,1,0
P1,manual,X7HyMhZNoso,15,1,1,1,1
P1,manual,X7HyMhZNoso,17,1,1,1,1
P1,manual,X7HyMhZNoso,18,1,1,1,1
P1,manual,X7HyMhZNoso,19,1,1,1,1
P1,manual,X7HyMhZNoso,2,1,1,1,1
P1,manual,X7HyMhZNoso,21,1,1,1,1
P1,manual,X7HyMhZNoso,26,1,1,0,0
P1,manual,X7HyMhZNoso,27,1,1,1,1
P1,manual,X7HyMhZNoso,28,1,1,1,1
P1,manual,X7HyMhZNoso,29,1,1,1,1
P1,manual,X7HyMhZNoso,30,1,1,1,1
P1,manual,X7HyMhZNoso,31,1,1,1,0
P1,manual,X7HyMhZNoso,32,1,1,1,1
P1,manual,X7HyMhZNoso,33,1,1,1,1
P1,manual,X7HyMhZNoso,34,1,1,1,0
P1,manual,X7HyMhZNoso,35,1,1,1,0
P1,manual,X7HyMhZNoso,36,1,1,1,1
P1,manual,X7HyMhZNoso,37,1,1,1,1
P1,manual,X7HyMhZNoso,6,1,1,1,1
P1,manual,X7HyMhZNoso,8,1,1,1,1
P1,manual,b8cTxDM8gDG,1,1,1,1,1
P1,manual,b8cTxDM8gDG,10,1,1,1,1
P1,manual,b8cTxDM8gDG,11,1,1,1,1
P1,manual,b8cTxDM8gDG,12,1,1,1,0
P1,manual,b8cTxDM8gDG,13,1,1,1,1
P1,manual,b8cTxDM8gDG,14,1,1,1,0
P1,manual,b8cTxDM8gDG,15,1,1,1,1
P1,manual,b8cTxDM8gDG,17,1,1,1,1
P1,manual,b8cTxDM8gDG,18,1,1,1,1
P1,manual,b8cTxDM8gDG,19,1,1,1,1
P1,manual,b8cTxDM8gDG,2,1,1,1,1
P1,manual,b8cTxDM8gDG,21,1,1,1,1
P1,manual,b8cTxDM8gDG,26,1,1,1,0
P1,manual,b8cTxDM8gDG,27,1,1,1,1
P1,manual,b8cTxDM8gDG,28,1,1,1,1
P1,manual,b8cTxDM8gDG,29,1,1,1,1
P1,manual,b8cTxDM8gDG,30,1,1,1,1
P1,manual,b8cTxDM8gDG,31,1,1,1,0
P1,manual,b8cTxDM8gDG,32,1,1,1,1
P1,manual,b8cTxDM8gDG,33,1,1,1,1
P1,manual,b8cTxDM8gDG,34,1,1,1,0
P1,manual,b8cTxDM8gDG,35,1,1,1,0
P1,manual,b8cTxDM8gDG,36,1,1,1,1
P1,manual,b8cTxDM8gDG,37,1,1,1,1
P1,manual,b8cTxDM8gDG,6,1,1,1,1
P1,manual,b8cTxDM8gDG,8,1,1,1,1
P1,manual,e9zR4mvMWw7,1,1,1,1,1
P1,manual,e9zR4mvMWw7,10,1,1,1,1
P1,manual,e9zR4mvMWw7,11,1,1,1,1
P1,manual,e9zR4mvMWw7,12,1,1,1,0
P1,manual,e9zR4mvMWw7,13,1,1,1,1
P1,manual,e9zR4mvMWw7,14,1,1,1,0
P1,manual,e9zR4mvMWw7,15,1,1,1,1
P1,manual,e9zR4mvMWw7,17,1,1,1,1
P1,manual,e9zR4mvMWw7,18,1,1,1,1
P1,manual,e9zR4mvMWw7,19,1,1,0,1
P1,manual,e9zR4mvMWw7,2,1,1,1,1
P1,manual,e9zR4mvMWw7,21,1,1,1,1
P1,manual,e9zR4mvMWw7,26,1,1,0,0
P1,manual,e9zR4mvMWw7,27,1,1,1,1
P1,manual,e9zR4mvMWw7,28,1,1,1,1
P1,manual,e9zR4mvMWw7,29,1,1,1,1
P1,manual,e9zR4mvMWw7,30,1,1,1,1
P1,manual,e9zR4mvMWw7,31,1,1,1,0
P1,manual,e9zR4mvMWw7,32,1,1,1,1
P1,manual,e9zR4mvMWw7,33,1,1,1,1
P1,manual,e9zR4mvMWw7,34,1,1,1,0
P1,manual,e9zR4mvMWw7,35,1,1,1,0
P1,manual,e9zR4mvMWw7,36,1,1,1,1
P1,manual,e9zR4mvMWw7,37,1,1,1,1
P1,manual,e9zR4mvMWw7,6,1,1,1,1
P1,manual,e9zR4mvMWw7,8,1,1,1,1
P1,manual,q9vSo1VnCiC,1,4,4,4,4
P1,manual,q9vSo1VnCiC,10,4,4,4,4
P1,manual,q9vSo1VnCiC,11,4,4,4,4
P1,manual,q9vSo1VnCiC,12,4,4,4,0
P1,manual,q9vSo1VnCiC,13,4,4,4,4
P1,manual,q9vSo1VnCiC,14,4,4,4,0
P1,manual,q9vSo1VnCiC,15,4,4,4,4
P1,manual,q9vSo1VnCiC,17,4,4,4,4
P1,manual,q9vSo1VnCiC,18,4,4,4,4
P1,manual,q9vSo1VnCiC,19,4,4,3,4
P1,manual,q9vSo1VnCiC,2,4,4,4,4
P1,manual,q9vSo1VnCiC,21,4,4,4,4
P1,manual,q9vSo1VnCiC,26,4,4,0,0
P1,manual,q9vSo1VnCiC,27,4,4,4,4
P1,manual,q9vSo1VnCiC,28,4,4,4,4
P1,manual,q9vSo1VnCiC,29,4,4,4,4
P1,manual,q9vSo1VnCiC,30,4,4,3,4
P1,manual,q9vSo1VnCiC,31,4,4,4,0
P1,manual,q9vSo1VnCiC,32,4,4,4,4
P1,manual,q9vSo1VnCiC,33,4,4,4,4
P1,manual,q9vSo1VnCiC,34,4,4,4,0
P1,manual,q9vSo1VnCiC,35,4,4,4,0
P1,manual,q9vSo1VnCiC,36,4,4,4,4
P1,manual,q9vSo1VnCiC,37,4,4,4,4
P1,manual,q9vSo1VnCiC,6,4,4,4,4
P1,manual,q9vSo1VnCiC,8,4,4,4,4
P1,manual,rPc6DW4iMge,1,4,4,4,4
P1,manual,rPc6DW4iMge,10,4,4,4,4
P1,manual,rPc6DW4iMge,11,4,4,4,4
P1,manual,rPc6DW4iMge,12,4,4,4,0
P1,manual,rPc6DW4iMge,13,4,4,4,4
P1,manual,rPc6DW4iMge,14,4,4,4,0
P1,manual,rPc6DW4iMge,15,4,4,4,4
P1,manual,rPc6DW4iMge,17,4,4,4,4
P1,manual,rPc6DW4iMge,18,4,4,3,4
P1,manual,rPc6DW4iMge,19,4,4,3,4
P1,manual,rPc6DW4iMge,2,4,4,3,4
P1,manual,rPc6DW4iMge,21,4,4,4,4
P1,manual,rPc6DW4iMge,26,4,4,1,0
P1,manual,rPc6DW4iMge,27,4,4,4,4
P1,manual,rPc6DW4iMge,28,4,4,4,4
P1,manual,rPc6DW4iMge,29,4,4,4,4
P1,manual,rPc6DW4iMge,30,4,4,4,4
P1,manual,rPc6DW4iMge,31,4,4,4,0
P1,manual,rPc6DW4iMge,32,4,4,4,4
P1,manual,rPc6DW4iMge,33,4,4,4,4
P1,manual,rPc6DW4iMge,34,4,4,4,0
P1,manual,rPc6DW4iMge,35,4,4,4,0
P1,manual,rPc6DW4iMge,36,4,4,4,4
P1,manual,rPc6DW4iMge,37,4,4,4,4
P1,manual,rPc6DW4iMge,6,4,4,4,4
P1,manual,rPc6DW4iMge,8,4,4,4,4
P1,manual,uNb9QFRL6hY,1,6,6,6,6
P1,manual,uNb9QFRL6hY,10,6,6,6,6
P1,manual,uNb9QFRL6hY,11,6,6,6,6
P1,manual,uNb9QFRL6hY,12,6,6,6,0
P1,manual,uNb9QFRL6hY,13,6,6,6,6
P1,manual,uNb9QFRL6hY,14,6,6,6,0
P1,manual,uNb9QFRL6hY,15,6,6,6,6
P1,manual,uNb9QFRL6hY,17,6,6,6,6
P1,manual,uNb9QFRL6hY,18,6,6,6,6
P1,manual,uNb9QFRL6hY,19,6,6,6,6
P1,manual,uNb9QFRL6hY,2,6,6,5,6
P1,manual,uNb9QFRL6hY,21,6,6,6,6
P1,manual,uNb9QFRL6hY,26,5,5,1,0
P1,manual,uNb9QFRL6hY,27,6,6,6,6
P1,manual,uNb9QFRL6hY,28,6,6,6,6
P1,manual,uNb9QFRL6hY,29,6,6,6,6
P1,manual,uNb9QFRL6hY,30,6,6,6,6
P1,manual,uNb9QFRL6hY,31,6,6,6,0
P1,manual,uNb9QFRL6hY,32,6,6,6,6
P1,manual,uNb9QFRL6hY,33,6,6,6,6
P1,manual,uNb9QFRL6hY,34,6,6,6,0
P1,manual,uNb9QFRL6hY,35,6,6,6,0
P1,manual,uNb9QFRL6hY,36,6,6,6,6
P1,manual,uNb9QFRL6hY,37,6,6,5,6
P1,manual,uNb9QFRL6hY,6,6,6,6,6
P1,manual,uNb9QFRL6hY,8,6,6,6,6
P1,manual,wc2JMjhGNzB,1,2,2,2,2
P1,manual,wc2JMjhGNzB,10,2,2,2,2
P1,manual,wc2JMjhGNzB,11,2,2,2,2
P1,manual,wc2JMjhGNzB,12,2,2,2,0
P1,manual,wc2JMjhGNzB,13,2,2,2,2
P1,manual,wc2JMjhGNzB,14,2,2,2,0
P1,manual,wc2JMjhGNzB,15,2,2,2,2
P1,manual,wc2JMjhGNzB,17,2,2,2,2
P1,manual,wc2JMjhGNzB,18,2,2,2,2
P1,manual,wc2JMjhGNzB,19,2,2,0,2
P1,manual,wc2JMjhGNzB,2,2,2,2,2
P1,manual,wc2JMjhGNzB,21,2,2,2,2
P1,manual,wc2JMjhGNzB,26,2,2,0,0
P1,manual,wc2JMjhGNzB,27,2,2,2,2
P1,manual,wc2JMjhGNzB,28,2,2,2,2
P1,manual,wc2JMjhGNzB,29,2,2,2,2
P1,manual,wc2JMjhGNzB,30,2,2,2,2
P1,manual,wc2JMjhGNzB,31,2,2,2,0
P1,manual,wc2JMjhGNzB,32,2,2,2,2
P1,manual,wc2JMjhGNzB,33,2,2,2,2
P1,manual,wc2JMjhGNzB,34,2,2,2,0
P1,manual,wc2JMjhGNzB,35,2,2,2,0
P1,manual,wc2JMjhGNzB,36,2,2,2,2
P1,manual,wc2JMjhGNzB,37,2,2,2,2
P1,manual,wc2JMjhGNzB,6,2,2,2,2
P1,manual,wc2JMjhGNzB,8,2,2,2,2
P1,manual,x8F5xyUWy9e,1,1,1,1,1
P1,manual,x8F5xyUWy9e,10,1,1,1,1
P1,manual,x8F5xyUWy9e,11,1,1,1,1
P1,manual,x8F5xyUWy9e,12,1,1,1,0
P1,manual,x8F5xyUWy9e,13,1,1,1,1
P1,manual,x8F5xyUWy9e,14,1,1,1,0
P1,manual,x8F5xyUWy9e,15,1,1,1,1
P1,manual,x8F5xyUWy9e,17,1,1,1,1
P1,manual,x8F5xyUWy9e,18,1,1,1,1
P1,manual,x8F5xyUWy9e,19,1,1,0,1
P1,manual,x8F5xyUWy9e,2,1,1,1,1
P1,manual,x8F5xyUWy9e,21,1,1,1,1
P1,manual,x8F5xyUWy9e,26,1,1,0,0
P1,manual,x8F5xyUWy9e,27,1,1,1,1
P1,manual,x8F5xyUWy9e,28,1,1,1,1
P1,manual,x8F5xyUWy9e,29,1,1,1,1
P1,manual,x8F5xyUWy9e,30,1,1,1,1
P1,manual,x8F5xyUWy9e,31,1,1,1,0
P1,manual,x8F5xyUWy9e,32,1,1,1,1
P1,manual,x8F5xyUWy9e,33,1,1,1,1
P1,manual,x8F5xyUWy9e,34,1,1,1,0
P1,manual,x8F5xyUWy9e,35,1,1,1,0
P1,manual,x8F5xyUWy9e,36,1,1,1,1
P1,manual,x8F5xyUWy9e,37,1,1,1,1
P1,manual,x8F5xyUWy9e,6,1,1,1,1
P1,manual,x8F5xyUWy9e,8,1,1,1,1
P1,manual,yqstnuAEVhm,1,4,4,4,4
P1,manual,yqstnuAEVhm,10,4,4,4,4
P1,manual,yqstnuAEVhm,11,4,4,4,4
P1,manual,yqstnuAEVhm,12,4,4,4,0
P1,manual,yqstnuAEVhm,13,4,4,4,4
P1,manual,yqstnuAEVhm,14,4,4,4,0
P1,manual,yqstnuAEVhm,15,4,4,3,4
P1,manual,yqstnuAEVhm,17,4,4,4,4
P1,manual,yqstnuAEVhm,18,4,4,4,4
P1,manual,yqstnuAEVhm,19,4,4,4,4
P1,manual,yqstnuAEVhm,2,4,4,4,4
P1,manual,yqstnuAEVhm,21,4,4,3,4
P1,manual,yqstnuAEVhm,26,4,4,1,0
P1,manual,yqstnuAEVhm,27,4,4,4,4
P1,manual,yqstnuAEVhm,28,4,4,4,4
P1,manual,yqstnuAEVhm,29,4,4,4,4
P1,manual,yqstnuAEVhm,30,4,4,4,4
P1,manual,yqstnuAEVhm,31,4,4,3,0
P1,manual,yqstnuAEVhm,32,4,4,4,4
P1,manual,yqstnuAEVhm,33,4,4,4,4
P1,manual,yqstnuAEVhm,34,4,4,4,0
P1,manual,yqstnuAEVhm,35,4,4,4,0
P1,manual,yqstnuAEVhm,36,4,4,4,4
P1,manual,yqstnuAEVhm,37,4,4,4,4
P1,manual,yqstnuAEVhm,6,4,4,4,4
P1,manual,yqstnuAEVhm,8,4,4,4,4
P1,oos,7y3sRwLe3Va,1,2,2,2,2
P1,oos,7y3sRwLe3Va,10,2,2,2,2
P1,oos,7y3sRwLe3Va,11,2,2,2,2
P1,oos,7y3sRwLe3Va,12,2,2,2,0
P1,oos,7y3sRwLe3Va,13,2,2,2,2
P1,oos,7y3sRwLe3Va,14,2,2,2,0
P1,oos,7y3sRwLe3Va,15,2,2,2,2
P1,oos,7y3sRwLe3Va,17,2,2,2,2
P1,oos,7y3sRwLe3Va,18,2,2,2,2
P1,oos,7y3sRwLe3Va,19,2,2,2,2
P1,oos,7y3sRwLe3Va,2,2,2,2,2
P1,oos,7y3sRwLe3Va,21,2,2,2,2
P1,oos,7y3sRwLe3Va,26,2,2,0,0
P1,oos,7y3sRwLe3Va,27,2,2,2,2
P1,oos,7y3sRwLe3Va,28,2,2,2,2
P1,oos,7y3sRwLe3Va,29,2,2,2,2
P1,oos,7y3sRwLe3Va,30,2,2,2,2
P1,oos,7y3sRwLe3Va,31,2,2,2,0
P1,oos,7y3sRwLe3Va,32,2,2,2,2
P1,oos,7y3sRwLe3Va,33,2,2,2,2
P1,oos,7y3sRwLe3Va,34,2,2,2,0
P1,oos,7y3sRwLe3Va,35,2,2,2,0
P1,oos,7y3sRwLe3Va,36,2,2,2,2
P1,oos,7y3sRwLe3Va,37,2,2,1,2
P1,oos,7y3sRwLe3Va,6,2,2,2,2
P1,oos,7y3sRwLe3Va,8,2,2,2,2
P1,oos,UwV83HsGsw3,1,3,3,3,3
P1,oos,UwV83HsGsw3,10,3,3,3,3
P1,oos,UwV83HsGsw3,11,3,3,3,3
P1,oos,UwV83HsGsw3,12,3,3,3,0
P1,oos,UwV83HsGsw3,13,3,3,3,3
P1,oos,UwV83HsGsw3,14,3,3,3,0
P1,oos,UwV83HsGsw3,15,3,3,3,3
P1,oos,UwV83HsGsw3,17,3,3,2,3
P1,oos,UwV83HsGsw3,18,3,3,3,3
P1,oos,UwV83HsGsw3,19,3,3,3,3
P1,oos,UwV83HsGsw3,2,3,3,3,3
P1,oos,UwV83HsGsw3,21,3,3,3,3
P1,oos,UwV83HsGsw3,26,3,3,0,0
P1,oos,UwV83HsGsw3,27,3,3,3,3
P1,oos,UwV83HsGsw3,28,3,3,2,3
P1,oos,UwV83HsGsw3,29,3,3,3,3
P1,oos,UwV83HsGsw3,30,3,3,3,3
P1,oos,UwV83HsGsw3,31,3,3,3,0
P1,oos,UwV83HsGsw3,32,3,3,3,3
P1,oos,UwV83HsGsw3,33,3,3,3,3
P1,oos,UwV83HsGsw3,34,3,3,3,0
P1,oos,UwV83HsGsw3,35,3,3,3,0
P1,oos,UwV83HsGsw3,36,3,3,3,3
P1,oos,UwV83HsGsw3,37,3,3,3,3
P1,oos,UwV83HsGsw3,6,3,3,3,3
P1,oos,UwV83HsGsw3,8,3,3,3,3
P1,oos,b8cTxDM8gDG,1,1,1,1,1
P1,oos,b8cTxDM8gDG,10,1,1,1,1
P1,oos,b8cTxDM8gDG,11,1,1,1,1
P1,oos,b8cTxDM8gDG,12,1,1,1,0
P1,oos,b8cTxDM8gDG,13,1,1,1,1
P1,oos,b8cTxDM8gDG,14,1,1,1,0
P1,oos,b8cTxDM8gDG,15,1,1,1,1
P1,oos,b8cTxDM8gDG,17,1,1,1,1
P1,oos,b8cTxDM8gDG,18,1,1,1,1
P1,oos,b8cTxDM8gDG,19,1,1,1,1
P1,oos,b8cTxDM8gDG,2,1,1,1,1
P1,oos,b8cTxDM8gDG,21,1,1,1,1
P1,oos,b8cTxDM8gDG,26,1,1,0,0
P1,oos,b8cTxDM8gDG,27,1,1,1,1
P1,oos,b8cTxDM8gDG,28,1,1,1,1
P1,oos,b8cTxDM8gDG,29,1,1,1,1
P1,oos,b8cTxDM8gDG,30,1,1,1,1
P1,oos,b8cTxDM8gDG,31,1,1,1,0
P1,oos,b8cTxDM8gDG,32,1,1,1,1
P1,oos,b8cTxDM8gDG,33,1,1,1,1
P1,oos,b8cTxDM8gDG,34,1,1,1,0
P1,oos,b8cTxDM8gDG,35,1,1,1,0
P1,oos,b8cTxDM8gDG,36,1,1,1,1
P1,oos,b8cTxDM8gDG,37,1,1,0,1
P1,oos,b8cTxDM8gDG,6,1,1,1,1
P1,oos,b8cTxDM8gDG,8,1,1,1,1
P1,oos,q9vSo1VnCiC,1,1,1,1,1
P1,oos,q9vSo1VnCiC,10,1,1,1,1
P1,oos,q9vSo1VnCiC,11,1,1,1,1
P1,oos,q9vSo1VnCiC,12,1,1,1,0
P1,oos,q9vSo1VnCiC,13,1,1,1,1
P1,oos,q9vSo1VnCiC,14,1,1,1,0
P1,oos,q9vSo1VnCiC,15,1,1,1,1
P1,oos,q9vSo1VnCiC,17,1,1,1,1
P1,oos,q9vSo1VnCiC,18,1,1,1,1
P1,oos,q9vSo1VnCiC,19,1,1,1,1
P1,oos,q9vSo1VnCiC,2,1,1,1,1
P1,oos,q9vSo1VnCiC,21,1,1,1,1
P1,oos,q9vSo1VnCiC,26,1,1,0,0
P1,oos,q9vSo1VnCiC,27,1,1,1,1
P1,oos,q9vSo1VnCiC,28,1,1,1,1
P1,oos,q9vSo1VnCiC,29,1,1,1,1
P1,oos,q9vSo1VnCiC,30,1,1,1,1
P1,oos,q9vSo1VnCiC,31,1,1,1,0
P1,oos,q9vSo1VnCiC,32,1,1,1,1
P1,oos,q9vSo1VnCiC,33,1,1,1,1
P1,oos,q9vSo1VnCiC,34,1,1,1,0
P1,oos,q9vSo1VnCiC,35,1,1,1,0
P1,oos,q9vSo1VnCiC,36,1,1,1,1
P1,oos,q9vSo1VnCiC,37,1,1,1,1
P1,oos,q9vSo1VnCiC,6,1,1,1,1
P1,oos,q9vSo1VnCiC,8,1,1,1,1
P1,oos,uNb9QFRL6hY,1,1,1,1,1
P1,oos,uNb9QFRL6hY,10,1,1,1,1
P1,oos,uNb9QFRL6hY,11,1,1,1,1
P1,oos,uNb9QFRL6hY,12,1,1,1,0
P1,oos,uNb9QFRL6hY,13,1,1,1,1
P1,oos,uNb9QFRL6hY,14,1,1,1,0
P1,oos,uNb9QFRL6hY,15,1,1,1,1
P1,oos,uNb9QFRL6hY,17,1,1,1,1
P1,oos,uNb9QFRL6hY,18,1,1,1,1
P1,oos,uNb9QFRL6hY,19,1,1,1,1
P1,oos,uNb9QFRL6hY,2,1,1,1,1
P1,oos,uNb9QFRL6hY,21,1,1,1,1
P1,oos,uNb9QFRL6hY,26,1,1,0,0
P1,oos,uNb9QFRL6hY,27,1,1,1,1
P1,oos,uNb9QFRL6hY,28,1,1,1,1
P1,oos,uNb9QFRL6hY,29,1,1,1,1
P1,oos,uNb9QFRL6hY,30,1,1,1,1
P1,oos,uNb9QFRL6hY,31,1,1,1,0
P1,oos,uNb9QFRL6hY,32,1,1,1,1
P1,oos,uNb9QFRL6hY,33,1,1,1,1
P1,oos,uNb9QFRL6hY,34,1,1,1,0
P1,oos,uNb9QFRL6hY,35,1,1,1,0
P1,oos,uNb9QFRL6hY,36,1,1,1,1
P1,oos,uNb9QFRL6hY,37,1,1,0,1
P1,oos,uNb9QFRL6hY,6,1,1,1,1
P1,oos,uNb9QFRL6hY,8,1,1,1,1
P1,oos,yqstnuAEVhm,1,1,1,1,1
P1,oos,yqstnuAEVhm,10,1,1,1,1
P1,oos,yqstnuAEVhm,11,1,1,1,1
P1,oos,yqstnuAEVhm,12,1,1,1,0
P1,oos,yqstnuAEVhm,13,1,1,1,1
P1,oos,yqstnuAEVhm,14,1,1,1,0
P1,oos,yqstnuAEVhm,15,1,1,1,1
P1,oos,yqstnuAEVhm,17,1,1,1,1
P1,oos,yqstnuAEVhm,18,1,1,1,1
P1,oos,yqstnuAEVhm,19,1,1,1,1
P1,oos,yqstnuAEVhm,2,1,1,1,1
P1,oos,yqstnuAEVhm,21,1,1,1,1
P1,oos,yqstnuAEVhm,26,1,1,1,0
P1,oos,yqstnuAEVhm,27,1,1,1,1
P1,oos,yqstnuAEVhm,28,1,1,1,1
P1,oos,yqstnuAEVhm,29,1,1,1,1
P1,oos,yqstnuAEVhm,30,1,1,1,1
P1,oos,yqstnuAEVhm,31,1,1,1,0
P1,oos,yqstnuAEVhm,32,1,1,1,1
P1,oos,yqstnuAEVhm,33,1,1,1,1
P1,oos,yqstnuAEVhm,34,1,1,1,0
P1,oos,yqstnuAEVhm,35,1,1,1,0
P1,oos,yqstnuAEVhm,36,1,1,1,1
P1,oos,yqstnuAEVhm,37,1,1,1,1
P1,oos,yqstnuAEVhm,6,1,1,1,1
P1,oos,yqstnuAEVhm,8,1,1,1,1
P1,semi,7y3sRwLe3Va,1,1,1,1,1
P1,semi,7y3sRwLe3Va,10,1,1,1,1
P1,semi,7y3sRwLe3Va,11,1,1,1,1
P1,semi,7y3sRwLe3Va,12,1,1,1,0
P1,semi,7y3sRwLe3Va,13,1,1,1,1
P1,semi,7y3sRwLe3Va,14,1,1,1,0
P1,semi,7y3sRwLe3Va,15,1,1,1,1
P1,semi,7y3sRwLe3Va,17,1,1,1,1
P1,semi,7y3sRwLe3Va,18,1,1,1,1
P1,semi,7y3sRwLe3Va,19,1,1,1,1
P1,semi,7y3sRwLe3Va,2,1,1,1,1
P1,semi,7y3sRwLe3Va,21,1,1,1,1
P1,semi,7y3sRwLe3Va,26,1,1,1,0
P1,semi,7y3sRwLe3Va,27,1,1,1,1
P1,semi,7y3sRwLe3Va,28,1,1,1,1
P1,semi,7y3sRwLe3Va,29,1,1,1,1
P1,semi,7y3sRwLe3Va,30,1,1,1,1
P1,semi,7y3sRwLe3Va,31,1,1,1,0
P1,semi,7y3sRwLe3Va,32,1,1,1,1
P1,semi,7y3sRwLe3Va,33,1,1,1,1
P1,semi,7y3sRwLe3Va,34,1,1,1,0
P1,semi,7y3sRwLe3Va,35,1,1,1,0
P1,semi,7y3sRwLe3Va,36,1,1,1,1
P1,semi,7y3sRwLe3Va,37,1,1,1,1
P1,semi,7y3sRwLe3Va,6,1,1,1,1
