image_id,building,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,2t7WUuJeko7,valid,卧室,早期争议复核导出.user_type,花纹墙纸卧室全体,花纹墙纸卧室全体,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,present,absent,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM,valid,复合／待定,早期争议复核导出.user_type,小卫浴入口与旁侧洗衣区并见,小卫浴入口与旁侧洗衣区并见,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卫浴,确认,supported_component:S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,valid,通行与连接,早期争议复核导出.user_type,黄色条纹公共走廊,黄色条纹公共走廊,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|通行,否,unresolved:S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,not_in_supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,主卧近入口,主卧近入口,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_743e6d37beae4b6482a43ae41e634e67,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,绿色卧室反向视点,绿色卧室反向视点,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:S9hNv5qa7GM_27869fb0e3414f2687b9580b335ec615,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,valid,卫浴,早期争议复核导出.user_type,棕色石材主卫,棕色石材主卫,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴|用途不明,否,supported_component:S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_947f02de64db4ccbbe220a9f9124a815,S9hNv5qa7GM,valid,储藏与家务辅助,早期争议复核导出.user_type,蓝色洗衣机家务房,蓝色洗衣机家务房,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卫浴,否,unresolved:S9hNv5qa7GM_947f02de64db4ccbbe220a9f9124a815,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_b14dbfea048449aa8b8934cbf491a10a,S9hNv5qa7GM,valid,厨房与用餐,早期争议复核导出.user_type,正式餐厅近柜侧,正式餐厅近柜侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐,否,supported_component:S9hNv5qa7GM_181c56d99ddd42ba8d4be09dbb135381,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,主卧镜面床尾侧,主卧镜面床尾侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_cdafd704291841daaa57ce008a95a06a,S9hNv5qa7GM,valid,厨房与用餐,早期争议复核导出.user_type,白柜厨房,白柜厨房,AI_new_spatial_review,new_original,,未有人工作答,,厨房|用餐|起居休闲,否,unresolved:S9hNv5qa7GM_cdafd704291841daaa57ce008a95a06a,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_dbcf0a37c275473094e1160770291679,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,主卧靠侧墙,主卧靠侧墙,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,valid,卫浴,早期争议复核导出.user_type,黑台面洗手台前室,黑台面洗手台前室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴|通行,否,unresolved:S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,主卧入口内侧,主卧入口内侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,淡绿色卧室,淡绿色卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,unresolved:S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,valid,卫浴,早期争议复核导出.user_type,主卫近卧室门,主卫近卧室门,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep+bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_ed7387d968874f4bbe512395b64405af,S9hNv5qa7GM,valid,厨房与用餐,早期争议复核导出.user_type,正式餐厅反向视点,正式餐厅反向视点,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|用餐,否,supported_component:S9hNv5qa7GM_181c56d99ddd42ba8d4be09dbb135381,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics
S9hNv5qa7GM_f1b5f89d2b0a46449f374351c1579c80,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,带床阁楼室,带床阁楼室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,unresolved:S9hNv5qa7GM_f1b5f89d2b0a46449f374351c1579c80,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,test,复合／待定,早期争议复核导出.user_type,起居休闲为主，餐厨次要,起居休闲为主，餐厨次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,UwV83HsGsw3,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,test,厨房与用餐,早期争议复核导出.user_type,厨房与用餐共同为主，起居次要,厨房与用餐共同为主，起居次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,疑似,supported_component:UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kitchen+dining,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,UwV83HsGsw3,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,test,储藏与家务辅助,后续41图亲审.current_classification.coarse_type,衣帽储物区为主,衣帽储物区为主,AI_new_spatial_review,carried_visual_record,衣帽储物区为主,后续41图亲审.current_classification.focus,衣帽间,储藏家务,否,supported_component:UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,test,厨房与用餐,早期争议复核导出.user_type,厨房与用餐共同为主，起居次要,厨房与用餐共同为主，起居次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,疑似,supported_component:UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kitchen+dining,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,UwV83HsGsw3,test,通行与连接,早期争议复核导出.user_type,通行为主,通行为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,unresolved:UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,not_in_supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,test,复合／待定,早期争议复核导出.user_type,厨房与用餐共同为主，起居次要,厨房与用餐共同为主，起居次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kitchen+dining,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,test,通行与连接,早期争议复核导出.user_type,洗漱更衣过渡区域为主，保留旧通行视角描述,洗漱更衣过渡区域为主，保留旧通行视角描述,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卫浴,疑似,unresolved:UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom+storage,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,test,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,unresolved:UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,test,储藏与家务辅助,早期争议复核导出.user_type,储藏家务为主,储藏家务为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务,否,unresolved:UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98,UwV83HsGsw3,test,储藏与家务辅助,后续41图亲审.current_classification.coarse_type,衣帽储物区为主,衣帽储物区为主,AI_new_spatial_review,carried_visual_record,衣帽储物区为主,后续41图亲审.current_classification.focus,衣帽间,储藏家务,否,supported_component:UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,test,通行与连接,早期争议复核导出.user_type,通行为主,通行为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,unresolved:UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,not_in_supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,test,起居与休闲,早期争议复核导出.user_type,起居休闲为主，餐厨次要,起居休闲为主，餐厨次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,test,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,unresolved:UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,UwV83HsGsw3,test,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,unresolved:UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,UwV83HsGsw3,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,UwV83HsGsw3,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,test,起居与休闲,早期争议复核导出.user_type,起居休闲为主,起居休闲为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐（跨视点证据）|起居休闲,疑似,supported_component:UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,中央椭圆浴缸主卫,中央椭圆浴缸主卫,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,主卫近法式窗,主卫近法式窗,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴|用途不明,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,valid,卧室,早期争议复核导出.user_type,白床卧室,白床卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,主卫浴缸窗侧,主卫浴缸窗侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
VFuaQ6m2Qom_8a4ee4cfaba847cc8e68500039c9a916,VFuaQ6m2Qom,valid,卧室,早期争议复核导出.user_type,白床卧室床侧,白床卧室床侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
VFuaQ6m2Qom_93510fabb581438887c1d3e65093b7ae,VFuaQ6m2Qom,valid,卧室,早期争议复核导出.user_type,白床卧室窗侧,白床卧室窗侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,主卫近淋浴,主卫近淋浴,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
VFuaQ6m2Qom_b6ab88125f984cda94011fef788e23d0,VFuaQ6m2Qom,valid,通行与连接,早期争议复核导出.user_type,花玻璃门外过道,花玻璃门外过道,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明|通行,否,unresolved:VFuaQ6m2Qom_b6ab88125f984cda94011fef788e23d0,not_in_supported_component,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics
