image_id,condition,cut,building,rule,n_observed,n_valid,n_invalid,n_supported_modes,n_singletons,singleton_mass,n_modes,same_point_count_multimodality,point_count_disagreement,within_mode_median,late_new_geometry,late_repartition,late_geometry_step,late_support_promotions,half_tv,p_tail_stable,onset_median_conditional,confirmation,early_k,p_early,p_any_stable,observed_early_limit,observations_after_k,early_limit_censored,late_h,max_few_modes,max_singleton_mass,order_fraction_required,medium_definition,grade,status,p_cumulative,p_late_interval,actual_late_limit,horizon_censored,cdf_early7,cdf_observed_by19
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,0.1,e9zR4mvMWw7,G10_geometry,24,24,0,3,0,0,3,True,0.159420289855,0.0227406102284,0.02,0.0145352416444,0.00184161105249,0.0966666666667,0.0858333333333,0.61,19,suffix,7,0,0.83,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.42,0.42,19,False,0,0.42
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,0.1,e9zR4mvMWw7,G10_geometry,24,23,1,2,3,0.130434782609,5,False,0.379446640316,0.0410421642098,0.135833333333,0,0.00142865068851,0.0433333333333,0.137272727273,0,,suffix,7,0,0,7,16,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,19,False,,
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,0.1,jh4fc5c5qoQ,G10_geometry,4,4,0,1,2,0.5,3,False,0.5,0.057024089161,0.285,0.0733333333335,0.00212131008386,0.375,0.3275,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,0.1,jh4fc5c5qoQ,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,0.1,jh4fc5c5qoQ,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,0.1,jh4fc5c5qoQ,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,0.1,jh4fc5c5qoQ,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,0.1,jh4fc5c5qoQ,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,0.1,jh4fc5c5qoQ,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,0.1,jtcxE69GiFV,G10_geometry,3,3,0,1,0,0,1,False,0,,,0,0.0119178081554,0.5,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,2,True,,
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,0.1,jtcxE69GiFV,G10_geometry,3,3,0,1,0,0,1,False,0,,,0,0.00618658098691,0.5,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,2,True,,
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.1,jtcxE69GiFV,G10_geometry,6,6,0,2,0,0,2,True,0,0.0610239239447,0,0.175777777778,0.00423432076007,0.333333333333,0.196666666667,0,5,suffix,7,0.54,0.54,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0.54,0,5,True,0.54,0.54
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,0.1,jtcxE69GiFV,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,0.1,jtcxE69GiFV,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,0.1,jtcxE69GiFV,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,0.1,jtcxE69GiFV,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,0.1,jtcxE69GiFV,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,0.1,jtcxE69GiFV,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,0.1,jtcxE69GiFV,G10_geometry,4,4,0,1,2,0.5,3,False,0.5,0.0597262849979,0.355,0.0716666666667,0.00939079185441,0.335,0.33,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,0.1,jtcxE69GiFV,G10_geometry,2,2,0,1,0,0,1,False,0,,,0,,1,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.1,jtcxE69GiFV,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,jtcxE69GiFV,G10_geometry,4,4,0,2,0,0,2,False,0.666666666667,0.0597197416014,0.165,0,0.00203348952104,0.835,0.165,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,0,0
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,jtcxE69GiFV,G10_geometry,4,4,0,1,2,0.5,3,False,0.833333333333,0.0362415159279,0.595,0,0,0.405,0.345,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,jtcxE69GiFV,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,jtcxE69GiFV,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,0.1,pRbA3pwrgk9,G10_geometry,3,3,0,0,3,1,3,False,1,,,0,,0,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,2,True,,
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.1,pRbA3pwrgk9,G10_geometry,6,6,0,1,0,0,1,False,0,0.0189958136136,0,0,0.00181767967585,0,0,1,2,suffix,7,1,1,5,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,5,True,1,1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,0.1,pRbA3pwrgk9,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,0.1,pRbA3pwrgk9,G10_geometry,2,1,1,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,0,True,,
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,0.1,pRbA3pwrgk9,G10_geometry,3,3,0,1,1,0.333333333333,2,False,0,,,0,0,0.5,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,2,True,,
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,0.1,pRbA3pwrgk9,G10_geometry,5,5,0,1,0,0,1,False,0,0.0126505084587,0,0,0.000723708699372,0,0,1,2,suffix,7,1,1,4,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,4,True,1,1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,0.1,pRbA3pwrgk9,G10_geometry,2,2,0,1,0,0,1,False,0,,,0,,1,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,0.1,pRbA3pwrgk9,G10_geometry,20,19,1,4,10,0.526315789474,14,True,0.53216374269,0.0712184126782,0.575,0.00107561066385,0.00560007208757,0.261,0.401988304094,0,,suffix,7,0,0,7,12,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,18,False,,
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,0.1,pRbA3pwrgk9,G10_geometry,2,2,0,1,0,0,1,False,0,,,0,,1,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,0.1,pRbA3pwrgk9,G10_geometry,2,2,0,0,2,1,2,False,0,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,0.1,pRbA3pwrgk9,G10_geometry,2,2,0,0,2,1,2,False,1,,,0,,0,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,0.1,pa4otMbVnkk,G10_geometry,2,2,0,1,0,0,1,False,0,,,0,,1,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,0.1,pa4otMbVnkk,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,0.1,pa4otMbVnkk,G10_geometry,2,2,0,1,0,0,1,False,0,,,0,,1,,0,,suffix,7,0,0,1,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,1,True,,
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,0.1,pa4otMbVnkk,G10_geometry,3,3,0,1,1,0.333333333333,2,False,0.666666666667,,,0,0,0.5,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,2,True,,
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,0.1,pa4otMbVnkk,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,0.1,pa4otMbVnkk,G10_geometry,6,6,0,0,6,1,6,False,0.8,,1,0,,0,0.5,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,,
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,0.1,pa4otMbVnkk,G10_geometry,3,3,0,1,1,0.333333333333,2,False,0.666666666667,,,0,0,0.5,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,2,True,,
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,0.1,pa4otMbVnkk,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,0.1,pa4otMbVnkk,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,0.1,pa4otMbVnkk,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,0.1,pa4otMbVnkk,G10_geometry,1,1,0,0,1,,1,False,,,,0,,0,,0,,suffix,7,0,0,0,0,True,19,3,0.1,0.8,cumulative,,insufficient_people,0,0,0,True,,
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,0.1,q9vSo1VnCiC,G10_geometry,5,5,0,1,1,0.2,2,False,0,0.0504209503578,0.05,0.0233333333333,0.00863660001591,0.106666666667,0.239,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,0.1,q9vSo1VnCiC,G10_geometry,4,4,0,0,4,1,4,False,1,,1,0,,0,0.5,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,0.1,q9vSo1VnCiC,G10_geometry,24,24,0,1,0,0,1,False,0,0.0336899296955,0,0,0.000706354348589,0,0,1,2,suffix,7,1,1,7,17,False,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,19,False,1,1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,0.1,q9vSo1VnCiC,G10_geometry,5,5,0,1,2,0.4,3,False,0.4,0.0566005613784,0.44,0,0.00618768262734,0.226666666667,0.362,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,0.1,q9vSo1VnCiC,G10_geometry,5,3,2,0,3,1,3,False,1,,,0,,0,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,2,True,,
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,0.1,q9vSo1VnCiC,G10_geometry,5,5,0,1,0,0,1,False,0,0.0366647143508,0,0,0.0106586511929,0,0,0.31,4,suffix,7,1,1,4,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,4,True,1,1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,0.1,q9vSo1VnCiC,G10_geometry,6,6,0,1,0,0,1,False,0,0.0410235926583,0,0,0.00626563777289,0,0,0.8,2,suffix,7,1,1,5,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,5,True,1,1
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,0.1,q9vSo1VnCiC,G10_geometry,4,4,0,1,1,0.25,2,False,0.5,0.056516606274,0.26,0,0.00279019936618,0.24,0.25,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,0.1,q9vSo1VnCiC,G10_geometry,24,24,0,5,12,0.5,17,True,0.869565217391,0.0715907405979,0.508333333333,0.000787540121309,0.00331826614397,0.25,0.364583333333,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,19,False,,
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.1,q9vSo1VnCiC,G10_geometry,24,24,0,3,1,0.0416666666667,4,True,0.159420289855,0.0166002695116,0.0241666666667,0.0142841508766,0.00211528805189,0.1375,0.104166666667,0.38,21,suffix,7,0,0.73,7,17,False,19,3,0.1,0.8,cumulative,,order_sensitive_or_other_trajectory,0.21,0.21,19,False,0,0.21
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.1,q9vSo1VnCiC,G10_geometry,5,5,0,1,1,0.2,2,False,0.4,0.0548308668382,0.22,0,0.00817122145562,0.113333333333,0.234,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,0.1,q9vSo1VnCiC,G10_geometry,5,3,2,1,0,0,1,False,0,,,0,0.00748323489502,0.5,,0,,suffix,7,0,0,2,0,True,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,2,True,,
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.1,q9vSo1VnCiC,G10_geometry,24,24,0,2,0,0,2,True,0,0.0393240211776,0,0.00298230129577,0.000928165985037,0.0666666666667,0.0391666666667,0.78,16.5,suffix,7,0,0.92,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.7,0.7,19,False,0,0.7
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.1,q9vSo1VnCiC,G10_geometry,6,6,0,1,1,0.166666666667,2,False,0,0.0689807813785,0.15,0,0.00683202582831,0,0.166666666667,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,,
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.1,q9vSo1VnCiC,G10_geometry,5,5,0,1,1,0.2,2,False,0.4,0.0210876417382,0.173333333333,0,0.00238225388591,0.16,0.248,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.1,q9vSo1VnCiC,G10_geometry,5,5,0,0,5,1,5,False,1,,1,0,,0,0.6,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.1,q9vSo1VnCiC,G10_geometry,24,24,0,2,2,0.0833333333333,4,True,0.163043478261,0.042959594601,0.0758333333333,0.0383360076353,0.00187955423187,0.035,0.129166666667,0.35,21,suffix,7,0,0.69,7,17,False,19,3,0.1,0.8,cumulative,,order_sensitive_or_other_trajectory,0.15,0.15,19,False,0,0.15
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.1,q9vSo1VnCiC,G10_geometry,5,5,0,1,1,0.2,2,False,0.4,0.0396132353585,0.19,0,0.00441272623898,0.143333333333,0.243,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.1,rPc6DW4iMge,G10_geometry,23,23,0,2,0,0,2,False,0.166007905138,0.0212102660422,0.0225,0,0.000858603630142,0.0683333333333,0.0427272727273,0.77,16,suffix,7,0,0.87,7,16,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.7,0.7,19,False,0,0.7
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.1,rPc6DW4iMge,G10_geometry,5,5,0,2,1,0.2,3,False,0.8,0.0689065641553,0.4,0,5.38235120918e-05,0.6,0.362,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,rPc6DW4iMge,G10_geometry,24,24,0,3,8,0.333333333333,11,False,0.760869565217,0.049070778639,0.330833333333,0.000330663943028,0.000830447172955,0.0933333333333,0.24875,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,19,False,,
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,0.1,rPc6DW4iMge,G10_geometry,24,24,0,2,1,0.0416666666667,3,False,0.300724637681,0.0276600046382,0.0441666666667,0,0.00160140055087,0.0475,0.0754166666667,0.87,17,suffix,7,0,0.98,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.73,0.73,19,False,0,0.73
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,0.1,rPc6DW4iMge,G10_geometry,5,5,0,1,0,0,1,False,0,0.0258667891908,0,0,0.0103766159076,0,0,0.29,4,suffix,7,1,1,4,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,4,True,1,1
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,0.1,rPc6DW4iMge,G10_geometry,23,23,0,2,1,0.0434782608696,3,True,0.0869565217391,0.0429578969865,0.0391666666667,0.0199934548596,0.00174653795098,0.0566666666667,0.0981818181818,0.67,18,suffix,7,0,0.95,7,16,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.6,0.6,19,False,0,0.6
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,0.1,rPc6DW4iMge,G10_geometry,6,6,0,2,1,0.166666666667,3,False,0.733333333333,0.00750496760897,0.26,0,0.00550298025324,0.413333333333,0.276666666667,0,,suffix,7,0,0,5,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,5,True,,
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,0.1,rPc6DW4iMge,G10_geometry,24,22,2,3,6,0.272727272727,9,False,0.722943722944,0.0341478726541,0.279090909091,0,0.00231412237382,0.0854545454545,0.248181818182,0,,suffix,7,0,0,7,15,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,19,False,,
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,0.1,rPc6DW4iMge,G10_geometry,24,24,0,2,0,0,2,False,0.159420289855,0.0388149909178,0.0233333333333,0,0.000518116989676,0.0625,0.0441666666667,0.84,17,suffix,7,0,0.93,7,17,False,19,3,0.1,0.8,cumulative,,stable_outside_three_tier_limits,0.67,0.67,19,False,0,0.67
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,0.1,rPc6DW4iMge,G10_geometry,24,22,2,1,16,0.727272727273,17,False,0.822510822511,0.0561143833346,0.73,0,0.00248827395672,0.00545454545455,0.4,0,,suffix,7,0,0,7,15,False,19,3,0.1,0.8,cumulative,,invalid_response_evidence,0,0,19,False,,
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,0.1,uNb9QFRL6hY,G10_geometry,24,24,0,4,3,0.125,7,True,0.163043478261,0.0392543980588,0.0816666666667,0.0173279341055,0.0019861504306,0.125833333333,0.191666666667,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,,singleton_support_unresolved,0,0,19,False,,
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,uNb9QFRL6hY,G10_geometry,23,23,0,3,1,0.0434782608696,4,True,0,0.0305360896987,0.0425,0.02388421152,0.0012097553645,0.154166666667,0.106363636364,0.33,21,suffix,7,0,0.73,7,16,False,19,3,0.1,0.8,cumulative,,order_sensitive_or_other_trajectory,0.26,0.26,19,False,0,0.26
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,0.1,uNb9QFRL6hY,G10_geometry,24,24,0,5,9,0.375,14,True,0.731884057971,0.0453387964541,0.418333333333,0.000805629455398,0.00303773653275,0.223333333333,0.31125,0,,suffix,7,0,0,7,17,False,19,3,0.1,0.8,cumulative,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,19,False,,
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,0.1,uNb9QFRL6hY,G10_geometry,23,23,0,6,8,0.347826086957,14,True,0.758893280632,0.0466278754968,0.420833333333,0.000338305864815,0.0046150347067,0.336666666667,0.330632411067,0,,suffix,7,0,0,7,16,False,19,3,0.1,0.8,cumulative,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,19,False,,
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,0.1,uNb9QFRL6hY,G10_geometry,5,5,0,1,2,0.4,3,False,0.7,0.0726186934161,0.456666666667,0,0.00992132403867,0.21,0.352,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,0.1,uNb9QFRL6hY,G10_geometry,5,5,0,1,3,0.6,4,False,0.7,0.0627485123536,0.7,0,0,0.3,0.478,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,0.1,uNb9QFRL6hY,G10_geometry,5,5,0,2,1,0.2,3,False,0.6,0.0434831964444,0.373333333333,0,0.00932550959419,0.626666666667,0.324,0,,suffix,7,0,0,4,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,4,True,,
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,0.1,uNb9QFRL6hY,G10_geometry,6,6,0,2,0,0,2,True,0,0.0302654480309,0.0333333333333,0,0.0056012972297,0.333333333333,0.2,0,4,suffix,7,1,1,5,0,True,19,3,0.1,0.8,cumulative,simple,assigned_observed_early,1,0,5,True,1,1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,0.1,uNb9QFRL6hY,G10_geometry,4,4,0,1,2,0.5,3,False,0.5,0.00701130918398,0.59,0,0,0.41,0.33,0,,suffix,7,0,0,3,0,True,19,3,0.1,0.8,cumulative,,limited_horizon_or_order_sensitive,0,0,3,True,,
