registry_uid,planned_task_key,base_task_id,normalized_title,title,image,planned_stage,condition,planned_condition,dataset_group,is_anchor,has_expert_ref,init_type,source_pool,manifest_file,manifest_stage_key,import_index,has_prediction,seed,runtime_task_id_available
stage2_calibration_manual:48,stage2_calibration_manual:X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc:48,X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,x7hymhznoso_29a5eef6980d4798bcc58e4c96e198cc,X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,48,False,20260228,False
stage2_calibration_manual:41,stage2_calibration_manual:X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f:41,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,x7hymhznoso_3cafb1bfb9084df995fff71810d7693f,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,41,False,20260228,False
stage2_calibration_manual:5,stage2_calibration_manual:X7HyMhZNoso_987fd31155514f6facb131bd5c14881d:5,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,x7hymhznoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,5,False,20260228,False
stage2_calibration_manual:50,stage2_calibration_manual:X7HyMhZNoso_b1e740fa45384144b55ef6675440756b:50,X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,x7hymhznoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso_b1e740fa45384144b55ef6675440756b.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b1e740fa45384144b55ef6675440756b.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,50,False,20260228,False
stage2_calibration_manual:88,stage2_calibration_manual:X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b:88,X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,x7hymhznoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,88,False,20260228,False
stage2_calibration_manual:73,stage2_calibration_manual:X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b:73,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,x7hymhznoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,73,False,20260228,False
stage2_calibration_manual:6,stage2_calibration_manual:Z6MFQCViBuw_22fff6c74efb476592569c18718feb41:6,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,z6mfqcvibuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,6,False,20260228,False
stage2_calibration_manual:32,stage2_calibration_manual:Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d:32,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,z6mfqcvibuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,32,False,20260228,False
stage2_calibration_manual:67,stage2_calibration_manual:Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179:67,Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,z6mfqcvibuw_80cd596c480c4f72a7457433b862d179,Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,67,False,20260228,False
stage2_calibration_manual:29,stage2_calibration_manual:Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45:29,Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,z6mfqcvibuw_bc4ec1f735f3446aa4b56165d9508b45,Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,29,False,20260228,False
stage2_calibration_manual:46,stage2_calibration_manual:Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06:46,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,z6mfqcvibuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,46,False,20260228,False
stage2_calibration_manual:27,stage2_calibration_manual:b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15:27,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8ctxdm8gdg_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,27,False,20260228,False
stage2_calibration_manual:99,stage2_calibration_manual:b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913:99,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8ctxdm8gdg_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,99,False,20260228,False
stage2_calibration_manual:23,stage2_calibration_manual:b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e:23,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8ctxdm8gdg_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,23,False,20260228,False
stage2_calibration_manual:16,stage2_calibration_manual:e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11:16,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zr4mvmww7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,16,False,20260228,False
stage2_calibration_manual:98,stage2_calibration_manual:e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8:98,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zr4mvmww7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,98,False,20260228,False
stage2_calibration_manual:20,stage2_calibration_manual:e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45:20,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zr4mvmww7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,20,False,20260228,False
stage2_calibration_manual:68,stage2_calibration_manual:e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153:68,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153,e9zr4mvmww7_5a03fdefad7a46f4abaf1b2b924ec153,e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_5a03fdefad7a46f4abaf1b2b924ec153.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,68,False,20260228,False
stage2_calibration_manual:77,stage2_calibration_manual:e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3:77,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zr4mvmww7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,77,False,20260228,False
stage2_calibration_manual:60,stage2_calibration_manual:e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df:60,e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zr4mvmww7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,60,False,20260228,False
stage2_calibration_manual:61,stage2_calibration_manual:e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978:61,e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zr4mvmww7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,61,False,20260228,False
stage2_calibration_manual:54,stage2_calibration_manual:e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd:54,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zr4mvmww7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,54,False,20260228,False
stage2_calibration_manual:26,stage2_calibration_manual:e9zR4mvMWw7_fa7122ef2199445485623708ea54d018:26,e9zR4mvMWw7_fa7122ef2199445485623708ea54d018,e9zr4mvmww7_fa7122ef2199445485623708ea54d018,e9zR4mvMWw7_fa7122ef2199445485623708ea54d018.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_fa7122ef2199445485623708ea54d018.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,26,False,20260228,False
stage2_calibration_manual:30,stage2_calibration_manual:q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d:30,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vso1vncic_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,30,False,20260228,False
stage2_calibration_manual:62,stage2_calibration_manual:q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71:62,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,q9vso1vncic_60bae76d896345bfa783ebdd78f1cc71,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,62,False,20260228,False
stage2_calibration_manual:28,stage2_calibration_manual:q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb:28,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vso1vncic_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,28,False,20260228,False
stage2_calibration_manual:22,stage2_calibration_manual:q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4:22,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vso1vncic_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,22,False,20260228,False
stage2_calibration_manual:80,stage2_calibration_manual:q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342:80,q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342,q9vso1vncic_a139a1f906394f7a9d5dfc9772836342,q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,80,False,20260228,False
stage2_calibration_manual:12,stage2_calibration_manual:q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4:12,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vso1vncic_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,12,False,20260228,False
stage2_calibration_manual:25,stage2_calibration_manual:q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345:25,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vso1vncic_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,25,False,20260228,False
stage2_calibration_manual:8,stage2_calibration_manual:q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0:8,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,q9vso1vncic_f1b83e2b5e5244db844ceaa471eb0db0,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,8,False,20260228,False
stage2_calibration_manual:89,stage2_calibration_manual:rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe:89,rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,rpc6dw4imge_0226db0c3fd24410bbf3db5e6d4b24fe,rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,89,False,20260228,False
stage2_calibration_manual:65,stage2_calibration_manual:rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32:65,rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32,rpc6dw4imge_2c16cbd610cf4e1b92b2830f51c07e32,rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,65,False,20260228,False
stage2_calibration_manual:31,stage2_calibration_manual:rPc6DW4iMge_fbc169773c954580baea6d2798c0d486:31,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rpc6dw4imge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,31,False,20260228,False
stage2_calibration_manual:55,stage2_calibration_manual:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e:55,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,unb9qfrl6hy_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,55,False,20260228,False
stage2_calibration_manual:71,stage2_calibration_manual:uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653:71,uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,unb9qfrl6hy_14f2a8bc76f24d2ea495369bfde2f653,uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,71,False,20260228,False
stage2_calibration_manual:33,stage2_calibration_manual:uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f:33,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,unb9qfrl6hy_1b7bf6673ca74809a141b57da1d6357f,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,33,False,20260228,False
stage2_calibration_manual:14,stage2_calibration_manual:uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562:14,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,unb9qfrl6hy_33dd9892d10e474ead8f7ad38a8da562,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,14,False,20260228,False
stage2_calibration_manual:87,stage2_calibration_manual:uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004:87,uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,unb9qfrl6hy_4d422e01951e4c4a9fa3c2d10666a004,uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,87,False,20260228,False
stage2_calibration_manual:44,stage2_calibration_manual:uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae:44,uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae,unb9qfrl6hy_68df002b0bc84182b4141e8f9cd03fae,uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,44,False,20260228,False
stage2_calibration_manual:49,stage2_calibration_manual:uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2:49,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,unb9qfrl6hy_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,49,False,20260228,False
stage2_calibration_manual:45,stage2_calibration_manual:uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00:45,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00,unb9qfrl6hy_6d10858fd25f4c06883c28694ade2c00,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,45,False,20260228,False
stage2_calibration_manual:82,stage2_calibration_manual:uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8:82,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,unb9qfrl6hy_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.jpg,calibration_manual,manual,manual,Calibration_manual,False,False,,calibration_manual_pool,stage2_calibration_manual_import.json,stage2_calibration_manual,82,False,20260228,False
