stage,condition,base_task_id,meta_group,choice_code,choice_label_zh,positive_response_count,positive_worker_count,group_response_count,group_worker_count,total_response_count,total_worker_count,group_response_coverage,unasserted_response_count,positive_share_among_group_responders,positive_share_all_responses_descriptive,bernoulli_entropy_among_group_responders,denominator_note
C1,manual,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,other_choice,normal,其他选择,23,23,23,23,23,23,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,other_choice,trivial,其他选择,3,3,23,23,23,23,1.0,0,0.13043478260869565,0.13043478260869565,0.38721237518636065,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,difficulty,low_texture,低纹理,1,1,21,21,23,23,0.9130434782608695,2,0.047619047619047616,0.043478260869565216,0.19144408195771734,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,difficulty,occlusion,遮挡,21,21,21,21,23,23,0.9130434782608695,2,1.0,0.9130434782608695,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,difficulty,reflection_transparency,反射/透明,10,10,21,21,23,23,0.9130434782608695,2,0.47619047619047616,0.43478260869565216,0.6920129648318738,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,difficulty,seam,全景接缝,7,7,21,21,23,23,0.9130434782608695,2,0.3333333333333333,0.30434782608695654,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,other_choice,low_quality,其他选择,4,4,18,18,23,23,0.782608695652174,5,0.2222222222222222,0.17391304347826086,0.5297061990576545,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,other_choice,normal,其他选择,17,17,18,18,23,23,0.782608695652174,5,0.9444444444444444,0.7391304347826086,0.21455915517640511,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,other_choice,trivial,其他选择,2,2,18,18,23,23,0.782608695652174,5,0.1111111111111111,0.08695652173913043,0.34883209584303193,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,2,2,6,6,23,23,0.2608695652173913,17,0.3333333333333333,0.08695652173913043,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,scope,oos_other,其他范围外,4,4,6,6,23,23,0.2608695652173913,17,0.6666666666666666,0.17391304347826086,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,difficulty,occlusion,遮挡,3,3,3,3,5,5,0.6,2,1.0,0.6,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,difficulty,reflection_transparency,反射/透明,3,3,3,3,5,5,0.6,2,1.0,0.6,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,other_choice,normal,其他选择,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,other_choice,trivial,其他选择,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,scope,oos_split_or_multi_level,范围外：错层/多层,1,1,1,1,5,5,0.2,4,1.0,0.2,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,difficulty,low_texture,低纹理,1,1,4,4,6,5,0.6666666666666666,2,0.25,0.16666666666666666,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,difficulty,occlusion,遮挡,3,3,4,4,6,5,0.6666666666666666,2,0.75,0.5,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,difficulty,seam,全景接缝,2,2,4,4,6,5,0.6666666666666666,2,0.5,0.3333333333333333,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,other_choice,normal,其他选择,5,4,5,4,6,5,0.8333333333333334,1,1.0,0.8333333333333334,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,other_choice,trivial,其他选择,2,1,5,4,6,5,0.8333333333333334,1,0.4,0.3333333333333333,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,scope,oos_other,其他范围外,1,1,1,1,6,5,0.16666666666666666,5,1.0,0.16666666666666666,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,difficulty,low_texture,低纹理,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,difficulty,occlusion,遮挡,2,2,3,3,5,5,0.6,2,0.6666666666666666,0.4,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,difficulty,seam,全景接缝,2,2,3,3,5,5,0.6,2,0.6666666666666666,0.4,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,other_choice,normal,其他选择,2,2,3,3,5,5,0.6,2,0.6666666666666666,0.4,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,other_choice,trivial,其他选择,2,2,3,3,5,5,0.6,2,0.6666666666666666,0.4,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,scope,oos_other,其他范围外,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,scope,oos_split_or_multi_level,范围外：错层/多层,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,difficulty,low_texture,低纹理,1,1,1,1,6,6,0.16666666666666666,5,1.0,0.16666666666666666,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,other_choice,normal,其他选择,5,5,5,5,6,6,0.8333333333333334,1,1.0,0.8333333333333334,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,other_choice,trivial,其他选择,5,5,5,5,6,6,0.8333333333333334,1,1.0,0.8333333333333334,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,1,1,6,6,0.16666666666666666,5,1.0,0.16666666666666666,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,difficulty,occlusion,遮挡,4,4,4,4,5,5,0.8,1,1.0,0.8,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,difficulty,reflection_transparency,反射/透明,1,1,4,4,5,5,0.8,1,0.25,0.2,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,other_choice,normal,其他选择,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,other_choice,trivial,其他选择,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,difficulty,low_texture,低纹理,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,difficulty,occlusion,遮挡,3,3,3,3,5,5,0.6,2,1.0,0.6,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,difficulty,reflection_transparency,反射/透明,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,difficulty,seam,全景接缝,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,other_choice,normal,其他选择,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,other_choice,trivial,其他选择,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,difficulty,low_texture,低纹理,3,3,17,16,24,23,0.7083333333333334,7,0.17647058823529413,0.125,0.4659992569610426,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,difficulty,occlusion,遮挡,16,15,17,16,24,23,0.7083333333333334,7,0.9411764705882353,0.6666666666666666,0.22371807606583377,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,difficulty,reflection_transparency,反射/透明,3,3,17,16,24,23,0.7083333333333334,7,0.17647058823529413,0.125,0.4659992569610426,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,other_choice,normal,其他选择,23,22,23,22,24,23,0.9583333333333334,1,1.0,0.9583333333333334,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,other_choice,trivial,其他选择,7,7,23,22,24,23,0.9583333333333334,1,0.30434782608695654,0.2916666666666667,0.6145033203107282,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,1,1,24,23,0.041666666666666664,23,1.0,0.041666666666666664,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,difficulty,low_texture,低纹理,7,7,21,21,23,23,0.9130434782608695,2,0.3333333333333333,0.30434782608695654,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,difficulty,occlusion,遮挡,18,18,21,21,23,23,0.9130434782608695,2,0.8571428571428571,0.782608695652174,0.4101163182884091,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,difficulty,reflection_transparency,反射/透明,4,4,21,21,23,23,0.9130434782608695,2,0.19047619047619047,0.17391304347826086,0.48691270946460224,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,difficulty,seam,全景接缝,5,5,21,21,23,23,0.9130434782608695,2,0.23809523809523808,0.21739130434782608,0.5488743844849944,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,other_choice,normal,其他选择,20,20,20,20,23,23,0.8695652173913043,3,1.0,0.8695652173913043,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,other_choice,trivial,其他选择,2,2,20,20,23,23,0.8695652173913043,3,0.1,0.08695652173913043,0.3250829733914482,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,3,3,23,23,0.13043478260869565,20,0.3333333333333333,0.043478260869565216,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,scope,oos_other,其他范围外,2,2,3,3,23,23,0.13043478260869565,20,0.6666666666666666,0.08695652173913043,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,difficulty,occlusion,遮挡,6,6,6,6,6,6,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,other_choice,normal,其他选择,4,4,4,4,6,6,0.6666666666666666,2,1.0,0.6666666666666666,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,2,2,2,2,6,6,0.3333333333333333,4,1.0,0.3333333333333333,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,other_choice,normal,其他选择,6,6,6,6,6,6,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,other_choice,trivial,其他选择,6,6,6,6,6,6,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,difficulty,low_texture,低纹理,9,9,19,19,23,23,0.8260869565217391,4,0.47368421052631576,0.391304347826087,0.6917614988524177,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,difficulty,occlusion,遮挡,17,17,19,19,23,23,0.8260869565217391,4,0.8947368421052632,0.7391304347826086,0.336495757583516,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,difficulty,reflection_transparency,反射/透明,12,12,19,19,23,23,0.8260869565217391,4,0.631578947368421,0.5217391304347826,0.6581099875431143,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,other_choice,low_quality,其他选择,1,1,19,19,23,23,0.8260869565217391,4,0.05263157894736842,0.043478260869565216,0.20619205063323176,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,other_choice,normal,其他选择,18,18,19,19,23,23,0.8260869565217391,4,0.9473684210526315,0.782608695652174,0.20619205063323195,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,other_choice,trivial,其他选择,4,4,19,19,23,23,0.8260869565217391,4,0.21052631578947367,0.17391304347826086,0.5146531654289292,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,5,5,23,23,0.21739130434782608,18,0.2,0.043478260869565216,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,scope,oos_other,其他范围外,3,3,5,5,23,23,0.21739130434782608,18,0.6,0.13043478260869565,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,scope,oos_split_or_multi_level,范围外：错层/多层,1,1,5,5,23,23,0.21739130434782608,18,0.2,0.043478260869565216,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,difficulty,occlusion,遮挡,2,2,3,3,5,5,0.6,2,0.6666666666666666,0.4,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,difficulty,reflection_transparency,反射/透明,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,other_choice,normal,其他选择,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,other_choice,trivial,其他选择,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,difficulty,low_texture,低纹理,1,1,3,2,7,5,0.42857142857142855,4,0.3333333333333333,0.14285714285714285,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,difficulty,reflection_transparency,反射/透明,2,1,3,2,7,5,0.42857142857142855,4,0.6666666666666666,0.2857142857142857,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,other_choice,normal,其他选择,2,2,4,4,7,5,0.5714285714285714,3,0.5,0.2857142857142857,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,other_choice,trivial,其他选择,3,3,4,4,7,5,0.5714285714285714,3,0.75,0.42857142857142855,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,4,3,7,5,0.5714285714285714,3,0.25,0.14285714285714285,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,scope,oos_other,其他范围外,1,1,4,3,7,5,0.5714285714285714,3,0.25,0.14285714285714285,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,scope,oos_split_or_multi_level,范围外：错层/多层,2,2,4,3,7,5,0.5714285714285714,3,0.5,0.2857142857142857,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,difficulty,occlusion,遮挡,2,2,2,2,5,5,0.4,3,1.0,0.4,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,other_choice,normal,其他选择,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,other_choice,trivial,其他选择,3,3,5,5,5,5,1.0,0,0.6,0.6,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,difficulty,occlusion,遮挡,4,4,4,4,5,5,0.8,1,1.0,0.8,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,difficulty,seam,全景接缝,1,1,4,4,5,5,0.8,1,0.25,0.2,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,other_choice,normal,其他选择,4,4,4,4,5,5,0.8,1,1.0,0.8,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,other_choice,trivial,其他选择,1,1,4,4,5,5,0.8,1,0.25,0.2,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,scope,oos_split_or_multi_level,范围外：错层/多层,1,1,1,1,5,5,0.2,4,1.0,0.2,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,difficulty,occlusion,遮挡,1,1,1,1,5,5,0.2,4,1.0,0.2,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,other_choice,low_quality,其他选择,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,other_choice,normal,其他选择,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,other_choice,trivial,其他选择,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,difficulty,low_texture,低纹理,2,2,4,4,5,5,0.8,1,0.5,0.4,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,difficulty,occlusion,遮挡,3,3,4,4,5,5,0.8,1,0.75,0.6,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,difficulty,seam,全景接缝,2,2,4,4,5,5,0.8,1,0.5,0.4,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,other_choice,normal,其他选择,3,3,3,3,5,5,0.6,2,1.0,0.6,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,other_choice,trivial,其他选择,1,1,3,3,5,5,0.6,2,0.3333333333333333,0.2,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,2,2,5,5,0.4,3,0.5,0.2,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,scope,oos_other,其他范围外,1,1,2,2,5,5,0.4,3,0.5,0.2,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,difficulty,low_texture,低纹理,3,3,5,5,5,5,1.0,0,0.6,0.6,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,difficulty,occlusion,遮挡,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,difficulty,reflection_transparency,反射/透明,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,other_choice,normal,其他选择,4,4,4,4,5,5,0.8,1,1.0,0.8,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,1,1,5,5,0.2,4,1.0,0.2,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,difficulty,occlusion,遮挡,4,4,4,4,5,5,0.8,1,1.0,0.8,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,other_choice,normal,其他选择,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,other_choice,trivial,其他选择,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,difficulty,low_texture,低纹理,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,difficulty,occlusion,遮挡,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,difficulty,seam,全景接缝,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,other_choice,normal,其他选择,4,4,4,4,5,5,0.8,1,1.0,0.8,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,scope,oos_other,其他范围外,1,1,1,1,5,5,0.2,4,1.0,0.2,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,difficulty,occlusion,遮挡,6,6,6,6,6,6,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
