deployment_pool_id,stage,round_id,condition,base_task_id,task_id,project_id,ls_runtime_task_id,building_scene_id,identity_candidate_count,primary_candidate_k,pairwise_expected_edges,pairwise_present_edges,pairwise_missing_edges,pairwise_incompatible_edges,partition_unique,partition_count,formal_crowd_status,formal_crowd_reason,cluster_membership_json,a0_prime_medoid_candidate_annotation_id,a0_selection_disposition,a0_unresolved_reason,candidate_universe,reads_quality_or_outcome
61708cbd05083de60ef9f310716cf52da343acd1c6d654a80231ca7667074bf7,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,69,3295,yqstnuAEVhm,12,11,55,55,0,0,true,3,supported_multimodal,unique_complete_link_partition,"[[""227a43960c0d44ddd10b"", ""be57cb53717844759758"", ""e103e2fc7efc3e275cdd"", ""378b6a5c80d93f0bd228"", ""ea5ea60ff63ef367d326"", ""3a54a9c43fb6058d2199"", ""05041d1de0c38536e6c9"", ""19571b3b0505b7a26c30""], [""2793306bbbc97861124d"", ""77a5d47a83b2868e0ef4""], [""65a559250acf09e2f7d7""]]",19571b3b0505b7a26c30,selected,,formal_producer_primary,false
61a8c6f385f6b813bed4faa28d93aede9cb04de5e70024289fca9d32a622139c,C1,C1,semi,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,543,72,3402,uNb9QFRL6hY,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""702f8663c962b7634220"", ""ec7b9674561060eaad40"", ""b578f0248ceb6441105b""]]",702f8663c962b7634220,selected,,formal_producer_primary,false
61e32a7b5273f7f54adc0266c97ea0d6e99211a6b3e53350340d2335fea5f49a,C1,C1,manual,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,71,3369,uNb9QFRL6hY,5,4,6,6,0,0,true,1,unimodal,unique_complete_link_partition,"[[""0a211ea2c0df77e9f508"", ""a667f2faafe82e46c3bb"", ""4543d3cbfe2301eb05f6"", ""0ee8571c46f9f9b55099""]]",0a211ea2c0df77e9f508,selected,,formal_producer_primary,false
62ce8665e6e74f0d340a3b756ec8f8f1647213de4a6a977d60c3c00fd21188dc,C1,C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,678,67,3237,UwV83HsGsw3,3,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""df7008318a29295ca160"", ""5265086307bacf7df849""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
68004cfee5860be06b91f7000c24b358162337833335d0ba48ec9cc0bbd0deeb,C1,C1,semi,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,460,72,3388,X7HyMhZNoso,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""fba833f7e946e03406f0"", ""be0ea7a0849f9bf057cb"", ""7fc54cc83e44fb28abe2""]]",be0ea7a0849f9bf057cb,selected,,formal_producer_primary,false
6a8803ae9fd5a873ae5a5be5905491b74a1a1f2fd5b6b4adc56ec96815d864bd,C1,C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,69,3297,uNb9QFRL6hY,12,11,55,55,0,0,true,3,supported_multimodal,unique_complete_link_partition,"[[""fca31418ca45c43fa616"", ""8d7a436f7ee75b72d1ba"", ""8f8f293766eeffd6470a"", ""48e0e1e7a86beb1ce565"", ""81234a56777545e31b9c"", ""561446db19099c48c68e""], [""bb287f23eb43955e7502"", ""006d495cbff76f46e992"", ""8b9ce3b553725840ef9d"", ""19253e4ab328902a4d12""], [""d6f4c71d3816fc9fef4a""]]",561446db19099c48c68e,selected,,formal_producer_primary,false
6b424afcf325dee60ac456bb0fdf3bd8dd3532a50d5ef6476c8ea7106dc6ff3e,C1,C1,manual,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,558,69,3305,uNb9QFRL6hY,12,11,55,55,0,0,true,1,unimodal,unique_complete_link_partition,"[[""e141cec3bd166425f47c"", ""e4ccffc7a8756b7b0be4"", ""cc9c520b1f8781f19e31"", ""0ab97a7e7082f598e237"", ""d82cf0aab412ea6e207e"", ""e714d76c74a373febbee"", ""0359bc11d268822d94fd"", ""7d1b82da44ed8dd8ef72"", ""cb5e672973105a2a1c43"", ""d14d3e95941e544b31c6"", ""f579b073015ccb5f87b1""]]",cc9c520b1f8781f19e31,selected,,formal_producer_primary,false
6c4b59b4b52e1382821cb9e01268012628e6b90d113b14644591dd3b7852eba1,C1,C1,semi,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,701,68,3278,uNb9QFRL6hY,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""1ff1c3fea69357e03c76""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
70a4cdf32bb75326a437f8ab7292fd771b960c76e460cb14a92edb09594c61db,C1,C1,manual,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,699,71,3345,yqstnuAEVhm,5,4,6,6,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""a7ba8b4e746e9e775405"", ""e6aa42eeae4da18d3ef5"", ""bc93975b4d8c2bd917fb""], [""e679e2f416b6d65b3705""]]",a7ba8b4e746e9e775405,selected,,formal_producer_primary,false
76bd92651db00093286547c24d4884c520b0923d8f0a5e1d6cb5032a8942814f,C1,C1,manual,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,557,66,3192,rPc6DW4iMge,11,11,55,55,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""d984d534dcc7fe11d643"", ""6c5161e9261e0ba5f8b1"", ""20f0af1735ba9f7c5a2e"", ""1318278d00548b081ebc"", ""73a83925776f8e35ed8a"", ""fc6a213e57b750465697"", ""86e6614af35eccb013ac"", ""82255f7bb022fd1cd129"", ""43266379df129a98dcd9"", ""3e5c4fe6cfe523059d12""], [""454169e6fe8a9b1ba08c""]]",20f0af1735ba9f7c5a2e,selected,,formal_producer_primary,false
772146fb72fe8471848fe5a7617496f2918fa68443e29793637019c6392e6443,C1,C1,manual,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,71,3367,uNb9QFRL6hY,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""be6e1ce12bbf6a8518ab"", ""7ea7af8cde9303da75a6"", ""64bf2865bf8cc00abbb3""]]",64bf2865bf8cc00abbb3,selected,,formal_producer_primary,false
78d8b308637f2e98e4b27149127bda5202a73f9eacbebbd466f7fe0561913256,C1,C1,manual,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,652,67,3211,yqstnuAEVhm,3,3,3,3,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""e2e73bba558362ef7df7"", ""a1f8bda6422774a397a9""], [""7f189afde4de2b5b50ec""]]",a1f8bda6422774a397a9,selected,,formal_producer_primary,false
7cdc4bff0d845951925275c4bd7b5d9ca4e968f27d032b11c93b180710060448,C1,C1,semi,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,597,68,3272,yqstnuAEVhm,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""f590389238802d1469cc"", ""031e48e6149c36f92e2b"", ""c1e860976080a5cf5ee1""]]",031e48e6149c36f92e2b,selected,,formal_producer_primary,false
7f82fd8ddc1f491c629312b52264d841f6be032d6a1b90c6bc49478b5b6f2652,C1,C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,705,67,3206,X7HyMhZNoso,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""11f19b08afaff69c9e6a""], [""385caf3701dee7042d51""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
8256b9e2444b73d635223ee2f00ad06e7f5039a86ae849549a15fb020cf59934,C1,C1,manual,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,535,67,3200,b8cTxDM8gDG,5,5,10,10,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""bc31ca44876dc589ed4b"", ""7cd383c42cfa1fb813df"", ""23b3ba219c2ea42e2857"", ""07d7b8e9b47e3b57f09b""], [""34724d21eb0d44dfc22d""]]",07d7b8e9b47e3b57f09b,selected,,formal_producer_primary,false
86360cbd3f1e33dc63aaf3ed73cd08dbc1ed275e7d4da6313f019e2d8b7c9dd6,C1,C1,semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,716,68,3287,B6ByNegPMKs,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""bbb44530a7ff92f92b27"", ""bf6d1e98afbb6306ebff""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
87a5e8842aea87a6df9161f5b7ab5e9d9f0abd5a67b11b2b328b9ac54776a3c9,C1,C1,manual,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,67,3265,wc2JMjhGNzB,5,5,10,10,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""3c7cf68051a68eb3dec3"", ""762f5998ab17c724546b"", ""df9885e0f87a96997673"", ""e96210fd3b70951b5670""], [""747092fcb23c661874e0""]]",3c7cf68051a68eb3dec3,selected,,formal_producer_primary,false
8b0b9440852ad8bb37adcb65fc47a4f7ee034a7ec0637040e6f753c37724961c,C1,C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,621,66,3183,yqstnuAEVhm,11,11,55,55,0,0,true,3,supported_multimodal,unique_complete_link_partition,"[[""3c91745dff848ace0009"", ""9fe10525cafa9b114fa8"", ""4bee42371b5ecdf799ee"", ""169fc30c432425281989"", ""e4c35e7a0869954598a0""], [""0f5e3fb0af36b839fed2"", ""f4fb215d725bea31d572"", ""a7cd831fc464ecea2892"", ""f52f3c5633b4d227b132""], [""a56ee6d45d0f25f3eed8"", ""7ac0106c722944ffcdb5""]]",169fc30c432425281989,selected,,formal_producer_primary,false
8b4b064566aed86d2e5c264957aeb1ec26238d1c655c5692a05162f46b42524a,C1,C1,manual,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,67,3257,uNb9QFRL6hY,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""be774848762988355a0c""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
8b90f1117ae47177afc5ec12f81ceb2cc9a769121894a209f9f2f710b3e3ff24,C1,C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,561,66,3182,UwV83HsGsw3,11,11,55,55,0,0,true,3,dominant_with_dissent,unique_complete_link_partition,"[[""0f006ad814591f20f1d7"", ""a5582527e1e55759fca4"", ""ddc38d03eaf0ed686dbe"", ""762aad63d41c0473582f"", ""944fc693a5243b08b5ee"", ""d37f314fba3b67c55956"", ""9e082eaf47377454a352"", ""779f777343654b55ad95"", ""3e053dc275632e30f220""], [""1623fbedf957f0be9421""], [""beebb1979f052693f701""]]",a5582527e1e55759fca4,selected,,formal_producer_primary,false
8c6fcda4b6ec5c1cdb7f18139c3d001e93e95c220d04df35155e5440be2ffdaa,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,69,3296,wc2JMjhGNzB,12,11,55,55,0,0,true,2,supported_multimodal,unique_complete_link_partition,"[[""fb2bc3c1a1ab95404b2a"", ""3df38a56b200e7f043f5"", ""e1db3136aee3813a438a"", ""b52bc566db82d02db16e"", ""099f4ec32f8c8013e8b0"", ""be619ba0b00b38072876"", ""3f55c49d23e044184588"", ""ffd4f687673b44d2ffb4"", ""e22f9f25476a29b9265f""], [""c6a0dacbc82fcd8d74f2"", ""5de6ccb2c6c424e63a1f""]]",fb2bc3c1a1ab95404b2a,selected,,formal_producer_primary,false
8d133d00f5fb0c671601ca39229ae4378fbd38bda2b526ce323a2fbe4766d1a4,C1,C1,semi,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,700,68,3283,wc2JMjhGNzB,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""99107f36d276c5bca39b""], [""2c90d306c009cea79158""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
8dc2efed01fd68c059db00b0f14b895864c3a60b21bce2e829b075785c4d0530,C1,C1,semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,72,3404,B6ByNegPMKs,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""72dc231b20fe4c8a589d"", ""1a60a6ad7849198e802c""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
8dd28254832c38577059e82e47e11dc91b7f358fd6a8c97608be95fc2d92c6e4,C1,C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,71,3374,B6ByNegPMKs,3,3,3,3,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""79f3478ea5e43fc1f95a"", ""495d562be7d142d5bbc5""], [""974f94a2b16103ea9324""]]",495d562be7d142d5bbc5,selected,,formal_producer_primary,false
8e96f6d21bd58c0c8f1a2f10387a3aa2bb90208d474285ded162031ef4a41b4c,C1,C1,manual,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,700,71,3309,wc2JMjhGNzB,5,5,10,10,0,0,true,1,unimodal,unique_complete_link_partition,"[[""383c4d3f2da8086009f3"", ""19607f73ad540646568e"", ""d0bcda333eddee24fe3c"", ""a59dbe372c746bd7a7ac"", ""846f35a4fc23776b55a2""]]",d0bcda333eddee24fe3c,selected,,formal_producer_primary,false
96425cd747611bd9005e6fabd73cd19e6b91f522cea7625a338ece4ba4cbc38f,C1,C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,683,66,3184,wc2JMjhGNzB,11,11,55,55,0,0,true,3,supported_multimodal,unique_complete_link_partition,"[[""78dc36e89fc34111fd75"", ""ad2a6827eaaf625d72c4"", ""f2617cc49b4c3cd19938"", ""27d6bc8646fb2b446424"", ""48a03efd0568d764b14c"", ""23f6609f87c66a85d17b"", ""9971c6aae0055fa67213"", ""f447db699b5c09a195ce""], [""036f0b79fcb891d33e1d"", ""e4af7c47e67b1c37bb93""], [""4f044fa1f2070a2eeaa3""]]",f447db699b5c09a195ce,selected,,formal_producer_primary,false
973669c6e368ee20abf0b74f63df795b2d43c7c93ab166a460f7558b3d97e550,C1,C1,manual,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,701,71,3310,uNb9QFRL6hY,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""99a8d85e0a09165ed320"", ""063a04f15b4aa1089409""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
9a9540d776407ff2744111679b21ac4ffc4c88067fd0c3386aff7ecf234f0aec,C1,C1,manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,475,67,3235,wc2JMjhGNzB,3,3,3,3,0,0,true,3,not_evaluable,no_dominant_or_supported_partition,"[[""3996cdc86335a9c6d126""], [""1241f308b7f478aaf10d""], [""2e6fc6fdc1ca28539391""]]",,unresolved,no_dominant_or_supported_partition,formal_producer_primary,false
9b3e6bc75d0c0784699c9b0e12d11e348abe79d83b526c5511ef248ee3cf6577,C1,C1,manual,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,665,71,3322,uNb9QFRL6hY,3,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""16f88794bfabdd24c227""], [""b593f337fea5cb8bf3f2""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
9bdb2331ea205d5aaeedc24f5906ddb070c50eb1a8e15256b68a9fd47606d0af,C1,C1,manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,67,3262,B6ByNegPMKs,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""c498069d0547cb81a534""], [""f4b7f477de2247b38b2d""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
9d9f0bf49afea18b4d6893df7dcf7a3341635172213f096507cc90d05bb9ef5d,C1,C1,manual,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,71,3364,yqstnuAEVhm,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""639e0ae720de944c4ad5""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
9db7eb2c2d066a78553868caf1e95355b3bf632c76572fd4dac8f49cf71e41f8,C1,C1,semi,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,700,72,3395,wc2JMjhGNzB,3,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""2293abd04e66d525f147"", ""8efaa4e2bbb1955244ea""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
9e5ef00a47d09a87e9d4ffd37ccf39e1f7d34a49fdfb22456f0ad7150e6a7cce,C1,C1,manual,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,71,3365,uNb9QFRL6hY,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""c1c414a69e1ac434e740""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
a0ddd0ebf20c75705c3b7c4a25afc11d3dc93a217e5ad15f82794d66fc70d7c0,C1,C1,manual,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,600,67,3241,uNb9QFRL6hY,3,3,3,3,0,0,true,3,not_evaluable,no_dominant_or_supported_partition,"[[""c3008da1d11064bd3531""], [""63597564c489c761152b""], [""9013342fd86225b281ba""]]",,unresolved,no_dominant_or_supported_partition,formal_producer_primary,false
a189a35b15465ad6d91a6c199dd6fe4815bbcca462af498c2986f3552f8e9e44,C1,C1,manual,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,606,67,3236,yqstnuAEVhm,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""12e8d3812f817bd198b4""], [""902ba03958c4a4d5fa1e""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
a252c238e03d9b2cd973f72a60913b5e32d4bc9fa2774cb238444a0fa9711555,C1,C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,71,3379,x8F5xyUWy9e,4,4,6,6,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""629350384ea347717859"", ""7af5a1710f0a4c2dcfa5"", ""54f0c5b471c28e1b761e""], [""618c40c186d398910f88""]]",7af5a1710f0a4c2dcfa5,selected,,formal_producer_primary,false
a5135107bd05d53c6e02ff0a118db4d466af09ff5172bdd140d65bd87a670e57,C1,C1,manual,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,487,71,3308,uNb9QFRL6hY,1,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""9b6b9dee2aafeae77550""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
aadcfde6c68949aa533a8696842f0bea66da0bef4cba1c629e015f4487f94482,C1,C1,manual,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,604,71,3355,b8cTxDM8gDG,4,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""d2f9b77e836ea9a23958"", ""dd2eee2e935e77791577"", ""e98d3f5303e6099af208""]]",e98d3f5303e6099af208,selected,,formal_producer_primary,false
aba3d8ff7f827ec89c9ed677115f3a1349c16fb28c4b00a13baef3e273fa4325,C1,C1,manual,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,71,3363,rPc6DW4iMge,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""dedb80578a581b30950a"", ""94bd3eb39aab32641f9d""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
abe083eb4c864b24d5d5de8df229c63dc4d7161defc5ec13d086ea302a48629c,C1,C1,manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,67,3250,uNb9QFRL6hY,3,3,3,3,0,0,true,3,not_evaluable,no_dominant_or_supported_partition,"[[""fe7b820ed43008b5a057""], [""35b93ebcf170b657802a""], [""3bf751765858f968e01b""]]",,unresolved,no_dominant_or_supported_partition,formal_producer_primary,false
b082db828090b4c5ef572d10b3fc26ef5aa18dfc4612518216ab9402ace67b3b,C1,C1,manual,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,67,3258,uNb9QFRL6hY,3,3,3,3,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""0e9176654eefd5c9e285"", ""353881dfb47a1686a026""], [""586816fed8c7e04af03d""]]",0e9176654eefd5c9e285,selected,,formal_producer_primary,false
b2781e5cdd4bc3c7683d474ae62d53022c3ae30bc733986c23ca2064a8c3f396,C1,C1,manual,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,67,3245,uNb9QFRL6hY,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""20ff4e6c277a22cf5399""], [""6c0f921d12fdfaa633d5""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
b35b4bdf45765e6f5beb7f2eaf1218aa151ac0c800629142ed022f0a5f296e56,C1,C1,manual,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,558,66,3193,uNb9QFRL6hY,11,11,55,55,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""e53257d9b7428d4da0f5"", ""35a9f318fa8bb9909db0"", ""a8282b826c2b83f1c177"", ""bed357bd88baf4c32786"", ""e7b36064adef9c88eb38"", ""423d83b62a6b1fee7af4"", ""a4015419d4289160ce21"", ""46a22bc8081a9f80e282"", ""6b145ff560adec834931"", ""200f0c572426f1ad5f6c""], [""b7e7d86f528066fab226""]]",6b145ff560adec834931,selected,,formal_producer_primary,false
b4b234167fea527509cb35340f42799ed9a80a1d3b4a05279235880f36cb1e18,C1,C1,semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,716,72,3399,B6ByNegPMKs,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""9b7c8a47533d55322728""], [""456be942f0947a669713""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
b66c0252a6b735130ad226a6c3760a5a1b3858feaaafcefda092e285be985a59,C1,C1,manual,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,563,66,3191,rPc6DW4iMge,11,11,55,55,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""7392408a228d29c44684"", ""2669e20e43502bcf1419"", ""68b9de98f158c481d82a"", ""2425c99671ebf414b359"", ""bce7044b348685668b71"", ""a9bf98b8cc8fbfa40f5c"", ""bdf544ff5d0a4bfacc09"", ""225002de699658941ca0"", ""1b0b4076d43ab5586a3f"", ""73e2d1fca7e2ec1b2b59""], [""9a0a83ba9247dbf61861""]]",bdf544ff5d0a4bfacc09,selected,,formal_producer_primary,false
b781b45b11bdeda4c94dacf1fedb3fd0097cb9b7fd0a5cc0d155ea34d77fea9b,C1,C1,manual,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,652,71,3323,yqstnuAEVhm,2,2,1,1,0,0,true,2,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""38d59659d0a299c09ed6""], [""4cf2eede79562a2d7541""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
b8bc8e5d9a465b1bf48a17aeef5de806f6b610fe8effd2956ad081485c0ca2c5,C1,C1,manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,67,3259,B6ByNegPMKs,3,3,3,3,0,0,true,2,dominant_with_dissent,unique_complete_link_partition,"[[""9378da78037a5091f22e"", ""260cf962d9bea8512f9e""], [""ecd4e736ab99493cf8bd""]]",9378da78037a5091f22e,selected,,formal_producer_primary,false
bc0734c5d6e0f59f27d429ac0f584c4cfacb06977311be1f816d5d40739d9e8c,C1,C1,manual,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,542,71,3311,wc2JMjhGNzB,2,1,0,0,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""f2c02631f6c62e58089e""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
bf08ef4e1162ba36b8e53cac7c0495f0e30fc6a6b40a9e86d4edc7bf3b423759,C1,C1,manual,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,597,67,3202,yqstnuAEVhm,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""6de2c46ce6d59af34337"", ""54158b496be934232a98""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
c09c936cc02ed23da1b11bfd497cd040ed4fb685a937acc529eb503c0db34c29,C1,C1,manual,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,460,71,3306,X7HyMhZNoso,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""c599740d3bc3761f8f39"", ""a68c32790d01e6b27d0d""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
c10dffef752d85e7f996368e917cef511d0bd2c039785d99dd3b201d9a28ef11,C1,C1,manual,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,487,67,3196,uNb9QFRL6hY,4,4,6,6,0,0,true,1,unimodal,unique_complete_link_partition,"[[""72209d7dd6219794fac9"", ""cc8da8c5dab40220ed0e"", ""2bbf5d65469e55f1f4e0"", ""7a99a58308f3ae658881""]]",2bbf5d65469e55f1f4e0,selected,,formal_producer_primary,false
c2d0a1aa588cec51b2d2378300b3c0c7d24c6c2ce4c76a708335863c4ac017e4,C1,C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,528,71,3317,yqstnuAEVhm,2,2,1,1,0,0,true,1,not_evaluable,minimum_valid_k_or_metric_compatibility,"[[""30e344b50071694c55ec"", ""992f35b8a555f38eaf73""]]",,unresolved,minimum_valid_k_or_metric_compatibility,formal_producer_primary,false
c74a0900db9e250c33442d9636665bb928cb397e93534b0144422950b177e30f,C1,C1,semi,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,481,68,3289,wc2JMjhGNzB,3,3,3,3,0,0,true,1,unimodal,unique_complete_link_partition,"[[""afe8345588c57013a3c8"", ""d2a55c1985a230982d0d"", ""6dc6395c56cb416a2fdc""]]",6dc6395c56cb416a2fdc,selected,,formal_producer_primary,false
