"source_group","task_id","image_id","scene_id","contact_sheet_path","source_manifest_path","hohonet_corner_count","bilayout_corner_count","comparison_status","audit_row_status"
"nominal_prediction_structure","472","wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","474","uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"nominal_prediction_structure","479","e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945","e9zR4mvMWw7","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","480","e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db","e9zR4mvMWw7","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","481","wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
"nominal_prediction_structure","483","rPc6DW4iMge_0a84204ae666476f97095e784a772323","rPc6DW4iMge","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","484","X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20","X7HyMhZNoso","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","485","wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","6","ok","pending_manual_review"
"nominal_prediction_structure","486","wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","487","uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","5","ok","pending_manual_review"
"nominal_prediction_structure","488","UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98","UwV83HsGsw3","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","489","wc2JMjhGNzB_2880c0784aa0462a8070b30416752de6","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","490","e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94","e9zR4mvMWw7","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","491","uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","492","e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76","e9zR4mvMWw7","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","494","B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d","B6ByNegPMKs","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"nominal_prediction_structure","495","yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","6","8","ok","pending_manual_review"
"nominal_prediction_structure","496","7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09","7y3sRwLe3Va","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","6","6","ok","pending_manual_review"
"nominal_prediction_structure","497","uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\nominal_prediction_structure_hohonet_txt_vs_bilayout_manifest.csv","4","4","ok","pending_manual_review"
"soft_prediction_complexity","609","UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282","UwV83HsGsw3","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","12","8","ok","pending_manual_review"
"soft_prediction_complexity","476","uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","498","b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4","b8cTxDM8gDG","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","6","ok","pending_manual_review"
"soft_prediction_complexity","511","7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f","7y3sRwLe3Va","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","518","uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","533","yqstnuAEVhm_e3face7b2196414d95ed97151aa13058","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","10","4","ok","pending_manual_review"
"soft_prediction_complexity","541","UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b","UwV83HsGsw3","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","10","12","ok","pending_manual_review"
"soft_prediction_complexity","560","X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268","X7HyMhZNoso","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","564","uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","6","ok","pending_manual_review"
"soft_prediction_complexity","566","q9vSo1VnCiC_bac003e7f0294457905fb183c34ef2bf","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","6","ok","pending_manual_review"
"soft_prediction_complexity","575","7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce","7y3sRwLe3Va","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","10","10","ok","pending_manual_review"
"soft_prediction_complexity","577","wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"soft_prediction_complexity","597","yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","603","7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3","7y3sRwLe3Va","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","604","b8cTxDM8gDG_f3748786c3704532abb2358581488f3f","b8cTxDM8gDG","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","6","ok","pending_manual_review"
"soft_prediction_complexity","618","wc2JMjhGNzB_36f4749077674307bce31998171e96ef","wc2JMjhGNzB","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","6","ok","pending_manual_review"
"soft_prediction_complexity","620","rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff","rPc6DW4iMge","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","10","12","ok","pending_manual_review"
"soft_prediction_complexity","627","uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","637","e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08","e9zR4mvMWw7","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","647","B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937","B6ByNegPMKs","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","10","8","ok","pending_manual_review"
"soft_prediction_complexity","648","uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"soft_prediction_complexity","650","yqstnuAEVhm_fc84c67a0ffd49cf8ffdc32df703bc86","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","665","uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","10","14","ok","pending_manual_review"
"soft_prediction_complexity","668","rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a","rPc6DW4iMge","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","10","8","ok","pending_manual_review"
"soft_prediction_complexity","676","q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4","q9vSo1VnCiC","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","697","rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5","rPc6DW4iMge","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","12","12","ok","pending_manual_review"
"soft_prediction_complexity","699","yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1","yqstnuAEVhm","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","4","ok","pending_manual_review"
"soft_prediction_complexity","711","uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5","uNb9QFRL6hY","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","8","8","ok","pending_manual_review"
"soft_prediction_complexity","714","rPc6DW4iMge_fbc169773c954580baea6d2798c0d486","rPc6DW4iMge","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","14","14","ok","pending_manual_review"
"soft_prediction_complexity","510","B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993","B6ByNegPMKs","analysis_results\bi_layout_vs_hohonet_20260514\images\contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_relabel.png","analysis_results\bi_layout_vs_hohonet_20260514\soft_prediction_complexity_hohonet_txt_vs_bilayout_manifest.csv","6","4","ok","pending_manual_review"
