image_id,building,source_split,scene_category,scene_source,selection_display_group,difficulty_tag,difficulty_ordinal,difficulty_status,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_semantic_coarse,main_function_primary,main_function_primary_source,y
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,valid,厨房与用餐,早期争议复核导出.user_type,G002,简单,0,labelled,老式炉灶与白色橱柜厨房,老式炉灶与白色橱柜厨房,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐,否,supported_component:2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen,kitchen,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics,0
pa4otMbVnkk_8d9a72e210cd480a897945c465e5cade,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,G141,中等,1,labelled,壁炉与会客区,壁炉与会客区,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲|通行,否,supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
pa4otMbVnkk_b8245307c038459a9df432be2341ec27,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,G141,中等,1,labelled,会客厅靠楼梯厅一侧,会客厅靠楼梯厅一侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲|通行,否,supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,True,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,living+circulation,living+circulation,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
pa4otMbVnkk_e976f604378648b3bd1d1ed1e9638294,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,G141,中等,1,labelled,会客厅靠餐厅门一侧,会客厅靠餐厅门一侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲|通行,否,supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dining+living,dining+living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,rPc6DW4iMge,test,卧室,早期争议复核导出.user_type,G165,简单,0,labelled,卧室靠入口,卧室靠入口,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,rPc6DW4iMge,test,卧室,早期争议复核导出.user_type,G165,简单,0,labelled,床侧与浴室门,床侧与浴室门,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep+bathroom,sleep+bathroom,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,test,卧室,早期争议复核导出.user_type,G165,简单,0,labelled,床头靠衣柜侧,床头靠衣柜侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep+storage,sleep+storage,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,会客为主；钢琴次要,会客为主；钢琴次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,会客为主,会客为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,客厅侧边为主,客厅侧边为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,uNb9QFRL6hY,test,工作与学习,早期争议复核导出.user_type,G178,简单,0,labelled,书房为主,书房为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work,work,work,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,中等,1,labelled,睡眠为主,睡眠为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,钢琴区域为主；会客次要,钢琴区域为主；会客次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,中等,1,labelled,卧室床区为主，入口可见,卧室床区为主，入口可见,AI_new_spatial_review,new_original,,未有人工作答,,卧室|通行,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,客厅侧边为主,客厅侧边为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,uNb9QFRL6hY,test,工作与学习,早期争议复核导出.user_type,G178,中等,1,labelled,书房为主,书房为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work,work,work,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,困难,2,labelled,洗漱／沐浴并重,洗漱／沐浴并重,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,中等,1,labelled,睡眠为主；休憩次要,睡眠为主；休憩次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,会客为主,会客为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,present,present,present,present,absent,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,困难,2,labelled,洗漱为主；浴缸次要,洗漱为主；浴缸次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,中等,1,labelled,卧室床区与入口共同呈现；入口比其他视点更突出,卧室床区与入口共同呈现；入口比其他视点更突出,AI_new_spatial_review,new_original,,未有人工作答,,卧室|通行,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,会客为主,会客为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,困难,2,labelled,梳妆洗漱为主,梳妆洗漱为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
uNb9QFRL6hY_84722e58b32f4646acc12614994f835b,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,钢琴区域为主；会客次要,钢琴区域为主；会客次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,会客为主,会客为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,test,卫浴,后续41图亲审.current_classification.coarse_type,G197,中等,1,labelled,洗漱／淋浴为主；前室次要,洗漱／淋浴为主；前室次要,AI_new_spatial_review,new_original,洗漱／淋浴为主；前室次要,后续41图亲审.current_classification.focus,卫浴,储藏家务|卫浴|通行,否,supported_component:uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,uNb9QFRL6hY,test,工作与学习,早期争议复核导出.user_type,G178,简单,0,labelled,书房为主,书房为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work,work,work,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,困难,2,labelled,主浴室洗漱浴缸区为主，厕间可见,主浴室洗漱浴缸区为主，厕间可见,AI_new_spatial_review,new_original,,未有人工作答,,卫浴|通行,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,壁炉会客区为主,壁炉会客区为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,简单,0,labelled,睡眠为主；外门侧次要,睡眠为主；外门侧次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407,uNb9QFRL6hY,test,起居与休闲,早期争议复核导出.user_type,G172,中等,1,labelled,钢琴为主；会客次要,钢琴为主；会客次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,困难,2,labelled,淋浴／沐浴为主,淋浴／沐浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,困难,2,labelled,淋浴入口及主浴室共同呈现，洗漱浴缸区清楚,淋浴入口及主浴室共同呈现，洗漱浴缸区清楚,AI_new_spatial_review,new_original,,未有人工作答,,卫浴|通行,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,中等,1,labelled,睡眠为主；休憩次要,睡眠为主；休憩次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,困难,2,labelled,沐浴为主；洗漱次要,沐浴为主；洗漱次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,中等,1,labelled,淋浴内部为主，玻璃外主浴室可见,淋浴内部为主，玻璃外主浴室可见,AI_new_spatial_review,new_original,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,简单,0,labelled,睡眠／休憩并重,睡眠／休憩并重,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sleep+living,sleep+living,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,test,储藏与家务辅助,早期争议复核导出.user_type,G200,简单,0,labelled,更衣储藏为主,更衣储藏为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务,否,supported_component:uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,uNb9QFRL6hY,test,工作与学习,早期争议复核导出.user_type,G178,简单,0,labelled,书房为主；入口次要,书房为主；入口次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work,work,work,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28,uNb9QFRL6hY,test,储藏与家务辅助,早期争议复核导出.user_type,G200,简单,0,labelled,更衣储藏为主,更衣储藏为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务,否,supported_component:uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G197,中等,1,labelled,洗漱／淋浴并重,洗漱／淋浴并重,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,1
uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,uNb9QFRL6hY,test,工作与学习,早期争议复核导出.user_type,G178,简单,0,labelled,书房为主,书房为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work,work,work,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1,uNb9QFRL6hY,test,工作与学习,早期争议复核导出.user_type,G178,简单,0,labelled,书房为主,书房为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work,work,work,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_e8fcf8c5bd324655a25186117151ccbd,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,简单,0,labelled,睡眠为主；外门侧次要,睡眠为主；外门侧次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,uNb9QFRL6hY,test,卧室,早期争议复核导出.user_type,G179,简单,0,labelled,睡眠为主；休憩次要,睡眠为主；休憩次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
