deployment_pool_id,experimental_task_context_id,stage,round_id,condition,dataset_group,building_scene_id,identity_candidate_count,observed_geometry_valid_count,realization_matched_geometry_valid_count,observed_valid_meets_k3,strict_realization_sensitivity_meets_k3
d336662a55350d4e5345660f05cf41f9304f45a6541b0deeeef0792b2f91efec,c30bb2a4043ec7342c0712a075ed8026c3a40823d31f7336ee6431ecdbc91fce,C1,C1,manual,Calibration_core,B6ByNegPMKs,1,1,1,False,False
d93ad2eccebb14bc4965bb55e4759c53a6a4e38d45ae2609aec21fa47c67fda5,332dd1f85c0cba181010e99071833945b4e280d3d488f9433499546d58a3292f,C1,C1,semi,Calibration_semi,B6ByNegPMKs,2,2,2,False,False
db2d86a33519f0d9b378d71a4c033e5ae110f69b9f63936ab82bb6ef5eb4cd66,4cb3e6a4c484e2e26908b7841a57515ecef06731177a316010baecc43f52a8b4,C1,C1,manual,Calibration_core,yqstnuAEVhm,2,2,2,False,False
dcbb0caa900a7680e2d59c6a17620c76913652ab3f50536ea7e3114a031ad175,ec27da3026e01f070bc61e62f08d3f468282277d7dbabbaf92c0aafe996ffbaa,C1,C1,semi,Calibration_semi,uNb9QFRL6hY,2,2,2,False,False
dfdfe42cf1a2d2335ae1b22a6eb03ece1f98e10970c857b459b8c1d7e591a413,a5b25a842db314199b0d23ee90c4afa5a2e9c9cb3e893537c6e6b61841e4ce5b,C1,C1,manual,Calibration_core,wc2JMjhGNzB,2,2,0,False,False
e422e52f1db58939268f2b7b6e57baa4fadf9fef1d07b34d10ed4dc03821c034,9c0723609fd868aa4920aa424a03909913dfb68d81d1f591119303d128b289c2,C1,C1,manual,Calibration_anchor,yqstnuAEVhm,12,12,11,True,True
e4d3bb255377024a296c70c0b2719fb7e8bf0fecf5d0253643c8502cf0434d36,568d9f14c467268c21ca63351f074c8d54364341b7dfb03c5ebdb3837c90fd0f,C1,C1,manual,Calibration_core,uNb9QFRL6hY,5,5,5,True,True
e52c74e3702cc17fee50454150f83527bda8a403300878e91ebe04b3e66ed74e,77e918bea38fa1bdd75ec84df319dfe88c7e1c56dbd9e5bbaf65d30c14ed9970,C1,C1,semi,Calibration_semi,uNb9QFRL6hY,1,1,1,False,False
e6a7ea1d4985a8b39a4b025d17c1c8adb0ea02d86726cdb930b8607e142d598a,c26829254609d79eb4a83b6917ca6d6ede151d2af459e4add8f23adf940af17b,C1,C1,manual,Calibration_core,uNb9QFRL6hY,2,2,2,False,False
e74c6706be3957ce9d9e74ee27522aca0cd4e4057a8abc37def90f26e48ee32a,a72770d89e13660c08f223832d07c53c0c29755fc1868bc9d0fa1100ad0cc887,C1,C1,manual,Calibration_core,yqstnuAEVhm,1,1,1,False,False
e7bc8f9bae7ad302e4f87bf3dda642839534f9f542934d5c85cb04a11400c9d2,4ac715f4ed58c9f10d8b0bad81e5757803ff87e1afde6d73558a233a0a03616f,C1,C1,manual,Calibration_core,uNb9QFRL6hY,4,4,3,True,True
e95587cd41fcd572922036485f921721d03cf7538ebcfb6b36cb3847f8e06b38,ec07ade1127f57173ecebdc243778da1eed30dc046c2ab717ed3c52832a36409,C1,C1,manual,Calibration_core,uNb9QFRL6hY,3,3,3,True,True
e97478c2ebf37f9a88737b93cbff482a4e1209695654d97b4a51082034983762,77e918bea38fa1bdd75ec84df319dfe88c7e1c56dbd9e5bbaf65d30c14ed9970,C1,C1,semi,Calibration_semi,uNb9QFRL6hY,3,3,3,True,True
eb19686fc4d7b0c6cb0bf28c39614f9af03ecdca780422dcedb9fe8a2d20b1cc,63707c0da413951680b9b36a75dca5dcde21e9f3a1f5bd7cd9b6e92127f4bf4c,C1,C1,semi,Calibration_semi,uNb9QFRL6hY,1,1,1,False,False
ec77abaec933330cf858fa9580792cae478094a0e0c3dfb345bab501701296a3,49312b330b21ce53f0198f276a3ae97e4652f76d49be89573496f6b6ac24e153,C1,C1,manual,Calibration_core,rPc6DW4iMge,5,5,4,True,True
ed587b14b9303a6a943b9eab6daa5645c9080f0255e939c98f9c9c7c09431fde,c26829254609d79eb4a83b6917ca6d6ede151d2af459e4add8f23adf940af17b,C1,C1,manual,Calibration_core,uNb9QFRL6hY,3,3,3,True,True
f044658d065cbaaee86e478bb668c0329dad1c6a14d81ac40acf5fd03fb69871,309f224d7e34081b3043d6cf56e114e7bafd157e67f90cc4b2c256236f29c65d,C1,C1,manual,Calibration_anchor,rPc6DW4iMge,12,12,11,True,True
f202da3ae13ded18bf2f2247968f3aeaa40922915a30ec5c0a95b8296b01cef5,a1ab38bcd7139ae67277710376dd8e4615d5cecfa19a65179e8608d86fbe4ca6,C1,C1,semi,Calibration_semi,yqstnuAEVhm,3,3,2,True,False
f291d03195e83e04d38815b8928cd5170a5789db02655bb00fc49005a08925da,bc920294dd2bbf9c184566d92f3a26e6704e4fc34551bad5b5c6805489423e3a,C1,C1,manual,Calibration_core,B6ByNegPMKs,2,2,1,False,False
f45f5e9769042cbe9f7864066630de1587ea8dde496bcbe697262ee91e9bf9a8,9817eaa339e409e7709d73960d8036abde05fa3abd29fb63e8671d37c00e2063,C1,C1,manual,Calibration_anchor,rPc6DW4iMge,12,12,11,True,True
f5cbbbf2d26f0a4a07b7b081d47041530217e1f13ee1b2bf8c24572ddd103473,ba4241a73b6aee4cbf484679b91932c744eb401f7a7249c2064d0d8abb5235bb,C1,C1,semi,Calibration_semi,uNb9QFRL6hY,4,4,3,True,True
f5d67e56675af5fdedb3aace867153696cbb59e59210c8cb2496ade752d41969,7fa04899f8b1a65e5913af24628e2ed08d878553f29a015e7087735ddcbe7461,C1,C1,manual,Calibration_core,wc2JMjhGNzB,1,1,0,False,False
f8d9382abd75eba064e61ca560519a73c99844efea59d4f8d70f9980b01aae98,c02b8fd13b59eb411126b3da792379a6a32c148d364fc97502851dcc846b8a85,C1,C1,manual,Calibration_core,UwV83HsGsw3,4,4,3,True,True
f99b83788efdca4669e4a36bf06e85c976ce6863da198d18d9ffe9426124d41c,90791181c7c052dc377774f8e7312814a7af029d11363a31a296270de7cac123,C1,C1,manual,Calibration_core,uNb9QFRL6hY,3,3,3,True,True
fa2fb1480c15a1a4162c5ebcf9165eb78420ef141e10a9772b5f0cf126dc5780,66cc7a663e9aec24cc9b389aa6ddc2c450110013efd3455ce9dae56e46c246fa,C1,C1,manual,Calibration_anchor,uNb9QFRL6hY,11,11,11,True,True
fb3b5414f7056ecc809761fadb728364e4ba888d2a2aa841d7b1fe06e6ca4a19,135573dd13f8ac1108fbc2c2117fdeba7c8b9c3c339972aeedca71d276b8ad9f,C1,C1,manual,Calibration_core,yqstnuAEVhm,3,3,3,True,True
fd2411dbed92744de8315cf3ccc97037e96f9c91658a21e557595aba9aa20a20,46e5b0d10d42d6062b391d220e47a68d004fcd4922cc0151232d124290b0ea12,C1,C1,manual,Calibration_core,rPc6DW4iMge,3,3,3,True,True
fe2ce0bed97aaea942eee3075fe3f14927b1ef755a4cf8c8d692450ad78bf822,a6a203f42a6ac40d25a430aaa53393ea5b2633c20becc77c18d35356b09b72f3,C1,C1,manual,Calibration_core,wc2JMjhGNzB,2,2,2,False,False
