image_id,condition,building,family,a_workers,b_workers,a_n,b_n,a_supported,b_supported,pooled_supported,a_core_tail,b_core_tail,pooled_core_tail,pooled_late_new,description
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,B,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,3,0,5,0.25,0,0.333333333333,0.416666666667,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,QB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,16,0,3,5,0,0.25,0.333333333333,0.416666666667,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,QS,W001;W011;W012;W013;W014;W028;W029;W030;W032;W033;W034;W035;W036;W037,W002;W006;W008;W010;W015;W017;W018;W021;W027;W031,14,10,2,2,5,0.291666666667,0.333333333333,0.333333333333,0.416666666667,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,QSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,16,0,3,5,0,0.25,0.333333333333,0.416666666667,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,QT,W028;W029;W032;W033;W034;W035;W036;W037,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W030;W031,8,15,0,4,4,0,0.166666666667,0.291666666667,0.465277777778,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,QTB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,0,2,4,0,0.583333333333,0.291666666667,0.465277777778,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,QTS,W028;W029;W030;W032;W033;W034;W035;W036;W037,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W031,9,14,0,3,4,0,0.166666666667,0.291666666667,0.465277777778,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,QTSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,0,2,4,0,0.583333333333,0.291666666667,0.465277777778,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,S,W006;W008;W010;W012;W013;W017;W018;W031;W034,W001;W002;W011;W014;W015;W021;W027;W028;W029;W030;W032;W033;W035;W036;W037,9,15,2,3,5,0.291666666667,0.166666666667,0.333333333333,0.416666666667,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,3,0,5,0.25,0,0.333333333333,0.416666666667,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,T,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,12,11,1,3,4,0.625,0.125,0.291666666667,0.465277777778,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,TB,W001;W012;W029;W030;W031;W034;W035,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036;W037,7,16,0,2,4,0,0.583333333333,0.291666666667,0.465277777778,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,TS,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,12,11,3,1,4,0.208333333333,0.625,0.291666666667,0.465277777778,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,TSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,0,2,4,0,0.583333333333,0.291666666667,0.465277777778,other
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality_time_edit,W001;W012;W029;W030;W031;W034;W035,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036;W037,7,16,0,2,4,0,0.583333333333,0.291666666667,0.465277777778,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,B,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,3,3,1,0,0.541666666667,0.152777777778,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,Q,W001;W012;W029;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W030;W032;W033;W036,7,17,2,1,3,0.0833333333333,1,0.541666666667,0.152777777778,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,QB,W001;W012;W029;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W030;W032;W033;W036,7,17,2,1,3,0.0833333333333,1,0.541666666667,0.152777777778,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,QS,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,3,3,1,0,0.541666666667,0.152777777778,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,QSB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,3,3,1,0,0.541666666667,0.152777777778,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,QT,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.125,1,0.5,0.225,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,QTB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.125,1,0.5,0.225,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,QTS,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.125,1,0.5,0.225,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,QTSB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.125,1,0.5,0.225,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,S,W006;W008;W010;W012;W013;W017;W018;W031;W034,W001;W002;W011;W014;W015;W021;W027;W028;W029;W030;W032;W033;W035;W036;W037,9,15,2,1,3,0.0833333333333,1,0.541666666667,0.152777777778,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,3,3,1,0,0.541666666667,0.152777777778,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,T,W001;W002;W006;W010;W011;W013;W017;W021,W008;W015;W018;W027;W028;W029;W030;W032;W033;W036;W037,8,11,1,2,2,0.958333333333,0.458333333333,0.5,0.225,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,TB,W002;W006;W010;W011;W013;W017;W021,W001;W008;W015;W018;W027;W028;W029;W030;W032;W033;W036;W037,7,12,1,2,2,0.916666666667,0.666666666667,0.5,0.225,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,TS,W001;W002;W006;W008;W010;W011;W013;W017;W018;W021,W015;W027;W028;W029;W030;W032;W033;W036;W037,10,9,1,1,2,1,1,0.5,0.225,cores_stable_separately_pool_not_stable
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,TSB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.125,1,0.5,0.225,other
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality_time_edit,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.125,1,0.5,0.225,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,B,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,3,0.875,0,0.791666666667,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,Q,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,3,0.875,0,0.791666666667,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,QB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,3,0.875,0,0.791666666667,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,QS,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,3,0.875,0,0.791666666667,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,QSB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,3,0.875,0,0.791666666667,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,QT,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W033,W001;W027;W028;W029;W030;W032;W036;W037,11,8,2,1,2,0.666666666667,1,1,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,QTB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,2,2,0.458333333333,1,1,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,QTSB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,2,2,0.458333333333,1,1,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,S,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,W006;W008;W010;W012;W013;W017;W018;W028;W029;W030;W031;W034;W037,11,13,2,2,3,0.291666666667,0.583333333333,0.791666666667,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,3,0.875,0,0.791666666667,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,T,W027;W028;W029;W032;W036;W037,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W030;W033,6,13,1,2,2,1,0.875,1,0,subtypes_and_pool_have_supported_multimode
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,TB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W033,W001;W027;W028;W029;W030;W032;W036;W037,11,8,2,1,2,0.666666666667,1,1,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,TS,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021,W027;W028;W029;W030;W032;W033;W036;W037,11,8,2,1,2,0.625,1,1,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,TSB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021,W001;W027;W028;W029;W030;W032;W033;W036;W037,10,9,2,1,2,0.541666666667,1,1,0,other
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality_time_edit,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,2,2,0.458333333333,1,1,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,B,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.25,0.875,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,Q,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.25,0.875,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,QB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.25,0.875,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,QS,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.25,0.875,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,QSB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.25,0.875,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,QT,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W033,W001;W027;W028;W029;W030;W032;W036;W037,11,8,1,1,1,1,0.875,1,0,two_uniform_types_pooled_uniform
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,QTB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,1,0.5,1,1,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,QTSB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,1,0.5,1,1,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,S,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,W006;W008;W010;W012;W013;W017;W018;W028;W029;W030;W031;W034;W037,11,13,2,1,2,0.375,0.833333333333,0.875,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.25,0.875,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,T,W027;W028;W029;W032;W036;W037,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W030;W033,6,13,1,1,1,0.125,1,1,0,other
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,TB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W033,W001;W027;W028;W029;W030;W032;W036;W037,11,8,1,1,1,1,0.875,1,0,two_uniform_types_pooled_uniform
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,TS,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021,W027;W028;W029;W030;W032;W033;W036;W037,11,8,1,1,1,1,0.958333333333,1,0,two_uniform_types_pooled_uniform
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,TSB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021,W001;W027;W028;W029;W030;W032;W033;W036;W037,10,9,1,1,1,1,1,1,0,two_uniform_types_pooled_uniform
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,quality_time_edit,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,1,0.5,1,1,0,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,B,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.0416666666667,0.833333333333,0.0486111111111,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,Q,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.0416666666667,0.833333333333,0.0486111111111,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,QB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.0416666666667,0.833333333333,0.0486111111111,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,QS,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.0416666666667,0.833333333333,0.0486111111111,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,QSB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.0416666666667,0.833333333333,0.0486111111111,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,QT,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W033,W001;W027;W028;W029;W030;W032;W036;W037,11,8,1,1,2,1,0.5,0.416666666667,0.0416666666667,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,QTB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.375,1,0.416666666667,0.0416666666667,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,QTSB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.375,1,0.416666666667,0.0416666666667,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,S,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,W006;W008;W010;W012;W013;W017;W018;W028;W029;W030;W031;W034;W037,11,13,2,2,2,0.208333333333,0.166666666667,0.833333333333,0.0486111111111,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,1,2,2,1,0.0416666666667,0.833333333333,0.0486111111111,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,T,W027;W028;W029;W032;W036;W037,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W030;W033,6,13,1,2,2,0.25,0.5,0.416666666667,0.0416666666667,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,TB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W033,W001;W027;W028;W029;W030;W032;W036;W037,11,8,1,1,2,1,0.5,0.416666666667,0.0416666666667,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,TS,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021,W027;W028;W029;W030;W032;W033;W036;W037,11,8,1,1,2,1,0.75,0.416666666667,0.0416666666667,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,TSB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021,W001;W027;W028;W029;W030;W032;W033;W036;W037,10,9,1,1,2,1,0.333333333333,0.416666666667,0.0416666666667,other
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,quality_time_edit,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,1,2,0.375,1,0.416666666667,0.0416666666667,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,B,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,4,1,4,0.25,0.625,0.875,0.173611111111,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,Q,W001;W006;W008;W011;W012;W013;W014;W028;W029;W030;W032;W033;W034;W035;W036;W037,W002;W010;W015;W017;W018;W021;W027;W031,16,8,3,2,4,0.583333333333,0.25,0.875,0.173611111111,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,QB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,16,1,4,4,0.625,0.25,0.875,0.173611111111,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,QSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,16,1,4,4,0.625,0.25,0.875,0.173611111111,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,QT,W008;W028;W029;W032;W033;W034;W035;W036;W037,W001;W002;W006;W010;W011;W012;W013;W015;W017;W018;W021;W027;W030;W031,9,14,2,3,4,0.5,0.458333333333,0.75,0.145833333333,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,QTB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,1,3,4,0.625,0.416666666667,0.75,0.145833333333,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,QTS,W011;W015;W028;W029;W030;W032;W033;W034;W035;W036;W037,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W027;W031,11,12,3,3,4,0.291666666667,0.208333333333,0.75,0.145833333333,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,QTSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,1,3,4,0.625,0.416666666667,0.75,0.145833333333,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,S,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,W006;W008;W010;W012;W013;W017;W018;W028;W029;W030;W031;W034;W037,11,13,3,3,4,0.166666666667,0.166666666667,0.875,0.173611111111,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,4,1,4,0.25,0.625,0.875,0.173611111111,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,T,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W008;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,11,12,3,3,4,0.583333333333,0.291666666667,0.75,0.145833333333,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,TB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,1,3,4,0.625,0.416666666667,0.75,0.145833333333,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,TS,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,11,12,3,3,4,0.166666666667,0.208333333333,0.75,0.145833333333,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,TSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,1,3,4,0.625,0.416666666667,0.75,0.145833333333,other
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,e9zR4mvMWw7,quality_time_edit,W002;W006;W010;W011;W013;W015;W017;W018;W021;W027,W001;W008;W012;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,10,13,2,2,4,0.625,0.25,0.75,0.145833333333,other
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,e9zR4mvMWw7,B,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,3,0.583333333333,0,0.458333333333,0,other
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,e9zR4mvMWw7,Q,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,3,0.583333333333,0,0.458333333333,0,other
