code,image_id,condition,stage,id,worker,count,view,cut,cluster,cluster_size,N,n_same_count_others,close_neighbors,pair_source
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d5317a10c026bfe9,W034,8,top_fixed,6.0,14,1,24,5,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,f16402f852e68871,W035,10,top_fixed,6.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d936055bdc90a99f,W036,6,top_fixed,6.0,4,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b73a313e28bc8976,W037,14,top_fixed,6.0,2,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a95a266f291df244,W001,6,top_fixed,9.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,302e82d117f96466,W002,6,top_fixed,9.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a1cf0e0701983318,W006,16,top_fixed,9.0,14,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,e355ede0b8b5901b,W008,8,top_fixed,9.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b612f84b4f35345d,W010,8,top_fixed,9.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,71640fc7f46c27a2,W011,12,top_fixed,9.0,16,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,fe952ee7e370f555,W012,12,top_fixed,9.0,17,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,66d1573179cf952a,W013,8,top_fixed,9.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b450be5b8a67bfb8,W014,12,top_fixed,9.0,16,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,07302c287d4b5090,W015,8,top_fixed,9.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d02768af49547bb8,W017,10,top_fixed,9.0,5,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a75d738ce1b5070a,W018,10,top_fixed,9.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,10226aeae3f84a35,W021,8,top_fixed,9.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,3c0d8e75dd7d264b,W027,16,top_fixed,9.0,15,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4f42032dc8e4d665,W028,10,top_fixed,9.0,9,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4fc74fddb88c2f79,W029,10,top_fixed,9.0,8,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,c683a325ea5ee59a,W030,14,top_fixed,9.0,1,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,df388ca29d6f7cfd,W031,10,top_fixed,9.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,6b1072abb5dd916d,W032,10,top_fixed,9.0,10,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,1a361af7443afe0c,W033,10,top_fixed,9.0,6,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d5317a10c026bfe9,W034,8,top_fixed,9.0,13,1,24,5,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,f16402f852e68871,W035,10,top_fixed,9.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d936055bdc90a99f,W036,6,top_fixed,9.0,4,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b73a313e28bc8976,W037,14,top_fixed,9.0,2,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a95a266f291df244,W001,6,top_fixed,12.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,302e82d117f96466,W002,6,top_fixed,12.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a1cf0e0701983318,W006,16,top_fixed,12.0,14,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,e355ede0b8b5901b,W008,8,top_fixed,12.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b612f84b4f35345d,W010,8,top_fixed,12.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,71640fc7f46c27a2,W011,12,top_fixed,12.0,16,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,fe952ee7e370f555,W012,12,top_fixed,12.0,17,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,66d1573179cf952a,W013,8,top_fixed,12.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b450be5b8a67bfb8,W014,12,top_fixed,12.0,16,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,07302c287d4b5090,W015,8,top_fixed,12.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d02768af49547bb8,W017,10,top_fixed,12.0,5,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a75d738ce1b5070a,W018,10,top_fixed,12.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,10226aeae3f84a35,W021,8,top_fixed,12.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,3c0d8e75dd7d264b,W027,16,top_fixed,12.0,15,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4f42032dc8e4d665,W028,10,top_fixed,12.0,9,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4fc74fddb88c2f79,W029,10,top_fixed,12.0,8,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,c683a325ea5ee59a,W030,14,top_fixed,12.0,1,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,df388ca29d6f7cfd,W031,10,top_fixed,12.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,6b1072abb5dd916d,W032,10,top_fixed,12.0,10,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,1a361af7443afe0c,W033,10,top_fixed,12.0,6,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d5317a10c026bfe9,W034,8,top_fixed,12.0,13,1,24,5,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,f16402f852e68871,W035,10,top_fixed,12.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d936055bdc90a99f,W036,6,top_fixed,12.0,4,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b73a313e28bc8976,W037,14,top_fixed,12.0,2,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a95a266f291df244,W001,6,bottom_fixed,3.0,3,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,302e82d117f96466,W002,6,bottom_fixed,3.0,4,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a1cf0e0701983318,W006,16,bottom_fixed,3.0,17,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,e355ede0b8b5901b,W008,8,bottom_fixed,3.0,15,1,24,5,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b612f84b4f35345d,W010,8,bottom_fixed,3.0,13,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,71640fc7f46c27a2,W011,12,bottom_fixed,3.0,19,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,fe952ee7e370f555,W012,12,bottom_fixed,3.0,21,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,66d1573179cf952a,W013,8,bottom_fixed,3.0,13,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b450be5b8a67bfb8,W014,12,bottom_fixed,3.0,20,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,07302c287d4b5090,W015,8,bottom_fixed,3.0,14,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d02768af49547bb8,W017,10,bottom_fixed,3.0,11,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a75d738ce1b5070a,W018,10,bottom_fixed,3.0,9,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,10226aeae3f84a35,W021,8,bottom_fixed,3.0,14,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,3c0d8e75dd7d264b,W027,16,bottom_fixed,3.0,18,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4f42032dc8e4d665,W028,10,bottom_fixed,3.0,6,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4fc74fddb88c2f79,W029,10,bottom_fixed,3.0,10,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,c683a325ea5ee59a,W030,14,bottom_fixed,3.0,1,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,df388ca29d6f7cfd,W031,10,bottom_fixed,3.0,8,2,24,7,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,6b1072abb5dd916d,W032,10,bottom_fixed,3.0,7,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,1a361af7443afe0c,W033,10,bottom_fixed,3.0,12,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d5317a10c026bfe9,W034,8,bottom_fixed,3.0,16,1,24,5,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,f16402f852e68871,W035,10,bottom_fixed,3.0,8,2,24,7,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d936055bdc90a99f,W036,6,bottom_fixed,3.0,5,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b73a313e28bc8976,W037,14,bottom_fixed,3.0,2,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a95a266f291df244,W001,6,bottom_fixed,6.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,302e82d117f96466,W002,6,bottom_fixed,6.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a1cf0e0701983318,W006,16,bottom_fixed,6.0,15,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,e355ede0b8b5901b,W008,8,bottom_fixed,6.0,13,1,24,5,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b612f84b4f35345d,W010,8,bottom_fixed,6.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,71640fc7f46c27a2,W011,12,bottom_fixed,6.0,17,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,fe952ee7e370f555,W012,12,bottom_fixed,6.0,18,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,66d1573179cf952a,W013,8,bottom_fixed,6.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b450be5b8a67bfb8,W014,12,bottom_fixed,6.0,17,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,07302c287d4b5090,W015,8,bottom_fixed,6.0,12,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d02768af49547bb8,W017,10,bottom_fixed,6.0,9,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a75d738ce1b5070a,W018,10,bottom_fixed,6.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,10226aeae3f84a35,W021,8,bottom_fixed,6.0,12,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,3c0d8e75dd7d264b,W027,16,bottom_fixed,6.0,16,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4f42032dc8e4d665,W028,10,bottom_fixed,6.0,5,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4fc74fddb88c2f79,W029,10,bottom_fixed,6.0,8,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,c683a325ea5ee59a,W030,14,bottom_fixed,6.0,1,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,df388ca29d6f7cfd,W031,10,bottom_fixed,6.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,6b1072abb5dd916d,W032,10,bottom_fixed,6.0,6,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,1a361af7443afe0c,W033,10,bottom_fixed,6.0,10,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d5317a10c026bfe9,W034,8,bottom_fixed,6.0,14,1,24,5,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,f16402f852e68871,W035,10,bottom_fixed,6.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d936055bdc90a99f,W036,6,bottom_fixed,6.0,4,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b73a313e28bc8976,W037,14,bottom_fixed,6.0,2,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a95a266f291df244,W001,6,bottom_fixed,9.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,302e82d117f96466,W002,6,bottom_fixed,9.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a1cf0e0701983318,W006,16,bottom_fixed,9.0,14,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,e355ede0b8b5901b,W008,8,bottom_fixed,9.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b612f84b4f35345d,W010,8,bottom_fixed,9.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,71640fc7f46c27a2,W011,12,bottom_fixed,9.0,16,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,fe952ee7e370f555,W012,12,bottom_fixed,9.0,17,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,66d1573179cf952a,W013,8,bottom_fixed,9.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b450be5b8a67bfb8,W014,12,bottom_fixed,9.0,16,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,07302c287d4b5090,W015,8,bottom_fixed,9.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d02768af49547bb8,W017,10,bottom_fixed,9.0,9,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a75d738ce1b5070a,W018,10,bottom_fixed,9.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,10226aeae3f84a35,W021,8,bottom_fixed,9.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,3c0d8e75dd7d264b,W027,16,bottom_fixed,9.0,15,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4f42032dc8e4d665,W028,10,bottom_fixed,9.0,5,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,4fc74fddb88c2f79,W029,10,bottom_fixed,9.0,8,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,c683a325ea5ee59a,W030,14,bottom_fixed,9.0,1,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,df388ca29d6f7cfd,W031,10,bottom_fixed,9.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,6b1072abb5dd916d,W032,10,bottom_fixed,9.0,6,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,1a361af7443afe0c,W033,10,bottom_fixed,9.0,10,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d5317a10c026bfe9,W034,8,bottom_fixed,9.0,13,1,24,5,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,f16402f852e68871,W035,10,bottom_fixed,9.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d936055bdc90a99f,W036,6,bottom_fixed,9.0,4,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b73a313e28bc8976,W037,14,bottom_fixed,9.0,2,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a95a266f291df244,W001,6,bottom_fixed,12.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,302e82d117f96466,W002,6,bottom_fixed,12.0,3,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a1cf0e0701983318,W006,16,bottom_fixed,12.0,14,1,24,1,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,e355ede0b8b5901b,W008,8,bottom_fixed,12.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b612f84b4f35345d,W010,8,bottom_fixed,12.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,71640fc7f46c27a2,W011,12,bottom_fixed,12.0,16,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,fe952ee7e370f555,W012,12,bottom_fixed,12.0,17,1,24,2,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,66d1573179cf952a,W013,8,bottom_fixed,12.0,11,2,24,5,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,b450be5b8a67bfb8,W014,12,bottom_fixed,12.0,16,2,24,2,1,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,07302c287d4b5090,W015,8,bottom_fixed,12.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,d02768af49547bb8,W017,10,bottom_fixed,12.0,9,1,24,7,0,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,a75d738ce1b5070a,W018,10,bottom_fixed,12.0,7,3,24,7,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,10226aeae3f84a35,W021,8,bottom_fixed,12.0,12,3,24,5,2,conditional_unique_x_assignment
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos,P1,3c0d8e75dd7d264b,W027,16,bottom_fixed,12.0,15,1,24,1,0,conditional_unique_x_assignment
