stage,language_cohort,project_id,runtime_task_id,base_task_id,worker_id,raw_annotation_id,canonical_annotation_id,reconciliation_status,duplicate_geometry_type,raw_result_sha256,runtime_export_path,runtime_export_sha256,diagnostic_pre_stage3,development_only,scientific_conclusion_prohibited,formal_profile_frozen,reviewer_policy_frozen,main_launch_authorized
P1,en,40,3167,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,37,4477,e805d3344d24834a,canonical_selected,single,25c367e25d4871ef03a4eb5f9786b1cbaefafc61ea2192ad38478f42fdaa1d98,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3167,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,29,4555,618e8cec7d276f9c,canonical_selected,single,96bf6bec05158b0f76d45866ca266399b2f50772d2b0de8c57e6ca11fcd475b4,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3167,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,36,4691,e2305061fc73b67a,canonical_selected,single,5488fb9db8434ca06938b7c26f32050ebfa9f0f35ce4278e76dda7ab19f8a8b4,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,26,3795,91fa809bea75fc47,canonical_selected,single,c55ba7e990d01d8e782730b54f4fd3e2cf255a2d5041831455d99b3534d95935,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,28,3940,5429d9e5ae4acde8,canonical_selected,single,bf7a9ba9451ca69c6f7d549c696e0013642971e840174ef58355f5eb41bac213,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,27,4052,c6f141b411336076,canonical_selected,single,219b8c8f3951cb9f88d4aadc843541b5c9a417e7f1d2451bd9ba158ce362de6c,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,31,4114,a55a92a57a48a087,canonical_selected,single,ff3e2d2fdcae7f423858aed95d09d8227181357056a936478e25187e8f16ccb2,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,30,4188,1c1e863ffcab5dcb,canonical_selected,single,2457d6c6ebedb5edf32f8a5cf8fbcda2ea2fad789a0c3256d99cec4081f9403b,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,32,4262,89af3c23558522cb,canonical_selected,single,a7a21c3070a6a551d7107922c7b9e1df6bbaf96c1633ebd9da4db2452f2e65e5,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,35,4324,a81657f0ac5d7807,canonical_selected,single,89371a8b1b12bb7ce4cb82f1fc1b4db987769dd14906ae29687f5210b29dcd29,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,33,4382,3bd7cc7151dff5c8,canonical_selected,single,091ffd5ff5dcf80f30d0ed98fb7b52a60dbe27a1c975e09dac36dda150b8ce0a,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,34,4418,45579518b52a9571,canonical_selected,single,0df6b8a900ba31c001361f6c27d8ed4004e78fe332bdd06291b3b1cda5a82123,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,37,4478,4fbebe49572a79a5,canonical_selected,single,1ed2e7df5940270bb63bc5286647d562b0339d647ba8b8459b3610b52aac6df7,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,29,4556,ad6812c23b79784a,canonical_selected,single,8fee27623adf2aae6ea1dd4047d5a20d60e75ed644967afef9da81f44eb76daa,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3168,B6ByNegPMKs_75327de9719945aa8b893a6404667884,36,4692,a2615a25ae6631e5,canonical_selected,single,570b8b4c18af148225313626bcd549f66d428250f4bbacd8053af93ce1a285b0,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,26,3796,3b71663b67699ebf,canonical_selected,single,fbf0f50c271c5dc67d7f040f6bdfb356d080dfa7dbf2f02463b07403e57e7d31,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,28,3941,0dce4a0f997ffd15,canonical_selected,single,5814553ae5d8d6654809002e41b32c5b1c3834c703342ca75f43514e31c63180,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,27,4053,19a327730863506b,canonical_selected,single,8e0a5bb10f3c5cacf67c60848d97784c02d1608fc5b1b067d5929b1e7f6bed9a,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,31,4115,76f29200f62e2fb3,canonical_selected,single,294826be864dc4347b7c63397ec046507197eec121650012baed8d7f3f58ef45,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,30,4189,c76193b6207a6507,canonical_selected,single,d135fcd14d3e4ea5ab8addce6299b2b8e48983ff0d4a1118fe3143266643ea6b,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,32,4263,a318b6bfd544d9cb,canonical_selected,single,1ff777d955e01c9f7bb15b916dd0806f135a9d1a17e9afb17fcbc09793c5166f,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,35,4325,2c11262bdae1e085,canonical_selected,single,dc92f5228ac2e83ea86242f36cc1b1d7f6c2249351053ab46b6fd850c40797d5,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,33,4383,522ad8c02cfc8914,canonical_selected,single,9286f7866f90e9ed33c8ce2907c786628f76fa973d3360d618010b77e0b50200,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,34,4419,c1d1843444d6d457,canonical_selected,single,0c1f508ea04c62aea98fb72878da0a83327d8ba9f4dce74365f2a405e5ca5664,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,37,4479,b70dac9310c8fd7f,canonical_selected,single,462346e7f78a9ca48ef5b524b3738a6614551f1c7326c306da1cb97230749fc6,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,29,4557,7667b010a9c90570,canonical_selected,single,3b000d5287d0ece5316b24e6b972fb78d70eb68c31800a254e0472c2d382b9ee,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3169,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,36,4693,2b439f65ef66899b,canonical_selected,single,7bebb7bd31d10d2e73db6e7d4d1dfeb776d969f0459297f0b22f8ddb3bcf5e37,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,26,3797,5ef8158b9e970124,canonical_selected,single,bee0eff002082822b957d457ab1fdb3e17cb2af72aea96a4fb37dc6aa4a6ef4d,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,28,3942,059397cbcdc2fd99,canonical_selected,single,b61f133fe84b79da85c4605001d1515652a1f827fe9a8b7e8a476376096776ae,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,27,4054,b9d6531c224d6003,canonical_selected,single,07d40d6eef0bff9a6809eb6060cfac996d73ecaf30800a78373c8a5051ca28f7,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,31,4116,95caac6d8e2b34ae,canonical_selected,single,25986f93ac42c5fade1be76bf5005159a033ccd05ef81429727b69802781fe02,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,30,4190,39f325131750b755,canonical_selected,single,400b589fcb299c3c9748fd96297f349ffc6cecb701e664a824e6af05bfa9e3cf,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,32,4264,aa27fee9b505606b,canonical_selected,single,4f178e9833586754ee8226f28369ffb6fe6d087d010f7cceee1840b51f61ff3f,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,35,4326,3f1ad1a502b50429,canonical_selected,single,33cdf835d793340e008cbd1be838c4ed83bf3070fdd7f25b7f680aeb39921ef4,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,33,4384,39b7f2008e3d4afe,canonical_selected,single,34ffc18623929bb1833f4e18501927e693e9e39a4d5f00315189a90ef3bdffec,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,34,4420,765b308f64278de8,canonical_selected,single,711f8913107cbc3824da7f1d66f7f3fe1ce9951582d42e0fc5db66beb4fbeb73,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,37,4480,5a50132cf972f527,canonical_selected,single,c43930c133e6d2cd6e49f3bfd6a0e577db1694a124ef4c32af86d75c8a7a901f,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,29,4558,c1ce3be5ac91205f,canonical_selected,single,0f6226d555f481316f2dc63cf0c2bed5437e304c1a91b0d033c71ef77ef2ac5e,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3170,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,36,4694,e85a8e90e0c6b636,canonical_selected,single,e6c642ae1b29608faf5c38d5208468169de33863f3e8949a7c11754b4ffcc986,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,26,3798,812b382e4fb78da4,canonical_selected,single,a24a04be9237812f8d121cecd7cc701d08b6a5c6941e21df51a91fc301ec13ab,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,28,3943,b6b6d4c497cda8e2,canonical_selected,single,2e6caaa527455090653bab615fd82b076d166c2cb0c8aeb1644cc81b7374ef20,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,27,4055,641c1f6f413ead20,canonical_selected,single,641e5e61e0401445595b233b75953f09411040556eea55d4d310e65e90df600f,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,31,4117,38b4c355b2582da5,canonical_selected,single,29c9b2e8c5f34afd47d67bbca0cf02890a2081ac1c8fa4b69c52c78b396629d4,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,30,4191,a288b216f33e8695,canonical_selected,single,c1eeee0c98f48bb3b1bd6d0d55967b762f588ec58fa7489697197a7f1ae8f2e7,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,32,4265,e791bdd39ceb0454,canonical_selected,single,59148da9175f959f5e82b5ae178c15e3aa3fd9cdc7ee5c0f585b6685012e2d8b,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,35,4327,cdfc8962c0bbffa6,canonical_selected,single,7c9a428f93891509084b8c5b746fd2451bd19e82e8c5b1c49536f793fb725713,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,33,4385,d216cfad4f530a31,canonical_selected,single,1b0c7a4c804b3415d2af141c15443925309b50c1661dca6ddf720155e42dd62b,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,34,4421,05c34463f238a2c1,canonical_selected,single,c3a1a3fef3e30334391051b0fb99a3788792926b26d38c5f1374e6159ffb84e2,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,37,4481,5df4a26ad4def72a,canonical_selected,single,83bb2415d51a84c83d896c446312356394f5ce061516865ea9601b10349cc2b4,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,29,4559,f573b76a994f559e,canonical_selected,single,181bd0063a408fa4ed4a7167f129c0b67802b79b4ce7849f500397c0e99397d4,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3171,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,36,4695,76186667a8178edb,canonical_selected,single,ec5a9184656c993ce9857a51c38159ab571b1eb6ed9f34a99d02ed214918e721,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,26,3799,4fd122b7a189e196,canonical_selected,single,a553093a4e954248d95d4a04e4c5e5a596a28ae3f879bd1c621e7a13c1d8d13a,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,28,3944,589eff1064d05701,canonical_selected,single,fadb83da4c358fe4fc5fd13b4055f19e6839a994b0ca639b3f61ffe04ff6ce11,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,27,4056,1158b393b32f7279,canonical_selected,single,aaac84e6585936160a51c512f606a0822555af0416c6d5b99c5dae0882feb30e,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,31,4118,b27dbae0e7fd539e,canonical_selected,single,02f81036e3f973c8fe5955fb0ca922e733928426281e936c2e4b822bf6d150c0,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,30,4192,137c140ca55fe56a,canonical_selected,single,4460692e09c4c10b640af0631275e2b8fe9be094a500471baffd9817b70f9931,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,32,4266,9ec8f4568a452459,canonical_selected,single,885ed56cd7b78f31adcb3b4d68f100644f1e811fd13264f6512c0463fab09027,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,35,4328,cac4132e7e982035,canonical_selected,single,3dcf8bee7eb806e182c452069360d99ad29572d5cfa39a5d4660c0579fbdfec0,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,33,4386,bab7d65b25166218,canonical_selected,single,0bdcf0a7a10ef7e95c932155d5fa51379cd7ef8ddd450ccac8efb70c84d1b5fb,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,34,4422,817c68743cb43e21,canonical_selected,single,b7a41e5dd357a74c0ceb0ad045fee36ff1b158ed052a54e48923c76a789c30ab,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,37,4482,cf8e133e4c20ed7f,canonical_selected,single,bf459493337e83e475cd2123ffd936674d8a9a0b72e5f464f9002ed2be65fcec,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,29,4560,ad54d90129a2f0b8,canonical_selected,single,25085a843503deb7c7e996654427cffba31d9e3dae7dde745ef4ba33a168571c,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,en,40,3172,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,36,4696,8f70d25e188c2a5b,canonical_selected,single,79d4a14418c7d8eef519f0dc76e822fd30287cc267288bcae228b5b32d8ccb88,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,true,true,true,false,false,false
P1,zh,29,3083,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,17,3131,27ae2237bce7474e,canonical_selected,single,bbece1c9814eed8c6b07cb6dec4392129f0d67f3d5e8aae13f7df8dd84b64925,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3083,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,2,3147,6c28d1705fb5c4b4,canonical_selected,single,8b8629781c042abd0212d1aa6b1fb60ed2d082e0d199f11767b2fb8ec0cdd3e9,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
