stage,language_cohort,base_task_id,planned_task_id,import_path,import_sha256,model_version,prediction_count,prediction_payload_sha256,prediction_geometry_hash,initialization_artifact_id,runtime_project_id,runtime_task_id,runtime_export_path,runtime_export_sha256,original_runtime_export_path,original_runtime_export_sha256,runtime_embedded_prediction_match_count,canonical_annotation_count,binding_basis,binding_status,source_presence_interpretation,diagnostic_pre_stage3,development_only,scientific_conclusion_prohibited,formal_profile_frozen,reviewer_policy_frozen,main_launch_authorized
P1,zh,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,synthetic::legacy_disjoint_source_008_corner_duplicate,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,c2a1bd5da70ea1873d08e02c7db17204084a64ee5e4f2dfb6972ea51618cd09c,ff3d43fbf7c5cf51bc14dc4580a93550233a6546e8809e56cc6a8fca663e7bc3,init:p1:c2a1bd5da70ea1873d08,29,3098,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,492,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,5783a1f62c62382528fa13a09f59576ead97bc630e327259b9ffdf215e697d30,5ca7f83733012d2218365b3e7d08efdf6db235b9a4594ccf54b043fbb85f4f98,init:p1:5783a1f62c62382528fa,29,3083,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,568,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,4ac3b394b83bea208631561e7371e464b74c59ec7eae05db8c71b174b919fc7c,87c0406c61c01b8e0da27ea08d48af3ac37270584053f04d0e99ab11c4537637,init:p1:4ac3b394b83bea208631,29,3085,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,synthetic::legacy_disjoint_source_007_over_parsing,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,88aaac13330e7f6e570532c8e2826ba21b375c8cf6cbd882f54ec9ce3551fda9,09982954a4efcb0989ba2113257f376e4747b4d469b0d7dc292b401e386d29ba,init:p1:88aaac13330e7f6e5705,29,3099,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,493,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,init:p1:3eebc8bd469ed2435ca4,29,3089,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,synthetic::legacy_disjoint_source_004_over_parsing,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,7ab830d0acf90ec688d6f8dee4a179e151cfeb732328bf7e8d8b1139174219b6,832c5261c5cbd25ce23bc0417faebd74508fe7c94f8959ca749063bb7379a860,init:p1:7ab830d0acf90ec688d6,29,3100,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,668,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,init:p1:9e9132bc6a5ea4532017,29,3091,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,477,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,85d09fc1acdcc7e934d2c0dfcf240a836e3f5a0015a4e9b2118de01a13e8060e,ea75adc9b942a93be20e6eb80cba8f23c7fee86bb2e0f0273f62e1a2b4e77a89,init:p1:85d09fc1acdcc7e934d2,29,3094,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,573,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,c99636c7ea6fa0a9fe939024341711595f32c9a860ab024c2e403f3f875d9b18,5ef844c743c44a9a1851f0661c397c19545d1e9a0815f4533f7150da26c58ea7,init:p1:c99636c7ea6fa0a9fe93,29,3087,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,576,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,c4fe804ce114a8099d1c390444196949ca25b03b49a3357c4f142b07d323383f,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,init:p1:c4fe804ce114a8099d1c,29,3088,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,wc2JMjhGNzB_77962388887942148ee65c2892600e02,572,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,66add23370efe2eaf40e337804f1ac305ad8fe18a2d41cbd166dd661b23caefe,e9d9dc0323f8c0123c8d3b64e5a026fadd258cf620685236be22039f2b2a8680,init:p1:66add23370efe2eaf40e,29,3086,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,577,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,init:p1:3b195310f0426a850210,29,3090,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,511,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,179b7f0559d5dc6079dae4d7ab1be10ed48ca5a9936610a71f6c1603d00a12d1,96dceebc23540785bac045e4ad168292104ee122b4bb5275a5e4953f23650351,init:c1:179b7f0559d5dc6079da,68,3277,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,2,2,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,603,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,f21c0b2e4afe5c75ef55f7f31c7a7bcecb67688eed5d4096f53085517140fe05,1c176bdce83d2f81e819807f66e571e836ba86389c45b0b949a8039e9971bcc1,init:c1:f21c0b2e4afe5c75ef55,68,3279,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,1,1,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,0d714b6e3f87042ca0e91e8713864f1a725004a7e3eacacb4bc186d30a0e90e0,e19def3f100fb38530e8f10398255a9e344ed6eeb47aebd0bd141e9c6752d606,init:c1:0d714b6e3f87042ca0e9,68,3292,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,2,2,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,716,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,c128d9e8ac4257262e6a29a1013a093b64448d7859c21ed2db9c6d6a973a6b4c,cba33fa4a1bd356b360a644bf0a0d4344e23e15252760f1e68949574a3ebcfaf,init:c1:c128d9e8ac4257262e6a,68,3287,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,2,2,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,c78b37a742bafbe739e81f7fe722d4da67b0b1ae308deff5d4df3d05b8c8fadc,c39e29e0f6a51bcfdaaa3027751e02606760bded479448f6ad4f3264c073d534,init:c1:c78b37a742bafbe739e8,68,3291,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,2,2,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,541,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,5d16518880ebb854033d75492f8ae03982e4a60706296d60e1940dbdac7b532d,d8eb985549c978763d3639e50ee1e1a1d5111fff35a1df2d892a7ce0fc17671c,init:c1:5d16518880ebb854033d,68,3275,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,3,3,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,678,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,01471fa99ed32205509ae5030a723f1374b2ece79b4f412d82ec1357c7b6b253,3fc9c06cca8ce9baeb30bc33d2ac50a0cd0a1101c424e4caa1e45deeb826e30b,init:c1:01471fa99ed32205509a,68,3280,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,4,4,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,460,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,fd022b0a3567629bcfa9fc93201f6dcfabb4ee4dc4be18e3cb0c8976e5c57343,70a09ae8ab6edab2a65c74ee10b0324818df054559d996d346ff8a45013a7215,init:c1:fd022b0a3567629bcfa9,68,3276,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,1,1,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,713,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,50bc4c35af92dd603906938d35c9a4d101180ce6df725d1b4835e396db6a9835,bb28da8bfd2065072d325e2b824f2504d786a0be61c8f979536690a4ded0a221,init:c1:50bc4c35af92dd603906,68,3282,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,1,1,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,500,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,17b0ea85da4cc3e30b89606bf740f9ee5b03b365d66cb96536825059b4ef5076,4b57d158ad04aff4124026c7ea93c6a001d6727f9a51fc760da84af0cf17f501,init:c1:17b0ea85da4cc3e30b89,68,3273,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,2,2,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
C1,en,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,499,D:\Work\HOHONET\import_json\calibration_c1_v3_1_formal\c1_v3_1_semi_import_foreign_https.json,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,HoHoNet_C1_v3_1_smoke,1,4cc2667fa70fdd7cde18f6cf73e573943a2a83e8e8bcd6bb83f8c536b19c6cc2,cdaf0d7ed4dfe2a7886445b5256b165795116cee57e8af79a38e89a1ab9df3d0,init:c1:4cc2667fa70fdd7cde18,68,3274,D:\Work\HOHONET\analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\raw_snapshots\exports\455a0f2e543d_project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,D:\Work\HOHONET\export_label\stage2_English\project-68-at-2026-07-30-13-02-cf7d8306.json,455a0f2e543d9534f2e7d46c4572776fa334e455d8f60f9b1f0283d7224e9280,3,3,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
