stage,base_task_id,condition,worker_count,annotation_count,source_artifact,source_sha256
C1,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,7,7,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C2-B,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,20,20,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,1,1,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,20,20,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,3,3,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,20,20,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,3,3,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,1,1,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,1,1,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,1,1,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,1,1,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,3,3,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,1,1,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,20,20,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,1,1,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2-B,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,manual,2,2,analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
C2A-RP-B1,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,1,1,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
