source_export,project_id,ls_runtime_task_id,planned_project_name,planned_inner_id,task_code,task_id,base_task_id,dataset_group,condition,image,title,planned_mapping_status,runtime_binding_status
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3225,C1_core_all,32,B-032,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5.jpg,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3226,C1_core_all,33,B-033,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3227,C1_core_all,34,B-034,679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_a424533651804a38a55b1252daccc81e.jpg,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3228,C1_core_all,35,B-035,519,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20.jpg,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3229,C1_core_all,36,B-036,595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.jpg,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3230,C1_core_all,37,B-037,525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.jpg,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3231,C1_core_all,38,B-038,627,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.jpg,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3232,C1_core_all,39,B-039,527,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3233,C1_core_all,40,B-040,699,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.jpg,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3234,C1_core_all,41,B-041,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.jpg,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3235,C1_core_all,42,B-042,475,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.jpg,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3236,C1_core_all,43,B-043,606,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f.jpg,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3237,C1_core_all,44,B-044,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3238,C1_core_all,45,B-045,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.jpg,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3239,C1_core_all,46,B-046,708,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3240,C1_core_all,47,B-047,620,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.jpg,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3241,C1_core_all,48,B-048,600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.jpg,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3242,C1_core_all,49,B-049,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.jpg,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3243,C1_core_all,50,B-050,604,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.jpg,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3244,C1_core_all,51,B-051,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146.jpg,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3245,C1_core_all,52,B-052,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad.jpg,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3246,C1_core_all,53,B-053,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.jpg,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3247,C1_core_all,54,B-054,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3248,C1_core_all,55,B-055,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.jpg,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3249,C1_core_all,56,B-056,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6.jpg,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3250,C1_core_all,57,B-057,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.jpg,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3251,C1_core_all,58,B-058,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_4350d36797324601adba7351d09602d2.jpg,rPc6DW4iMge_4350d36797324601adba7351d09602d2.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3252,C1_core_all,59,B-059,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9cb726b170554b9bacd039d4db246040.jpg,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3253,C1_core_all,60,B-060,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14.jpg,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3255,C1_core_all,62,B-062,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f.jpg,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3256,C1_core_all,63,B-063,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76.jpg,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3257,C1_core_all,64,B-064,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3.jpg,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3258,C1_core_all,65,B-065,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b.jpg,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3259,C1_core_all,66,B-066,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3260,C1_core_all,67,B-067,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0.jpg,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3261,C1_core_all,68,B-068,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.jpg,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3262,C1_core_all,69,B-069,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3263,C1_core_all,70,B-070,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3264,C1_core_all,71,B-071,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3265,C1_core_all,72,B-072,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.jpg,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3266,C1_core_all,73,B-073,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_48447297e8444171a5db34ccf38bc229.jpg,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229.jpg,planned_import_order,bound_from_export_and_planned_mapping
