source_partition_row,source_partition_version,image_id,raw_stage,condition,cluster_rank,raw_representative_id,canonical_annotation_id,mapping_status,use_scope
81,legacy213,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,C1,manual,1,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
81,legacy213,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
82,legacy213,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,C1,semi,1,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
82,legacy213,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,C1,semi,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
83,legacy213,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,C1,manual,1,7ea7af8cde9303da75a6,7ea7af8cde9303da75a6,matched,legacy213_partition_only_not_representative_of_extended73
83,legacy213,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
84,legacy213,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,C1,manual,1,c0e08c82870e77e231bc,c0e08c82870e77e231bc,matched,legacy213_partition_only_not_representative_of_extended73
84,legacy213,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
85,legacy213,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,C1,manual,1,b593f337fea5cb8bf3f2,b593f337fea5cb8bf3f2,matched,legacy213_partition_only_not_representative_of_extended73
85,legacy213,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
86,legacy213,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,C1,manual,1,3c7cf68051a68eb3dec3,3c7cf68051a68eb3dec3,matched,legacy213_partition_only_not_representative_of_extended73
86,legacy213,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
87,legacy213,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,C1,manual,1,205de09132b7c362ae2c,205de09132b7c362ae2c,matched,legacy213_partition_only_not_representative_of_extended73
87,legacy213,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
88,legacy213,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,C1,manual,1,3e41c936412b1a992027,3e41c936412b1a992027,matched,legacy213_partition_only_not_representative_of_extended73
88,legacy213,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
89,legacy213,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,C1,manual,1,203bd6757c614dae7d28,203bd6757c614dae7d28,matched,legacy213_partition_only_not_representative_of_extended73
89,legacy213,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
90,legacy213,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,C1,semi,1,71f8e55558d74259a5eb,71f8e55558d74259a5eb,matched,legacy213_partition_only_not_representative_of_extended73
90,legacy213,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,C1,semi,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
91,legacy213,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,C1,manual,1,d0bcda333eddee24fe3c,d0bcda333eddee24fe3c,matched,legacy213_partition_only_not_representative_of_extended73
91,legacy213,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
92,legacy213,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,C1,semi,1,2c90d306c009cea79158,2c90d306c009cea79158,matched,legacy213_partition_only_not_representative_of_extended73
92,legacy213,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,C1,semi,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
93,legacy213,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,C1,manual,1,8f784855d8bd4f3a9024,8f784855d8bd4f3a9024,matched,legacy213_partition_only_not_representative_of_extended73
93,legacy213,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
94,legacy213,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,C1,manual,1,33bdbff1a089ed14dc7d,33bdbff1a089ed14dc7d,matched,legacy213_partition_only_not_representative_of_extended73
94,legacy213,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
95,legacy213,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,C1,semi,1,2052df34f859227bd40f,2052df34f859227bd40f,matched,legacy213_partition_only_not_representative_of_extended73
95,legacy213,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,C1,semi,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
96,legacy213,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,C1,manual,1,099f4ec32f8c8013e8b0,099f4ec32f8c8013e8b0,matched,legacy213_partition_only_not_representative_of_extended73
96,legacy213,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
97,legacy213,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,C1,manual,1,79927da8c000e31d9cda,79927da8c000e31d9cda,matched,legacy213_partition_only_not_representative_of_extended73
97,legacy213,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
98,legacy213,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,C1,semi,1,1662ab8242879aec65db,1662ab8242879aec65db,matched,legacy213_partition_only_not_representative_of_extended73
98,legacy213,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,C1,semi,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
99,legacy213,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,C1,manual,1,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
99,legacy213,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
100,legacy213,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,C1,manual,1,727b424d339f07b45b57,727b424d339f07b45b57,matched,legacy213_partition_only_not_representative_of_extended73
100,legacy213,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
101,legacy213,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,C1,manual,1,7af5a1710f0a4c2dcfa5,7af5a1710f0a4c2dcfa5,matched,legacy213_partition_only_not_representative_of_extended73
101,legacy213,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
102,legacy213,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,C1,manual,1,30e344b50071694c55ec,30e344b50071694c55ec,matched,legacy213_partition_only_not_representative_of_extended73
102,legacy213,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
103,legacy213,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,C1,semi,1,23cb933de747d63d9058,23cb933de747d63d9058,matched,legacy213_partition_only_not_representative_of_extended73
103,legacy213,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,C1,semi,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
104,legacy213,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,C1,manual,1,903f5f0ce2b19ea931e6,903f5f0ce2b19ea931e6,matched,legacy213_partition_only_not_representative_of_extended73
104,legacy213,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
105,legacy213,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,C1,manual,1,03226fb095d5cf238261,03226fb095d5cf238261,matched,legacy213_partition_only_not_representative_of_extended73
105,legacy213,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
106,legacy213,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,C1,manual,1,a7ba8b4e746e9e775405,a7ba8b4e746e9e775405,matched,legacy213_partition_only_not_representative_of_extended73
106,legacy213,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
107,legacy213,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,C1,manual,1,7a9990749414fd2cd8fd,7a9990749414fd2cd8fd,matched,legacy213_partition_only_not_representative_of_extended73
107,legacy213,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
108,legacy213,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,C1,manual,1,66b4c1885b9b5048500e,66b4c1885b9b5048500e,matched,legacy213_partition_only_not_representative_of_extended73
108,legacy213,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
109,legacy213,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,C1,manual,1,76b3ab610fcfd2be4a60,76b3ab610fcfd2be4a60,matched,legacy213_partition_only_not_representative_of_extended73
109,legacy213,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
110,legacy213,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,C1,manual,1,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
110,legacy213,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
111,legacy213,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,C1,manual,1,4dfaf6dedad2424beadf,4dfaf6dedad2424beadf,matched,legacy213_partition_only_not_representative_of_extended73
111,legacy213,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
112,legacy213,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,C1,semi,1,031e48e6149c36f92e2b,031e48e6149c36f92e2b,matched,legacy213_partition_only_not_representative_of_extended73
112,legacy213,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,C1,semi,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
113,legacy213,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,C1,manual,1,a1f8bda6422774a397a9,a1f8bda6422774a397a9,matched,legacy213_partition_only_not_representative_of_extended73
113,legacy213,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,C1,manual,2,,,not_saved,legacy213_partition_only_not_representative_of_extended73
114,legacy213,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,C2-B,manual,1,077afa302e6fd9f894ce,077afa302e6fd9f894ce,matched,legacy213_partition_only_not_representative_of_extended73
114,legacy213,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,C2-B,manual,2,86fc3ae9363a9f67b104,86fc3ae9363a9f67b104,matched,legacy213_partition_only_not_representative_of_extended73
115,legacy213,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,C2-B,manual,1,78d9436fb01b01f920ea,78d9436fb01b01f920ea,matched,legacy213_partition_only_not_representative_of_extended73
115,legacy213,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,C2-B,manual,2,f3ddcda6acb704f1443f,f3ddcda6acb704f1443f,matched,legacy213_partition_only_not_representative_of_extended73
116,legacy213,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,C2-B,manual,1,196ba4170a023b169872,196ba4170a023b169872,matched,legacy213_partition_only_not_representative_of_extended73
116,legacy213,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
117,legacy213,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,C2-B,manual,1,d711e00e26b4b1b32c9d,d711e00e26b4b1b32c9d,matched,legacy213_partition_only_not_representative_of_extended73
117,legacy213,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
118,legacy213,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,C2-B,manual,1,aca9a4d66c0164ec9ae6,aca9a4d66c0164ec9ae6,matched,legacy213_partition_only_not_representative_of_extended73
118,legacy213,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
119,legacy213,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,C2-B,manual,1,32b6216bcddf37456b4d,32b6216bcddf37456b4d,matched,legacy213_partition_only_not_representative_of_extended73
119,legacy213,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
120,legacy213,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,C2-B,manual,1,0dd52fb5db5fdb1b2230,0dd52fb5db5fdb1b2230,matched,legacy213_partition_only_not_representative_of_extended73
120,legacy213,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
121,legacy213,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,C2-B,manual,1,909609a391f9f07e1416,909609a391f9f07e1416,matched,legacy213_partition_only_not_representative_of_extended73
121,legacy213,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,C2-B,manual,2,7b8145a07f5a20482e72,7b8145a07f5a20482e72,matched,legacy213_partition_only_not_representative_of_extended73
122,legacy213,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,C2-B,manual,1,4b3c843c997026d73acc,4b3c843c997026d73acc,matched,legacy213_partition_only_not_representative_of_extended73
122,legacy213,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,C2-B,manual,2,49919e8b1c06c7489dd8,49919e8b1c06c7489dd8,matched,legacy213_partition_only_not_representative_of_extended73
123,legacy213,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,C2-B,manual,1,f864f814213350fc3e6a,f864f814213350fc3e6a,matched,legacy213_partition_only_not_representative_of_extended73
123,legacy213,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,C2-B,manual,2,c2176d956a2b8b97e6b8,c2176d956a2b8b97e6b8,matched,legacy213_partition_only_not_representative_of_extended73
124,legacy213,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,C2-B,manual,1,6f392909790d7b83bad3,6f392909790d7b83bad3,matched,legacy213_partition_only_not_representative_of_extended73
124,legacy213,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,C2-B,manual,2,e61e5cb856a564b7a01f,e61e5cb856a564b7a01f,matched,legacy213_partition_only_not_representative_of_extended73
125,legacy213,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,C2-B,manual,1,165a2fd857e8341d4a8e,165a2fd857e8341d4a8e,matched,legacy213_partition_only_not_representative_of_extended73
125,legacy213,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,C2-B,manual,2,4f5b58a8268243d50888,4f5b58a8268243d50888,matched,legacy213_partition_only_not_representative_of_extended73
126,legacy213,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,C2-B,manual,1,3386f2a2b9d771574b1a,3386f2a2b9d771574b1a,matched,legacy213_partition_only_not_representative_of_extended73
126,legacy213,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
127,legacy213,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,C2-B,manual,1,079756c7117560ae28f4,079756c7117560ae28f4,matched,legacy213_partition_only_not_representative_of_extended73
127,legacy213,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,C2-B,manual,2,70df7c091b2eb288b375,70df7c091b2eb288b375,matched,legacy213_partition_only_not_representative_of_extended73
128,legacy213,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,C2-B,manual,1,a975ff57cab3777521c7,a975ff57cab3777521c7,matched,legacy213_partition_only_not_representative_of_extended73
128,legacy213,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,C2-B,manual,2,c5cc1e8de92285cfd6fb,c5cc1e8de92285cfd6fb,matched,legacy213_partition_only_not_representative_of_extended73
129,legacy213,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,C2-B,manual,1,ee85104d7e59ebf2e889,ee85104d7e59ebf2e889,matched,legacy213_partition_only_not_representative_of_extended73
129,legacy213,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,C2-B,manual,2,238409b29552f79f4582,238409b29552f79f4582,matched,legacy213_partition_only_not_representative_of_extended73
130,legacy213,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,C2-B,manual,1,ad1009f6a2b5210d5b6e,ad1009f6a2b5210d5b6e,matched,legacy213_partition_only_not_representative_of_extended73
130,legacy213,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
131,legacy213,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,C2-B,manual,1,e1491be3f4b0b29f0ac5,e1491be3f4b0b29f0ac5,matched,legacy213_partition_only_not_representative_of_extended73
131,legacy213,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,C2-B,manual,2,6730e7fbd93c5c0d1875,6730e7fbd93c5c0d1875,matched,legacy213_partition_only_not_representative_of_extended73
132,legacy213,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,C2-B,manual,1,507969473c653d9d8983,507969473c653d9d8983,matched,legacy213_partition_only_not_representative_of_extended73
132,legacy213,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
133,legacy213,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,C2-B,manual,1,ac16ffb4a3dd432443ad,ac16ffb4a3dd432443ad,matched,legacy213_partition_only_not_representative_of_extended73
133,legacy213,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
134,legacy213,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,C2-B,manual,1,8ff7251a7c24a8e0e71e,8ff7251a7c24a8e0e71e,matched,legacy213_partition_only_not_representative_of_extended73
134,legacy213,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
135,legacy213,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,C2-B,manual,1,f11e6b976a498838f79c,f11e6b976a498838f79c,matched,legacy213_partition_only_not_representative_of_extended73
135,legacy213,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,C2-B,manual,2,ade1e217bd688a016108,ade1e217bd688a016108,matched,legacy213_partition_only_not_representative_of_extended73
136,legacy213,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,C2-B,manual,1,acc84d70058d9dd57005,acc84d70058d9dd57005,matched,legacy213_partition_only_not_representative_of_extended73
136,legacy213,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
137,legacy213,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,C2-B,manual,1,61b8048903e56202028a,61b8048903e56202028a,matched,legacy213_partition_only_not_representative_of_extended73
137,legacy213,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
138,legacy213,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,C2-B,manual,1,1957ead1208d5aa7b84d,1957ead1208d5aa7b84d,matched,legacy213_partition_only_not_representative_of_extended73
138,legacy213,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
139,legacy213,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,C2-B,manual,1,761741511d4c382c420e,761741511d4c382c420e,matched,legacy213_partition_only_not_representative_of_extended73
139,legacy213,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
140,legacy213,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,C2-B,manual,1,70a865aa4c57b00b1a98,70a865aa4c57b00b1a98,matched,legacy213_partition_only_not_representative_of_extended73
140,legacy213,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
141,legacy213,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,C2-B,manual,1,93b8e1407946dee6d8e3,93b8e1407946dee6d8e3,matched,legacy213_partition_only_not_representative_of_extended73
141,legacy213,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,C2-B,manual,2,15f271d72bbfaefc7da7,15f271d72bbfaefc7da7,matched,legacy213_partition_only_not_representative_of_extended73
142,legacy213,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,C2-B,manual,1,23717515a822be6f74e7,23717515a822be6f74e7,matched,legacy213_partition_only_not_representative_of_extended73
142,legacy213,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,C2-B,manual,2,193dc7d76fa9f39f6cbb,193dc7d76fa9f39f6cbb,matched,legacy213_partition_only_not_representative_of_extended73
143,legacy213,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,C2-B,manual,1,dc678aaee755bfc2a6f7,dc678aaee755bfc2a6f7,matched,legacy213_partition_only_not_representative_of_extended73
143,legacy213,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
144,legacy213,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,C2-B,manual,1,291127d705ad112ccb7b,291127d705ad112ccb7b,matched,legacy213_partition_only_not_representative_of_extended73
144,legacy213,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
145,legacy213,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,C2-B,manual,1,7889f02e6ee2bce5ab0e,7889f02e6ee2bce5ab0e,matched,legacy213_partition_only_not_representative_of_extended73
145,legacy213,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
146,legacy213,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,C2-B,manual,1,668f25d1bef1578eda26,668f25d1bef1578eda26,matched,legacy213_partition_only_not_representative_of_extended73
146,legacy213,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
147,legacy213,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,C2-B,manual,1,7f0a5c531957fa7e0f4c,7f0a5c531957fa7e0f4c,matched,legacy213_partition_only_not_representative_of_extended73
147,legacy213,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,C2-B,manual,2,08f1b4079da5db271b3b,08f1b4079da5db271b3b,matched,legacy213_partition_only_not_representative_of_extended73
148,legacy213,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,C2-B,manual,1,4027b9edce06ed2d36e4,4027b9edce06ed2d36e4,matched,legacy213_partition_only_not_representative_of_extended73
148,legacy213,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
149,legacy213,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,C2-B,manual,1,07de0151fed348e0316c,07de0151fed348e0316c,matched,legacy213_partition_only_not_representative_of_extended73
149,legacy213,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,C2-B,manual,2,c4bf6d8c68c322df6d88,c4bf6d8c68c322df6d88,matched,legacy213_partition_only_not_representative_of_extended73
150,legacy213,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,C2-B,manual,1,c26ee2572b19b332d923,c26ee2572b19b332d923,matched,legacy213_partition_only_not_representative_of_extended73
150,legacy213,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,C2-B,manual,2,3dada1d9550343f0f06a,3dada1d9550343f0f06a,matched,legacy213_partition_only_not_representative_of_extended73
151,legacy213,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,C2-B,manual,1,8dfd3cc8c22a0c37dc4b,8dfd3cc8c22a0c37dc4b,matched,legacy213_partition_only_not_representative_of_extended73
151,legacy213,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
152,legacy213,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,C2-B,manual,1,50b6d64ab089ef8093d4,50b6d64ab089ef8093d4,matched,legacy213_partition_only_not_representative_of_extended73
152,legacy213,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
153,legacy213,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,C2-B,manual,1,7fb8d88d8dea72e07078,7fb8d88d8dea72e07078,matched,legacy213_partition_only_not_representative_of_extended73
153,legacy213,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
154,legacy213,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,C2-B,manual,1,25627faeb48eb0a6cb96,25627faeb48eb0a6cb96,matched,legacy213_partition_only_not_representative_of_extended73
