image_id,condition,cut,n,mode,point_count,mode_people,workers,canonical_ids,expected_first_seen_k,expected_second_support_k,has_other_same_point_mode,singleton
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,0.05,2,2,12,1,W036,f3ddcda6acb704f1443f,1.5,,False,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,0.1,2,1,10,1,W037,78d9436fb01b01f920ea,1.5,,False,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,0.1,2,2,12,1,W036,f3ddcda6acb704f1443f,1.5,,False,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,0.2,2,1,10,1,W037,78d9436fb01b01f920ea,1.5,,False,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,0.2,2,2,12,1,W036,f3ddcda6acb704f1443f,1.5,,False,True
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,0.05,3,1,8,2,W010;W028,2b1b6e2ee0285eb02c88;72c13a6178d8de165b2b,1.33333333333,2.66666666667,False,False
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,0.05,3,2,16,1,W030,9d1304afc9e057789d7d,2,,False,True
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,0.1,3,1,8,2,W010;W028,2b1b6e2ee0285eb02c88;72c13a6178d8de165b2b,1.33333333333,2.66666666667,False,False
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,0.1,3,2,16,1,W030,9d1304afc9e057789d7d,2,,False,True
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,0.2,3,1,8,2,W010;W028,2b1b6e2ee0285eb02c88;72c13a6178d8de165b2b,1.33333333333,2.66666666667,False,False
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,0.2,3,2,16,1,W030,9d1304afc9e057789d7d,2,,False,True
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,0.05,1,1,8,1,W002,196ba4170a023b169872,1,,False,True
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,0.1,1,1,8,1,W002,196ba4170a023b169872,1,,False,True
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,0.2,1,1,8,1,W002,196ba4170a023b169872,1,,False,True
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,0.05,2,1,12,1,W011,d711e00e26b4b1b32c9d,1.5,,True,True
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,0.05,2,2,12,1,W012,75507c55b020fe0f933f,1.5,,True,True
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,0.1,2,1,12,2,W011;W012,d711e00e26b4b1b32c9d;75507c55b020fe0f933f,1,2,False,False
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,0.2,2,1,12,2,W011;W012,d711e00e26b4b1b32c9d;75507c55b020fe0f933f,1,2,False,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.05,20,1,8,5,W006;W010;W011;W028;W037,765d0c2d12598ed33ff0;d868e5ebafdc789d9be6;7859eddcf282cb8b76ee;b9c104acf19e4f70770a;b2eef7aa5ecd9aebe0ce,3.5,7,True,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.05,20,2,8,6,W008;W030;W031;W033;W034;W035,bfefc3cd906e2b38d521;e714983f7e98b2a0013e;b25f24a649b46b29fa30;423ee74180898852b46b;aca9a4d66c0164ec9ae6;71de8b732ab3d606a7e1,3,6,True,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.05,20,3,8,8,W002;W012;W013;W015;W017;W029;W032;W036,9174a852a97112732e60;323954a906af8e264261;b20b32d12638d03f05d4;330fb647629670c3c7c9;09dcf6e33d8cc2921823;66120aff023b7aea8a44;fa0097a2ba2184745a2e;f070f8acc1d2a2fa3821,2.33333333333,4.66666666667,True,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.05,20,4,8,1,W001,f012acb0dce9fa1f74be,10.5,,True,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.1,20,1,8,19,W002;W006;W008;W010;W011;W012;W013;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,9174a852a97112732e60;765d0c2d12598ed33ff0;bfefc3cd906e2b38d521;d868e5ebafdc789d9be6;7859eddcf282cb8b76ee;323954a906af8e264261;b20b32d12638d03f05d4;330fb647629670c3c7c9;09dcf6e33d8cc2921823;b9c104acf19e4f70770a;66120aff023b7aea8a44;e714983f7e98b2a0013e;b25f24a649b46b29fa30;fa0097a2ba2184745a2e;423ee74180898852b46b;aca9a4d66c0164ec9ae6;71de8b732ab3d606a7e1;f070f8acc1d2a2fa3821;b2eef7aa5ecd9aebe0ce,1.05,2.1,True,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.1,20,2,8,1,W001,f012acb0dce9fa1f74be,10.5,,True,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,0.2,20,1,8,20,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,f012acb0dce9fa1f74be;9174a852a97112732e60;765d0c2d12598ed33ff0;bfefc3cd906e2b38d521;d868e5ebafdc789d9be6;7859eddcf282cb8b76ee;323954a906af8e264261;b20b32d12638d03f05d4;330fb647629670c3c7c9;09dcf6e33d8cc2921823;b9c104acf19e4f70770a;66120aff023b7aea8a44;e714983f7e98b2a0013e;b25f24a649b46b29fa30;fa0097a2ba2184745a2e;423ee74180898852b46b;aca9a4d66c0164ec9ae6;71de8b732ab3d606a7e1;f070f8acc1d2a2fa3821;b2eef7aa5ecd9aebe0ce,1,2,False,False
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,0.05,2,1,8,1,W001,32b6216bcddf37456b4d,1.5,,True,True
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,0.05,2,2,8,1,W010,479f6f28fac296e7a539,1.5,,True,True
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,0.1,2,1,8,2,W001;W010,32b6216bcddf37456b4d;479f6f28fac296e7a539,1,2,False,False
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,0.2,2,1,8,2,W001;W010,32b6216bcddf37456b4d;479f6f28fac296e7a539,1,2,False,False
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,0.05,1,1,8,1,W010,40c7e453f4819038ad62,1,,False,True
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,0.1,1,1,8,1,W010,40c7e453f4819038ad62,1,,False,True
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,0.2,1,1,8,1,W010,40c7e453f4819038ad62,1,,False,True
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,0.05,3,1,12,2,W010;W032,334704a94606039f12ae;0dd52fb5db5fdb1b2230,1.33333333333,2.66666666667,True,False
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,0.05,3,2,12,1,W033,208c0b25c13d20a2ffff,2,,True,True
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,0.1,3,1,12,3,W010;W032;W033,334704a94606039f12ae;0dd52fb5db5fdb1b2230;208c0b25c13d20a2ffff,1,2,False,False
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,0.2,3,1,12,3,W010;W032;W033,334704a94606039f12ae;0dd52fb5db5fdb1b2230;208c0b25c13d20a2ffff,1,2,False,False
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,4,1,10,1,W034,34443e49e7b491d7ff91,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,4,2,12,1,W037,8e35267f3a0880dc371d,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,4,3,16,1,W015,1cd86a5176aacbc3567b,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.05,4,4,20,1,W001,3a2d7700bd5753ff0789,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,4,1,10,1,W034,34443e49e7b491d7ff91,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,4,2,12,1,W037,8e35267f3a0880dc371d,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,4,3,16,1,W015,1cd86a5176aacbc3567b,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.1,4,4,20,1,W001,3a2d7700bd5753ff0789,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,4,1,10,1,W034,34443e49e7b491d7ff91,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,4,2,12,1,W037,8e35267f3a0880dc371d,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,4,3,16,1,W015,1cd86a5176aacbc3567b,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,0.2,4,4,20,1,W001,3a2d7700bd5753ff0789,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,4,1,16,2,W013;W032,6202fd8098d9ad33f433;662bac6bde05e0510f55,1.66666666667,3.33333333333,False,False
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,4,2,18,1,W030,bd2690bbc44b34e3ef00,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.05,4,3,20,1,W029,88daa007e08cf656a410,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,4,1,16,2,W013;W032,6202fd8098d9ad33f433;662bac6bde05e0510f55,1.66666666667,3.33333333333,False,False
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,4,2,18,1,W030,bd2690bbc44b34e3ef00,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.1,4,3,20,1,W029,88daa007e08cf656a410,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,4,1,16,2,W013;W032,6202fd8098d9ad33f433;662bac6bde05e0510f55,1.66666666667,3.33333333333,False,False
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,4,2,18,1,W030,bd2690bbc44b34e3ef00,2.5,,False,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,0.2,4,3,20,1,W029,88daa007e08cf656a410,2.5,,False,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,5,1,8,3,W006;W008;W010,fe2250f56881470ffebd;1a446d9cbfb0497f80c0;f62c1fca08c19956c8e3,1.5,3,True,False
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,5,2,8,1,W017,9c8c76c74e6217df2bea,3,,True,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.05,5,3,10,1,W018,d3d1738a5f7c5fa69f13,3,,False,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,5,1,8,4,W006;W008;W010;W017,fe2250f56881470ffebd;1a446d9cbfb0497f80c0;f62c1fca08c19956c8e3;9c8c76c74e6217df2bea,1.2,2.4,False,False
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.1,5,2,10,1,W018,d3d1738a5f7c5fa69f13,3,,False,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,5,1,8,4,W006;W008;W010;W017,fe2250f56881470ffebd;1a446d9cbfb0497f80c0;f62c1fca08c19956c8e3;9c8c76c74e6217df2bea,1.2,2.4,False,False
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,0.2,5,2,10,1,W018,d3d1738a5f7c5fa69f13,3,,False,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,1,8,3,W029;W034;W035,10bc0a8001ac87ac;0dbe8bc50012ed82;44aaf075e056aa2a,6.25,12.5,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,2,8,1,W036,064662f606e21c49,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,3,8,8,W008;W010;W013;W014;W015;W028;W031;W037,823b2c9be72218a8;4a5ea8f6ba8ecaab;27682bb9932ff2bb;8aa86d5f3b887423;847ff1091d8cc648;7ee02e1cd0fa5351;463c2a33c219cce3;3b866803d4a350a2,2.77777777778,5.55555555556,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,4,8,1,W018,174759c006c73ec0,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,5,10,2,W011;W021,1a1637b695381c15;1e50979e05536fe2,8.33333333333,16.6666666667,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,6,10,1,W012,f40efaca8c5d3bf1,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,7,10,1,W032,5d1661993b2e0edc,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,8,12,3,W006;W017;W030,305e3cb3e8b1c4f1;2794795e8c4e927b;da2dc314ea17aad4,6.25,12.5,False,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,9,16,2,W002;W027,27f4ffac099bc05b;8f36de747d064c9d,8.33333333333,16.6666666667,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,10,16,1,W001,9e9998c2efb5ea77,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.05,24,11,16,1,W033,b2e9ff3491b30070,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,1,8,4,W029;W034;W035;W036,10bc0a8001ac87ac;0dbe8bc50012ed82;44aaf075e056aa2a;064662f606e21c49,5,10,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,2,8,8,W008;W010;W013;W014;W015;W028;W031;W037,823b2c9be72218a8;4a5ea8f6ba8ecaab;27682bb9932ff2bb;8aa86d5f3b887423;847ff1091d8cc648;7ee02e1cd0fa5351;463c2a33c219cce3;3b866803d4a350a2,2.77777777778,5.55555555556,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,3,8,1,W018,174759c006c73ec0,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,4,10,3,W011;W012;W021,1a1637b695381c15;f40efaca8c5d3bf1;1e50979e05536fe2,6.25,12.5,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,5,10,1,W032,5d1661993b2e0edc,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,6,12,3,W006;W017;W030,305e3cb3e8b1c4f1;2794795e8c4e927b;da2dc314ea17aad4,6.25,12.5,False,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,7,16,2,W002;W027,27f4ffac099bc05b;8f36de747d064c9d,8.33333333333,16.6666666667,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,8,16,1,W001,9e9998c2efb5ea77,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.1,24,9,16,1,W033,b2e9ff3491b30070,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,24,1,8,4,W029;W034;W035;W036,10bc0a8001ac87ac;0dbe8bc50012ed82;44aaf075e056aa2a;064662f606e21c49,5,10,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,24,2,8,9,W008;W010;W013;W014;W015;W018;W028;W031;W037,823b2c9be72218a8;4a5ea8f6ba8ecaab;27682bb9932ff2bb;8aa86d5f3b887423;847ff1091d8cc648;174759c006c73ec0;7ee02e1cd0fa5351;463c2a33c219cce3;3b866803d4a350a2,2.5,5,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,24,3,10,3,W011;W012;W021,1a1637b695381c15;f40efaca8c5d3bf1;1e50979e05536fe2,6.25,12.5,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,24,4,10,1,W032,5d1661993b2e0edc,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,24,5,12,3,W006;W017;W030,305e3cb3e8b1c4f1;2794795e8c4e927b;da2dc314ea17aad4,6.25,12.5,False,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,24,6,16,2,W002;W027,27f4ffac099bc05b;8f36de747d064c9d,8.33333333333,16.6666666667,True,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,24,7,16,1,W001,9e9998c2efb5ea77,12.5,,True,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,0.2,24,8,16,1,W033,b2e9ff3491b30070,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,1,8,1,W012,13f3eff18a52453b,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,2,8,1,W037,66c78f1594586d3b,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,3,8,1,W030,156dc163a5b76144,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,4,8,3,W002;W018;W027,cebf574498a5a20d;d7d3126eb509dcae;0e553d8ef8642a3a,6.25,12.5,True,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,5,8,9,W006;W008;W013;W014;W015;W017;W028;W031;W036,bc019effee879dd8;0e52fffeabd5cf25;ae0b6b00e971f182;8fceb8fe7a91b34c;d0af5ad0523f8433;07e393557408ab30;d131babd2149e6ec;d96adfcf5b879a5d;1b8adc7d1227c62b,2.5,5,True,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,6,8,2,W011;W021,538db2a79188e4ef;695653e48b0aca59,8.33333333333,16.6666666667,True,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,7,8,2,W010;W029,8857a2ec2d3444ba;e980366a2f06439c,8.33333333333,16.6666666667,True,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,8,8,1,W032,3fbcb7812c80e839,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,9,8,1,W033,58a8d69137385a19,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,10,10,1,W035,9eb205969fffe5f7,12.5,,False,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,11,12,1,W001,738a28459a248984,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.05,24,12,12,1,W034,5da232bc43b7c975,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,24,1,8,1,W012,13f3eff18a52453b,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,24,2,8,1,W037,66c78f1594586d3b,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,24,3,8,1,W030,156dc163a5b76144,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,24,4,8,3,W002;W018;W027,cebf574498a5a20d;d7d3126eb509dcae;0e553d8ef8642a3a,6.25,12.5,True,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,24,5,8,14,W006;W008;W010;W011;W013;W014;W015;W017;W021;W028;W029;W031;W032;W036,bc019effee879dd8;0e52fffeabd5cf25;8857a2ec2d3444ba;538db2a79188e4ef;ae0b6b00e971f182;8fceb8fe7a91b34c;d0af5ad0523f8433;07e393557408ab30;695653e48b0aca59;d131babd2149e6ec;e980366a2f06439c;d96adfcf5b879a5d;3fbcb7812c80e839;1b8adc7d1227c62b,1.66666666667,3.33333333333,True,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,24,6,8,1,W033,58a8d69137385a19,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,24,7,10,1,W035,9eb205969fffe5f7,12.5,,False,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.1,24,8,12,2,W001;W034,738a28459a248984;5da232bc43b7c975,8.33333333333,16.6666666667,False,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.2,24,1,8,20,W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W036;W037,cebf574498a5a20d;bc019effee879dd8;0e52fffeabd5cf25;8857a2ec2d3444ba;538db2a79188e4ef;13f3eff18a52453b;ae0b6b00e971f182;8fceb8fe7a91b34c;d0af5ad0523f8433;07e393557408ab30;d7d3126eb509dcae;695653e48b0aca59;0e553d8ef8642a3a;d131babd2149e6ec;e980366a2f06439c;156dc163a5b76144;d96adfcf5b879a5d;3fbcb7812c80e839;1b8adc7d1227c62b;66c78f1594586d3b,1.19047619048,2.38095238095,True,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.2,24,2,8,1,W033,58a8d69137385a19,12.5,,True,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.2,24,3,10,1,W035,9eb205969fffe5f7,12.5,,False,True
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,0.2,24,4,12,2,W001;W034,738a28459a248984;5da232bc43b7c975,8.33333333333,16.6666666667,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.05,6,1,8,2,W030;W035,df7008318a29295ca160;5265086307bacf7df849,2.33333333333,4.66666666667,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.05,6,2,10,2,W013;W014,4b06a3805f8a5aeac160;4eaef6a23a48a0c79497,2.33333333333,4.66666666667,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.05,6,3,12,1,W001,72eebdfddb78a8d5da2a,3.5,,True,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.05,6,4,12,1,W018,6e436e9879b7e6c528d0,3.5,,True,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.1,6,1,8,2,W030;W035,df7008318a29295ca160;5265086307bacf7df849,2.33333333333,4.66666666667,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.1,6,2,10,2,W013;W014,4b06a3805f8a5aeac160;4eaef6a23a48a0c79497,2.33333333333,4.66666666667,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.1,6,3,12,1,W001,72eebdfddb78a8d5da2a,3.5,,True,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.1,6,4,12,1,W018,6e436e9879b7e6c528d0,3.5,,True,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.2,6,1,8,2,W030;W035,df7008318a29295ca160;5265086307bacf7df849,2.33333333333,4.66666666667,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.2,6,2,10,2,W013;W014,4b06a3805f8a5aeac160;4eaef6a23a48a0c79497,2.33333333333,4.66666666667,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,0.2,6,3,12,2,W001;W018,72eebdfddb78a8d5da2a;6e436e9879b7e6c528d0,2.33333333333,4.66666666667,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.05,4,1,8,2,W029;W034,e33b39ba56ff49c56427;013253d9bc0db4d66615,1.66666666667,3.33333333333,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.05,4,2,10,1,W037,fcb7e53adf42c4422ae7,2.5,,False,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.05,4,3,12,1,W027,b078bba0e08aacd86658,2.5,,False,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.1,4,1,8,2,W029;W034,e33b39ba56ff49c56427;013253d9bc0db4d66615,1.66666666667,3.33333333333,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.1,4,2,10,1,W037,fcb7e53adf42c4422ae7,2.5,,False,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.1,4,3,12,1,W027,b078bba0e08aacd86658,2.5,,False,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.2,4,1,8,2,W029;W034,e33b39ba56ff49c56427;013253d9bc0db4d66615,1.66666666667,3.33333333333,False,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.2,4,2,10,1,W037,fcb7e53adf42c4422ae7,2.5,,False,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,0.2,4,3,12,1,W027,b078bba0e08aacd86658,2.5,,False,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.05,5,1,8,1,W029,fd8b73557a1821706e79,3,,False,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.05,5,2,12,1,W027,da673f309d1ef7438656,3,,True,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.05,5,3,12,1,W028,1b43bb0b9af4438c92c7,3,,True,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.05,5,4,14,1,W036,e959490574d8d0e7f163,3,,False,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.05,5,5,16,1,W012,671b56ca48ab10f04510,3,,False,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.1,5,1,8,1,W029,fd8b73557a1821706e79,3,,False,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.1,5,2,12,2,W027;W028,da673f309d1ef7438656;1b43bb0b9af4438c92c7,2,4,False,False
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.1,5,3,14,1,W036,e959490574d8d0e7f163,3,,False,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.1,5,4,16,1,W012,671b56ca48ab10f04510,3,,False,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.2,5,1,8,1,W029,fd8b73557a1821706e79,3,,False,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,0.2,5,2,12,2,W027;W028,da673f309d1ef7438656;1b43bb0b9af4438c92c7,2,4,False,False
