image_id,condition,building,n_observed,n_valid,n_excluded,total_clusters,supported_clusters,singletons,singleton_share,supported_share,largest_share,point_count_disagreement,within_cluster_median,sizes_descending,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,min_sub80_jaccard,review_draft_grade,review_draft_reason,full_p_by_8,core10_p_by_19,full_tail_no_gate,core_tail_10,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,grade_v1,status_v1,cut,doubletons,effective_modes_simpson,entropy_bits,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,supported_point_counts,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source,review_status,reviewed_grade,full_requested8_exceeds_n,core_requested19_exceeds_n,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,uNb9QFRL6hY,5,5,0,2,1,1,0.2,0.8,0.8,0.4,0.0358869478805,4;1,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,0.82,1,0,0.43,0.19,0.176666666666,0.19,0,0.247,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卧室,早期争议复核导出.user_type,睡眠／休憩并重,睡眠／休憩并重,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sleep+living,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,简单,"{""note"": ""可能有些人会标注门口的区域,不过我认为这几率较少""}","{""group"": ""G179"", ""image_id"": ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d"", ""number"": 68, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""可能有些人会标注门口的区域,不过我认为这几率较少"", ""legacy_review"": null}",G179,10优先级稍低,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,uNb9QFRL6hY,5,5,0,3,1,2,0.4,0.6,0.6,0.4,0.0565756862501,3;1;1,0.933333333333,0,False,0.926666666667,,short_horizon_or_unconfirmed_multi_pattern,0.42,0.8,0,0.17,0.175,0.225,0.175,0.0550000000001,0.367,0.125,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卧室,早期争议复核导出.user_type,睡眠／休憩并重,睡眠／休憩并重,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sleep+living,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,简单,"{""note"": ""可能有些人会标注门口的区域,不过我认为这几率较少""}","{""group"": ""G179"", ""image_id"": ""uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d"", ""number"": 68, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""可能有些人会标注门口的区域,不过我认为这几率较少"", ""legacy_review"": null}",G179,10优先级稍低,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,uNb9QFRL6hY,24,24,0,3,2,1,0.0416666666667,0.958333333333,0.833333333333,0.0833333333333,0.0379931886232,20;3;1,1,0.683333333333,True,0.991712707182,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.745,0.755,0.86,0.0408333333334,0.0383333333333,0.0408333333334,0.00291403344964,0.0808333333334,0.0630681818182,,stable_outside_three_tier_limits,,,,,,,,,,test,储藏与家务辅助,早期争议复核导出.user_type,更衣储藏为主,更衣储藏为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务,否,supported_component:uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,简单,"{""note"": """"}","{""group"": ""G200"", ""image_id"": ""uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384"", ""number"": 70, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G200,"较简单,但是同房才2张图片,如果是为了补齐储藏与家务辅助,可以采用",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,uNb9QFRL6hY,5,5,0,5,0,5,1,0,0.2,0.9,,1;1;1;1;1,,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0,0,0,0,1,1,0.6175,0,0.6,1,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,主浴室为主,主浴室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,困难,"{""note"": """"}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14"", ""number"": 88, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,wc2JMjhGNzB,5,5,0,2,1,1,0.2,0.8,0.8,0.4,0.0501821771156,4;1,1,0,False,,,short_horizon_or_unconfirmed_multi_pattern,0.795,1,0,0.475,0.22,0.196666666666,0.22,0,0.241,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卧室,早期争议复核导出.user_type,蓝床单卧室,蓝床单卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,简单,"{""note"": ""这个有部分人可能把门口的空间进行标注,现有数据支持这一点,所以需要补充一些标注看情况,补到12人""}","{""group"": ""G205"", ""image_id"": ""wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee"", ""number"": 3, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""这个有部分人可能把门口的空间进行标注,现有数据支持这一点,所以需要补充一些标注看情况,补到12人"", ""legacy_review"": null}",G205,,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,wc2JMjhGNzB,24,24,0,1,1,0,0,1,1,0,0.0357936424309,24,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,0.99,1,1,1,0,0,0,0,0,0,simple,assigned_observed_early,,,,,,,,,,test,复合／待定,早期争议复核导出.user_type,空房靠小卫浴门,空房靠小卫浴门,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明,否,supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,bathroom+empty,empty,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,简单,"{""note"": """"}","{""group"": ""G207"", ""image_id"": ""wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31"", ""number"": 15, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G207,"简单,但是semi的数据看看怎么去使用比较好",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,wc2JMjhGNzB,6,6,0,5,1,4,0.666666666667,0.333333333333,0.333333333333,0.866666666667,0,2;1;1;1;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0,0.68,0,0.185,0.71,0.728333333334,0.4125,0,0.396666666666,0.195,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卫浴,后续41图亲审.current_classification.coarse_type,主卫及其相连通道,主卫及其相连通道,AI_new_spatial_review,new_original,主卫靠衣帽通道,后续41图亲审.current_classification.focus,洗漱、沐浴,卫浴|通行,否,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom+circulation,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,困难,"{""note"": """"}","{""group"": ""G202"", ""image_id"": ""wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd"", ""number"": 26, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G202,"这房间较难,如果不忽略凸起的墙体,是比较难标的,历史标注中歧义也有. 我这里采用保守估计人手,可以后续追加",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,wc2JMjhGNzB,24,24,0,2,1,1,0.0416666666667,0.958333333333,0.958333333333,0,0.0198287474,23;1,1,0,False,,,order_partition_or_count_boundary,0.325,1,0.865,1,0.0416666666668,0.04125,0,0,0.0416666666667,0,,stable_outside_three_tier_limits,,,,,,,,,,test,复合／待定,早期争议复核导出.user_type,空房靠走道门,空房靠走道门,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明,否,supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,circulation+empty,empty,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,简单,"{""note"": """"}","{""group"": ""G207"", ""image_id"": ""wc2JMjhGNzB_77962388887942148ee65c2892600e02"", ""number"": 40, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G207,"简单,但是semi的数据看看怎么去使用比较好",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,wc2JMjhGNzB,23,23,0,10,6,4,0.173913043478,0.826086956522,0.217391304348,0.810276679842,0.0544623271061,5;4;3;3;2;2;1;1;1;1,1,0,False,1,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,0,0.2,0.175,0.385,0.210833333333,0.241666666667,0.0108333333334,0,0.269703557312,0.213034043442,,singleton_support_unresolved,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,主卫马桶隔间门侧,主卫马桶隔间门侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,困难,"{""note"": """"}","{""group"": ""G202"", ""image_id"": ""wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6"", ""number"": 53, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G202,"这房间较难,如果不忽略凸起的墙体,是比较难标的,历史标注中歧义也有. 我这里采用保守估计人手,可以后续追加",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,wc2JMjhGNzB,5,5,0,1,1,0,0,1,1,0,0.0694818849504,5,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,1,0.475,0.505,0,0,0,0,0,0,simple,assigned_observed_early,,,,,,,,,,test,卧室,早期争议复核导出.user_type,单张蓝被床卧室,单张蓝被床卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,简单,"{""note"": ""补到12人""}","{""group"": ""G205"", ""image_id"": ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc"", ""number"": 54, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""补到12人"", ""legacy_review"": null}",G205,,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,wc2JMjhGNzB,4,4,0,3,1,2,0.5,0.5,0.5,0.5,0.0644490772723,2;1;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0,0.515,0,0.2,0.265,0.3275,0.265,0.0916666666666,0.3425,0.17,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卧室,早期争议复核导出.user_type,单张蓝被床卧室,单张蓝被床卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,简单,"{""note"": ""补到12人""}","{""group"": ""G205"", ""image_id"": ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc"", ""number"": 54, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""补到12人"", ""legacy_review"": null}",G205,,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,yqstnuAEVhm,24,24,0,3,2,1,0.0416666666667,0.958333333333,0.666666666667,0,0.0554568420544,16;7;1,0.874131944444,0.9375,True,0.635578907204,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,0,0.215,0.235,0.425,0,0,0,0.0685998295164,0.0964583333334,0.0809996706193,,order_sensitive_or_other_trajectory,,,,,,,,,,test,厨房与用餐,早期争议复核导出.user_type,正式餐厅展示柜侧,正式餐厅展示柜侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,简单,"{""note"": """"}","{""group"": ""G237"", ""image_id"": ""yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599"", ""number"": 26, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G237,较简单,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
