round_id,worker_id,task_id,base_task_id,task_stratum,assignment_batch,c2_component,design_id,design_manifest_sha256
C2-B,13,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,13,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,14,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,14,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,14,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,15,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,15,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,15,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,17,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,17,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,17,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,34,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,34,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,34,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,35,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,35,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,35,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,36,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,36,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,36,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,37,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,37,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,37,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,6,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,6,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,6,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,8,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,8,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,8,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,1,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,1,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,1,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,10,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,10,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,10,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,11,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,11,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,11,692,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,12,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,12,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,12,702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,13,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,13,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,13,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,14,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,14,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,14,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,15,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,15,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,15,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,17,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,17,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,17,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,692,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,692,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,692,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,34,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
