id,code,image_id,building,condition,stage,worker,view,cut,N,singleton,peer_singleton_rate,within_image_centered_singleton,no_same_count_peer,close_neighbors,singleton_despite_close_peer
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,bound_fixed,9.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,bound_fixed,9.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,bound_fixed,9.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,bound_fixed,9.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,bound_fixed,9.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,bound_fixed,12.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,bound_fixed,12.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,bound_fixed,12.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,bound_fixed,12.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,bound_fixed,12.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,split_cyclic,6.0,5,0,0.25,-0.25,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,split_cyclic,6.0,5,1,0.0,1.0,False,2,True
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,split_cyclic,6.0,5,0,0.25,-0.25,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,split_cyclic,6.0,5,0,0.25,-0.25,False,3,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,split_cyclic,6.0,5,0,0.25,-0.25,False,3,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,split_cyclic,9.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,split_cyclic,9.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,split_cyclic,9.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,split_cyclic,9.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,split_cyclic,9.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,split_cyclic,12.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,split_cyclic,12.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,split_cyclic,12.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,split_cyclic,12.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,split_cyclic,12.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,bound_cyclic,6.0,5,0,0.25,-0.25,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,bound_cyclic,6.0,5,1,0.0,1.0,False,2,True
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,bound_cyclic,6.0,5,0,0.25,-0.25,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,bound_cyclic,6.0,5,0,0.25,-0.25,False,3,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,bound_cyclic,6.0,5,0,0.25,-0.25,False,3,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,bound_cyclic,9.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,bound_cyclic,9.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,bound_cyclic,9.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,bound_cyclic,9.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,bound_cyclic,9.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,bound_cyclic,12.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,bound_cyclic,12.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,bound_cyclic,12.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,bound_cyclic,12.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,bound_cyclic,12.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,split_free,6.0,5,0,0.25,-0.25,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,split_free,6.0,5,1,0.0,1.0,False,2,True
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,split_free,6.0,5,0,0.25,-0.25,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,split_free,6.0,5,0,0.25,-0.25,False,3,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,split_free,6.0,5,0,0.25,-0.25,False,3,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,split_free,9.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,split_free,9.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,split_free,9.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,split_free,9.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,split_free,9.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,split_free,12.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,split_free,12.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,split_free,12.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,split_free,12.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,split_free,12.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,bound_free,6.0,5,0,0.25,-0.25,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,bound_free,6.0,5,1,0.0,1.0,False,2,True
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,bound_free,6.0,5,0,0.25,-0.25,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,bound_free,6.0,5,0,0.25,-0.25,False,3,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,bound_free,6.0,5,0,0.25,-0.25,False,3,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,bound_free,9.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,bound_free,9.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,bound_free,9.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,bound_free,9.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,bound_free,9.0,5,0,0.0,0.0,False,4,False
480a17d4b8bc43325c2c,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W006,bound_free,12.0,5,0,0.0,0.0,False,4,False
9b0c448a433097e9942e,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W008,bound_free,12.0,5,0,0.0,0.0,False,4,False
f9cafcbd58a63d859d32,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W010,bound_free,12.0,5,0,0.0,0.0,False,4,False
f8d8bb7e420a7d6f3d91,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W017,bound_free,12.0,5,0,0.0,0.0,False,4,False
19e03d84ac8aea1645d3,Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,C1,W031,bound_free,12.0,5,0,0.0,0.0,False,4,False
0e0501745974e880,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W001,count_only,0.0,24,0,0.0,0.0,False,19,False
1f8fe248fb55c43e,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W002,count_only,0.0,24,0,0.0,0.0,False,19,False
eb2fd1fd3f466605,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W006,count_only,0.0,24,0,0.0,0.0,False,3,False
5a38b164a2481384,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W008,count_only,0.0,24,0,0.0,0.0,False,19,False
f0a357dcd7d8d4c6,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W010,count_only,0.0,24,0,0.0,0.0,False,3,False
92e4a4cf1ae73f69,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W011,count_only,0.0,24,0,0.0,0.0,False,3,False
47377755fedf1482,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W012,count_only,0.0,24,0,0.0,0.0,False,19,False
39a34b830ea11490,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W013,count_only,0.0,24,0,0.0,0.0,False,19,False
3c4a2ede557a62f2,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W014,count_only,0.0,24,0,0.0,0.0,False,19,False
552a0858ecbce9ad,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W015,count_only,0.0,24,0,0.0,0.0,False,19,False
1445e3889419575a,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W017,count_only,0.0,24,0,0.0,0.0,False,3,False
f432b7968aecb5bc,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W018,count_only,0.0,24,0,0.0,0.0,False,19,False
202420376d62cfbb,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W021,count_only,0.0,24,0,0.0,0.0,False,19,False
19a327730863506b,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W027,count_only,0.0,24,0,0.0,0.0,False,19,False
0dce4a0f997ffd15,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W028,count_only,0.0,24,0,0.0,0.0,False,19,False
7667b010a9c90570,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W029,count_only,0.0,24,0,0.0,0.0,False,19,False
c76193b6207a6507,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W030,count_only,0.0,24,0,0.0,0.0,False,19,False
76f29200f62e2fb3,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W031,count_only,0.0,24,0,0.0,0.0,False,19,False
a318b6bfd544d9cb,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W032,count_only,0.0,24,0,0.0,0.0,False,19,False
522ad8c02cfc8914,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W033,count_only,0.0,24,0,0.0,0.0,False,19,False
c1d1843444d6d457,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W034,count_only,0.0,24,0,0.0,0.0,False,19,False
2c11262bdae1e085,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W035,count_only,0.0,24,0,0.0,0.0,False,19,False
2b439f65ef66899b,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W036,count_only,0.0,24,0,0.0,0.0,False,19,False
b70dac9310c8fd7f,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W037,count_only,0.0,24,0,0.0,0.0,False,19,False
0e0501745974e880,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W001,split_fixed,6.0,24,1,0.043478260869565216,0.9565217391304348,False,13,True
1f8fe248fb55c43e,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W002,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
eb2fd1fd3f466605,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W006,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,3,False
5a38b164a2481384,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W008,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
f0a357dcd7d8d4c6,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W010,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,3,False
92e4a4cf1ae73f69,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W011,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,3,False
47377755fedf1482,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W012,split_fixed,6.0,24,1,0.043478260869565216,0.9565217391304348,False,1,True
39a34b830ea11490,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W013,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
3c4a2ede557a62f2,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W014,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,18,False
552a0858ecbce9ad,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W015,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
1445e3889419575a,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W017,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,3,False
f432b7968aecb5bc,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W018,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
202420376d62cfbb,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W021,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
19a327730863506b,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W027,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
0dce4a0f997ffd15,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W028,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
7667b010a9c90570,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W029,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,5,False
c76193b6207a6507,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W030,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,17,False
76f29200f62e2fb3,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W031,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,17,False
a318b6bfd544d9cb,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W032,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
522ad8c02cfc8914,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W033,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
c1d1843444d6d457,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W034,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,18,False
2c11262bdae1e085,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W035,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,5,False
2b439f65ef66899b,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W036,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
b70dac9310c8fd7f,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W037,split_fixed,6.0,24,0,0.08695652173913043,-0.08695652173913043,False,16,False
0e0501745974e880,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W001,split_fixed,9.0,24,0,0.0,0.0,False,16,False
1f8fe248fb55c43e,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W002,split_fixed,9.0,24,0,0.0,0.0,False,19,False
eb2fd1fd3f466605,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W006,split_fixed,9.0,24,0,0.0,0.0,False,3,False
5a38b164a2481384,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W008,split_fixed,9.0,24,0,0.0,0.0,False,19,False
f0a357dcd7d8d4c6,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W010,split_fixed,9.0,24,0,0.0,0.0,False,3,False
92e4a4cf1ae73f69,Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,P1,W011,split_fixed,9.0,24,0,0.0,0.0,False,3,False
