worker_id,language_group,group,number,image_id,difficulty,coarse,status
29,英文任务组,G207,45,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,简单,主空间待定,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G207,45,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,简单,主空间待定,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G207,45,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,简单,主空间待定,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G207,45,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,简单,主空间待定,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G141,17,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G141,23,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G141,37,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G205,3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G205,3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G205,3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G205,3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G205,3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G205,3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G205,3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G205,54,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G205,54,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G205,54,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G205,54,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G205,54,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G205,54,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G205,54,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G078,2,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G078,2,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G078,2,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G078,5,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G078,5,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G078,5,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G078,5,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G078,5,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G078,5,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G078,5,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G078,5,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G078,9,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G078,9,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G078,9,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G078,9,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G078,9,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G078,9,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G078,9,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G078,9,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G109,5,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G109,17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G109,33,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,中等,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G015,19,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G015,9,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G015,16,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,中等,起居与休闲,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G002,2,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G002,2,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G002,2,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G002,2,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G002,2,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G002,2,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G002,2,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G002,2,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,简单,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
