condition,target,trait,positive,negative,adjustment,images,buildings,positive_images,negative_images,coefficient,lo,hi,status,pvalue,residual_df,largest_building,coefficient_without_largest_building,without_largest_status
semi,core10_p_by_19,ceiling_boundary,partial,present,n_scene,42,12,8,34,-0.106857702574,-0.254982598554,0.0412671934061,descriptive_adjusted_association,0.157384410457,30,wc2JMjhGNzB,,
semi,core10_p_by_19,ceiling_boundary,partial,present,n_scene_building,42,12,8,34,0.0544334902779,-0.0417905472332,0.150657527789,descriptive_adjusted_association,0.267541279344,19,wc2JMjhGNzB,0.0788302425355,descriptive_adjusted_association
semi,core10_p_by_19,reflection_glass,present,unknown,unadjusted,42,12,34,8,-0.0802205882353,-0.321210320909,0.160769144439,descriptive_adjusted_association,0.514122391493,40,wc2JMjhGNzB,,
semi,core10_p_by_19,reflection_glass,present,unknown,n_scene,42,12,34,8,-0.324058858325,-0.497419971517,-0.150697745132,descriptive_adjusted_association,0.000248594683507,30,wc2JMjhGNzB,,
semi,core10_p_by_19,reflection_glass,present,unknown,n_scene_building,42,12,34,8,-0.396535769394,-0.810947288421,0.0178757496337,descriptive_adjusted_association,0.0607349075643,19,wc2JMjhGNzB,-0.264508720857,descriptive_adjusted_association
semi,core10_p_by_19,doorway,确认,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,core10_p_by_19,doorway,确认,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,core10_p_by_19,doorway,确认,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,core10_p_by_19,doorway,疑似,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,core10_p_by_19,doorway,疑似,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,core10_p_by_19,doorway,疑似,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,core_tail_10,floor_boundary,partial,present,unadjusted,42,12,30,12,0.133583333333,-0.0628062806397,0.329972947306,descriptive_adjusted_association,0.18247972969,40,wc2JMjhGNzB,,
semi,core_tail_10,floor_boundary,partial,present,n_scene,42,12,30,12,-0.167256353748,-0.426141105779,0.091628398283,descriptive_adjusted_association,0.205418597793,30,wc2JMjhGNzB,,
semi,core_tail_10,floor_boundary,partial,present,n_scene_building,42,12,30,12,-0.518048033964,-0.973335560634,-0.0627605072938,descriptive_adjusted_association,0.0257380678012,19,wc2JMjhGNzB,-0.393427774892,descriptive_adjusted_association
semi,core_tail_10,ceiling_boundary,partial,present,unadjusted,42,12,8,34,-0.167022058824,-0.347993091019,0.0139489733715,descriptive_adjusted_association,0.0704676396497,40,wc2JMjhGNzB,,
semi,core_tail_10,ceiling_boundary,partial,present,n_scene,42,12,8,34,-0.0949329646501,-0.215115142546,0.0252492132455,descriptive_adjusted_association,0.121575866052,30,wc2JMjhGNzB,,
semi,core_tail_10,ceiling_boundary,partial,present,n_scene_building,42,12,8,34,0.033751642099,-0.066110184932,0.13361346913,descriptive_adjusted_association,0.50769226391,19,wc2JMjhGNzB,0.0251884714416,descriptive_adjusted_association
semi,core_tail_10,reflection_glass,present,unknown,unadjusted,42,12,34,8,-0.0576470588235,-0.259046167333,0.143752049686,descriptive_adjusted_association,0.574793274847,40,wc2JMjhGNzB,,
semi,core_tail_10,reflection_glass,present,unknown,n_scene,42,12,34,8,-0.196264931298,-0.32565624382,-0.0668736187759,descriptive_adjusted_association,0.00294965163676,30,wc2JMjhGNzB,,
semi,core_tail_10,reflection_glass,present,unknown,n_scene_building,42,12,34,8,-0.358986106796,-0.84259254285,0.124620329258,descriptive_adjusted_association,0.145696468934,19,wc2JMjhGNzB,-0.186711679308,descriptive_adjusted_association
semi,core_tail_10,doorway,确认,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,core_tail_10,doorway,确认,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,core_tail_10,doorway,确认,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,core_tail_10,doorway,疑似,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,core_tail_10,doorway,疑似,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,core_tail_10,doorway,疑似,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,late_quarter_new,floor_boundary,partial,present,unadjusted,42,12,30,12,-0.0450416666666,-0.239319389068,0.149236055735,descriptive_adjusted_association,0.649540035937,40,wc2JMjhGNzB,,
semi,late_quarter_new,floor_boundary,partial,present,n_scene,42,12,30,12,0.0674765742227,-0.186756825778,0.321709974223,descriptive_adjusted_association,0.602925718794,30,wc2JMjhGNzB,,
semi,late_quarter_new,floor_boundary,partial,present,n_scene_building,42,12,30,12,0.0584073026012,-0.145232119893,0.262046725095,descriptive_adjusted_association,0.574012793415,19,wc2JMjhGNzB,0.0329038864934,descriptive_adjusted_association
semi,late_quarter_new,ceiling_boundary,partial,present,unadjusted,42,12,8,34,0.124754901961,-0.0342662719223,0.283776075844,descriptive_adjusted_association,0.12414005079,40,wc2JMjhGNzB,,
semi,late_quarter_new,ceiling_boundary,partial,present,n_scene,42,12,8,34,0.139126853072,-0.0245057287248,0.302759434869,descriptive_adjusted_association,0.0956261235502,30,wc2JMjhGNzB,,
semi,late_quarter_new,ceiling_boundary,partial,present,n_scene_building,42,12,8,34,-0.0200843864185,-0.138719946286,0.0985511734487,descriptive_adjusted_association,0.740031402994,19,wc2JMjhGNzB,-0.0165108779841,descriptive_adjusted_association
semi,late_quarter_new,reflection_glass,present,unknown,unadjusted,42,12,34,8,-0.117291666667,-0.246558460681,0.0119751273477,descriptive_adjusted_association,0.0753389751079,40,wc2JMjhGNzB,,
semi,late_quarter_new,reflection_glass,present,unknown,n_scene,42,12,34,8,-0.188765698515,-0.32643769294,-0.0510937040897,descriptive_adjusted_association,0.00720196622471,30,wc2JMjhGNzB,,
semi,late_quarter_new,reflection_glass,present,unknown,n_scene_building,42,12,34,8,-0.14522630745,-0.248194864688,-0.0422577502125,descriptive_adjusted_association,0.00570410763133,19,wc2JMjhGNzB,-0.166285462643,descriptive_adjusted_association
semi,late_quarter_new,doorway,确认,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,late_quarter_new,doorway,确认,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,late_quarter_new,doorway,确认,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,late_quarter_new,doorway,疑似,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,late_quarter_new,doorway,疑似,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,late_quarter_new,doorway,疑似,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,half_tv_all,floor_boundary,partial,present,unadjusted,42,12,30,12,0.00650665074654,-0.0996986785306,0.112711980024,descriptive_adjusted_association,0.904422272722,40,wc2JMjhGNzB,,
semi,half_tv_all,floor_boundary,partial,present,n_scene,42,12,30,12,0.0446646646839,-0.0894461711072,0.178775500475,descriptive_adjusted_association,0.513916087005,30,wc2JMjhGNzB,,
semi,half_tv_all,floor_boundary,partial,present,n_scene_building,42,12,30,12,0.0950003015858,-0.0390349224178,0.229035525589,descriptive_adjusted_association,0.164782292376,19,wc2JMjhGNzB,0.0678961538425,descriptive_adjusted_association
semi,half_tv_all,ceiling_boundary,partial,present,unadjusted,42,12,8,34,0.0909120238512,0.0149302264625,0.16689382124,descriptive_adjusted_association,0.0190223936908,40,wc2JMjhGNzB,,
semi,half_tv_all,ceiling_boundary,partial,present,n_scene,42,12,8,34,0.0793571247004,-0.0167670657865,0.175481315187,descriptive_adjusted_association,0.105644290615,30,wc2JMjhGNzB,,
semi,half_tv_all,ceiling_boundary,partial,present,n_scene_building,42,12,8,34,-0.00661894088378,-0.10793683802,0.0946989562526,descriptive_adjusted_association,0.898116207442,19,wc2JMjhGNzB,-0.00489777070733,descriptive_adjusted_association
semi,half_tv_all,reflection_glass,present,unknown,unadjusted,42,12,34,8,-0.0341399650275,-0.10027620716,0.0319962771048,descriptive_adjusted_association,0.311659345566,40,wc2JMjhGNzB,,
semi,half_tv_all,reflection_glass,present,unknown,n_scene,42,12,34,8,-0.0893227329015,-0.186156472365,0.0075110065621,descriptive_adjusted_association,0.070616243533,30,wc2JMjhGNzB,,
semi,half_tv_all,reflection_glass,present,unknown,n_scene_building,42,12,34,8,-0.0127143971409,-0.114829122544,0.0894003282625,descriptive_adjusted_association,0.807202245793,19,wc2JMjhGNzB,-0.0504874365704,descriptive_adjusted_association
semi,half_tv_all,doorway,确认,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,half_tv_all,doorway,确认,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,half_tv_all,doorway,确认,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,half_tv_all,doorway,疑似,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,half_tv_all,doorway,疑似,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,half_tv_all,doorway,疑似,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,within_cluster_median,floor_boundary,partial,present,unadjusted,42,12,30,12,0.00360824626099,-0.00671047794876,0.0139269704707,descriptive_adjusted_association,0.493117274195,40,wc2JMjhGNzB,,
semi,within_cluster_median,floor_boundary,partial,present,n_scene,42,12,30,12,-0.00286219810305,-0.0413877403199,0.0356633441138,descriptive_adjusted_association,0.88422720364,30,wc2JMjhGNzB,,
semi,within_cluster_median,floor_boundary,partial,present,n_scene_building,42,12,30,12,-0.00370153325471,-0.0714187430973,0.0640156765879,descriptive_adjusted_association,0.91468201463,19,wc2JMjhGNzB,-0.0468288861969,descriptive_adjusted_association
semi,within_cluster_median,ceiling_boundary,partial,present,unadjusted,42,12,8,34,-0.0134857292953,-0.0296402186913,0.00266876010072,descriptive_adjusted_association,0.101803329246,40,wc2JMjhGNzB,,
semi,within_cluster_median,ceiling_boundary,partial,present,n_scene,42,12,8,34,-0.0117592751329,-0.0229463352057,-0.000572215060066,descriptive_adjusted_association,0.0393779336669,30,wc2JMjhGNzB,,
semi,within_cluster_median,ceiling_boundary,partial,present,n_scene_building,42,12,8,34,-0.0290968332256,-0.0341343159381,-0.0240593505131,descriptive_adjusted_association,1.03426570417e-29,19,wc2JMjhGNzB,-0.0297319962872,descriptive_adjusted_association
semi,within_cluster_median,reflection_glass,present,unknown,unadjusted,42,12,34,8,0.0140373455063,0.00672635123263,0.02134833978,descriptive_adjusted_association,0.000167756793124,40,wc2JMjhGNzB,,
semi,within_cluster_median,reflection_glass,present,unknown,n_scene,42,12,34,8,0.0171321449596,0.00123880049267,0.0330254894265,descriptive_adjusted_association,0.0346236607161,30,wc2JMjhGNzB,,
semi,within_cluster_median,reflection_glass,present,unknown,n_scene_building,42,12,34,8,0.0212584523332,-0.0036429187689,0.0461598234353,descriptive_adjusted_association,0.0942813962533,19,wc2JMjhGNzB,0.0253195515056,descriptive_adjusted_association
semi,within_cluster_median,doorway,确认,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,within_cluster_median,doorway,确认,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,within_cluster_median,doorway,确认,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,within_cluster_median,doorway,疑似,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,within_cluster_median,doorway,疑似,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,within_cluster_median,doorway,疑似,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,singleton_share,floor_boundary,partial,present,unadjusted,43,12,31,12,-0.035032212022,-0.226921077248,0.156856653204,descriptive_adjusted_association,0.720477241931,41,wc2JMjhGNzB,,
semi,singleton_share,floor_boundary,partial,present,n_scene,43,12,31,12,0.0491614157455,-0.170975310515,0.269298142006,descriptive_adjusted_association,0.661601269124,31,wc2JMjhGNzB,,
semi,singleton_share,floor_boundary,partial,present,n_scene_building,43,12,31,12,0.0708993349394,-0.0530800468462,0.194878716725,descriptive_adjusted_association,0.262359089817,20,wc2JMjhGNzB,0.0919392977907,descriptive_adjusted_association
semi,singleton_share,ceiling_boundary,partial,present,unadjusted,43,12,9,34,0.10015328046,-0.0213828412792,0.2216894022,descriptive_adjusted_association,0.106282213545,41,wc2JMjhGNzB,,
semi,singleton_share,ceiling_boundary,partial,present,n_scene,43,12,9,34,0.078930194129,-0.0395641535568,0.197424541815,descriptive_adjusted_association,0.191705512115,31,wc2JMjhGNzB,,
semi,singleton_share,ceiling_boundary,partial,present,n_scene_building,43,12,9,34,-0.00792941701089,-0.17645908759,0.160600253569,descriptive_adjusted_association,0.926525296231,20,wc2JMjhGNzB,-0.0174669800023,descriptive_adjusted_association
semi,singleton_share,reflection_glass,present,unknown,unadjusted,43,12,35,8,-0.0881912290607,-0.207565863431,0.0311834053097,descriptive_adjusted_association,0.147623699227,41,wc2JMjhGNzB,,
semi,singleton_share,reflection_glass,present,unknown,n_scene,43,12,35,8,-0.157901475007,-0.301345265645,-0.0144576843695,descriptive_adjusted_association,0.030966062007,31,wc2JMjhGNzB,,
semi,singleton_share,reflection_glass,present,unknown,n_scene_building,43,12,35,8,-0.0944036192353,-0.166047848447,-0.0227593900239,descriptive_adjusted_association,0.00980616872202,20,wc2JMjhGNzB,-0.0944286077527,descriptive_adjusted_association
semi,singleton_share,doorway,确认,否,unadjusted,43,12,0,43,,,,insufficient,,,,,
semi,singleton_share,doorway,确认,否,n_scene,43,12,0,43,,,,insufficient,,,,,
semi,singleton_share,doorway,确认,否,n_scene_building,43,12,0,43,,,,insufficient,,,,,
semi,singleton_share,doorway,疑似,否,unadjusted,43,12,0,43,,,,insufficient,,,,,
semi,singleton_share,doorway,疑似,否,n_scene,43,12,0,43,,,,insufficient,,,,,
semi,singleton_share,doorway,疑似,否,n_scene_building,43,12,0,43,,,,insufficient,,,,,
semi,point_count_disagreement,floor_boundary,partial,present,unadjusted,43,12,31,12,0.18644747414,0.0633568539153,0.309538094365,descriptive_adjusted_association,0.00298973798356,41,wc2JMjhGNzB,,
semi,point_count_disagreement,floor_boundary,partial,present,n_scene,43,12,31,12,0.388235635554,-0.00278124405526,0.779252515163,descriptive_adjusted_association,0.0516519700861,31,wc2JMjhGNzB,,
semi,point_count_disagreement,floor_boundary,partial,present,n_scene_building,43,12,31,12,0.518197034856,0.216607177823,0.819786891888,descriptive_adjusted_association,0.00075813192374,20,wc2JMjhGNzB,0.53590600197,descriptive_adjusted_association
semi,point_count_disagreement,ceiling_boundary,partial,present,unadjusted,43,12,9,34,0.0579461340971,-0.123946837611,0.239839105805,descriptive_adjusted_association,0.532370829244,41,wc2JMjhGNzB,,
semi,point_count_disagreement,ceiling_boundary,partial,present,n_scene,43,12,9,34,0.0880372626532,-0.062196548791,0.238271074097,descriptive_adjusted_association,0.250744824981,31,wc2JMjhGNzB,,
semi,point_count_disagreement,ceiling_boundary,partial,present,n_scene_building,43,12,9,34,0.0812641713274,-0.0761882848114,0.238716627466,descriptive_adjusted_association,0.31174166664,20,wc2JMjhGNzB,0.104069258078,descriptive_adjusted_association
semi,point_count_disagreement,reflection_glass,present,unknown,unadjusted,43,12,35,8,-0.00686822752819,-0.190865549535,0.177129094479,descriptive_adjusted_association,0.941677782198,41,wc2JMjhGNzB,,
semi,point_count_disagreement,reflection_glass,present,unknown,n_scene,43,12,35,8,-0.145943987274,-0.425679334095,0.133791359546,descriptive_adjusted_association,0.306517988889,31,wc2JMjhGNzB,,
semi,point_count_disagreement,reflection_glass,present,unknown,n_scene_building,43,12,35,8,0.0529127656843,-0.452545344755,0.558370876123,descriptive_adjusted_association,0.8374357917,20,wc2JMjhGNzB,-0.185745294475,descriptive_adjusted_association
semi,point_count_disagreement,doorway,确认,否,unadjusted,43,12,0,43,,,,insufficient,,,,,
semi,point_count_disagreement,doorway,确认,否,n_scene,43,12,0,43,,,,insufficient,,,,,
semi,point_count_disagreement,doorway,确认,否,n_scene_building,43,12,0,43,,,,insufficient,,,,,
semi,point_count_disagreement,doorway,疑似,否,unadjusted,43,12,0,43,,,,insufficient,,,,,
semi,point_count_disagreement,doorway,疑似,否,n_scene,43,12,0,43,,,,insufficient,,,,,
semi,point_count_disagreement,doorway,疑似,否,n_scene_building,43,12,0,43,,,,insufficient,,,,,
