image_id,building_id,cohort,panel,model,arm,n,status
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,all26,native,Q_median2,G2,4,insufficient_people
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,all26,native,Q_median2,MIX,6,insufficient_people
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,current20,native,Q_median2,ALL,7,available
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,current20,native,Q_median2,G1,3,insufficient_people
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,current20,native,Q_median2,G2,4,insufficient_people
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,current20,native,Q_median2,MIX,6,insufficient_people
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,Q,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,Q,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,Q,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,Q,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,T,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,T,G1,8,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,T,G2,11,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,T,MIX,16,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,S,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,S,G1,7,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,S,G2,12,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,S,MIX,14,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,B,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,B,G1,2,insufficient_people
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,B,G2,17,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,B,MIX,4,insufficient_people
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QT,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QT,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QT,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QT,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QS,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QS,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QS,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QS,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QB,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QB,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QB,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TS,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TS,G1,7,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TS,G2,12,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TS,MIX,14,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TB,G1,9,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TB,G2,10,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TB,MIX,18,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,SB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,SB,G1,2,insufficient_people
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,SB,G2,17,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,SB,MIX,4,insufficient_people
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTS,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTS,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTS,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTS,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTB,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTB,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTB,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QSB,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QSB,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QSB,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QSB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TSB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TSB,G1,10,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TSB,G2,9,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,TSB,MIX,18,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTSB,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTSB,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTSB,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,QTSB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,Q_median2,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,Q_median2,G1,8,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,Q_median2,G2,11,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,common,Q_median2,MIX,16,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,Q,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,Q,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,Q,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,Q,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,T,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,T,G1,8,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,T,G2,11,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,T,MIX,16,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,S,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,S,G1,7,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,S,G2,12,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,S,MIX,14,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,B,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,B,G1,11,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,B,G2,8,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,B,MIX,16,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QT,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QT,G1,10,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QT,G2,9,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QT,MIX,18,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QS,G1,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QS,G2,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QS,MIX,0,classification_rejected
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QS,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QB,G1,11,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QB,G2,8,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QB,MIX,16,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TS,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TS,G1,10,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TS,G2,9,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TS,MIX,18,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TB,G1,9,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TB,G2,10,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TB,MIX,18,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,SB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,SB,G1,11,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,SB,G2,8,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,SB,MIX,16,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTS,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTS,G1,6,insufficient_people
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTS,G2,13,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTS,MIX,12,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTB,G1,6,insufficient_people
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTB,G2,13,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTB,MIX,12,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QSB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QSB,G1,11,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QSB,G2,8,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QSB,MIX,16,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TSB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TSB,G1,8,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TSB,G2,11,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,TSB,MIX,16,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTSB,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTSB,G1,7,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTSB,G2,12,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,QTSB,MIX,14,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,Q_median2,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,Q_median2,G1,9,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,Q_median2,G2,10,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,common,Q_median2,MIX,18,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,native,Q_median2,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,native,Q_median2,G1,9,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,native,Q_median2,G2,10,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,all26,native,Q_median2,MIX,18,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,native,Q_median2,ALL,19,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,native,Q_median2,G1,9,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,native,Q_median2,G2,10,available
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,current20,native,Q_median2,MIX,18,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,Q,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,Q,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,Q,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,Q,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,T,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,T,G1,10,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,T,G2,14,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,T,MIX,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,S,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,S,G1,9,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,S,G2,15,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,S,MIX,18,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,B,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,B,G1,4,insufficient_people
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,B,G2,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,B,MIX,8,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QT,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QT,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QT,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QT,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QS,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QS,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QS,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QS,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QB,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QB,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QB,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QB,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TS,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TS,G1,9,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TS,G2,15,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TS,MIX,18,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TB,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TB,G1,4,insufficient_people
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TB,G2,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TB,MIX,8,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,SB,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,SB,G1,4,insufficient_people
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,SB,G2,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,SB,MIX,8,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTS,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTS,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTS,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTS,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTB,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTB,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTB,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTB,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QSB,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QSB,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QSB,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QSB,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TSB,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TSB,G1,4,insufficient_people
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TSB,G2,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,TSB,MIX,8,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTSB,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTSB,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTSB,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,QTSB,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,Q_median2,ALL,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,Q_median2,G1,12,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,Q_median2,G2,12,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,all26,common,Q_median2,MIX,24,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,Q,G1,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,Q,G2,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,Q,MIX,0,classification_rejected
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,Q,ALL,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,T,ALL,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,T,G1,8,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,T,G2,12,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,T,MIX,16,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,S,ALL,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,S,G1,7,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,S,G2,13,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,S,MIX,14,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,B,ALL,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,B,G1,2,insufficient_people
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,B,G2,18,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,B,MIX,4,insufficient_people
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,QT,ALL,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,QT,G1,14,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,QT,G2,6,insufficient_people
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,QT,MIX,12,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,QS,ALL,20,available
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,current20,common,QS,G1,16,available
