stage,base_task_id,condition,producer,parameters_sha256,input_artifact,input_sha256,frozen_reference_artifact,frozen_reference_sha256,consistency_test_status,mismatch_fields,recomputed_medoid_geometry_sha256,frozen_medoid_geometry_sha256,reconstruction_rule,formula_source,historical_binding_status
C1,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,0836045dca8a8ef43f2e6a90a3d32ec0e10e5cb088822f8ab2b61c7e1c79fd4c,0836045dca8a8ef43f2e6a90a3d32ec0e10e5cb088822f8ab2b61c7e1c79fd4c,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,57f396253a434785ff2b17b46123a8031fe5c630ca598519952430008364833d,57f396253a434785ff2b17b46123a8031fe5c630ca598519952430008364833d,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,915d489fca8a3dbe79ce5bf7269319ee04c9bf8218b6c90042e0b86ab848d2a6,915d489fca8a3dbe79ce5bf7269319ee04c9bf8218b6c90042e0b86ab848d2a6,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,51943dc7bf494cf2b1eb5de69ac8e9815700bcff2424fa696bd574eeff11d304,51943dc7bf494cf2b1eb5de69ac8e9815700bcff2424fa696bd574eeff11d304,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,def6de642aba110212a84c6c1544e88f3627cb093609a943d36b5cafd4989a00,def6de642aba110212a84c6c1544e88f3627cb093609a943d36b5cafd4989a00,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,9db9faa8e6af6e61ac019b82a2cb725e58c4b383d893d556d5e00dded0f32c78,9db9faa8e6af6e61ac019b82a2cb725e58c4b383d893d556d5e00dded0f32c78,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,2abff0860a77a8b5b5948931cefca3cc12ee20be3317515ed70dc7ac0735dbcc,2abff0860a77a8b5b5948931cefca3cc12ee20be3317515ed70dc7ac0735dbcc,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,bec63862a8074c3b9fbeea028cd66250af0932e1c9d8e37a3e4fce8ec00c6366,bec63862a8074c3b9fbeea028cd66250af0932e1c9d8e37a3e4fce8ec00c6366,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,d0f15452690ce51d98119c9f04c61232cb3201420289f0c4db7f4c214edd801d,d0f15452690ce51d98119c9f04c61232cb3201420289f0c4db7f4c214edd801d,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,2a630719741b1682727d75c58da752995a46fe343e2824757ce6c42157101b2b,2a630719741b1682727d75c58da752995a46fe343e2824757ce6c42157101b2b,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,10ea7d9011f762f5aa7a6067cba27215d385262e6c39a5cd9c52f79148e35337,10ea7d9011f762f5aa7a6067cba27215d385262e6c39a5cd9c52f79148e35337,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,260b9be462b98f44ea7d62fdfcd6fd28c5701e53151a620aa792514cd182e8bc,260b9be462b98f44ea7d62fdfcd6fd28c5701e53151a620aa792514cd182e8bc,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,5208c2e60c03e21ed7963f09985488836c8eaac39411a81681072cff62e5880a,5208c2e60c03e21ed7963f09985488836c8eaac39411a81681072cff62e5880a,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,1b44135e6202a96784e329401554fa08c79a5f00835001ddcdca87112e445a23,1b44135e6202a96784e329401554fa08c79a5f00835001ddcdca87112e445a23,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,158d97ef94d94c53c162a08f2001351e841db17fabc50dade0f6c40782c54f28,158d97ef94d94c53c162a08f2001351e841db17fabc50dade0f6c40782c54f28,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,8ffb476a6d4d2e50c0dda04e50958d9973155b478d5953e3c2b2d5520101ae99,8ffb476a6d4d2e50c0dda04e50958d9973155b478d5953e3c2b2d5520101ae99,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,001b84ff2332a2a16103f642d97ecf49c2dcd0388f3a2987231ed161a5a7f814,001b84ff2332a2a16103f642d97ecf49c2dcd0388f3a2987231ed161a5a7f814,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,c387d0a1293fff1e888f50b29446c87c0767c0c36c04f4617677cc4c3b8b0c96,c387d0a1293fff1e888f50b29446c87c0767c0c36c04f4617677cc4c3b8b0c96,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,d5bd4aed13862382f3012713a36561d84cd6e14e2fbd28474f7056b7f0680af9,d5bd4aed13862382f3012713a36561d84cd6e14e2fbd28474f7056b7f0680af9,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,b2efa418b7580b34d61b237a13d0cd262bda8a874363ed253ccea96145507666,b2efa418b7580b34d61b237a13d0cd262bda8a874363ed253ccea96145507666,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,5e82afb9eae2bf73eefe2aafb6ac1c80b22e61c5390a4791fb13fdcf3cf00bcd,5e82afb9eae2bf73eefe2aafb6ac1c80b22e61c5390a4791fb13fdcf3cf00bcd,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,3e5502f7cbef61fc3f64021e8e54da1c53476a377395c530637b9c976911a784,3e5502f7cbef61fc3f64021e8e54da1c53476a377395c530637b9c976911a784,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,0eff89d752d72cfefe48835eb90613b3dcfce6b927da98c7d9b38566e24502ff,0eff89d752d72cfefe48835eb90613b3dcfce6b927da98c7d9b38566e24502ff,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,2596d04333b6c9c39462fdba04b878bbcd2fef31e6b1e5a63a31b97aedb0e1e1,2596d04333b6c9c39462fdba04b878bbcd2fef31e6b1e5a63a31b97aedb0e1e1,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,878781b0ce62f9c148167d94331af9ca01299c280aa0519931f9443b5d645002,878781b0ce62f9c148167d94331af9ca01299c280aa0519931f9443b5d645002,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,5f06541f597d75e70549a0fc0ee4839e21e976781b7ee6104ccc829c3dc3c78c,5f06541f597d75e70549a0fc0ee4839e21e976781b7ee6104ccc829c3dc3c78c,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
