task_id,base_task_id,image_id,image_stem,source_path,image_path,source_pool,source_files,used_in_prescreen,used_in_random_c1_deprecated,has_final_gold,geometry_gold_ready,scope_gold_ready,gt_keypoint_count,gt_pair_count,corner_count_bin,old_manual_scope_raw,old_manual_difficulty_raw,old_semi_model_issue_raw,legacy_label_status,expert_review_status,latest_human_reviewed,scope_difficulty_reviewed,legacy_proxy,unreviewed,expert_scope_confirmed,expert_proxy_family_primary,expert_proxy_family_secondary,model_issue_only,semi_only,scope_gate_only,requires_gt_fix,requires_gt_review,hard_exclude,exclude_reason,eligible_for_manual_calibration,eligible_for_core_proxy_sampling,eligible_for_anchor_candidate,eligible_for_reserve_candidate,eligible_for_semi_candidate,core_candidate_type,proxy_confidence,notes
523,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
524,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,overextend_adjacent,legacy_proxy,legacy_proxy,false,false,true,true,,跨门扩张,跨门扩张,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
526,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.png,legacy_project2_full_annotation,old_label_json;校准semi模型问题整理,true,false,true,false,true,24,12,pairs_ge_9,oos_open_boundary,occlusion;seam;residual,overextend_adjacent;corner_drift;corner_duplicate;topology_failure;over_parsing;fail,legacy_proxy,legacy_proxy,false,false,true,true,,模型预标注失败/拓扑失败,模型预标注失败/拓扑失败,false,false,true,false,false,false,,false,false,false,false,false,core_scope_gate_audit_candidate,legacy_proxy,
527,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,reflection,over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
529,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407.png,legacy_project2_full_annotation,old_label_json;校准semi模型问题整理,true,false,true,false,true,12,6,pairs_5_6,oos_geometry,reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,true,false,false,false,,false,false,false,false,false,core_scope_gate_audit_candidate,legacy_proxy,
530,q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232,q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232,q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
531,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
532,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
533,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.png,legacy_project2_full_annotation,old_label_json;校准semi模型问题整理,true,false,true,true,true,20,10,pairs_ge_9,oos_geometry,occlusion;seam;residual,corner_drift;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,true,false,false,false,,false,false,false,false,false,core_scope_gate_audit_candidate,legacy_proxy,
534,uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407,uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407,uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
535,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
536,UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
537,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
538,uNb9QFRL6hY_930b1d9018914ff6858fac08e204de26,uNb9QFRL6hY_930b1d9018914ff6858fac08e204de26,uNb9QFRL6hY_930b1d9018914ff6858fac08e204de26,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_930b1d9018914ff6858fac08e204de26.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,low_texture,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
539,yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d,yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d,yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,occlusion,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
540,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,occlusion,over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,20,10,pairs_ge_9,normal,occlusion;reflection,overextend_adjacent;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,跨门扩张,跨门扩张,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,24,12,pairs_ge_9,normal,occlusion;reflection,overextend_adjacent;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,跨门扩张,跨门扩张,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
544,uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
545,wc2JMjhGNzB_872459df29ef4f158108fbfcb3225090,wc2JMjhGNzB_872459df29ef4f158108fbfcb3225090,wc2JMjhGNzB_872459df29ef4f158108fbfcb3225090,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_872459df29ef4f158108fbfcb3225090.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
546,b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45,b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45,b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,16,8,pairs_7_8,oos_split_level,occlusion;reflection;residual,corner_duplicate;topology_failure;over_parsing;fail,legacy_proxy,latest_human_reviewed,true,false,true,false,inscope,拉伸明显-玻璃干扰,模型预标注失败/拓扑失败,false,false,true,false,false,false,,true,true,false,true,true,core_scope_gate_audit_candidate,confirmed,可作拉伸+scope 歧义候选
548,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,16,8,pairs_7_8,oos_open_boundary,occlusion;reflection,corner_drift;over_parsing,legacy_proxy,legacy_proxy,false,false,true,true,,过度解析,过度解析,false,false,true,false,false,false,,true,true,false,true,true,core_scope_gate_audit_candidate,legacy_proxy,
549,wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
550,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.png,legacy_project2_full_annotation,old_label_json;校准semi模型问题整理,true,false,true,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,false,false,false,false,false,core_paired_semi_counterpart_candidate,legacy_proxy,
551,uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28,uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28,uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
552,e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,true,true,false,true,true,core_paired_semi_counterpart_candidate,legacy_proxy,
553,B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475,B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475,B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475.png,legacy_project2_full_annotation,old_label_json;纯模型问题任务记录;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,legacy_proxy,false,false,true,true,,模型标注质量好,模型标注质量好,true,false,false,false,false,false,,false,false,false,false,false,core_paired_semi_counterpart_candidate,legacy_proxy,模型正确标注了；没有过度解析
554,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.png,legacy_project2_full_annotation,old_label_json;范围难度人工分层候选;校准semi模型问题整理,true,false,true,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,scope_difficulty_reviewed,false,true,true,false,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,false,false,false,false,false,core_paired_semi_counterpart_candidate,legacy_proxy,
555,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.png,legacy_project2_full_annotation,old_label_json;范围难度人工分层候选;校准semi模型问题整理,true,false,true,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,scope_difficulty_reviewed,false,true,true,false,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,false,false,false,false,false,core_paired_semi_counterpart_candidate,legacy_proxy,
556,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.png,legacy_project2_full_annotation,old_label_json;范围难度人工分层候选;校准semi模型问题整理,true,false,true,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,scope_difficulty_reviewed,false,true,true,false,,模型标注质量好,模型标注质量好,false,false,false,false,false,false,,false,false,false,false,false,core_paired_semi_counterpart_candidate,legacy_proxy,
557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;范围难度人工分层候选;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,latest_human_reviewed,true,true,true,false,inscope,遮挡明显,模型标注质量好,false,false,false,false,false,false,,true,true,true,true,true,core_paired_semi_counterpart_candidate,confirmed,可作低难遮挡样本
558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.png,legacy_project2_full_annotation,old_label_json;亲自复核整理;范围难度人工分层候选;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,acceptable,legacy_proxy,latest_human_reviewed,true,true,true,false,inscope,遮挡明显-纯色墙,模型标注质量好,false,false,false,false,false,false,,true,true,true,true,true,core_paired_semi_counterpart_candidate,confirmed,可作低难遮挡+纯色墙样本
559,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.png,legacy_project2_full_annotation,old_label_json;范围难度人工分层候选;校准semi模型问题整理,true,false,true,true,true,10,5,pairs_5_6,normal,occlusion;low_texture,corner_drift;corner_duplicate,legacy_proxy,scope_difficulty_reviewed,false,true,true,false,,角点错位/飘移,角点错位/飘移,false,false,false,false,false,false,,false,false,false,false,false,core_paired_semi_counterpart_candidate,legacy_proxy,
