image_id,building_id,split,population_role,image_url,image_url_provenance,local_image_source,room_instance_id,room_identity_status,region_class_values_json,room_mapping_status,coordinate_width,coordinate_height,model_count,reference_count,reference_floor_available,bi_equal,bi_floor,bi_band,bi_linear,bi_solid,hoho_E_floor,hoho_X_floor,historical_rows,historical_workers,historical_contexts,human_floor_mean,floor_count,human30_id,ai50_id,extended73_partitions,historical42_partitions
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.004012555910371307,0.002151569070906967,0.002983407480953937,0.001647792230003775,0.24910170189142322,0.25042066981886046,0,0,0,,,,R50-013,0,0
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_a830b673f439458aa54a716194d972b7.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_a830b673f439458aa54a716194d972b7.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0,0.0008639824262021145,0.0009834539212070226,0.0007025062693285511,0.0709007824849649,0.0709007824849649,0,0,0,,,,,0,0
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b1e740fa45384144b55ef6675440756b.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_b1e740fa45384144b55ef6675440756b.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.00783626447770347,0.003589589779705804,0.003097521009644444,0.002465923131552694,0.07117927954820313,0.07717717059418494,0,0,0,,,,,0,0
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.09110900970134461,0.09110900970134461,0,0,0,,,,,0,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.0044222010791709065,,,,0.1743971692929328,0.17703084672107017,9,9,2,0.08076642913475102,5.0,,,0,0
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.014927819190515668,0.0048865485586042645,0.0034579745278354723,0.0038018191554894942,0.0632715220611626,0.06454245568215011,0,0,0,,,,,0,0
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.011237146018482469,0.011237146018482469,0,0,0,,,,,0,0
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.015828097603324043,0.0015803423212198409,0.002144687497380393,0.001566174963361533,0.08968261591726434,0.08013543089713071,0,0,0,,,,,0,0
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.058622178576032136,0.058622178576032136,0,0,0,,,,,0,0
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.047660553728636756,0.047660553728636756,0,0,0,,,,R50-014,0,0
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b.jpg,public_GT_import,data/mp3d_layout/test/img/X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.005898068245681953,,,,0.09717802221391814,0.09678915772306151,0,0,0,,,,,0,0
Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,Z6MFQCViBuw,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f.jpg,public_GT_import,data/mp3d_layout/test/img/Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.009418823560637946,0.0035551715242668758,0.003890463577311709,0.0028895564681927777,0.1853339054566131,0.17985271908211864,0,0,0,,,P30-025,,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.04118336633858399,0.007774568680163907,0.006716558250477012,0.007258037326585587,0.14103485011198436,0.16864563579374692,9,9,2,0.08495877556551597,8.0,,,0,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.007625104488680368,0.0021828818728710786,0.0017975562336772777,0.00182692402527318,0.1163307957711579,0.10967220472948702,10,10,2,0.1836491623334649,10.0,,,0,0
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719.jpg,public_GT_import,data/mp3d_layout/test/img/Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.17827450345126095,0.17827450345126095,0,0,0,,,,R50-015,0,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.04490077638159473,0.021618629128363653,0.0200660123342965,0.017601279388733793,0.3257089201911796,0.2958595828446019,5,5,1,0.1862729166522959,5.0,,,0,0
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.jpg,public_GT_import,data/mp3d_layout/test/img/Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0,0.0017926915585074754,0.0023491233168652093,0.0013452465939085556,0.24144296773631502,0.24144296773631502,0,0,0,,,,R50-016,0,0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.02533909023840486,0.005297567604678144,0.006084722405848786,0.00473358857683881,0.04201013448045521,0.04275554696422468,26,26,1,0.1583675261681954,25.0,,,1,0
b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.00927862360484455,0.005752946619643984,0.005633481390071027,0.005078987034914384,0.09670901969786971,0.10247270783094387,0,0,0,,,P30-005,,0,0
b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.13205467843417995,0.13205467843417995,0,0,0,,,P30-018,,0,0
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0,0.001621750762348051,0.0017097302875179743,0.001049648487978505,0.13891103093478196,0.13891103093478196,0,0,0,,,,,0,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,1,False,0.03535467247298718,,,,0.19756535115824314,0.1781270929218267,26,26,1,0.5522180475654238,7.0,,,1,1
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0032508003091935578,0.004724206969730416,0.004429056124544251,0.00426997855310729,0.19836898003248937,0.19896683860511055,0,0,0,,,,,0,0
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.13962607987472342,0.13962607987472342,0,0,0,,,,,0,0
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,False,0.0026311883956356974,0.0005790763298453294,0.0007464990204720801,0.0005410224795733276,0.07548047319917661,0.07407650932568155,26,26,1,0.16744344588419757,17.0,,,1,0
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.11023674899563918,,,,0.3099373684967167,0.3452159331970187,0,0,0,,,,,0,0
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.3951159250679255,,,,0.33563142684888037,0.2867776983308066,0,0,0,,,,R50-017,0,0
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.03769112013274556,0.0071003619360389125,0.016379599278494195,0.0044077374947432135,0.04292103528421287,0.0388746034206191,0,0,0,,,,,0,0
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.17754036972659593,0.008210202645926978,0.03947997713672469,0.0058482606577467955,0.34911776541696216,0.20985785980508775,0,0,0,,,,R50-018,0,0
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.08118608221944834,0.01895705699022021,0.03635159595010651,0.017508195263461035,0.16344948662880732,0.11990229532327856,0,0,0,,,,,0,0
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa.jpg,public_GT_import,data/mp3d_layout/test/img/b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.012635178259787883,0.008704567102118088,0.004201591075737587,0.005667938315372489,0.11052146725435419,0.11227058679110435,0,0,0,,,,,0,0
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.0,,,,0.05676945501155439,0.05676945501155439,5,5,1,,1.0,,,0,0
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.05349893816354623,,,,0.07986011965754303,0.05372067314400564,6,6,1,0.41233244329729607,4.0,,,0,0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,True,0.0,0.0,0.0,0.0,0.04231701662795151,0.04231701662795151,26,26,1,0.2817263566188446,9.0,,,1,0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,True,0.0,0.0,0.0,0.0,0.027456429832712792,0.027456429832712792,6,6,1,0.08235590195500607,4.0,,,0,0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.010718830495495046,0.005964349233296362,0.004588591872392356,0.004867859031819299,0.07772389564093773,0.07731338808584254,26,26,1,0.06449980686442462,21.0,,,1,0
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11.jpg,public_GT_import,data/mp3d_layout/test/img/e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.05636786294163332,0.05636786294163332,0,0,0,,,,,0,0
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,e9zR4mvMWw7,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc.jpg,public_GT_import,data/mp3d_layout/test/img/e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0,0.0031557875720897854,0.0035888561053109003,0.0029960079819940644,0.09226390212012647,0.09226390212012647,0,0,0,,,P30-006,,0,0
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.24089492329963702,,,,0.04308910855311121,0.2297296039933039,6,6,1,0.1327296381656393,6.0,,,0,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,False,0.0,0.0011643933723556321,0.0014717906786589907,0.0010290103304597675,0.036148562993273514,0.036148562993273514,26,26,1,0.07606954337152223,24.0,,,1,0
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b.jpg,public_GT_import,data/mp3d_layout/test/img/e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.025182942091494964,,,,0.04865346373243096,0.05691006774721352,0,0,0,,,,R50-019,0,0
e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3,e9zR4mvMWw7,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3.jpg,public_GT_import,data/mp3d_layout/test/img/e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.015772292096355334,0.003320745250859347,0.001346705559169492,0.002342577932375356,0.1005526831549024,0.08803568953686136,0,0,0,,,P30-019,,0,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,1,True,0.0,0.0,0.0,0.0,0.1092141659006749,0.1092141659006749,26,26,1,0.1194297866330723,26.0,,,1,0
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.004066360584700113,0.010402689175366131,0.005415969857548664,0.0073842691301937435,0.18719006936793547,0.18387139618132076,6,6,1,0.23031698197999262,6.0,,,0,0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,False,0.02667373063216094,,,,0.08608904436474207,0.07572245925211207,26,26,1,0.40526004004451815,15.0,,,1,1
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777.jpg,public_GT_import,data/mp3d_layout/test/img/e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.04174895550279456,,,,0.24119667614792029,0.21392211299230013,0,0,0,,,,,0,0
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee.jpg,public_GT_import,data/mp3d_layout/test/img/e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.007253130123090035,,,,0.22615923503042634,0.22953396410037274,0,0,0,,,,,0,0
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3.jpg,public_GT_import,data/mp3d_layout/test/img/e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.04093695547934284,0.04093695547934284,0,0,0,,,,,0,0
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b.jpg,public_GT_import,data/mp3d_layout/test/img/e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.016243363047771853,,,,0.15517868437112592,0.16634827073384895,0,0,0,,,,,0,0
