image_id,code,building,scene,scene_source,display_groups,supported_groups,room_state,manual_people,manual_band,semi_people,submitters_all_ids,no_saved_submission_or_draft,unseen_english,in_original_112,in_any_current_candidate_pool,in_required,in_H,in_followup_proposal,oos_status,image_path,group_physical_same_states
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9-01,pRbA3pwrgk9,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G120"", ""G121""]",[],仅待定或不支持同房关系,3,3—7,0,3,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工曾明确OOS,data/mp3d_layout/valid/img/pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6.png,"{""G120"": ""待定"", ""G121"": ""待定""}"
pRbA3pwrgk9_05c49a8b61034633ad57ae3527dac65d,pRbA3pwrgk9-03,pRbA3pwrgk9,,current_coarse_review；不采用未确认的新模型建议,"[""G123""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工疑似或争议,data/mp3d_layout/valid/img/pRbA3pwrgk9_05c49a8b61034633ad57ae3527dac65d.png,"{""G123"": ""待定""}"
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9-11,pRbA3pwrgk9,,current_coarse_review；不采用未确认的新模型建议,"[""G123""]",[],仅待定或不支持同房关系,20,8+,0,20,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,"{""G123"": ""待定""}"
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9-14,pRbA3pwrgk9,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G128""]",[],仅待定或不支持同房关系,2,1—2,0,2,False,"[28, 29, 30, 31, 32, 33, 34, 35]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930.png,"{""G128"": ""不支持""}"
pRbA3pwrgk9_b1477ef96be5470d9881a9f6c9f825ae,pRbA3pwrgk9-15,pRbA3pwrgk9,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G126""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pRbA3pwrgk9_b1477ef96be5470d9881a9f6c9f825ae.png,"{""G126"": ""不支持""}"
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9-16,pRbA3pwrgk9,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G120""]",[],仅待定或不支持同房关系,2,1—2,0,2,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工曾明确OOS,data/mp3d_layout/valid/img/pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad.png,"{""G120"": ""待定""}"
pRbA3pwrgk9_c19e6a85e45d4aae9e9a4b703650132b,pRbA3pwrgk9-17,pRbA3pwrgk9,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G121"", ""G128""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pRbA3pwrgk9_c19e6a85e45d4aae9e9a4b703650132b.png,"{""G121"": ""待定"", ""G128"": ""不支持""}"
q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232,q9vSo1VnCiC-05,q9vSo1VnCiC,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G146""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.png,"{""G146"": ""不支持""}"
q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5,q9vSo1VnCiC-06,q9vSo1VnCiC,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G150""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5.png,"{""G150"": ""不支持""}"
q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,q9vSo1VnCiC-07,q9vSo1VnCiC,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G151""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d.png,"{""G151"": ""待定""}"
q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,q9vSo1VnCiC-08,q9vSo1VnCiC,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G152""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71.png,"{""G152"": ""不支持""}"
q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,q9vSo1VnCiC-33,q9vSo1VnCiC,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G160""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0.png,"{""G160"": ""不支持""}"
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,q9vSo1VnCiC,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G151""]",[],仅待定或不支持同房关系,5,3—7,0,5,False,"[28, 29, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0.png,"{""G151"": ""待定""}"
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,rPc6DW4iMge,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G164""]",[],仅待定或不支持同房关系,23,8+,0,23,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.png,"{""G164"": ""不支持""}"
rPc6DW4iMge_1920d957cf3d4adab57626a7ccc206b0,rPc6DW4iMge-07,rPc6DW4iMge,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G167""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rPc6DW4iMge_1920d957cf3d4adab57626a7ccc206b0.png,"{""G167"": ""不支持""}"
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,rPc6DW4iMge,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G164""]",[],仅待定或不支持同房关系,24,8+,0,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.png,"{""G164"": ""不支持""}"
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge-16,rPc6DW4iMge,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G169""]",[],仅待定或不支持同房关系,6,3—7,0,6,False,"[28, 29, 30, 31, 32, 33, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2.png,"{""G169"": ""不支持""}"
pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84,pa4otMbVnkk-08,pa4otMbVnkk,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G137""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工疑似或争议,data/mp3d_layout/valid/img/pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84.png,"{""G137"": ""不支持""}"
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk-14,pa4otMbVnkk,,current_coarse_review；不采用未确认的新模型建议,"[""G133""]",[],仅待定或不支持同房关系,6,3—7,0,6,False,"[30, 31, 33, 34, 35]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3.png,"{""G133"": ""不支持""}"
pa4otMbVnkk_a8e87c5da1414d998988fe3c29dba7d5,pa4otMbVnkk-34,pa4otMbVnkk,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G137""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_a8e87c5da1414d998988fe3c29dba7d5.png,"{""G137"": ""不支持""}"
pa4otMbVnkk_e280c21ec51840e296d454c19fb4ac28,pa4otMbVnkk-40,pa4otMbVnkk,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G144""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_e280c21ec51840e296d454c19fb4ac28.png,"{""G144"": ""待定""}"
pa4otMbVnkk_f99f4beac1744062a4d6349ac140f16e,pa4otMbVnkk-46,pa4otMbVnkk,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G144""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_f99f4beac1744062a4d6349ac140f16e.png,"{""G144"": ""待定""}"
uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72,uNb9QFRL6hY-05,uNb9QFRL6hY,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G175""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.png,"{""G175"": ""待定""}"
uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb,uNb9QFRL6hY-13,uNb9QFRL6hY,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G181""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb.png,"{""G181"": ""待定""}"
uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,uNb9QFRL6hY-15,uNb9QFRL6hY,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G181"", ""G182""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,"{""G181"": ""待定"", ""G182"": ""不支持""}"
uNb9QFRL6hY_3c97da43516341758224453830954124,uNb9QFRL6hY-22,uNb9QFRL6hY,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G175""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_3c97da43516341758224453830954124.png,"{""G175"": ""待定""}"
uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae,uNb9QFRL6hY-30,uNb9QFRL6hY,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G191""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae.png,"{""G191"": ""不支持""}"
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY-32,uNb9QFRL6hY,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G188""]",[],仅待定或不支持同房关系,5,3—7,0,5,False,"[31, 32, 33, 34, 35, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.png,"{""G188"": ""不支持""}"
zsNo4HB9uLZ_19b2aa3137ae44f19821ec0f3da4a836,zsNo4HB9uLZ-01,zsNo4HB9uLZ,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G254""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/zsNo4HB9uLZ_19b2aa3137ae44f19821ec0f3da4a836.png,"{""G254"": ""不支持""}"
zsNo4HB9uLZ_2e349b06dd94494ea4b887458e4ab4a3,zsNo4HB9uLZ-03,zsNo4HB9uLZ,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G255""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/zsNo4HB9uLZ_2e349b06dd94494ea4b887458e4ab4a3.png,"{""G255"": ""不支持""}"
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ-05,zsNo4HB9uLZ,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G255""]",[],仅待定或不支持同房关系,4,3—7,0,4,False,"[28, 29, 30, 31, 32, 33, 34, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b.png,"{""G255"": ""不支持""}"
zsNo4HB9uLZ_5e966f4bdbc849f4b2b200e2f8cc49a0,zsNo4HB9uLZ-07,zsNo4HB9uLZ,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G254""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/zsNo4HB9uLZ_5e966f4bdbc849f4b2b200e2f8cc49a0.png,"{""G254"": ""不支持""}"
x8F5xyUWy9e_b7e0b8b0d65b439382afa4c79db018a7,x8F5xyUWy9e-10,x8F5xyUWy9e,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G232""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/x8F5xyUWy9e_b7e0b8b0d65b439382afa4c79db018a7.png,"{""G232"": ""不支持""}"
yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b,yqstnuAEVhm-03,yqstnuAEVhm,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G239""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b.png,"{""G239"": ""不支持""}"
yqstnuAEVhm_6f4d197078d14d6e944ed6533598a6f9,yqstnuAEVhm-17,yqstnuAEVhm,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G242""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/yqstnuAEVhm_6f4d197078d14d6e944ed6533598a6f9.png,"{""G242"": ""不支持""}"
yqstnuAEVhm_be1f9bddd03847cf964f3b9598c8e5d3,yqstnuAEVhm-28,yqstnuAEVhm,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G247""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/yqstnuAEVhm_be1f9bddd03847cf964f3b9598c8e5d3.png,"{""G247"": ""待定""}"
yqstnuAEVhm_e3a33da5e5334b3fbc96997fc9c269dd,yqstnuAEVhm-30,yqstnuAEVhm,,current_coarse_review；不采用未确认的新模型建议,"[""G248""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/yqstnuAEVhm_e3a33da5e5334b3fbc96997fc9c269dd.png,"{""G248"": ""待定""}"
wc2JMjhGNzB_1be9e528556447d0897d382ddd408766,wc2JMjhGNzB-12,wc2JMjhGNzB,起居与休闲,current_coarse_review；不采用未确认的新模型建议,"[""G210"", ""G216""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_1be9e528556447d0897d382ddd408766.png,"{""G210"": ""不支持"", ""G216"": ""不支持""}"
wc2JMjhGNzB_1d1b27d1b8db40f99e2fa3af6e237ce9,wc2JMjhGNzB-13,wc2JMjhGNzB,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G217""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_1d1b27d1b8db40f99e2fa3af6e237ce9.png,"{""G217"": ""不支持""}"
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB-14,wc2JMjhGNzB,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G218""]",[],仅待定或不支持同房关系,5,3—7,0,5,False,"[28, 29, 31, 32, 33, 34, 35, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.png,"{""G218"": ""不支持""}"
wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,wc2JMjhGNzB-37,wc2JMjhGNzB,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G219""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be.png,"{""G219"": ""不支持""}"
wc2JMjhGNzB_765293b6cd0a4bf4a50595038eb2b623,wc2JMjhGNzB-39,wc2JMjhGNzB,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G226""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_765293b6cd0a4bf4a50595038eb2b623.png,"{""G226"": ""不支持""}"
wc2JMjhGNzB_7d90b6268a79425cb15a26ef91d68c96,wc2JMjhGNzB-42,wc2JMjhGNzB,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G218""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_7d90b6268a79425cb15a26ef91d68c96.png,"{""G218"": ""不支持""}"
wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,wc2JMjhGNzB-49,wc2JMjhGNzB,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G229""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069.png,"{""G229"": ""不支持""}"
wc2JMjhGNzB_afdf0c43bc4f4daab702050ad1173e78,wc2JMjhGNzB-52,wc2JMjhGNzB,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G229""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_afdf0c43bc4f4daab702050ad1173e78.png,"{""G229"": ""不支持""}"
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB-60,wc2JMjhGNzB,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G217""]",[],仅待定或不支持同房关系,23,8+,0,23,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.png,"{""G217"": ""不支持""}"
wc2JMjhGNzB_ebf624692bd6472ca94a297ffa1f4c05,wc2JMjhGNzB-66,wc2JMjhGNzB,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G215""]",[],仅待定或不支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/wc2JMjhGNzB_ebf624692bd6472ca94a297ffa1f4c05.png,"{""G215"": ""不支持""}"
